"PORT","SP","DATE","SAMPLEID","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB","CAS","COMMENTS"
"Kodiak",142,2025-07-21,"3 072125 1 6",27,5,"F","54",,,,,,"Private","P1","525733",,2025,7,21,,"Black","Pelagic","0",
"Kodiak",142,2025-07-21,"3 072125 1 7",27,6,"M","44",,,,,,"Private","P1","525733",,2025,7,21,,"Black","Pelagic","0",
"Kodiak",142,2025-07-21,"3 072125 1 8",27,7,"M","51",,,,,,"Private","P1","525733",,2025,7,21,,"Black","Pelagic","0",
"Kodiak",142,2025-07-21,"3 072125 2 2",27,8,"F","42",,,,,,"Private","P2","525733",,2025,7,21,,"Black","Pelagic","0",
"Kodiak",142,2025-07-21,"3 072125 3 3",27,9,"F","46",,,,,,"Private","P3","525733",,2025,7,21,,"Black","Pelagic","0",
"Kodiak",142,2025-07-21,"3 072125 3 4",27,10,"F","44",,,,,,"Private","P3","525733",,2025,7,21,,"Black","Pelagic","0",
"Kodiak",142,2025-07-21,"3 072125 3 5",27,11,"M","42",,,,,,"Private","P3","525733",,2025,7,21,,"Black","Pelagic","0",
"Kodiak",142,2025-07-21,"3 072125 3 6",27,12,"F","46",,,,,,"Private","P3","525733",,2025,7,21,,"Black","Pelagic","0",
"Kodiak",142,2025-07-21,"3 072125 3 7",27,13,"M","54",,,,,,"Private","P3","525733",,2025,7,21,,"Black","Pelagic","0",
"Kodiak",142,2025-07-21,"3 072125 3 8",27,14,"M","54",,,,,,"Private","P3","525733",,2025,7,21,,"Black","Pelagic","0",
"Kodiak",142,2025-07-21,"3 072125 3 11",27,15,"F","51",,,,,,"Private","P3","525733",,2025,7,21,,"Black","Pelagic","0",
"Kodiak",142,2025-07-22,"3 072225 1 1",28,1,"F","50",,,,,,"Charter","LANA J","525805",,2025,7,22,,"Black","Pelagic","0",
"Kodiak",142,2025-07-22,"3 072225 1 2",28,2,"F","49","2.1",,,,,"Charter","LANA J","525805",,2025,7,22,,"Black","Pelagic","0",
"Kodiak",142,2025-07-22,"3 072225 1 3",28,3,"F","50","2",,,,,"Charter","LANA J","525805",,2025,7,22,,"Black","Pelagic","0",
"Kodiak",142,2025-07-22,"3 072225 1 4",28,4,"M","46","1.6",,,,,"Charter","LANA J","525805",,2025,7,22,,"Black","Pelagic","0",
"Kodiak",142,2025-07-22,"3 072225 1 7",28,5,"F","49","2",,,,,"Charter","LANA J","525805",,2025,7,22,,"Black","Pelagic","0",
"Kodiak",142,2025-07-22,"3 072225 1 8",28,6,"F","47","2",,,,,"Charter","LANA J","525805",,2025,7,22,,"Black","Pelagic","0",
"Kodiak",142,2025-07-22,"3 072225 1 9",28,7,"F","44","1.5",,,,,"Charter","LANA J","525805",,2025,7,22,,"Black","Pelagic","0",
"Kodiak",142,2025-07-22,"3 072225 1 10",28,8,"F","49","2",,,,,"Charter","LANA J","525805",,2025,7,22,,"Black","Pelagic","0",
"Kodiak",142,2025-07-22,"3 072225 1 11",28,9,"F","44","1.5",,,,,"Charter","LANA J","525805",,2025,7,22,,"Black","Pelagic","0",
"Kodiak",142,2025-07-22,"3 072225 1 12",28,10,"M","46","1.7",,,,,"Charter","LANA J","525805",,2025,7,22,,"Black","Pelagic","0",
"Kodiak",142,2025-07-22,"3 072225 1 13",28,11,"F","49","2.4",,,,,"Charter","LANA J","525805",,2025,7,22,,"Black","Pelagic","0",
"Kodiak",142,2025-07-23,"3 072325 1 1",29,1,"M","45",,,,,,"Private","P1","525733",,2025,7,23,,"Black","Pelagic","0",
"Kodiak",142,2025-07-26,"3 072625 1 1",30,1,"F","44","1.6",,,,,"Charter","DAYBREAK","525731",,2025,7,26,,"Black","Pelagic","0",
"Kodiak",142,2025-07-26,"3 072625 1 2",30,2,"M","46","1.8",,,,,"Charter","DAYBREAK","525731",,2025,7,26,,"Black","Pelagic","0",
"Kodiak",142,2025-07-26,"3 072625 1 3",30,3,"F","47","1.9",,,,,"Charter","DAYBREAK","525731",,2025,7,26,,"Black","Pelagic","0",
"Kodiak",142,2025-07-26,"3 072625 1 4",30,4,"M","47","1.6",,,,,"Charter","DAYBREAK","525731",,2025,7,26,,"Black","Pelagic","0",
"Kodiak",142,2025-07-26,"3 072625 1 5",30,5,"F","49","2.1",,,,,"Charter","DAYBREAK","525731",,2025,7,26,,"Black","Pelagic","0",
"Kodiak",142,2025-07-26,"3 072625 1 6",30,6,"M","46","1.7",,,,,"Charter","DAYBREAK","525731",,2025,7,26,,"Black","Pelagic","0",
"Kodiak",142,2025-07-26,"3 072625 1 7",30,7,"M","47","1.8",,,,,"Charter","DAYBREAK","525731",,2025,7,26,,"Black","Pelagic","0",
"Kodiak",142,2025-07-26,"3 072625 1 8",30,8,"F","45","1.7",,,,,"Charter","DAYBREAK","525731",,2025,7,26,,"Black","Pelagic","0",
"Kodiak",142,2025-07-26,"3 072625 1 9",30,9,"F","49","2",,,,,"Charter","DAYBREAK","525731",,2025,7,26,,"Black","Pelagic","0",
"Kodiak",142,2025-07-26,"3 072625 1 11",30,10,"M","44","1.5",,,,,"Charter","DAYBREAK","525731",,2025,7,26,,"Black","Pelagic","0",
"Kodiak",142,2025-07-26,"3 072625 1 12",30,11,"M","43","1.5",,,,,"Charter","DAYBREAK","525731",,2025,7,26,,"Black","Pelagic","0",
"Kodiak",142,2025-07-27,"3 072725 1 1",31,1,"M","46",,,,,,"Private","P1","525733",,2025,7,27,,"Black","Pelagic","0",
"Kodiak",142,2025-07-27,"3 072725 1 2",31,2,"F","55",,,,,,"Private","P1","525733",,2025,7,27,,"Black","Pelagic","0",
"Kodiak",142,2025-07-27,"3 072725 1 3",31,3,"F","49",,,,,,"Private","P1","525733",,2025,7,27,,"Black","Pelagic","0",
"Kodiak",142,2025-07-27,"3 072725 1 4",31,4,"","49",,,,,,"Private","P1","525733",,2025,7,27,,"Black","Pelagic","0",
"Kodiak",142,2025-07-27,"3 072725 2 6",31,5,"F","51",,,,,,"Private","P2","525731",,2025,7,27,,"Black","Pelagic","0",
"Kodiak",142,2025-07-27,"3 072725 2 7",31,6,"F","49",,,,,,"Private","P2","525731",,2025,7,27,,"Black","Pelagic","0",
"Kodiak",142,2025-07-27,"3 072725 2 8",31,7,"F","56",,,,,,"Private","P2","525731",,2025,7,27,,"Black","Pelagic","0",
"Kodiak",142,2025-07-27,"3 072725 2 9",31,8,"F","49",,,,,,"Private","P2","525731",,2025,7,27,,"Black","Pelagic","0",
"Kodiak",142,2025-07-27,"3 072725 2 10",31,9,"F","55",,,,,,"Private","P2","525731",,2025,7,27,,"Black","Pelagic","0",
"Kodiak",142,2025-07-27,"3 072725 2 11",31,10,"M","54",,,,,,"Private","P2","525731",,2025,7,27,,"Black","Pelagic","0",
"Kodiak",142,2025-07-27,"3 072725 3 1",31,11,"F","47",,,,,,"Private","P3","525733",,2025,7,27,,"Black","Pelagic","0",
"Kodiak",142,2025-07-27,"3 072725 3 2",31,12,"F","41",,,,,,"Private","P3","525733",,2025,7,27,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 2 1",32,1,"F","55",,,,,,"Private","P2","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 2 2",32,2,"M","54",,,,,,"Private","P2","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 3 2",32,3,"F","52",,,,,,"Private","P3","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 3 3",32,4,"F","50",,,,,,"Private","P3","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 3 4",32,5,"M","48",,,,,,"Private","P3","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 3 5",32,6,"F","49",,,,,,"Private","P3","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 3 6",32,7,"F","50",,,,,,"Private","P3","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 3 7",32,8,"F","53",,,,,,"Private","P3","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 4 1",32,9,"F","47",,,,,,"Private","P4","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 4 2",32,10,"M","44",,,,,,"Private","P4","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 4 3",32,11,"M","45",,,,,,"Private","P4","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 4 4",32,12,"M","47",,,,,,"Private","P4","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-28,"3 072825 4 5",32,13,"F","47",,,,,,"Private","P4","525733",,2025,7,28,,"Black","Pelagic","0",
"Kodiak",142,2025-07-29,"3 072925 2 7",33,1,"F","52",,,,,,"Private","P2","525733",,2025,7,29,,"Black","Pelagic","0",
"Kodiak",142,2025-07-29,"3 072925 2 8",33,2,"M","49",,,,,,"Private","P2","525733",,2025,7,29,,"Black","Pelagic","0",
"Kodiak",142,2025-07-29,"3 072925 2 9",33,3,"M","50",,,,,,"Private","P2","525733",,2025,7,29,,"Black","Pelagic","0",
"Kodiak",142,2025-07-29,"3 072925 2 10",33,4,"F","50",,,,,,"Private","P2","525733",,2025,7,29,,"Black","Pelagic","0",
"Kodiak",142,2025-07-29,"3 072925 2 18",33,5,"F","49",,,,,,"Private","P2","525733",,2025,7,29,,"Black","Pelagic","0",
"Kodiak",142,2025-07-29,"3 072925 4 1",33,6,"M","48",,,,,,"Private","P4","525733",,2025,7,29,,"Black","Pelagic","0",
"Kodiak",142,2025-07-29,"3 072925 4 2",33,7,"F","51",,,,,,"Private","P4","525733",,2025,7,29,,"Black","Pelagic","0",
"Kodiak",142,2025-07-29,"3 072925 4 3",33,8,"M","51",,,,,,"Private","P4","525733",,2025,7,29,,"Black","Pelagic","0",
"Kodiak",142,2025-08-02,"3 080225 1 2",34,1,"F","53",,,,,,"Private","P1","525733",,2025,8,2,,"Black","Pelagic","0",
"Kodiak",142,2025-08-02,"3 080225 1 3",34,2,"M","58",,,,,,"Private","P1","525733",,2025,8,2,,"Black","Pelagic","0",
"Kodiak",142,2025-08-02,"3 080225 1 4",34,3,"","55",,,,,,"Private","P1","525733",,2025,8,2,,"Black","Pelagic","0",
"Kodiak",142,2025-08-03,"3 080325 1 3",35,1,"F","50","2.2999999999999998",,,,,"Charter","U RASCAL","525731",,2025,8,3,,"Black","Pelagic","0",
"Kodiak",142,2025-08-03,"3 080325 1 12",35,2,"F","47","2",,,,,"Charter","U RASCAL","525731",,2025,8,3,,"Black","Pelagic","0",
"Kodiak",142,2025-08-03,"3 080325 1 13",35,3,"F","51","2.2000000000000002",,,,,"Charter","U RASCAL","525731",,2025,8,3,,"Black","Pelagic","0",
"Kodiak",142,2025-08-03,"3 080325 1 16",35,4,"M","54","2.2999999999999998",,,,,"Charter","U RASCAL","525731",,2025,8,3,,"Black","Pelagic","0",
"Kodiak",142,2025-08-03,"3 080325 1 17",35,5,"F","48","2",,,,,"Charter","U RASCAL","525731",,2025,8,3,,"Black","Pelagic","0",
"Kodiak",142,2025-08-03,"3 080325 1 18",35,6,"M","54","2.4",,,,,"Charter","U RASCAL","525731",,2025,8,3,,"Black","Pelagic","0",
"Kodiak",142,2025-08-03,"3 080325 1 39",35,7,"M","55","2.6",,,,,"Charter","U RASCAL","525731",,2025,8,3,,"Black","Pelagic","0",
"Kodiak",142,2025-08-03,"3 080325 1 41",35,8,"F","47","2.1",,,,,"Charter","U RASCAL","525731",,2025,8,3,,"Black","Pelagic","0",
"Kodiak",142,2025-08-03,"3 080325 1 45",35,9,"F","50","2.2999999999999998",,,,,"Charter","U RASCAL","525731",,2025,8,3,,"Black","Pelagic","0",
"Kodiak",142,2025-08-05,"3 080525 1 11",36,1,"M","42",,,,,,"Private","P1","525733",,2025,8,5,,"Black","Pelagic","0",
"Kodiak",142,2025-08-05,"3 080525 1 12",36,2,"F","45",,,,,,"Private","P1","525733",,2025,8,5,,"Black","Pelagic","0",
"Kodiak",142,2025-08-05,"3 080525 1 19",36,3,"F","44",,,,,,"Private","P1","525733",,2025,8,5,,"Black","Pelagic","0",
"Kodiak",142,2025-08-05,"3 080525 1 20",36,4,"F","44",,,,,,"Private","P1","525733",,2025,8,5,,"Black","Pelagic","0",
"Kodiak",142,2025-08-05,"3 080525 1 21",36,5,"M","41",,,,,,"Private","P1","525733",,2025,8,5,,"Black","Pelagic","0",
"Kodiak",142,2025-08-05,"3 080525 1 22",36,6,"M","45",,,,,,"Private","P1","525733",,2025,8,5,,"Black","Pelagic","0",
"Kodiak",142,2025-08-05,"3 080525 1 30",36,7,"","42",,,,,,"Private","P1","525733",,2025,8,5,,"Black","Pelagic","0",
"Kodiak",142,2025-08-07,"3 080725 1 1",37,1,"F","41","2.1",,,,,"Charter","U RASCAL","525731",,2025,8,7,,"Black","Pelagic","0",
"Kodiak",142,2025-08-07,"3 080725 1 2",37,2,"M","47","1.7",,,,,"Charter","U RASCAL","525731",,2025,8,7,,"Black","Pelagic","0",
"Kodiak",142,2025-08-07,"3 080725 1 3",37,3,"M","43","1.5",,,,,"Charter","U RASCAL","525731",,2025,8,7,,"Black","Pelagic","0",
"Kodiak",142,2025-08-07,"3 080725 1 4",37,4,"F","44","1.5",,,,,"Charter","U RASCAL","525731",,2025,8,7,,"Black","Pelagic","0",
"Kodiak",142,2025-08-07,"3 080725 1 5",37,5,"F","46","1.8",,,,,"Charter","U RASCAL","525731",,2025,8,7,,"Black","Pelagic","0",
"Kodiak",142,2025-08-07,"3 080725 1 6",37,6,"M","42","1.4",,,,,"Charter","U RASCAL","525731",,2025,8,7,,"Black","Pelagic","0",
"Kodiak",142,2025-08-07,"3 080725 1 12",37,7,"M","44","1.5",,,,,"Charter","U RASCAL","525731",,2025,8,7,,"Black","Pelagic","0",
"Kodiak",142,2025-08-08,"3 080825 3 1",38,1,"M","45",,,,,,"Private","P3","525805",,2025,8,8,,"Black","Pelagic","0",
"Kodiak",142,2025-08-08,"3 080825 3 2",38,2,"F","52",,,,,,"Private","P3","525805",,2025,8,8,,"Black","Pelagic","0",
"Kodiak",142,2025-08-08,"3 080825 3 3",38,3,"F","45",,,,,,"Private","P3","525805",,2025,8,8,,"Black","Pelagic","0",
"Kodiak",142,2025-08-08,"3 080825 3 4",38,4,"F","47",,,,,,"Private","P3","525805",,2025,8,8,,"Black","Pelagic","0",
"Kodiak",142,2025-08-08,"3 080825 3 5",38,5,"F","52",,,,,,"Private","P3","525805",,2025,8,8,,"Black","Pelagic","0",
"Kodiak",142,2025-08-08,"3 080825 3 6",38,6,"F","46",,,,,,"Private","P3","525805",,2025,8,8,,"Black","Pelagic","0",
"Kodiak",142,2025-08-08,"3 080825 3 7",38,7,"F","50",,,,,,"Private","P3","525805",,2025,8,8,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 1 1",39,1,"F","50",,,,,,"Private","P1","525733",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 1 2",39,2,"F","51",,,,,,"Private","P1","525733",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 1 3",39,3,"M","46",,,,,,"Private","P1","525733",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 1",39,4,"M","47","1.7",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 2",39,5,"F","52","2.2000000000000002",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 3",39,6,"F","45","1.5",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 4",39,7,"M","49","2",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 5",39,8,"M","48","2",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 6",39,9,"M","48","1.9",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 7",39,10,"M","43","1.4",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 8",39,11,"F","51","2.2999999999999998",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 9",39,12,"F","52","2.5",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 10",39,13,"M","45","1.5",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 11",39,14,"F","44","1.5",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 12",39,15,"F","55","2.1",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 13",39,16,"M","47","1.7",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 14",39,17,"F","51","2.2999999999999998",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 15",39,18,"M","45","1.5",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 16",39,19,"M","48","1.8",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 17",39,20,"M","44","1.5",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-11,"3 081125 2 18",39,21,"M","48","1.8",,,,,"Charter","JANA J","525802",,2025,8,11,,"Black","Pelagic","0",
"Kodiak",142,2025-08-12,"3 081225 1 1",40,1,"F","42",,,,,,"Private","P1","525733",,2025,8,12,,"Black","Pelagic","0",
"Kodiak",142,2025-08-12,"3 081225 1 4",40,2,"F","51",,,,,,"Private","P1","525733",,2025,8,12,,"Black","Pelagic","0",
"Kodiak",142,2025-08-12,"3 081225 1 5",40,3,"F","45",,,,,,"Private","P1","525733",,2025,8,12,,"Black","Pelagic","0",
"Kodiak",142,2025-08-12,"3 081225 1 6",40,4,"M","50",,,,,,"Private","P1","525733",,2025,8,12,,"Black","Pelagic","0",
"Kodiak",142,2025-08-12,"3 081225 1 7",40,5,"F","50",,,,,,"Private","P1","525733",,2025,8,12,,"Black","Pelagic","0",
"Kodiak",142,2025-08-12,"3 081225 1 8",40,6,"M","54",,,,,,"Private","P1","525733",,2025,8,12,,"Black","Pelagic","0",
"Kodiak",142,2025-08-12,"3 081225 1 10",40,7,"F","47",,,,,,"Private","P1","525733",,2025,8,12,,"Black","Pelagic","0",
"Kodiak",142,2025-08-12,"3 081225 1 11",40,8,"M","42",,,,,,"Private","P1","525733",,2025,8,12,,"Black","Pelagic","0",
"Kodiak",142,2025-08-12,"3 081225 1 14",40,9,"F","47",,,,,,"Private","P1","525733",,2025,8,12,,"Black","Pelagic","0",
"Kodiak",142,2025-08-12,"3 081225 1 15",40,10,"M","44",,,,,,"Private","P1","525733",,2025,8,12,,"Black","Pelagic","0",
"Kodiak",142,2025-08-14,"3 081425 1 5",41,1,"M","55","2.7",,,,,"Charter","U RASCAL","525733",,2025,8,14,,"Black","Pelagic","0",
"Kodiak",142,2025-08-14,"3 081425 1 6",41,2,"M","48","1.8",,,,,"Charter","U RASCAL","525733",,2025,8,14,,"Black","Pelagic","0",
"Kodiak",142,2025-08-14,"3 081425 1 7",41,3,"F","48","2",,,,,"Charter","U RASCAL","525733",,2025,8,14,,"Black","Pelagic","0",
"Kodiak",142,2025-08-14,"3 081425 1 9",41,4,"F","52","2",,,,,"Charter","U RASCAL","525733",,2025,8,14,,"Black","Pelagic","0",
"Kodiak",142,2025-08-14,"3 081425 1 10",41,5,"F","52","2.4",,,,,"Charter","U RASCAL","525733",,2025,8,14,,"Black","Pelagic","0",
"Kodiak",142,2025-08-14,"3 081425 1 12",41,6,"F","50","2.1",,,,,"Charter","U RASCAL","525733",,2025,8,14,,"Black","Pelagic","0",
"Kodiak",142,2025-08-14,"3 081425 1 18",41,7,"F","47","2",,,,,"Charter","U RASCAL","525733",,2025,8,14,,"Black","Pelagic","0",
"Kodiak",142,2025-08-14,"3 081425 1 19",41,8,"M","54","2.9",,,,,"Charter","U RASCAL","525733",,2025,8,14,,"Black","Pelagic","0",
"Kodiak",142,2025-08-14,"3 081425 1 25",41,9,"F","51","2.2000000000000002",,,,,"Charter","U RASCAL","525733",,2025,8,14,,"Black","Pelagic","0",
"Kodiak",142,2025-08-14,"3 081425 1 26",41,10,"M","46","1.7",,,,,"Charter","U RASCAL","525733",,2025,8,14,,"Black","Pelagic","0",
"Kodiak",142,2025-08-17,"3 081725 1 1",42,1,"F","45","1.6",,,,,"Charter","U RASCAL","525731",,2025,8,17,,"Black","Pelagic","0",
"Kodiak",142,2025-08-17,"3 081725 1 2",42,2,"F","47","1.6",,,,,"Charter","U RASCAL","525731",,2025,8,17,,"Black","Pelagic","0",
"Kodiak",142,2025-08-17,"3 081725 1 3",42,3,"M","53","2.5",,,,,"Charter","U RASCAL","525731",,2025,8,17,,"Black","Pelagic","0",
"Kodiak",142,2025-08-17,"3 081725 1 14",42,4,"M","45","1.5",,,,,"Charter","U RASCAL","525731",,2025,8,17,,"Black","Pelagic","0",
"Kodiak",142,2025-08-17,"3 081725 1 15",42,5,"M","44","1.5",,,,,"Charter","U RASCAL","525731",,2025,8,17,,"Black","Pelagic","0",
"Kodiak",142,2025-08-17,"3 081725 1 16",42,6,"M","42","1.3",,,,,"Charter","U RASCAL","525731",,2025,8,17,,"Black","Pelagic","0",
"Kodiak",142,2025-08-17,"3 081725 1 22",42,7,"F","49","1.9",,,,,"Charter","U RASCAL","525731",,2025,8,17,,"Black","Pelagic","0",
"Kodiak",142,2025-08-17,"3 081725 1 23",42,8,"M","40","1.3",,,,,"Charter","U RASCAL","525731",,2025,8,17,,"Black","Pelagic","0",
"Kodiak",142,2025-08-17,"3 081725 1 24",42,9,"F","46","1.7",,,,,"Charter","U RASCAL","525731",,2025,8,17,,"Black","Pelagic","0",
"Kodiak",142,2025-08-17,"3 081725 1 26",42,10,"F","47","1.9",,,,,"Charter","U RASCAL","525731",,2025,8,17,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 1 1",43,1,"M","50",,,,,,"Private","P1","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 1 3",43,2,"F","47",,,,,,"Private","P1","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 1 4",43,3,"M","44",,,,,,"Private","P1","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 1 5",43,4,"M","40",,,,,,"Private","P1","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 2 1",43,5,"M","46",,,,,,"Private","P2","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 2 2",43,6,"F","45",,,,,,"Private","P2","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 2 3",43,7,"F","45",,,,,,"Private","P2","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 2 4",43,8,"F","50",,,,,,"Private","P2","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 2 5",43,9,"F","51",,,,,,"Private","P2","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 2 6",43,10,"F","50",,,,,,"Private","P2","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 2 7",43,11,"M","45",,,,,,"Private","P2","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 2 8",43,12,"F","51",,,,,,"Private","P2","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 2 17",43,13,"F","47",,,,,,"Private","P2","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 3 1",43,14,"M","46",,,,,,"Private","P3","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 3 2",43,15,"F","52",,,,,,"Private","P3","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 3 3",43,16,"M","45",,,,,,"Private","P3","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 3 4",43,17,"F","48",,,,,,"Private","P3","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 3 5",43,18,"M","52",,,,,,"Private","P3","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 3 6",43,19,"M","52",,,,,,"Private","P3","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 3 7",43,20,"M","49",,,,,,"Private","P3","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 3 9",43,21,"F","49",,,,,,"Private","P3","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 4 1",43,22,"M","54",,,,,,"Private","P5","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 4 2",43,23,"M","47",,,,,,"Private","P5","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 4 3",43,24,"M","51",,,,,,"Private","P5","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 4 4",43,25,"F","48",,,,,,"Private","P5","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 4 5",43,26,"F","51",,,,,,"Private","P5","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 4 6",43,27,"F","46",,,,,,"Private","P5","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 4 7",43,28,"F","44",,,,,,"Private","P5","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-18,"3 081825 4 8",43,29,"F","52",,,,,,"Private","P5","525733",,2025,8,18,,"Black","Pelagic","0",
"Kodiak",142,2025-08-19,"3 081925 2 3",44,1,"M","50",,,,,,"Private","P2","525805",,2025,8,19,,"Black","Pelagic","0",
"Kodiak",142,2025-08-20,"3 082025 1 1",45,1,"M","46",,,,,,"Private","P1","525733",,2025,8,20,,"Black","Pelagic","0",
"Kodiak",142,2025-08-20,"3 082025 1 2",45,2,"M","46",,,,,,"Private","P1","525733",,2025,8,20,,"Black","Pelagic","0",
"Kodiak",142,2025-08-20,"3 082025 1 3",45,3,"F","47",,,,,,"Private","P1","525733",,2025,8,20,,"Black","Pelagic","0",
