"SITE","DATE","BIWEEK","SAMPLER","HARBOR","SEX","LENGTH","CLASSN","OTOLITH","LOGBOOK_AREA","Stat_Area_label","GF_area","AGE","AGE2","AGECONF","OTOLITH_WT","SPECIES","YEAR","MONTH","DAY"
"SITKA",2016-06-30,13,10,8,"F",465,"Charter",218,113450,"113-45","CSEO",10,10,3,0.3,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"F",445,"Charter",219,113450,"113-45","CSEO",9,NA,3,0.29,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"F",550,"Charter",220,113450,"113-45","CSEO",19,NA,1,0.51,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"F",465,"Charter",221,113450,"113-45","CSEO",11,NA,3,0.32,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"M",475,"Charter",222,113450,"113-45","CSEO",12,NA,3,0.31,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"M",410,"Charter",223,113311,"113-31","CSEO",13,NA,3,0.27,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"F",465,"Charter",224,113311,"113-31","CSEO",14,NA,2,0.45,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"F",420,"Charter",225,113417,"113-41","CSEO",10,NA,3,0.27,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"F",420,"Charter",226,113417,"113-41","CSEO",11,NA,3,0.25,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"M",470,"Charter",227,113417,"113-41","CSEO",13,NA,3,0.34,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"M",460,"Charter",228,113417,"113-41","CSEO",19,NA,3,0.33,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"F",440,"Charter",229,113417,"113-41","CSEO",10,NA,3,0.27,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"",400,"Charter",230,113417,"113-41","CSEO",10,NA,3,0.27,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"M",380,"Charter",231,113417,"113-41","CSEO",10,NA,3,0.21,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"F",445,"Charter",232,113417,"113-41","CSEO",11,NA,3,0.29,142,2016,6,30
"SITKA",2016-06-30,13,10,8,"M",395,"Charter",233,113417,"113-41","CSEO",8,8,3,0.2,142,2016,6,30
"SITKA",2016-07-02,13,9,6,"M",410,"Charter",234,113311,"113-31","CSEO",19,NA,3,0.29,142,2016,7,2
"SITKA",2016-07-02,13,9,6,"M",425,"Charter",235,113311,"113-31","CSEO",30,30,2,0.38,142,2016,7,2
"SITKA",2016-07-02,13,9,6,"M",405,"Charter",236,113311,"113-31","CSEO",18,NA,2,0.32,142,2016,7,2
"SITKA",2016-07-02,13,9,6,"M",410,"Charter",237,113311,"113-31","CSEO",13,NA,3,0.25,142,2016,7,2
"SITKA",2016-07-02,13,9,6,"M",410,"Charter",238,113311,"113-31","CSEO",11,NA,3,0.28,142,2016,7,2
"SITKA",2016-07-02,13,9,6,"F",390,"Charter",239,113311,"113-31","CSEO",9,NA,3,0.25,142,2016,7,2
"SITKA",2016-07-02,13,9,6,"F",375,"Charter",240,113417,"113-41","CSEO",6,6,3,0.21,142,2016,7,2
"SITKA",2016-07-02,13,9,6,"M",415,"Charter",241,113417,"113-41","CSEO",11,NA,3,0.31,142,2016,7,2
"SITKA",2016-07-02,13,9,6,"",380,"Charter",242,113417,"113-41","CSEO",8,NA,2,0.21,142,2016,7,2
"SITKA",2016-07-08,14,11,5,"M",460,"Private",243,113414,"113-41","CSEO",10,NA,3,0.3,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",465,"Private",244,113414,"113-41","CSEO",21,NA,3,0.38,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"F",455,"Private",245,113414,"113-41","CSEO",18,NA,3,0.36,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",440,"Private",246,113414,"113-41","CSEO",29,NA,2,0.35,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",460,"Private",247,113414,"113-41","CSEO",30,30,2,0.48,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"F",465,"Private",248,113414,"113-41","CSEO",19,NA,3,0.36,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",445,"Private",249,113414,"113-41","CSEO",20,19,2,0.32,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"F",500,"Private",250,113414,"113-41","CSEO",18,NA,2,0.38,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",470,"Private",251,113414,"113-41","CSEO",21,NA,3,0.41,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",450,"Private",252,113414,"113-41","CSEO",17,NA,2,0.33,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"F",400,"Private",253,113414,"113-41","CSEO",9,NA,3,0.26,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",435,"Private",254,113414,"113-41","CSEO",19,NA,3,0.3,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",430,"Charter",255,113417,"113-41","CSEO",13,NA,3,0.31,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",385,"Charter",256,113417,"113-41","CSEO",11,NA,3,0.24,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"F",440,"Charter",257,113417,"113-41","CSEO",12,NA,3,0.28,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",490,"Charter",258,113417,"113-41","CSEO",34,NA,2,0.51,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",440,"Charter",259,113417,"113-41","CSEO",19,19,3,0.33,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"",365,"Charter",260,113417,"113-41","CSEO",9,NA,2,0.23,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",435,"Charter",261,113417,"113-41","CSEO",21,NA,3,0.37,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"",440,"Charter",262,113417,"113-41","CSEO",17,NA,2,0.32,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"",405,"Charter",263,113417,"113-41","CSEO",16,NA,3,0.26,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",450,"Charter",264,113417,"113-41","CSEO",19,NA,3,0.33,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",455,"Charter",265,113417,"113-41","CSEO",21,NA,3,0.32,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"",510,"Charter",266,113417,"113-41","CSEO",29,29,3,0.52,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",415,"Charter",267,113417,"113-41","CSEO",19,19,3,0.33,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",460,"Charter",268,113417,"113-41","CSEO",30,NA,2,0.43,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"",420,"Charter",269,113417,"113-41","CSEO",21,NA,2,0.35,142,2016,7,8
"SITKA",2016-07-08,14,11,5,"M",470,"Charter",270,365701,"365-70","CSEO",17,NA,2,0.39,142,2016,7,8
"SITKA",2016-07-09,14,12,1,"F",485,"Charter",271,113450,"113-45","CSEO",19,NA,3,0.34,142,2016,7,9
"SITKA",2016-07-09,14,12,1,"F",445,"Charter",272,113450,"113-45","CSEO",9,9,3,0.26,142,2016,7,9
"SITKA",2016-07-09,14,12,1,"F",470,"Charter",273,113450,"113-45","CSEO",12,NA,3,0.33,142,2016,7,9
"SITKA",2016-07-09,14,12,1,"F",465,"Charter",274,113417,"113-41","CSEO",13,NA,3,0.35,142,2016,7,9
"SITKA",2016-07-13,14,11,6,"M",475,"Private",275,113417,"113-41","CSEO",20,NA,2,0.39,142,2016,7,13
"SITKA",2016-07-13,14,11,6,"M",470,"Private",276,113417,"113-41","CSEO",13,NA,2,0.34,142,2016,7,13
"SITKA",2016-07-13,14,11,6,"M",460,"Private",277,113417,"113-41","CSEO",12,NA,3,0.29,142,2016,7,13
"SITKA",2016-07-14,14,12,3,"M",435,"Charter",278,113311,"113-31","CSEO",11,11,3,0.32,142,2016,7,14
"SITKA",2016-07-14,14,12,3,"M",490,"Charter",279,365701,"365-70","CSEO",17,NA,3,0.46,142,2016,7,14
"SITKA",2016-07-14,14,12,3,"F",445,"Charter",280,365701,"365-70","CSEO",11,NA,3,0.29,142,2016,7,14
"SITKA",2016-07-14,14,12,3,"",405,"Charter",281,365701,"365-70","CSEO",10,NA,3,0.25,142,2016,7,14
"SITKA",2016-07-14,14,12,3,"M",485,"Charter",282,365701,"365-70","CSEO",23,23,2,0.47,142,2016,7,14
"SITKA",2016-07-14,14,12,3,"M",530,"Charter",283,365701,"365-70","CSEO",33,NA,2,0.58,142,2016,7,14
"SITKA",2016-07-15,14,12,6,"F",415,"Charter",284,113311,"113-31","CSEO",11,NA,3,0.23,142,2016,7,15
"SITKA",2016-07-15,14,12,6,"M",410,"Charter",285,113311,"113-31","CSEO",19,NA,3,0.32,142,2016,7,15
"SITKA",2016-07-15,14,12,6,"M",420,"Charter",286,113311,"113-31","CSEO",21,NA,2,0.31,142,2016,7,15
"SITKA",2016-07-15,14,12,6,"M",420,"Charter",287,113311,"113-31","CSEO",12,NA,3,0.27,142,2016,7,15
"SITKA",2016-07-15,14,12,6,"M",460,"Charter",288,113311,"113-31","CSEO",21,NA,2,0.35,142,2016,7,15
"SITKA",2016-07-15,14,12,6,"M",435,"Charter",289,113311,"113-31","CSEO",19,NA,3,0.33,142,2016,7,15
"SITKA",2016-07-15,14,12,6,"F",520,"Charter",290,113450,"113-45","CSEO",14,NA,3,0.38,142,2016,7,15
"SITKA",2016-07-15,14,12,6,"F",420,"Charter",291,113417,"113-41","CSEO",11,NA,3,0.3,142,2016,7,15
"SITKA",2016-07-16,14,11,7,"M",495,"Private",292,113415,"113-41","CSEO",19,NA,3,0.34,142,2016,7,16
"SITKA",2016-07-16,14,11,7,"M",445,"Private",293,113415,"113-41","CSEO",18,18,3,0.3,142,2016,7,16
"SITKA",2016-07-16,14,11,7,"M",425,"Private",294,113415,"113-41","CSEO",10,NA,3,0.26,142,2016,7,16
"SITKA",2016-07-16,14,11,7,"M",430,"Private",295,113415,"113-41","CSEO",8,8,3,0.22,142,2016,7,16
"SITKA",2016-07-16,14,11,7,"M",525,"Private",296,113415,"113-41","CSEO",19,NA,3,0.44,142,2016,7,16
"SITKA",2016-07-16,14,11,7,"F",430,"Private",297,113350,"113-35","CSEO",6,NA,3,0.22,142,2016,7,16
"SITKA",2016-07-17,14,12,8,"F",445,"Private",298,113311,"113-31","CSEO",8,NA,3,0.24,142,2016,7,17
"SITKA",2016-07-20,15,11,5,"F",450,"Private",299,113416,"113-41","CSEO",10,NA,3,0.26,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"M",445,"Private",300,113416,"113-41","CSEO",11,11,3,0.27,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"M",450,"Private",301,113416,"113-41","CSEO",21,NA,3,0.36,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"M",455,"Private",302,113416,"113-41","CSEO",13,NA,3,0.32,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"F",450,"Private",303,113416,"113-41","CSEO",10,NA,3,0.31,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"F",450,"Private",304,113416,"113-41","CSEO",12,12,3,0.27,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"M",450,"Private",305,113416,"113-41","CSEO",11,11,3,0.28,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"M",490,"Private",306,113416,"113-41","CSEO",23,NA,3,0.44,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"F",470,"Private",307,113416,"113-41","CSEO",21,21,3,0.38,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"F",450,"Private",308,113416,"113-41","CSEO",10,NA,3,0.3,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"F",540,"Private",309,113416,"113-41","CSEO",25,25,3,0.52,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"F",415,"Private",310,113416,"113-41","CSEO",9,NA,3,0.25,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"M",440,"Private",311,113416,"113-41","CSEO",16,NA,3,0.32,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"F",450,"Private",312,113416,"113-41","CSEO",10,NA,3,0.26,142,2016,7,20
"SITKA",2016-07-20,15,11,5,"M",445,"Private",313,113416,"113-41","CSEO",17,NA,3,0.33,142,2016,7,20
"SITKA",2016-07-21,15,11,8,"M",435,"Charter",314,113450,"113-45","CSEO",12,12,3,0.31,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",410,"Charter",315,113450,"113-45","CSEO",11,NA,3,0.3,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"F",440,"Charter",316,113450,"113-45","CSEO",11,NA,3,0.29,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",465,"Charter",317,113450,"113-45","CSEO",20,NA,3,0.39,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",420,"Charter",318,113450,"113-45","CSEO",16,NA,3,0.32,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"F",450,"Charter",319,113450,"113-45","CSEO",14,NA,2,0.34,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",435,"Charter",320,113450,"113-45","CSEO",12,NA,3,0.29,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",425,"Charter",321,113450,"113-45","CSEO",17,NA,3,0.36,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",415,"Charter",322,113450,"113-45","CSEO",14,NA,3,0.29,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",445,"Charter",323,113450,"113-45","CSEO",13,NA,3,0.28,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",430,"Charter",324,113450,"113-45","CSEO",13,13,3,0.28,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",415,"Charter",325,113450,"113-45","CSEO",11,NA,3,0.28,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",425,"Charter",326,365630,"365-63","CSEO",25,NA,2,0.43,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",490,"Charter",327,365630,"365-63","CSEO",29,NA,3,0.51,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"",545,"Charter",328,365630,"365-63","CSEO",25,NA,2,0.52,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"",560,"Charter",329,365630,"365-63","CSEO",25,NA,2,0.54,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",505,"Charter",330,365630,"365-63","CSEO",25,25,2,0.46,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"",500,"Charter",331,365630,"365-63","CSEO",21,NA,3,0.46,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",480,"Charter",332,365630,"365-63","CSEO",19,19,3,0.35,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",485,"Charter",333,365630,"365-63","CSEO",19,19,3,0.41,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"",475,"Charter",334,365630,"365-63","CSEO",11,NA,3,0.32,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"",445,"Charter",335,365630,"365-63","CSEO",10,NA,3,0.33,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"",440,"Charter",336,365630,"365-63","CSEO",10,NA,3,0.26,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",510,"Charter",337,365630,"365-63","CSEO",19,NA,2,0.39,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"",460,"Charter",338,365630,"365-63","CSEO",11,NA,3,0.28,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"",475,"Charter",339,365630,"365-63","CSEO",11,NA,3,0.32,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"",500,"Charter",340,365630,"365-63","CSEO",12,NA,3,0.33,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"M",465,"Charter",341,113622,"113-62","CSEO",9,NA,3,0.29,142,2016,7,21
"SITKA",2016-07-21,15,11,8,"F",375,"Charter",342,113622,"113-62","CSEO",5,NA,3,0.18,142,2016,7,21
"SITKA",2016-07-22,15,12,6,"M",445,"Charter",343,113311,"113-31","CSEO",25,NA,3,0.38,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",450,"Charter",344,113311,"113-31","CSEO",12,NA,3,0.31,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"M",460,"Charter",345,113311,"113-31","CSEO",13,NA,2,0.29,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",370,"Charter",346,113311,"113-31","CSEO",6,NA,3,0.18,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"M",420,"Charter",347,113311,"113-31","CSEO",10,NA,3,0.27,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",445,"Charter",348,113311,"113-31","CSEO",10,NA,3,NA,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",465,"Charter",349,113311,"113-31","CSEO",11,NA,3,0.3,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",430,"Charter",350,113311,"113-31","CSEO",9,NA,3,0.24,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"M",445,"Charter",351,113311,"113-31","CSEO",12,13,3,0.24,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"M",430,"Charter",352,113311,"113-31","CSEO",12,NA,3,NA,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"M",435,"Charter",353,113311,"113-31","CSEO",11,NA,3,0.27,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"M",400,"Charter",354,113311,"113-31","CSEO",9,NA,3,0.24,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"M",430,"Charter",355,113417,"113-41","CSEO",11,11,3,0.31,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"M",390,"Charter",356,113417,"113-41","CSEO",8,8,3,0.23,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",410,"Charter",357,113417,"113-41","CSEO",9,NA,3,0.26,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",440,"Charter",358,113417,"113-41","CSEO",10,NA,3,0.3,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",410,"Charter",359,113417,"113-41","CSEO",10,10,3,0.28,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",410,"Charter",360,113417,"113-41","CSEO",11,NA,3,0.27,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",460,"Charter",361,113417,"113-41","CSEO",14,14,3,0.37,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"M",405,"Charter",362,113311,"113-31","CSEO",11,11,3,0.24,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",410,"Charter",363,113311,"113-31","CSEO",8,NA,3,0.22,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",545,"Charter",364,113450,"113-45","CSEO",19,NA,3,0.5,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",380,"Charter",365,113311,"113-31","CSEO",8,NA,3,0.24,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"M",415,"Charter",366,113311,"113-31","CSEO",11,NA,3,0.24,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",370,"Charter",367,113311,"113-31","CSEO",8,NA,3,0.22,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"M",500,"Charter",368,113311,"113-31","CSEO",29,28,3,0.47,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",420,"Charter",369,113311,"113-31","CSEO",8,NA,3,0.23,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",460,"Charter",370,113311,"113-31","CSEO",11,NA,3,0.29,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",420,"Charter",371,113311,"113-31","CSEO",11,NA,3,0.3,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",400,"Charter",372,113311,"113-31","CSEO",9,NA,3,0.27,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",435,"Charter",373,113311,"113-31","CSEO",10,NA,2,0.25,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",450,"Charter",374,113311,"113-31","CSEO",10,NA,3,0.29,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",390,"Charter",375,113311,"113-31","CSEO",9,NA,3,0.23,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",430,"Charter",376,113311,"113-31","CSEO",10,NA,3,0.27,142,2016,7,22
"SITKA",2016-07-22,15,12,6,"F",485,"Charter",377,113311,"113-31","CSEO",12,NA,3,0.34,142,2016,7,22
"SITKA",2016-07-22,15,10,9,"F",430,"Charter",378,365701,"365-70","CSEO",11,NA,2,0.3,142,2016,7,22
"SITKA",2016-07-22,15,10,9,"",460,"Charter",379,365701,"365-70","CSEO",13,13,2,0.32,142,2016,7,22
"SITKA",2016-07-22,15,10,9,"F",410,"Charter",380,365701,"365-70","CSEO",11,NA,3,0.28,142,2016,7,22
"SITKA",2016-07-22,15,10,9,"F",475,"Charter",381,365701,"365-70","CSEO",14,14,3,NA,142,2016,7,22
"SITKA",2016-07-22,15,10,9,"M",465,"Charter",382,365701,"365-70","CSEO",21,NA,3,0.41,142,2016,7,22
"SITKA",2016-07-22,15,10,9,"M",460,"Charter",383,365701,"365-70","CSEO",15,NA,2,0.36,142,2016,7,22
"SITKA",2016-07-23,15,11,1,"F",390,"Charter",384,113311,"113-31","CSEO",8,NA,3,0.19,142,2016,7,23
"SITKA",2016-07-23,15,11,1,"",NA,"Charter",385,113311,"113-31","CSEO",12,12,3,0.25,142,2016,7,23
"SITKA",2016-07-23,15,11,1,"M",390,"Charter",386,113311,"113-31","CSEO",10,NA,3,0.2,142,2016,7,23
"SITKA",2016-07-23,15,11,1,"F",435,"Charter",387,113450,"113-45","CSEO",12,NA,3,0.28,142,2016,7,23
"SITKA",2016-07-23,15,11,1,"M",480,"Charter",388,113450,"113-45","CSEO",15,NA,3,0.4,142,2016,7,23
"SITKA",2016-07-23,15,11,1,"F",435,"Charter",389,113450,"113-45","CSEO",9,NA,3,0.27,142,2016,7,23
"SITKA",2016-07-23,15,11,1,"F",465,"Charter",390,113450,"113-45","CSEO",15,15,3,0.31,142,2016,7,23
"SITKA",2016-07-23,15,11,1,"F",340,"Charter",391,113450,"113-45","CSEO",5,5,3,0.15,142,2016,7,23
"SITKA",2016-07-24,15,11,1,"M",445,"Charter",392,113311,"113-31","CSEO",19,NA,3,0.31,142,2016,7,24
"SITKA",2016-07-24,15,11,1,"",335,"Charter",393,113611,"113-61","CSEO",6,NA,2,0.12,142,2016,7,24
"SITKA",2016-07-28,15,11,5,"M",450,"Charter",394,113417,"113-41","CSEO",17,NA,3,0.39,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"F",350,"Charter",395,113417,"113-41","CSEO",6,NA,2,0.18,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"F",410,"Charter",396,113417,"113-41","CSEO",11,NA,3,0.23,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"M",400,"Charter",397,113417,"113-41","CSEO",9,NA,3,0.27,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"M",425,"Charter",398,113417,"113-41","CSEO",12,12,3,0.28,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"F",480,"Charter",399,113417,"113-41","CSEO",10,NA,3,0.27,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"F",425,"Charter",400,113417,"113-41","CSEO",9,NA,3,0.28,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"F",405,"Charter",401,113417,"113-41","CSEO",10,NA,3,0.26,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"M",440,"Charter",402,113611,"113-61","CSEO",11,NA,3,0.28,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"M",460,"Charter",403,113611,"113-61","CSEO",14,14,3,0.38,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"F",455,"Charter",404,113611,"113-61","CSEO",9,NA,3,0.25,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"F",425,"Charter",405,113611,"113-61","CSEO",10,NA,2,0.25,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"",420,"Charter",406,113611,"113-61","CSEO",10,NA,3,0.28,142,2016,7,28
"SITKA",2016-07-28,15,11,5,"",390,"Charter",407,113611,"113-61","CSEO",7,NA,3,0.23,142,2016,7,28
"SITKA",2016-07-29,15,11,8,"M",445,"Private",408,113417,"113-41","CSEO",11,NA,3,0.3,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",395,"Private",409,113417,"113-41","CSEO",7,7,3,0.23,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",460,"Private",410,113417,"113-41","CSEO",18,18,3,0.37,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",470,"Private",411,113417,"113-41","CSEO",19,NA,3,0.38,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",445,"Private",412,113417,"113-41","CSEO",11,NA,3,0.28,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",445,"Private",413,113417,"113-41","CSEO",12,NA,2,0.31,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",435,"Private",414,113417,"113-41","CSEO",14,14,3,0.29,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",425,"Private",415,113417,"113-41","CSEO",27,NA,3,0.48,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",440,"Private",416,113417,"113-41","CSEO",21,NA,3,0.34,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",415,"Private",417,113417,"113-41","CSEO",10,NA,3,0.22,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",420,"Charter",418,113210,"113-21","CSEO",11,12,3,0.24,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",455,"Charter",419,113210,"113-21","CSEO",11,NA,3,0.29,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",405,"Charter",420,113210,"113-21","CSEO",14,NA,2,0.28,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",450,"Charter",421,113210,"113-21","CSEO",14,NA,2,0.29,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",425,"Charter",422,113210,"113-21","CSEO",10,NA,3,0.24,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",435,"Charter",423,113210,"113-21","CSEO",10,NA,3,0.28,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",460,"Charter",424,113210,"113-21","CSEO",13,NA,3,0.33,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",450,"Charter",425,113210,"113-21","CSEO",13,NA,3,0.29,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",365,"Charter",426,113210,"113-21","CSEO",9,NA,3,0.2,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",470,"Charter",427,113210,"113-21","CSEO",15,NA,3,0.37,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",455,"Charter",428,113210,"113-21","CSEO",13,NA,3,0.31,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",415,"Charter",429,113210,"113-21","CSEO",9,NA,3,0.27,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",400,"Charter",430,113210,"113-21","CSEO",9,9,3,0.24,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",485,"Charter",431,113210,"113-21","CSEO",19,NA,3,0.46,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",430,"Charter",432,113210,"113-21","CSEO",12,NA,3,0.3,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",425,"Charter",433,113210,"113-21","CSEO",9,NA,3,0.28,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"M",460,"Charter",434,113210,"113-21","CSEO",25,25,2,0.37,142,2016,7,29
"SITKA",2016-07-29,15,11,8,"F",480,"Charter",435,113210,"113-21","CSEO",12,NA,2,0.38,142,2016,7,29
