"PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","GENETICS_CARD_NUM","GENETICS_SLOT_NUM","GONAD_SAMPLE","SAMPLEID","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB"
"Homer",173,2021-05-25,4,16,"",44,NA,NA,NA,NA,"","Charter","ARCTIC ADDICTION",515905,NA,NA,NA,NA,2021,5,25,NA,"Dark","Pelagic"
"Homer",173,2021-07-07,5,1,"F",46,1.5,NA,NA,NA,"","Charter","WEST CAPE",515905,NA,NA,NA,207072128,2021,7,7,NA,"Dark","Pelagic"
"Homer",173,2021-07-14,6,1,"M",40,NA,NA,NA,NA,"","Charter","WEST CAPE",515905,NA,NA,NA,20714211012,2021,7,14,NA,"Dark","Pelagic"
"Homer",173,2021-07-14,6,2,"F",42,NA,NA,NA,NA,"","Charter","WEST CAPE",515905,NA,NA,NA,20714211014,2021,7,14,NA,"Dark","Pelagic"
"Homer",173,2021-07-14,6,3,"F",39,NA,NA,NA,NA,"","Charter","WEST CAPE",515905,NA,NA,NA,20714211015,2021,7,14,NA,"Dark","Pelagic"
"Homer",173,2021-07-14,6,4,"F",46,NA,NA,NA,NA,"","Charter","WEST CAPE",515905,NA,NA,NA,20714211016,2021,7,14,NA,"Dark","Pelagic"
"Homer",173,2021-07-22,7,1,"F",31,0.6,NA,NA,NA,"","Private","P4",515936,NA,NA,NA,NA,2021,7,22,NA,"Dark","Pelagic"
"Homer",173,2021-07-30,8,1,"M",40,NA,NA,NA,NA,"","Charter","OCEAN DEVOTION",515905,NA,NA,NA,207302138,2021,7,30,NA,"Dark","Pelagic"
"Homer",173,2021-07-30,8,2,"M",38,NA,NA,NA,NA,"","Charter","OCEAN DEVOTION",515905,NA,NA,NA,2073021310,2021,7,30,NA,"Dark","Pelagic"
"Homer",173,2021-07-30,8,3,"M",38,NA,NA,NA,NA,"","Charter","OCEAN DEVOTION",515905,NA,NA,NA,2073021312,2021,7,30,NA,"Dark","Pelagic"
"Homer",173,2021-07-30,8,4,"F",36,NA,NA,NA,NA,"","Charter","OCEAN DEVOTION",515905,NA,NA,NA,2073021314,2021,7,30,NA,"Dark","Pelagic"
"Homer",173,2021-07-30,8,5,"F",28,NA,NA,NA,NA,"","Charter","OCEAN DEVOTION",515905,NA,NA,NA,2073021315,2021,7,30,NA,"Dark","Pelagic"
"Homer",173,2021-07-30,8,6,"M",44,NA,NA,NA,NA,"","Charter","OCEAN DEVOTION",515905,NA,NA,NA,2073021320,2021,7,30,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,1,"F",42,1.5,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,2,"F",42,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,3,"F",44,1.5,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,4,"F",47,1.8,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,5,"F",50,2.1,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,6,"F",48,2,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,7,"F",48,2,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,8,"F",36,1,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,9,"F",42,1.5,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,10,"F",45,1.8,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,11,"F",46,1.7,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,12,"F",43,1.5,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,13,"F",48,2,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,14,"F",46,1.8,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,15,"F",42,1.5,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,16,"F",47,2.1,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,17,"F",43,1.5,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,18,"M",41,1.4,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,19,"M",40,1.3,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,20,"M",46,1.3,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,21,"M",44,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,22,"M",44,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,23,"M",45,1.5,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,24,"M",43,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,25,"",46,1.8,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,26,"",39,1.3,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,27,"",35,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,28,"",42,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,29,"",46,1.7,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,30,"",29,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,31,"",NA,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,32,"",41,1.3,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,33,"",46,1.6,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,NA,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,34,"F",46,2,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221120,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,35,"",48,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221123,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,36,"M",38,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221128,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,37,"F",47,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221132,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,38,"F",48,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221133,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,39,"",45,1.7,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221135,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,40,"F",41,NA,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221136,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,41,"F",43,1.7,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221139,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,42,"F",42,1.5,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221185,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,43,"",39,1.4,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221186,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,44,"",38,1.2,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221191,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,45,"",40,1.4,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221192,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,46,"",39,1.3,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221197,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,47,"M",43,1.5,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,2080221199,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,48,"F",47,2,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,20802211100,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,49,"",39,1.3,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,20802211102,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,50,"M",40,1.3,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,20802211103,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,51,"F",43,1.5,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,20802211104,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-01,9,52,"M",39,1.3,NA,NA,NA,"","Charter","GAME CHANGER",525834,NA,NA,NA,20802211107,2021,8,1,NA,"Dark","Pelagic"
"Homer",173,2021-08-18,10,1,"F",44,1.6,NA,NA,NA,"","Charter","WEST CAPE",515903,NA,NA,NA,208182173,2021,8,18,NA,"Dark","Pelagic"
"Homer",173,2021-08-18,10,2,"F",41,1.5,NA,NA,NA,"","Charter","WEST CAPE",515903,NA,NA,NA,208182174,2021,8,18,NA,"Dark","Pelagic"
"Homer",173,2021-08-18,10,3,"F",42,1.5,NA,NA,NA,"","Charter","WEST CAPE",515903,NA,NA,NA,208182175,2021,8,18,NA,"Dark","Pelagic"
"Homer",173,2021-08-18,10,4,"F",NA,1,NA,NA,NA,"","Charter","WEST CAPE",515903,NA,NA,NA,208182176,2021,8,18,NA,"Dark","Pelagic"
"Kodiak",142,2021-05-28,1,1,"F",42,NA,8,NA,2,"","Private","P2",525733,NA,NA,NA,NA,2021,5,28,NA,"Black","Pelagic"
"Kodiak",142,2021-05-28,1,2,"M",51,2.3,30,NA,2,"","Private","P3",525733,NA,NA,NA,NA,2021,5,28,NA,"Black","Pelagic"
"Kodiak",142,2021-05-28,1,3,"M",49,2.3,19,NA,2,"","Private","P3",525733,NA,NA,NA,NA,2021,5,28,NA,"Black","Pelagic"
"Kodiak",142,2021-05-28,1,4,"M",49,2.2,25,NA,2,"","Private","P3",525733,NA,NA,NA,NA,2021,5,28,NA,"Black","Pelagic"
"Kodiak",142,2021-05-28,1,5,"M",54,2.6,36,NA,2,"","Private","P3",525733,NA,NA,NA,NA,2021,5,28,NA,"Black","Pelagic"
"Kodiak",142,2021-05-29,2,1,"M",46,1.7,8,8,2,"","Charter","REEL FUN",525731,NA,NA,NA,NA,2021,5,29,NA,"Black","Pelagic"
"Kodiak",142,2021-05-29,2,2,"M",49,2,23,23,2,"","Charter","REEL FUN",525731,NA,NA,NA,NA,2021,5,29,NA,"Black","Pelagic"
"Kodiak",142,2021-05-29,2,3,"M",39,1.2,17,NA,2,"","Charter","REEL FUN",525731,NA,NA,NA,NA,2021,5,29,NA,"Black","Pelagic"
"Kodiak",142,2021-05-29,2,4,"M",43,1.4,8,8,2,"","Charter","REEL FUN",525731,NA,NA,NA,NA,2021,5,29,NA,"Black","Pelagic"
"Kodiak",142,2021-05-29,2,5,"F",36,0.9,7,NA,2,"","Charter","REEL FUN",525731,NA,NA,NA,NA,2021,5,29,NA,"Black","Pelagic"
"Kodiak",142,2021-05-29,2,6,"F",45,1.5,8,NA,2,"","Charter","REEL FUN",525731,NA,NA,NA,NA,2021,5,29,NA,"Black","Pelagic"
"Kodiak",142,2021-05-29,2,7,"F",39,1.1,7,NA,2,"","Charter","REEL FUN",525731,NA,NA,NA,NA,2021,5,29,NA,"Black","Pelagic"
"Kodiak",142,2021-05-29,2,8,"F",44,1.4,7,NA,2,"","Charter","REEL FUN",525731,NA,NA,NA,NA,2021,5,29,NA,"Black","Pelagic"
"Kodiak",142,2021-05-29,2,9,"F",44,1.3,8,NA,2,"","Charter","REEL FUN",525731,NA,NA,NA,NA,2021,5,29,NA,"Black","Pelagic"
"Kodiak",142,2021-05-29,2,10,"F",42,1.3,7,NA,2,"","Charter","REEL FUN",525731,NA,NA,NA,NA,2021,5,29,NA,"Black","Pelagic"
"Kodiak",142,2021-05-29,2,11,"F",41,1.2,7,NA,2,"","Charter","REEL FUN",525731,NA,NA,NA,NA,2021,5,29,NA,"Black","Pelagic"
"Kodiak",142,2021-05-29,2,12,"F",43,1.4,7,NA,2,"","Charter","REEL FUN",525731,NA,NA,NA,NA,2021,5,29,NA,"Black","Pelagic"
"Kodiak",142,2021-05-30,3,1,"",51,NA,42,NA,2,"","Private","P1",525733,NA,NA,NA,NA,2021,5,30,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,1,"M",40,1.3,7,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,2,"M",43,1.7,8,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,3,"M",47,2.1,10,9,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,4,"M",45,1.8,8,8,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,5,"M",39,1.3,7,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,6,"M",51,2.3,13,13,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,7,"M",56,3,34,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,8,"M",45,1.7,8,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,9,"M",43,1.6,8,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,10,"M",50,2.5,20,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,11,"M",45,1.8,8,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,12,"M",43,1.1,8,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,13,"M",40,1.3,7,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,14,"F",41,1.4,7,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,15,"F",43,1.6,8,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,16,"F",41,1.4,7,7,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,17,"F",45,1.7,8,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,18,"F",46,1.8,8,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,19,"F",43,1.7,8,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,20,"F",44,1.7,8,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,21,"F",44,1.5,8,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-03,4,22,"F",47,2.1,8,NA,2,"","Charter","U RASCAL",525732,NA,NA,NA,NA,2021,6,3,NA,"Black","Pelagic"
"Kodiak",142,2021-06-04,5,1,"M",49,NA,20,NA,2,"","Private","P1",525731,NA,NA,NA,NA,2021,6,4,NA,"Black","Pelagic"
"Kodiak",142,2021-06-04,5,2,"M",49,2.1,15,NA,2,"","Private","P1",525731,NA,NA,NA,NA,2021,6,4,NA,"Black","Pelagic"
"Kodiak",142,2021-06-04,5,3,"M",49,NA,19,19,2,"","Private","P1",525731,NA,NA,NA,NA,2021,6,4,NA,"Black","Pelagic"
"Kodiak",142,2021-06-04,5,4,"F",41,NA,8,8,2,"","Private","P1",525731,NA,NA,NA,NA,2021,6,4,NA,"Black","Pelagic"
"Kodiak",142,2021-06-04,5,5,"F",42,1.5,7,7,2,"","Private","P2",525733,NA,NA,NA,NA,2021,6,4,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,1,"F",41,NA,7,NA,2,"","Private","P1",525733,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,2,"M",49,NA,23,NA,2,"","Private","P2",525733,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,3,"M",41,NA,7,NA,2,"","Private","P2",525733,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,4,"F",42,NA,7,NA,2,"","Private","P2",525733,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,5,"M",36,NA,6,6,2,"","Private","P3",525733,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,6,"M",39,NA,7,NA,2,"","Private","P3",525733,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,7,"M",46,1.7,24,NA,2,"","Charter","REEL FUN",525732,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,8,"M",45,1.6,7,NA,2,"","Charter","REEL FUN",525732,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,9,"M",45,1.6,9,9,2,"","Charter","REEL FUN",525732,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,10,"M",37,1.3,7,NA,2,"","Charter","REEL FUN",525732,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,11,"M",43,1.7,25,NA,2,"","Charter","REEL FUN",525732,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,12,"F",44,1.8,8,NA,2,"","Charter","REEL FUN",525732,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,13,"F",44,1.7,8,NA,2,"","Charter","REEL FUN",525732,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,14,"F",46,1.9,8,NA,2,"","Charter","REEL FUN",525732,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,15,"F",44,1.8,8,8,2,"","Charter","REEL FUN",525732,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,16,"F",45,1.7,8,NA,2,"","Charter","REEL FUN",525732,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,17,"F",44,1.9,8,NA,2,"","Charter","REEL FUN",525732,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-05,6,18,"F",38,1.3,8,NA,2,"","Charter","REEL FUN",525732,NA,NA,NA,NA,2021,6,5,NA,"Black","Pelagic"
"Kodiak",142,2021-06-06,7,1,"M",49,NA,19,NA,2,"","Private","P3",525733,NA,NA,NA,NA,2021,6,6,NA,"Black","Pelagic"
"Kodiak",142,2021-06-06,7,2,"M",53,NA,25,NA,2,"","Private","P3",525733,NA,NA,NA,NA,2021,6,6,NA,"Black","Pelagic"
"Kodiak",142,2021-06-07,8,1,"",34,0.9,7,7,2,"","Private","P2",525733,NA,NA,NA,NA,2021,6,7,NA,"Black","Pelagic"
"Kodiak",142,2021-06-07,8,2,"F",30,0.6,7,NA,2,"","Private","P2",525733,NA,NA,NA,NA,2021,6,7,NA,"Black","Pelagic"
"Kodiak",142,2021-06-07,8,3,"F",31,0.8,7,NA,2,"","Private","P2",525733,NA,NA,NA,NA,2021,6,7,NA,"Black","Pelagic"
"Kodiak",142,2021-06-07,8,4,"F",28,0.7,7,NA,2,"","Private","P2",525733,NA,NA,NA,NA,2021,6,7,NA,"Black","Pelagic"
"Kodiak",142,2021-06-07,8,5,"F",29,0.8,7,NA,2,"","Private","P2",525733,NA,NA,NA,NA,2021,6,7,NA,"Black","Pelagic"
"Kodiak",142,2021-06-07,8,6,"M",32,0.8,7,NA,2,"","Private","P2",525733,NA,NA,NA,NA,2021,6,7,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,1,"F",44,2,9,NA,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,2,"F",45,1.9,8,NA,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,3,"F",40,1.4,7,7,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,4,"F",36,1.1,7,7,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,5,"F",44,1.8,8,NA,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,6,"M",44,1.6,30,NA,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,7,"M",52,2.8,25,NA,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,8,"M",39,1.4,7,NA,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,9,"M",39,1.3,7,NA,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,10,"M",40,1.5,7,NA,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,11,"M",43,1.9,8,NA,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,12,"M",39,1.5,7,NA,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-08,9,13,"M",37,1.2,7,NA,2,"","Charter","FISH HAWK",525733,NA,NA,NA,NA,2021,6,8,NA,"Black","Pelagic"
"Kodiak",142,2021-06-12,10,1,"M",41,NA,8,NA,2,"","Private","P7",525733,NA,NA,NA,NA,2021,6,12,NA,"Black","Pelagic"
"Kodiak",142,2021-06-13,11,1,"",40,NA,14,NA,2,"","Private","P1",525733,NA,NA,NA,NA,2021,6,13,NA,"Black","Pelagic"
"Kodiak",142,2021-06-13,11,2,"F",43,1.9,8,8,2,"","Private","P7",525733,NA,NA,NA,NA,2021,6,13,NA,"Black","Pelagic"
"Kodiak",142,2021-06-13,11,3,"M",39,1.3,7,NA,2,"","Private","P7",525733,NA,NA,NA,NA,2021,6,13,NA,"Black","Pelagic"
"Kodiak",142,2021-06-13,11,4,"M",39,1.3,7,NA,2,"","Private","P7",525733,NA,NA,NA,NA,2021,6,13,NA,"Black","Pelagic"
"Kodiak",142,2021-06-13,11,5,"M",44,1.4,7,NA,2,"","Private","P7",525733,NA,NA,NA,NA,2021,6,13,NA,"Black","Pelagic"
"Kodiak",142,2021-06-13,11,6,"F",40,1.5,7,NA,2,"","Private","P7",525733,NA,NA,NA,NA,2021,6,13,NA,"Black","Pelagic"
"Kodiak",142,2021-06-13,11,7,"F",41,1.4,7,NA,2,"","Private","P7",525733,NA,NA,NA,NA,2021,6,13,NA,"Black","Pelagic"
"Kodiak",142,2021-06-13,11,8,"F",43,1.8,8,NA,2,"","Private","P7",525733,NA,NA,NA,NA,2021,6,13,NA,"Black","Pelagic"
