"AREA","SITE","YEAR","MONTH","DAY","PAGE","LINE","SP","SEX","MATURITY","LENGTH","WEIGHT","AGE","STATAREA","FINCLIPA","FINCLIPC","FINCLIPD","FINCLPAN","FL","AGECONF","RARE","SPECIES","USER","ASSEMB","PORT","PERIOD","RATE"
10,1,1991,8,4,30,12,145,"M",NA,44,NA,17,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,5,31,1,145,"M",NA,60,NA,35,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,5,31,2,145,"F",NA,66,NA,28,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,6,32,1,145,"M",NA,77,NA,87,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,6,32,2,145,"F",NA,54,NA,38,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,6,32,3,145,"F",NA,55,NA,64,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,6,32,4,145,"F",NA,48,NA,20,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,10,33,1,145,"M",NA,41,NA,17,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,10,33,2,145,"M",NA,55,NA,41,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,10,33,3,145,"F",NA,39,NA,16,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,10,33,4,145,"M",NA,59,NA,39,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,11,34,1,145,"F",NA,38,NA,19,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,11,34,2,145,"F",NA,51,NA,28,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,12,35,1,145,"F",NA,58,NA,30,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,12,35,2,145,"F",NA,56,NA,23,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,12,35,3,145,"F",NA,41,NA,15,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,12,35,4,145,"M",NA,39,NA,14,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,15,36,1,145,"F",NA,50,NA,27,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,15,36,2,145,"M",NA,49,NA,20,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,15,36,3,145,"M",NA,37,NA,16,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,16,37,1,145,"M",NA,61,NA,28,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,16,37,2,145,"F",NA,63,NA,36,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,16,37,3,145,"F",NA,57,NA,24,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,16,37,4,145,"M",NA,62,NA,31,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,16,37,5,145,"M",NA,63,NA,31,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,16,37,6,145,"F",NA,56,NA,24,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,16,37,7,145,"F",NA,51,NA,37,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,16,37,8,145,"M",NA,42,NA,18,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,16,37,9,145,"F",NA,38,NA,17,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,16,37,10,145,"F",NA,50,NA,23,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,16,37,11,145,"M",NA,59,NA,53,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,16,37,12,145,"F",NA,53,NA,22,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,19,38,1,145,"F",NA,41,NA,31,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,19,38,2,145,"F",NA,62,NA,40,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,19,38,3,145,"F",NA,58,NA,19,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,19,38,4,145,"F",NA,57,NA,24,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,23,40,1,145,"M",NA,59,NA,36,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,23,40,2,145,"M",NA,39,NA,17,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,23,40,3,145,"M",NA,43,NA,18,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,23,40,4,145,"M",NA,58,NA,19,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,23,40,5,145,"F",NA,58,NA,28,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,23,40,6,145,"F",NA,52,NA,23,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,23,40,7,145,"F",NA,58,NA,28,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,23,40,8,145,"M",NA,56,NA,26,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,23,40,9,145,"F",NA,NA,NA,76,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,24,41,1,145,"F",NA,58,NA,24,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,24,41,2,145,"F",NA,56,NA,24,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,24,41,3,145,"F",NA,52,NA,27,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,24,41,4,145,"F",NA,41,NA,14,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,24,41,5,145,"F",NA,52,NA,25,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,25,42,1,145,"F",NA,51,NA,34,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,25,42,2,145,"F",NA,56,NA,35,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,25,42,3,145,"M",NA,62,NA,50,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,25,42,4,145,"F",NA,63,NA,57,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,25,42,5,145,"F",NA,51,NA,28,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,25,42,6,145,"F",NA,33,NA,12,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,26,42,1,145,"F",NA,35,NA,12,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,26,42,2,145,"F",NA,42,NA,28,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,26,42,3,145,"F",NA,57,NA,NA,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,26,42,4,145,"F",NA,50,NA,17,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,26,42,5,145,"M",NA,51,NA,31,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,26,42,5,145,"M",NA,53,NA,37,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,26,42,6,145,"F",NA,56,NA,50,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,26,42,7,145,"M",NA,49,NA,24,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,26,42,8,145,"F",NA,51,NA,30,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,29,43,1,145,"M",NA,35.5,NA,13,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,30,44,1,145,"M",NA,66,NA,33,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,30,44,2,145,"M",NA,55.5,NA,23,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,30,44,3,145,"F",NA,35.5,NA,16,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,31,45,1,145,"F",NA,57,NA,25,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,31,45,2,145,"M",NA,69,NA,59,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,31,45,3,145,"M",NA,63,NA,28,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,31,45,4,145,"M",NA,57,NA,27,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,31,45,5,145,"F",NA,58,NA,24,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,31,45,6,145,"M",NA,58,NA,25,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,31,45,7,145,"F",NA,57,NA,24,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,31,45,8,145,"F",NA,57,NA,24,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,8,31,45,9,145,"M",NA,66,NA,36,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,9,3,46,1,145,"F",NA,39,NA,18,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,9,4,47,1,145,"F",NA,52,NA,59,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,9,4,47,2,145,"F",NA,53.5,NA,28,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,9,4,47,3,145,"M",NA,56,NA,34,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,9,4,47,4,145,"M",NA,51,NA,36,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,9,4,47,5,145,"M",NA,59,NA,42,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,9,4,47,6,145,"",NA,59,NA,53,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,9,4,47,7,145,"F",NA,50.5,NA,41,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,9,4,47,8,145,"F",NA,54.5,NA,37,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,9,4,47,9,145,"M",NA,53,NA,29,NA,"","","","",NA,NA,"","Yelleye","","Demersal","Valdez",NA,NA
10,1,1991,9,2,33,1,147,"M",NA,39.5,NA,48,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,6,30,1,1,147,"F",NA,42,NA,39,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,6,30,1,2,147,"M",NA,38.9,NA,22,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,2,2,1,147,"F",NA,40.1,NA,25,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,2,2,2,147,"F",NA,36.8,NA,42,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,2,2,3,147,"F",NA,35.2,NA,45,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,4,3,1,147,"M",NA,41.9,NA,34,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,4,3,2,147,"M",NA,36,NA,29,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,4,3,3,147,"F",NA,38.7,NA,19,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,5,4,1,147,"F",NA,35.2,NA,24,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,5,4,2,147,"M",NA,31.1,NA,15,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,5,4,3,147,"F",NA,38.9,NA,32,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,12,5,1,147,"M",NA,37.3,NA,31,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,12,5,2,147,"F",NA,35.9,NA,22,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,12,5,3,147,"F",NA,37,NA,28,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,12,5,4,147,"M",NA,36.1,NA,20,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,12,5,5,147,"M",NA,36.3,NA,22,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,13,6,1,147,"M",NA,38.9,NA,45,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,13,6,2,147,"F",NA,37.2,NA,20,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,13,6,3,147,"M",NA,48,NA,22,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,14,7,1,147,"F",NA,38.7,NA,33,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,14,7,2,147,"F",NA,39.1,NA,35,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,14,7,3,147,"M",NA,37.8,NA,49,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,14,7,4,147,"F",NA,37.8,NA,36,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,14,7,5,147,"M",NA,37.1,NA,30,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,17,8,1,147,"F",NA,36.8,NA,19,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,17,8,2,147,"F",NA,39,NA,22,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,28,9,1,147,"F",NA,30,NA,16,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,28,9,2,147,"F",NA,27,NA,15,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,28,9,3,147,"M",NA,33,NA,21,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,28,9,4,147,"F",NA,31,NA,23,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,28,9,5,147,"M",NA,30,NA,16,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,28,9,6,147,"M",NA,35,NA,24,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,29,10,1,147,"F",NA,36,NA,26,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,29,10,2,147,"F",NA,37,NA,22,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,7,29,10,3,147,"M",NA,38,NA,35,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,2,11,1,147,"F",NA,38,NA,23,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,2,11,2,147,"M",NA,34,NA,20,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,2,11,3,147,"F",NA,29,NA,21,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,2,11,4,147,"",NA,34,NA,21,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,2,11,5,147,"",NA,35,NA,22,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,2,11,6,147,"",NA,35,NA,20,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,2,11,7,147,"",NA,49,NA,22,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,2,11,8,147,"M",NA,31,NA,17,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,2,11,9,147,"F",NA,38,NA,16,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,2,11,10,147,"F",NA,31,NA,17,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,2,11,11,147,"F",NA,28,NA,18,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,3,12,1,147,"F",NA,45,NA,28,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,3,12,2,147,"M",NA,36,NA,25,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,3,12,3,147,"M",NA,35,NA,25,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,3,12,4,147,"F",NA,32,NA,17,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,3,12,5,147,"M",NA,35,NA,26,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,3,12,6,147,"M",NA,42,NA,53,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,4,13,1,147,"F",NA,37,NA,23,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,4,13,2,147,"",NA,31,NA,28,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,4,13,3,147,"",NA,36,NA,15,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,4,13,4,147,"F",NA,31,NA,12,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,4,13,5,147,"F",NA,40,NA,31,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,4,13,6,147,"M",NA,35,NA,17,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,4,13,7,147,"F",NA,44,NA,30,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,4,13,8,147,"M",NA,42,NA,46,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,5,14,1,147,"F",NA,43,NA,48,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,5,14,2,147,"F",NA,49,NA,62,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,6,15,1,147,"M",NA,44,NA,NA,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,6,15,2,147,"F",NA,39,NA,26,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,6,15,3,147,"F",NA,45,NA,45,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,6,15,4,147,"M",NA,39,NA,37,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,6,15,5,147,"F",NA,42,NA,31,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,7,16,1,147,"M",NA,42,NA,60,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,10,17,1,147,"F",NA,39,NA,20,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,10,17,2,147,"F",NA,38,NA,19,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,10,17,3,147,"F",NA,49,NA,25,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,10,17,4,147,"F",NA,43,NA,48,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,10,17,5,147,"F",NA,43,NA,32,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,10,17,6,147,"F",NA,39,NA,34,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,10,17,7,147,"M",NA,36,NA,17,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,11,18,1,147,"F",NA,40,NA,34,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,11,18,2,147,"M",NA,42,NA,27,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,12,19,1,147,"F",NA,42,NA,24,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,12,19,2,147,"F",NA,36,NA,20,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,12,19,3,147,"F",NA,47,NA,50,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,12,19,4,147,"F",NA,41,NA,18,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,12,19,5,147,"M",NA,39,NA,37,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,12,19,6,147,"F",NA,36,NA,27,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,12,19,7,147,"M",NA,40,NA,21,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,12,19,8,147,"F",NA,44,NA,33,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,15,20,1,147,"M",NA,36,NA,19,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,15,20,2,147,"F",NA,42,NA,32,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,15,20,3,147,"F",NA,43,NA,36,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,16,21,1,147,"F",NA,38,NA,28,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,16,21,2,147,"F",NA,41,NA,48,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,17,22,1,147,"",NA,31,NA,17,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,17,22,2,147,"F",NA,29,NA,16,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,17,22,3,147,"",NA,30,NA,16,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,18,23,1,147,"M",NA,35,NA,23,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,19,24,1,147,"M",NA,33,NA,16,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,19,24,2,147,"F",NA,36,NA,15,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,19,24,3,147,"F",NA,41,NA,25,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,22,25,1,147,"M",NA,32,NA,18,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,23,26,1,147,"F",NA,43,NA,35,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,23,26,2,147,"F",NA,47,NA,45,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,23,26,3,147,"M",NA,21,NA,16,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,23,26,4,147,"F",NA,31,NA,12,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,24,27,1,147,"M",NA,53,NA,24,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,24,27,2,147,"F",NA,36,NA,38,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,24,27,3,147,"F",NA,42,NA,43,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,25,28,1,147,"M",NA,38,NA,23,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,25,28,2,147,"F",NA,41,NA,35,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,26,29,1,147,"F",NA,41.1,NA,47,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,26,29,2,147,"F",NA,39,NA,51,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,26,29,3,147,"F",NA,37,NA,31,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,29,30,1,147,"M",NA,44.5,NA,50,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,8,30,31,1,147,"M",NA,43,NA,55,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,9,1,32,1,147,"F",NA,44,NA,32,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
10,1,1991,9,1,32,2,147,"F",NA,42,NA,53,NA,"","","","",NA,NA,"","Quill","","Demersal","Valdez",NA,NA
