"BIOSAMPLEID","SITE","YEAR","DATE","BIWEEK","HARBOR","SEX","OTOLITH","LENGTH","CLASSN","RF_NAME","LOGBOOK_AREA","Stat_Area_label","GF_area","AGE","AGE2","AGECONF","OTOLITH_WT","SPECIES","MONTH","DAY"
24141,"SITKA",2017,2017-07-08,14,9,"F",170208,480,"Charter","black",113417,"113-41","CSEO",10,10,NA,0.328,142,7,8
24142,"SITKA",2017,2017-07-08,14,9,"F",170209,550,"Charter","black",113417,"113-41","CSEO",13,14,NA,0.424,142,7,8
25121,"SITKA",2017,2017-07-09,14,7,"M",170211,450,"Private","black",113311,"113-31","CSEO",20,NA,NA,0.352,142,7,9
25269,"SITKA",2017,2017-07-12,14,9,"F",170212,490,"Charter","black",355601,"355-60","CSEO",14,NA,NA,0.33,142,7,12
25270,"SITKA",2017,2017-07-12,14,9,"M",170213,460,"Charter","black",355601,"355-60","CSEO",15,15,NA,0.353,142,7,12
25271,"SITKA",2017,2017-07-12,14,9,"M",170214,500,"Charter","black",355601,"355-60","CSEO",20,20,NA,0.465,142,7,12
25272,"SITKA",2017,2017-07-12,14,9,"F",170215,430,"Charter","black",355601,"355-60","CSEO",11,NA,NA,0.309,142,7,12
25273,"SITKA",2017,2017-07-12,14,9,"F",170216,420,"Charter","black",355601,"355-60","CSEO",12,NA,NA,0.277,142,7,12
25274,"SITKA",2017,2017-07-12,14,9,"F",170217,460,"Charter","black",355601,"355-60","CSEO",10,11,NA,0.299,142,7,12
26442,"SITKA",2017,2017-07-13,14,1,"M",170218,430,"Charter","black",113311,"113-31","CSEO",15,NA,NA,0.334,142,7,13
26443,"SITKA",2017,2017-07-13,14,1,"F",170219,450,"Charter","black",113311,"113-31","CSEO",11,NA,NA,0.292,142,7,13
26444,"SITKA",2017,2017-07-13,14,1,"M",170220,460,"Charter","black",113311,"113-31","CSEO",19,NA,NA,0.377,142,7,13
26445,"SITKA",2017,2017-07-13,14,1,"F",170221,470,"Charter","black",113311,"113-31","CSEO",11,11,NA,0.293,142,7,13
25576,"SITKA",2017,2017-07-14,14,5,"F",170222,500,"Charter","black",113417,"113-41","CSEO",22,NA,NA,0.446,142,7,14
25577,"SITKA",2017,2017-07-14,14,5,"M",170223,450,"Charter","black",113417,"113-41","CSEO",16,NA,NA,0.342,142,7,14
25578,"SITKA",2017,2017-07-14,14,5,"M",170224,440,"Charter","black",113417,"113-41","CSEO",11,11,NA,0.29,142,7,14
25579,"SITKA",2017,2017-07-14,14,5,"F",170225,420,"Charter","black",113417,"113-41","CSEO",10,NA,NA,0.285,142,7,14
25580,"SITKA",2017,2017-07-14,14,5,"F",170226,450,"Charter","black",113417,"113-41","CSEO",12,NA,NA,0.27,142,7,14
25581,"SITKA",2017,2017-07-14,14,5,"F",170227,420,"Charter","black",113417,"113-41","CSEO",9,NA,NA,0.262,142,7,14
25591,"SITKA",2017,2017-07-14,14,5,"F",170228,440,"Charter","black",113417,"113-41","CSEO",12,12,NA,0.2914,142,7,14
25592,"SITKA",2017,2017-07-14,14,5,"M",170229,420,"Charter","black",113417,"113-41","CSEO",9,NA,NA,0.236,142,7,14
25593,"SITKA",2017,2017-07-14,14,5,"M",170230,430,"Charter","black",113417,"113-41","CSEO",12,NA,NA,0.27,142,7,14
25595,"SITKA",2017,2017-07-14,14,5,"M",170232,430,"Charter","black",113417,"113-41","CSEO",12,NA,NA,0.287,142,7,14
25596,"SITKA",2017,2017-07-14,14,5,"F",170233,440,"Charter","black",113417,"113-41","CSEO",10,NA,NA,0.27,142,7,14
25602,"SITKA",2017,2017-07-14,14,5,"M",170234,420,"Charter","black",113450,"113-45","CSEO",12,NA,NA,0.291,142,7,14
25603,"SITKA",2017,2017-07-14,14,5,"F",170235,420,"Charter","black",113450,"113-45","CSEO",10,NA,NA,0.27,142,7,14
25604,"SITKA",2017,2017-07-14,14,5,"F",170236,410,"Charter","black",113450,"113-45","CSEO",8,9,NA,0.31,142,7,14
25605,"SITKA",2017,2017-07-14,14,5,"F",170237,460,"Charter","black",113450,"113-45","CSEO",11,NA,NA,0.284,142,7,14
25606,"SITKA",2017,2017-07-14,14,5,"M",170238,360,"Charter","black",113450,"113-45","CSEO",7,NA,NA,0.216,142,7,14
25607,"SITKA",2017,2017-07-14,14,5,"M",170239,330,"Charter","black",113450,"113-45","CSEO",15,NA,NA,0.159,NA,7,14
25610,"SITKA",2017,2017-07-14,14,5,"M",170240,480,"Charter","black",365701,"365-70","CSEO",16,NA,NA,0.438,142,7,14
25611,"SITKA",2017,2017-07-14,14,5,"F",170241,310,"Charter","black",365701,"365-70","CSEO",5,5,NA,0.129,142,7,14
25612,"SITKA",2017,2017-07-14,14,5,"M",170242,470,"Charter","black",365701,"365-70","CSEO",13,NA,NA,0.337,142,7,14
25613,"SITKA",2017,2017-07-14,14,5,"M",170243,550,"Charter","black",365701,"365-70","CSEO",31,NA,NA,0.649,142,7,14
25614,"SITKA",2017,2017-07-14,14,5,"F",170244,420,"Charter","black",365701,"365-70","CSEO",13,NA,NA,0.324,142,7,14
25616,"SITKA",2017,2017-07-14,14,5,"M",170245,500,"Charter","black",365701,"365-70","CSEO",23,NA,NA,0.443,142,7,14
25617,"SITKA",2017,2017-07-14,14,5,"M",170246,500,"Charter","black",365701,"365-70","CSEO",24,NA,NA,0.39,142,7,14
25618,"SITKA",2017,2017-07-14,14,5,"F",170247,450,"Charter","black",365701,"365-70","CSEO",10,NA,NA,0.268,142,7,14
25619,"SITKA",2017,2017-07-14,14,5,"M",170248,520,"Charter","black",365701,"365-70","CSEO",34,NA,NA,0.51,142,7,14
25621,"SITKA",2017,2017-07-14,14,5,"M",170250,420,"Charter","black",365701,"365-70","CSEO",11,NA,NA,0.277,142,7,14
25623,"SITKA",2017,2017-07-14,14,5,"M",170251,460,"Charter","black",113450,"113-45","CSEO",13,NA,NA,0.303,142,7,14
25624,"SITKA",2017,2017-07-14,14,5,"F",170252,480,"Charter","black",113450,"113-45","CSEO",12,NA,NA,0.322,142,7,14
25625,"SITKA",2017,2017-07-14,14,5,"M",170253,530,"Charter","black",113450,"113-45","CSEO",25,NA,NA,0.524,142,7,14
25626,"SITKA",2017,2017-07-14,14,5,"M",170254,540,"Charter","black",113450,"113-45","CSEO",25,NA,NA,0.519,142,7,14
25627,"SITKA",2017,2017-07-14,14,5,"M",170255,430,"Charter","black",113450,"113-45","CSEO",25,NA,NA,0.527,142,7,14
25628,"SITKA",2017,2017-07-14,14,5,"M",170256,540,"Charter","black",113450,"113-45","CSEO",8,NA,NA,0.275,142,7,14
26656,"SITKA",2017,2017-07-15,14,6,"F",170258,400,"Charter","black",113417,"113-41","CSEO",6,NA,NA,0.2,142,7,15
26659,"SITKA",2017,2017-07-15,14,6,"F",170259,370,"Charter","black",113417,"113-41","CSEO",6,NA,NA,0.193,142,7,15
26660,"SITKA",2017,2017-07-15,14,6,"M",170260,430,"Charter","black",113417,"113-41","CSEO",19,NA,NA,0.394,142,7,15
26661,"SITKA",2017,2017-07-15,14,6,"M",170261,440,"Charter","black",113417,"113-41","CSEO",12,NA,NA,0.307,142,7,15
26662,"SITKA",2017,2017-07-15,14,6,"F",170262,400,"Charter","black",113417,"113-41","CSEO",10,NA,NA,0.252,142,7,15
26663,"SITKA",2017,2017-07-15,14,6,"M",170263,430,"Charter","black",113417,"113-41","CSEO",12,12,NA,0.282,142,7,15
26664,"SITKA",2017,2017-07-15,14,6,"F",170264,350,"Charter","black",113417,"113-41","CSEO",6,NA,NA,0.178,142,7,15
26666,"SITKA",2017,2017-07-15,14,6,"M",170265,560,"Charter","black",355631,"355-63","CSEO",25,NA,NA,0.523,142,7,15
26667,"SITKA",2017,2017-07-15,14,6,"M",170266,520,"Charter","black",355631,"355-63","CSEO",39,NA,NA,0.666,142,7,15
26668,"SITKA",2017,2017-07-15,14,6,"F",170267,450,"Charter","black",355631,"355-63","CSEO",11,NA,NA,0.321,142,7,15
26669,"SITKA",2017,2017-07-15,14,6,"M",170268,450,"Charter","black",355631,"355-63","CSEO",9,9,NA,0.311,142,7,15
26670,"SITKA",2017,2017-07-15,14,6,"F",170269,540,"Charter","black",355631,"355-63","CSEO",22,NA,NA,0.459,142,7,15
26671,"SITKA",2017,2017-07-15,14,6,"M",170270,510,"Charter","black",355631,"355-63","CSEO",20,NA,NA,0.421,142,7,15
25809,"SITKA",2017,2017-07-16,14,5,"F",170271,400,"Charter","black",113417,"113-41","CSEO",8,NA,NA,0.256,142,7,16
25810,"SITKA",2017,2017-07-16,14,5,"F",170272,420,"Charter","black",113417,"113-41","CSEO",10,10,NA,0.274,142,7,16
25811,"SITKA",2017,2017-07-16,14,5,"F",170273,490,"Charter","black",113417,"113-41","CSEO",12,NA,NA,0.344,142,7,16
25812,"SITKA",2017,2017-07-16,14,5,"M",170274,430,"Charter","black",113417,"113-41","CSEO",12,NA,NA,0.253,142,7,16
25813,"SITKA",2017,2017-07-16,14,5,"M",170275,450,"Charter","black",113417,"113-41","CSEO",11,11,NA,0.324,142,7,16
25814,"SITKA",2017,2017-07-16,14,5,"M",170276,450,"Charter","black",113417,"113-41","CSEO",12,12,NA,0.332,142,7,16
25818,"SITKA",2017,2017-07-16,14,5,"M",170277,570,"Charter","black",113450,"113-45","CSEO",24,NA,NA,0.562,142,7,16
25819,"SITKA",2017,2017-07-16,14,5,"M",170278,500,"Charter","black",113450,"113-45","CSEO",13,NA,NA,0.36,142,7,16
25820,"SITKA",2017,2017-07-16,14,5,"F",170279,490,"Charter","black",113450,"113-45","CSEO",12,13,NA,0.355,142,7,16
25821,"SITKA",2017,2017-07-16,14,5,"M",170280,440,"Charter","black",113450,"113-45","CSEO",13,NA,NA,0.307,142,7,16
25822,"SITKA",2017,2017-07-16,14,5,"M",170281,410,"Charter","black",113450,"113-45","CSEO",10,11,NA,0.284,142,7,16
25823,"SITKA",2017,2017-07-16,14,5,"M",170282,500,"Charter","black",113450,"113-45","CSEO",12,12,NA,0.325,142,7,16
25832,"SITKA",2017,2017-07-16,14,5,"F",170283,510,"Charter","black",365701,"365-70","CSEO",22,NA,NA,0.432,142,7,16
25833,"SITKA",2017,2017-07-16,14,5,"M",170284,470,"Charter","black",365701,"365-70","CSEO",25,NA,NA,0.404,142,7,16
25834,"SITKA",2017,2017-07-16,14,5,"M",170285,520,"Charter","black",365701,"365-70","CSEO",25,NA,NA,0.508,142,7,16
25835,"SITKA",2017,2017-07-16,14,5,"F",170286,480,"Charter","black",365701,"365-70","CSEO",12,NA,NA,0.358,142,7,16
25836,"SITKA",2017,2017-07-16,14,5,"M",170287,450,"Charter","black",365701,"365-70","CSEO",15,NA,NA,0.359,142,7,16
25837,"SITKA",2017,2017-07-16,14,5,"M",170288,480,"Charter","black",365701,"365-70","CSEO",26,NA,NA,0.506,142,7,16
25838,"SITKA",2017,2017-07-16,14,5,"M",170289,480,"Charter","black",365701,"365-70","CSEO",15,NA,NA,0.4,142,7,16
25839,"SITKA",2017,2017-07-16,14,5,"M",170290,450,"Charter","black",365701,"365-70","CSEO",15,15,NA,0.356,142,7,16
25840,"SITKA",2017,2017-07-16,14,5,"F",170291,410,"Charter","black",365701,"365-70","CSEO",9,NA,NA,0.255,142,7,16
25841,"SITKA",2017,2017-07-16,14,5,"M",170292,460,"Charter","black",365701,"365-70","CSEO",20,20,NA,0.349,142,7,16
25842,"SITKA",2017,2017-07-16,14,5,"F",170293,420,"Charter","black",365701,"365-70","CSEO",8,8,NA,0.257,142,7,16
25843,"SITKA",2017,2017-07-16,14,5,"M",170294,460,"Charter","black",365701,"365-70","CSEO",25,26,NA,0.452,142,7,16
29620,"SITKA",2017,2017-07-19,15,6,"F",170295,470,"Charter","black",113450,"113-45","CSEO",13,13,NA,0.36,142,7,19
29621,"SITKA",2017,2017-07-19,15,6,"F",170296,400,"Charter","black",113450,"113-45","CSEO",8,NA,NA,0.251,142,7,19
29622,"SITKA",2017,2017-07-19,15,6,"M",170297,420,"Charter","black",113450,"113-45","CSEO",12,NA,NA,0.277,142,7,19
29623,"SITKA",2017,2017-07-19,15,6,"M",170298,520,"Charter","black",113450,"113-45","CSEO",41,40,NA,0.563,142,7,19
29624,"SITKA",2017,2017-07-19,15,6,"M",170299,420,"Charter","black",113450,"113-45","CSEO",12,NA,NA,0.298,142,7,19
29625,"SITKA",2017,2017-07-19,15,6,"F",170300,420,"Charter","black",113450,"113-45","CSEO",10,NA,NA,0.251,142,7,19
29613,"SITKA",2017,2017-07-19,15,6,"F",170301,400,"Charter","black",113417,"113-41","CSEO",10,NA,NA,0.286,142,7,19
29614,"SITKA",2017,2017-07-19,15,6,"F",170302,430,"Charter","black",113417,"113-41","CSEO",11,NA,NA,0.278,142,7,19
29615,"SITKA",2017,2017-07-19,15,6,"M",170303,500,"Charter","black",113417,"113-41","CSEO",33,NA,NA,0.509,142,7,19
29616,"SITKA",2017,2017-07-19,15,6,"M",170304,450,"Charter","black",113417,"113-41","CSEO",28,NA,NA,0.402,142,7,19
29617,"SITKA",2017,2017-07-19,15,6,"F",170305,410,"Charter","black",113417,"113-41","CSEO",11,NA,NA,0.295,142,7,19
29618,"SITKA",2017,2017-07-19,15,6,"F",170306,430,"Charter","black",113417,"113-41","CSEO",12,12,NA,0.296,142,7,19
28975,"SITKA",2017,2017-07-20,15,9,"F",170307,570,"Charter","black",113450,"113-45","CSEO",21,NA,NA,0.566,142,7,20
28976,"SITKA",2017,2017-07-20,15,9,"F",170308,540,"Charter","black",113450,"113-45","CSEO",14,NA,NA,0.427,142,7,20
29200,"SITKA",2017,2017-07-21,15,8,"F",170322,450,"Charter","black",113450,"113-45","CSEO",10,NA,NA,0.264,142,7,21
29201,"SITKA",2017,2017-07-21,15,8,"F",170323,510,"Charter","black",113450,"113-45","CSEO",24,NA,NA,0.432,142,7,21
29202,"SITKA",2017,2017-07-21,15,8,"F",170324,410,"Charter","black",113450,"113-45","CSEO",13,NA,NA,0.301,142,7,21
29203,"SITKA",2017,2017-07-21,15,8,"F",170325,450,"Charter","black",113450,"113-45","CSEO",11,NA,NA,0.28,142,7,21
28422,"SITKA",2017,2017-07-22,15,3,"M",170327,430,"Private","black",113450,"113-45","CSEO",20,NA,NA,0.321,142,7,22
28423,"SITKA",2017,2017-07-22,15,3,"M",170328,420,"Private","black",113450,"113-45","CSEO",18,NA,NA,0.317,142,7,22
28424,"SITKA",2017,2017-07-22,15,3,"M",170329,460,"Private","black",113450,"113-45","CSEO",24,NA,NA,0.366,142,7,22
28425,"SITKA",2017,2017-07-22,15,3,"M",170330,410,"Private","black",113450,"113-45","CSEO",13,NA,NA,0.283,142,7,22
28426,"SITKA",2017,2017-07-22,15,3,"M",170331,420,"Private","black",113450,"113-45","CSEO",12,NA,NA,0.331,142,7,22
28427,"SITKA",2017,2017-07-22,15,3,"M",170332,420,"Private","black",113450,"113-45","CSEO",18,18,NA,0.322,142,7,22
28314,"SITKA",2017,2017-07-23,15,5,"F",170333,390,"Charter","black",365701,"365-70","CSEO",8,NA,NA,0.275,142,7,23
28317,"SITKA",2017,2017-07-23,15,5,"F",170334,430,"Charter","black",365701,"365-70","CSEO",12,NA,NA,0.315,142,7,23
28316,"SITKA",2017,2017-07-23,15,5,"F",170335,520,"Charter","black",365701,"365-70","CSEO",24,24,NA,0.459,142,7,23
28315,"SITKA",2017,2017-07-23,15,5,"F",170336,430,"Charter","black",365701,"365-70","CSEO",11,11,NA,0.308,142,7,23
28318,"SITKA",2017,2017-07-23,15,5,"F",170337,390,"Charter","black",365701,"365-70","CSEO",9,9,NA,0.244,142,7,23
28329,"SITKA",2017,2017-07-23,15,5,"F",170338,390,"Charter","black",365701,"365-70","CSEO",17,NA,NA,0.401,142,7,23
28330,"SITKA",2017,2017-07-23,15,5,"M",170339,460,"Charter","black",365701,"365-70","CSEO",14,NA,NA,0.313,142,7,23
28331,"SITKA",2017,2017-07-23,15,5,"M",170340,490,"Charter","black",365701,"365-70","CSEO",22,NA,NA,0.448,142,7,23
28332,"SITKA",2017,2017-07-23,15,5,"F",170341,560,"Charter","black",365701,"365-70","CSEO",14,NA,NA,0.367,142,7,23
28334,"SITKA",2017,2017-07-23,15,5,"F",170343,430,"Charter","black",365701,"365-70","CSEO",10,NA,NA,0.303,142,7,23
28335,"SITKA",2017,2017-07-23,15,5,"M",170344,470,"Charter","black",365701,"365-70","CSEO",16,NA,NA,0.398,142,7,23
28336,"SITKA",2017,2017-07-23,15,5,"M",170345,530,"Charter","black",365701,"365-70","CSEO",13,14,NA,0.479,142,7,23
28348,"SITKA",2017,2017-07-23,15,5,"",170346,480,"Charter","black",113611,"113-61","CSEO",12,12,NA,0.36,142,7,23
28349,"SITKA",2017,2017-07-23,15,5,"F",170347,470,"Charter","black",113611,"113-61","CSEO",11,NA,NA,0.332,142,7,23
30423,"SITKA",2017,2017-07-27,15,8,"M",170348,460,"Charter","black",113450,"113-45","CSEO",17,NA,NA,0.403,142,7,27
30424,"SITKA",2017,2017-07-27,15,8,"M",170349,460,"Charter","black",113450,"113-45","CSEO",12,NA,NA,0.3,142,7,27
30425,"SITKA",2017,2017-07-27,15,8,"M",170350,430,"Charter","black",113450,"113-45","CSEO",11,NA,NA,0.305,142,7,27
30426,"SITKA",2017,2017-07-27,15,8,"F",170351,400,"Charter","black",113450,"113-45","CSEO",8,NA,NA,0.235,142,7,27
30427,"SITKA",2017,2017-07-27,15,8,"M",170352,420,"Charter","black",113450,"113-45","CSEO",11,NA,NA,0.279,142,7,27
30428,"SITKA",2017,2017-07-27,15,8,"M",170353,480,"Charter","black",113450,"113-45","CSEO",16,16,NA,0.349,142,7,27
30429,"SITKA",2017,2017-07-27,15,8,"F",170354,460,"Charter","black",113450,"113-45","CSEO",10,10,NA,0.241,142,7,27
30430,"SITKA",2017,2017-07-27,15,8,"F",170355,420,"Charter","black",113450,"113-45","CSEO",12,12,NA,0.35,142,7,27
30592,"SITKA",2017,2017-07-28,15,3,"M",170356,460,"Charter","black",113450,"113-45","CSEO",12,NA,NA,0.276,142,7,28
30593,"SITKA",2017,2017-07-28,15,3,"M",170357,420,"Charter","black",113450,"113-45","CSEO",13,NA,NA,0.325,142,7,28
30594,"SITKA",2017,2017-07-28,15,3,"F",170358,430,"Charter","black",113450,"113-45","CSEO",12,NA,NA,0.274,142,7,28
30595,"SITKA",2017,2017-07-28,15,3,"F",170359,460,"Charter","black",113450,"113-45","CSEO",13,NA,NA,0.28,142,7,28
30596,"SITKA",2017,2017-07-28,15,3,"M",170360,400,"Charter","black",113450,"113-45","CSEO",10,NA,NA,0.228,142,7,28
30643,"SITKA",2017,2017-07-29,15,1,"M",170362,430,"Charter","black",113450,"113-45","CSEO",13,13,NA,0.307,142,7,29
30647,"SITKA",2017,2017-07-29,15,1,"M",170363,520,"Charter","black",113450,"113-45","CSEO",25,NA,NA,0.482,142,7,29
30648,"SITKA",2017,2017-07-29,15,1,"M",170364,470,"Charter","black",113450,"113-45","CSEO",11,NA,NA,0.328,142,7,29
30649,"SITKA",2017,2017-07-29,15,1,"M",170365,480,"Charter","black",113450,"113-45","CSEO",15,NA,NA,0.362,142,7,29
31142,"SITKA",2017,2017-07-30,15,1,"M",170366,440,"Charter","black",113611,"113-61","CSEO",13,NA,NA,0.326,142,7,30
31143,"SITKA",2017,2017-07-30,15,1,"M",170367,460,"Charter","black",113611,"113-61","CSEO",19,NA,NA,0.358,142,7,30
31146,"SITKA",2017,2017-07-30,15,1,"M",170368,530,"Charter","black",113450,"113-45","CSEO",16,NA,NA,0.376,142,7,30
31147,"SITKA",2017,2017-07-30,15,1,"M",170369,470,"Charter","black",113450,"113-45","CSEO",20,NA,NA,0.272,142,7,30
31148,"SITKA",2017,2017-07-30,15,1,"F",170370,430,"Charter","black",113450,"113-45","CSEO",12,12,NA,0.314,142,7,30
31149,"SITKA",2017,2017-07-30,15,1,"M",170371,480,"Charter","black",113450,"113-45","CSEO",12,NA,NA,0.337,142,7,30
31150,"SITKA",2017,2017-07-30,15,1,"M",170372,470,"Charter","black",113450,"113-45","CSEO",13,NA,NA,0.363,142,7,30
31151,"SITKA",2017,2017-07-30,15,1,"F",170373,460,"Charter","black",113450,"113-45","CSEO",10,11,NA,0.324,142,7,30
31159,"SITKA",2017,2017-07-30,15,1,"M",170374,450,"Charter","black",365701,"365-70","CSEO",14,NA,NA,0.298,142,7,30
31160,"SITKA",2017,2017-07-30,15,1,"M",170375,540,"Charter","black",365701,"365-70","CSEO",29,NA,NA,0.494,142,7,30
31161,"SITKA",2017,2017-07-30,15,1,"F",170376,370,"Charter","black",365701,"365-70","CSEO",7,NA,NA,0.21,142,7,30
31162,"SITKA",2017,2017-07-30,15,1,"F",170377,450,"Charter","black",365701,"365-70","CSEO",11,NA,NA,0.331,142,7,30
32331,"SITKA",2017,2017-08-02,16,1,"M",170378,420,"Charter","black",113417,"113-41","CSEO",10,10,NA,0.287,142,8,2
32481,"SITKA",2017,2017-08-03,16,5,"M",170379,440,"Charter","black",113611,"113-61","CSEO",11,NA,NA,0.318,142,8,3
32482,"SITKA",2017,2017-08-03,16,5,"M",170380,450,"Charter","black",113611,"113-61","CSEO",18,NA,NA,0.331,142,8,3
32483,"SITKA",2017,2017-08-03,16,5,"M",170381,430,"Charter","black",113611,"113-61","CSEO",17,NA,NA,0.312,142,8,3
32484,"SITKA",2017,2017-08-03,16,5,"M",170382,510,"Charter","black",113611,"113-61","CSEO",26,NA,NA,0.439,142,8,3
32485,"SITKA",2017,2017-08-03,16,5,"M",170383,480,"Charter","black",113611,"113-61","CSEO",12,NA,NA,0.284,142,8,3
32486,"SITKA",2017,2017-08-03,16,5,"M",170384,490,"Charter","black",113611,"113-61","CSEO",19,NA,NA,0.385,142,8,3
32491,"SITKA",2017,2017-08-03,16,5,"F",170385,460,"Charter","black",113450,"113-45","CSEO",12,12,NA,0.315,142,8,3
32492,"SITKA",2017,2017-08-03,16,5,"F",170386,380,"Charter","black",113450,"113-45","CSEO",7,NA,NA,0.227,142,8,3
32493,"SITKA",2017,2017-08-03,16,5,"M",170387,320,"Charter","black",113450,"113-45","CSEO",4,NA,NA,0.144,142,8,3
32494,"SITKA",2017,2017-08-03,16,5,"F",170388,370,"Charter","black",113450,"113-45","CSEO",8,NA,NA,0.222,142,8,3
32495,"SITKA",2017,2017-08-03,16,5,"F",170389,400,"Charter","black",113450,"113-45","CSEO",8,NA,NA,0.261,142,8,3
32496,"SITKA",2017,2017-08-03,16,5,"M",170390,450,"Charter","black",113450,"113-45","CSEO",19,NA,NA,0.349,142,8,3
32499,"SITKA",2017,2017-08-03,16,5,"F",170391,460,"Charter","black",365701,"365-70","CSEO",18,NA,NA,0.444,142,8,3
32500,"SITKA",2017,2017-08-03,16,5,"M",170392,440,"Charter","black",365701,"365-70","CSEO",11,NA,NA,0.322,142,8,3
32501,"SITKA",2017,2017-08-03,16,5,"M",170393,440,"Charter","black",365701,"365-70","CSEO",12,NA,NA,0.306,142,8,3
32502,"SITKA",2017,2017-08-03,16,5,"M",170394,450,"Charter","black",365701,"365-70","CSEO",16,NA,NA,0.329,142,8,3
32503,"SITKA",2017,2017-08-03,16,5,"M",170395,430,"Charter","black",365701,"365-70","CSEO",13,NA,NA,0.322,142,8,3
32504,"SITKA",2017,2017-08-03,16,5,"M",170396,480,"Charter","black",365701,"365-70","CSEO",24,NA,NA,0.455,142,8,3
32505,"SITKA",2017,2017-08-03,16,5,"M",170397,480,"Charter","black",365701,"365-70","CSEO",17,NA,NA,0.405,142,8,3
33865,"SITKA",2017,2017-08-04,16,5,"F",170399,470,"Charter","black",113611,"113-61","CSEO",9,NA,NA,0.297,142,8,4
33866,"SITKA",2017,2017-08-04,16,5,"F",170400,340,"Charter","black",113611,"113-61","CSEO",5,NA,NA,0.161,142,8,4
33867,"SITKA",2017,2017-08-04,16,5,"M",170401,460,"Charter","black",113611,"113-61","CSEO",12,12,NA,0.341,142,8,4
33868,"SITKA",2017,2017-08-04,16,5,"M",170402,450,"Charter","black",113611,"113-61","CSEO",22,NA,NA,0.372,142,8,4
33869,"SITKA",2017,2017-08-04,16,5,"F",170403,440,"Charter","black",113611,"113-61","CSEO",10,NA,NA,0.302,142,8,4
33888,"SITKA",2017,2017-08-04,16,5,"M",170404,490,"Charter","black",365701,"365-70","CSEO",20,NA,NA,0.42,142,8,4
33889,"SITKA",2017,2017-08-04,16,5,"M",170405,480,"Charter","black",365701,"365-70","CSEO",20,NA,NA,0.382,142,8,4
33890,"SITKA",2017,2017-08-04,16,5,"M",170406,540,"Charter","black",365701,"365-70","CSEO",29,NA,NA,0.535,142,8,4
33891,"SITKA",2017,2017-08-04,16,5,"M",170407,550,"Charter","black",365701,"365-70","CSEO",25,NA,NA,0.631,142,8,4
33892,"SITKA",2017,2017-08-04,16,5,"F",170408,470,"Charter","black",365701,"365-70","CSEO",10,NA,NA,0.316,142,8,4
33893,"SITKA",2017,2017-08-04,16,5,"M",170409,470,"Charter","black",365701,"365-70","CSEO",10,NA,NA,0.296,142,8,4
33894,"SITKA",2017,2017-08-04,16,5,"M",170410,450,"Charter","black",365701,"365-70","CSEO",14,NA,NA,0.336,142,8,4
33895,"SITKA",2017,2017-08-04,16,5,"M",170411,480,"Charter","black",365701,"365-70","CSEO",20,NA,NA,0.415,142,8,4
33896,"SITKA",2017,2017-08-04,16,5,"M",170412,490,"Charter","black",365701,"365-70","CSEO",15,NA,NA,0.387,142,8,4
33897,"SITKA",2017,2017-08-04,16,5,"M",170413,450,"Charter","black",365701,"365-70","CSEO",12,NA,NA,0.274,142,8,4
33898,"SITKA",2017,2017-08-04,16,5,"M",170414,470,"Charter","black",365701,"365-70","CSEO",18,NA,NA,0.41,142,8,4
33899,"SITKA",2017,2017-08-04,16,5,"M",170415,430,"Charter","black",365701,"365-70","CSEO",18,NA,NA,0.373,142,8,4
33134,"SITKA",2017,2017-08-05,16,3,"M",170416,440,"Charter","black",113450,"113-45","CSEO",16,NA,NA,0.335,142,8,5
33135,"SITKA",2017,2017-08-05,16,3,"F",170417,490,"Charter","black",113450,"113-45","CSEO",16,NA,NA,0.358,142,8,5
33136,"SITKA",2017,2017-08-05,16,3,"M",170418,410,"Charter","black",113450,"113-45","CSEO",11,11,NA,0.267,142,8,5
33137,"SITKA",2017,2017-08-05,16,3,"M",170419,440,"Charter","black",113450,"113-45","CSEO",12,NA,NA,0.3,142,8,5
33138,"SITKA",2017,2017-08-05,16,3,"M",170420,430,"Charter","black",113450,"113-45","CSEO",11,NA,NA,0.262,142,8,5
33128,"SITKA",2017,2017-08-05,16,3,"F",170422,490,"Charter","black",365701,"365-70","CSEO",16,NA,NA,0.542,142,8,5
33129,"SITKA",2017,2017-08-05,16,3,"F",170423,530,"Charter","black",365701,"365-70","CSEO",16,16,NA,0.45,142,8,5
33130,"SITKA",2017,2017-08-05,16,3,"F",170424,410,"Charter","black",365701,"365-70","CSEO",20,NA,NA,0.336,142,8,5
33131,"SITKA",2017,2017-08-05,16,3,"F",170425,470,"Charter","black",365701,"365-70","CSEO",12,12,NA,0.309,142,8,5
33132,"SITKA",2017,2017-08-05,16,3,"M",170426,560,"Charter","black",365701,"365-70","CSEO",27,NA,NA,0.565,142,8,5
33133,"SITKA",2017,2017-08-05,16,3,"F",170427,440,"Charter","black",365701,"365-70","CSEO",12,NA,NA,0.29,142,8,5
33140,"SITKA",2017,2017-08-05,16,3,"M",170428,480,"Charter","black",113611,"113-61","CSEO",13,NA,NA,0.38,142,8,5
33141,"SITKA",2017,2017-08-05,16,3,"M",170429,520,"Charter","black",113611,"113-61","CSEO",16,16,NA,0.431,142,8,5
33142,"SITKA",2017,2017-08-05,16,3,"F",170430,480,"Charter","black",113611,"113-61","CSEO",13,NA,NA,0.357,142,8,5
