"PORT","SP","DATE","SAMPLEID","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB","COMMENTS","CAS"
"Seward",142,"2022-05-26",,7,22,"F",37,,8,,2,,"Charter","ORION",475934,,2022,5,26,,"Black","Pelagic","",
"Seward",142,"2022-05-26",,7,23,"F",38,1.2,8,,2,,"Charter","ORION",475934,,2022,5,26,,"Black","Pelagic","",
"Seward",142,"2022-05-26",,7,24,"M",45,1.9,9,9,2,,"Charter","ORION",475934,,2022,5,26,,"Black","Pelagic","",
"Seward",142,"2022-05-26",,7,25,"M",40,,8,,2,,"Charter","ORION",475934,,2022,5,26,,"Black","Pelagic","",
"Seward",142,"2022-05-26",,7,26,"M",53,,,,,,"Charter","ORION",475934,,2022,5,26,,"Black","Pelagic","",
"Seward",142,"2022-05-26",,7,27,"F",43,,,,,,"Charter","LEGEND",475933,,2022,5,26,,"Black","Pelagic","",
"Seward",142,"2022-05-26",,7,28,"F",48,,,,,,"Private","P1",475934,,2022,5,26,,"Black","Pelagic","",
"Seward",142,"2022-05-26",,7,29,"M",54,,30,,2,,"Private","P1",475934,,2022,5,26,,"Black","Pelagic","",
"Seward",145,"2022-05-26",,8,1,"F",56,4.5,24,,2,,"Charter","ORION",475934,,2022,5,26,,"Yelleye","Demersal","",
"Seward",145,"2022-05-26",,8,2,"M",56,,32,,2,,"Private","P1",475934,,2022,5,26,,"Yelleye","Demersal","",
"Seward",147,"2022-05-26",,7,1,"M",36,1,,,,,"Charter","CURRENT AFFAIR",495934,,2022,5,26,,"Quill","Demersal","1 OTO",
"Seward",147,"2022-05-26",,7,2,"F",37,,,,,,"Charter","LEGEND",475933,,2022,5,26,,"Quill","Demersal","",
"Seward",147,"2022-05-26",,7,3,"F",36,,,,,,"Charter","LEGEND",475933,,2022,5,26,,"Quill","Demersal","",
"Seward",173,"2022-05-26",,4,1,"M",34,,,,,,"Charter","LEGEND",475933,,2022,5,26,,"Dark","Pelagic","",
"Valdez",142,"2022-05-26",,4,1,"M",52,2.7,30,29,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","",
"Valdez",142,"2022-05-26",,4,2,"M",51,,30,,1,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","NO WEIGHT",
"Valdez",142,"2022-05-26",,4,3,"M",48,2.6,28,,1,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","",
"Valdez",142,"2022-05-26",,4,4,"M",51,3,17,,1,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","BROKEN OTOLITHS",
"Valdez",142,"2022-05-26",,4,5,"M",46,2.6,20,,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","",
"Valdez",142,"2022-05-26",,4,6,"M",51,2.9,36,,1,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","",
"Valdez",142,"2022-05-26",,4,7,"M",39,1.4,8,8,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","",
"Valdez",142,"2022-05-26",,4,8,"M",49,2.8,20,,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","BROKEN OTOLITHS",
"Valdez",142,"2022-05-26",,4,9,"M",51,2.9,45,,1,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","",
"Valdez",142,"2022-05-26",,4,10,"M",47,2.5,19,,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","",
"Valdez",142,"2022-05-26",,4,11,"M",50,2.9,17,,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","",
"Valdez",142,"2022-05-26",,4,12,"M",49,2.2,17,,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","",
"Valdez",142,"2022-05-26",,4,13,"F",43,2.4,8,8,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","",
"Valdez",142,"2022-05-26",,4,14,"F",41,1.6,8,,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","",
"Valdez",142,"2022-05-26",,4,15,"F",41,,8,,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","NO WEIGHT",
"Valdez",142,"2022-05-26",,4,16,"F",47,2.4,9,,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Black","Pelagic","",
"Valdez",145,"2022-05-26",,3,1,"M",56,3.6,24,24,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Yelleye","Demersal","",
"Valdez",145,"2022-05-26",,3,2,"",43,2.1,18,,2,,"Charter","REFLECTION",475932,,2022,5,26,,"Yelleye","Demersal","One oto",
"Valdez",147,"2022-05-26",,2,1,"M",43,1.9,,,,,"Charter","REFLECTION",475932,,2022,5,26,,"Quill","Demersal","",
"Valdez",147,"2022-05-26",,2,2,"M",39,1.7,,,,,"Charter","REFLECTION",475932,,2022,5,26,,"Quill","Demersal","",
"Valdez",147,"2022-05-26",,2,3,"M",39,1.7,,,,,"Charter","REFLECTION",475932,,2022,5,26,,"Quill","Demersal","",
"Valdez",149,"2022-05-26",,1,1,"M",39,1.6,,,,,"Charter","REFLECTION",475932,,2022,5,26,,"China","Demersal","",
"Kodiak",142,"2022-05-27",305272211,2,1,"F",45,,9,10,2,,"Private","P1",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",142,"2022-05-27",305272212,2,2,"F",50,,9,9,2,,"Private","P1",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",142,"2022-05-27",305272231,2,3,"F",50,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","no oto",
"Kodiak",142,"2022-05-27",305272232,2,4,"M",50,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","no oto",
"Kodiak",142,"2022-05-27",305272233,2,5,"M",39,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",305272234,2,6,"F",44,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",305272235,2,7,"F",45,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",305272236,2,8,"M",50,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","no oto",
"Kodiak",142,"2022-05-27",305272237,2,9,"M",43,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",305272238,2,10,"M",53,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",305272239,2,11,"F",46,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",3052722310,2,12,"F",42,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",3052722311,2,13,"F",43,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",3052722312,2,14,"F",43,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",3052722313,2,15,"M",48,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",3052722314,2,16,"F",43,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",3052722315,2,17,"M",54,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",3052722318,2,18,"M",43,,,,,,"Private","P3",525733,,2022,5,27,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-27",305272252,2,19,"F",45,,8,8,2,,"Private","P4",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",142,"2022-05-27",305272253,2,20,"M",42,,9,,2,,"Private","P4",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",142,"2022-05-27",305272254,2,21,"F",44,,8,8,2,,"Private","P4",525733,,2022,5,27,,"Black","Pelagic","broken oto",
"Kodiak",142,"2022-05-27",305272255,2,22,"",42,,8,,2,,"Private","P4",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",142,"2022-05-27",305272241,2,23,"",46,,8,,2,,"Private","P5",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",142,"2022-05-27",305272242,2,24,"F",45,,8,,2,,"Private","P5",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",142,"2022-05-27",305272282,2,25,"M",43,,9,,2,,"Private","P8",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",142,"2022-05-27",305272283,2,26,"F",47,2.2,10,,2,,"Private","P8",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",142,"2022-05-27",305272284,2,27,"M",42,1.4,8,,2,,"Private","P8",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",142,"2022-05-27",305272285,2,28,"M",43,1.5,9,,2,,"Private","P8",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",142,"2022-05-27",305272286,2,29,"M",42,1.3,9,,2,,"Private","P8",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",142,"2022-05-27",305272287,2,30,"F",47,1.8,9,10,2,,"Private","P8",525733,,2022,5,27,,"Black","Pelagic","",
"Kodiak",145,"2022-05-27",305272221,1,1,"F",67,,,,,,"Private","P2",525733,,2022,5,27,,"Yelleye","Demersal","Missing",
"Kodiak",148,"2022-05-27",305272213,1,1,"M",40,,,,,,"Private","P1",525733,,2022,5,27,,"Tiger","Demersal","",
"Kodiak",142,"2022-05-28",305282223,3,1,"F",41,1.2,8,8,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","",
"Kodiak",142,"2022-05-28",305282224,3,2,"F",,2,9,9,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","no length",
"Kodiak",142,"2022-05-28",305282229,3,3,"M",43,1.4,9,,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","",
"Kodiak",142,"2022-05-28",3052822217,3,4,"F",44,1.5,9,,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","",
"Kodiak",142,"2022-05-28",3052822218,3,5,"F",46,2,9,,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","",
"Kodiak",142,"2022-05-28",3052822219,3,6,"F",44,1.5,9,,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","",
"Kodiak",142,"2022-05-28",3052822223,3,7,"F",41,1.2,8,,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","1 oto",
"Kodiak",142,"2022-05-28",3052822226,3,8,"M",42,1.2,8,,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","",
"Kodiak",142,"2022-05-28",3052822227,3,9,"F",40,1.2,8,,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","",
"Kodiak",142,"2022-05-28",3052822228,3,10,"M",42,1.3,9,,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","1 oto",
"Kodiak",142,"2022-05-28",3052822229,3,11,"M",41,1.4,9,9,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","",
"Kodiak",142,"2022-05-28",3052822230,3,12,"F",41,1.2,8,,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","",
"Kodiak",142,"2022-05-28",3052822231,3,13,"M",51,2.3,31,,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Black","Pelagic","",
"Kodiak",142,"2022-05-28",305282232,3,14,"M",46,,10,,2,,"Private","P2",525733,,2022,5,28,,"Black","Pelagic","",
"Kodiak",145,"2022-05-28",305282227,2,1,"F",34,1.8,9,9,2,,"Charter","FISH HAWK",525733,,2022,5,28,,"Yelleye","Demersal","Broken oto",
"Kodiak",147,"2022-05-28",3052822211,1,1,"M",32,1.8,,,,,"Charter","FISH HAWK",525733,,2022,5,28,,"Quill","Demersal","",
"Kodiak",147,"2022-05-28",3052822222,1,2,"M",40,1.2,,,,,"Charter","FISH HAWK",525733,,2022,5,28,,"Quill","Demersal","",
"Kodiak",149,"2022-05-28",305282225,1,1,"M",42,1.5,,,,,"Charter","FISH HAWK",525733,,2022,5,28,,"China","Demersal","Broken oto",
"Kodiak",158,"2022-05-28",305282221,1,1,"M",40,0.9,,,,,"Charter","FISH HAWK",525733,,2022,5,28,,"Redstrpe","Slope","",
"Kodiak",158,"2022-05-28",305282222,1,2,"F",39,1,,,,,"Charter","FISH HAWK",525733,,2022,5,28,,"Redstrpe","Slope","",
"Kodiak",158,"2022-05-28",305282226,1,3,"M",39,1.9,,,,,"Charter","FISH HAWK",525733,,2022,5,28,,"Redstrpe","Slope","",
"Kodiak",158,"2022-05-28",305282228,1,4,"M",40,0.9,,,,,"Charter","FISH HAWK",525733,,2022,5,28,,"Redstrpe","Slope","",
"Kodiak",158,"2022-05-28",3052822215,1,5,"F",39,1.9,,,,,"Charter","FISH HAWK",525733,,2022,5,28,,"Redstrpe","Slope","",
"Kodiak",158,"2022-05-28",3052822220,1,6,"M",40,0.8,,,,,"Charter","FISH HAWK",525733,,2022,5,28,,"Redstrpe","Slope","",
"Kodiak",158,"2022-05-28",3052822232,1,7,"M",41,1,,,,,"Charter","FISH HAWK",525733,,2022,5,28,,"Redstrpe","Slope","",
"Kodiak",158,"2022-05-28",3052822233,1,8,"M",38,0.9,,,,,"Charter","FISH HAWK",525733,,2022,5,28,,"Redstrpe","Slope","",
"Kodiak",158,"2022-05-28",3052822234,1,9,"M",40,1,,,,,"Charter","FISH HAWK",525733,,2022,5,28,,"Redstrpe","Slope","",
"Kodiak",142,"2022-05-29",305292231,4,1,"F",48,1.9,,,,,"Private","P3",525733,,2022,5,29,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-29",305292232,4,2,"M",42,1.8,,,,,"Private","P3",525733,,2022,5,29,,"Black","Pelagic","no oto",
"Kodiak",142,"2022-05-29",305292233,4,3,"M",47,1.9,,,,,"Private","P3",525733,,2022,5,29,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-29",305292234,4,4,"M",40,1.3,,,,,"Private","P3",525733,,2022,5,29,,"Black","Pelagic","No oto",
"Kodiak",142,"2022-05-29",305292235,4,5,"M",41,1.2,,,,,"Private","P3",525733,,2022,5,29,,"Black","Pelagic","No oto",
"Seward",142,"2022-05-29",,8,1,"F",44,1.9,8,8,2,,"Charter","ORION",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,2,"M",42,1.6,,,,,"Charter","ORION",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,3,"M",40,1.3,,,,,"Charter","ORION",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,4,"M",41,1.4,7,,2,,"Charter","ORION",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,5,"F",45,1.8,9,,2,,"Charter","PROFISH",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,6,"F",43,1.4,8,,2,,"Charter","PROFISH",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,7,"M",55,3.3,33,32,1,,"Charter","PROFISH",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,8,"M",50,2.3,,,,,"Charter","PROFISH",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,9,"M",47,2.1,,,,,"Charter","PROFISH",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,10,"M",44,1.8,,,,,"Charter","PROFISH",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,11,"M",54,3.2,45,,1,,"Charter","PROFISH",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,12,"M",49,2.4,14,14,2,,"Charter","PROFISH",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,13,"M",54,2.9,29,29,2,,"Charter","PROFISH",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,14,"M",54,,,,,,"Charter","PROFISH",475934,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,15,"F",43,1.6,,,,,"Private","P1",495932,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,16,"F",42,1.4,,,,,"Private","P1",495932,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,17,"F",37,0.9,,,,,"Private","P1",495932,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,18,"M",53,2.7,31,,1,,"Private","P1",495932,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,19,"M",48,1.9,,,,,"Private","P1",495932,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,20,"M",38,0.9,,,,,"Private","P1",495932,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,21,"F",36,0.9,7,,2,,"Private","P3",495932,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,22,"F",47,,13,,2,,"Private","P3",495932,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,23,"F",55,,,,,,"Private","P3",495932,,2022,5,29,,"Black","Pelagic","",
"Seward",142,"2022-05-29",,8,24,"M",43,,,,,,"Private","P3",495932,,2022,5,29,,"Black","Pelagic","",
"Seward",145,"2022-05-29",,9,1,"M",41,,12,,2,,"Charter","PROFISH",475934,,2022,5,29,,"Yelleye","Demersal","",
"Seward",145,"2022-05-29",,9,2,"F",50,2.5,24,,2,,"Private","P1",495932,,2022,5,29,,"Yelleye","Demersal","",
"Seward",145,"2022-05-29",,9,3,"F",43,1.7,17,,2,,"Private","P1",495932,,2022,5,29,,"Yelleye","Demersal","",
"Seward",145,"2022-05-29",,9,4,"M",47,2.1,17,,2,,"Private","P1",495932,,2022,5,29,,"Yelleye","Demersal","",
"Seward",145,"2022-05-29",,9,5,"",36,1,12,12,2,,"Private","P1",495932,,2022,5,29,,"Yelleye","Demersal","",
"Seward",145,"2022-05-29",,9,6,"F",66,7.6,61,,2,,"Private","P5",495901,,2022,5,29,,"Yelleye","Demersal","",
"Seward",145,"2022-05-29",,9,7,"F",64,6.2,38,,2,,"Private","P5",495901,,2022,5,29,,"Yelleye","Demersal","",
"Seward",145,"2022-05-29",,9,8,"M",59,4.4,36,,2,,"Private","P5",495901,,2022,5,29,,"Yelleye","Demersal","",
"Seward",145,"2022-05-29",,9,9,"M",62,4.7,53,,2,,"Private","P5",495901,,2022,5,29,,"Yelleye","Demersal","",
"Seward",145,"2022-05-29",,9,10,"M",59,4.3,37,,2,,"Private","P5",495901,,2022,5,29,,"Yelleye","Demersal","",
"Seward",145,"2022-05-29",,9,11,"M",56,3.7,25,,2,,"Private","P5",495901,,2022,5,29,,"Yelleye","Demersal","",
"Seward",147,"2022-05-29",,8,3,"M",32,0.7,,,,,"Private","P3",495932,,2022,5,29,,"Quill","Demersal","",
"Seward",147,"2022-05-29",,8,1,"F",41,,,,,,"Charter","PROFISH",475934,,2022,5,29,,"Quill","Demersal","",
"Seward",147,"2022-05-29",,8,2,"M",43,1.6,,,,,"Charter","PROFISH",475934,,2022,5,29,,"Quill","Demersal","",
"Seward",173,"2022-05-29",,5,3,"M",41,1.4,,,,,"Private","P3",495932,,2022,5,29,,"Dark","Pelagic","",
"Seward",173,"2022-05-29",,5,1,"F",44,1.8,,,,,"Charter","PROFISH",475934,,2022,5,29,,"Dark","Pelagic","",
"Seward",173,"2022-05-29",,5,2,"M",39,,,,,,"Charter","PROFISH",475934,,2022,5,29,,"Dark","Pelagic","",
"Valdez",138,"2022-05-29",,2,1,"F",49,,,,,,"Private","P5",466033,,2022,5,29,,"Copper","Demersal","ONE OTOLITH",
"Valdez",142,"2022-05-29",,5,1,"F",40,1.6,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,2,"F",43,1.9,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","BROKEN OTOLITHS",
"Valdez",142,"2022-05-29",,5,3,"F",44,2,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,4,"F",44,2,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","BROKEN OTOLITHS",
"Valdez",142,"2022-05-29",,5,5,"F",48,2.3,10,10,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,6,"F",58,4.1,15,15,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,7,"F",42,1.9,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,8,"F",45,2.2,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,9,"F",64,4.7,21,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,10,"F",46,2.1,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,11,"F",43,1.9,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,12,"F",42,1.7,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,13,"F",46,2,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,14,"F",45,2,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,15,"F",46,2.2,9,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,16,"F",47,2,9,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,17,"M",45,2.6,8,8,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,18,"M",42,1.8,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","BROKEN OTOLITHS",
"Valdez",142,"2022-05-29",,5,19,"M",42,1.6,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,20,"M",50,2.8,16,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","BROKEN OTOLITHS",
"Valdez",142,"2022-05-29",,5,21,"M",43,1.8,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,22,"M",41,1.7,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","BROKEN OTOLITHS",
"Valdez",142,"2022-05-29",,5,23,"M",39,1.6,8,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","BROKEN OTOLITHS",
"Valdez",142,"2022-05-29",,5,24,"M",43,1.9,9,,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",142,"2022-05-29",,5,25,"M",42,1.6,9,9,2,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Black","Pelagic","",
"Valdez",145,"2022-05-29",,4,1,"F",56,,28,,2,,"Private","P2",466033,,2022,5,29,,"Yelleye","Demersal","",
"Valdez",145,"2022-05-29",,4,2,"F",65,,53,,2,,"Private","P2",466033,,2022,5,29,,"Yelleye","Demersal","",
"Valdez",145,"2022-05-29",,4,3,"F",59,,39,,2,,"Private","P2",466033,,2022,5,29,,"Yelleye","Demersal","",
"Valdez",145,"2022-05-29",,4,4,"F",51,,32,,1,,"Private","P2",466033,,2022,5,29,,"Yelleye","Demersal","",
"Valdez",155,"2022-05-29",,3,1,"F",45,2,,,,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Yelltail","Pelagic","",
"Valdez",155,"2022-05-29",,3,2,"F",44,1.8,,,,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Yelltail","Pelagic","",
"Valdez",155,"2022-05-29",,3,3,"F",41,1.6,,,,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Yelltail","Pelagic","BROKEN OTOLITH",
"Valdez",172,"2022-05-29",,1,1,"M",36,1.4,,,,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Dusky","Pelagic","BROKEN OTOLITH",
"Valdez",173,"2022-05-29",,2,1,"M",39,1.7,,,,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Dark","Pelagic","ONE OTOLITH",
"Valdez",173,"2022-05-29",,2,2,"M",41,2,,,,,"Charter","BOLD EAGLE",466003,,2022,5,29,,"Dark","Pelagic","",
"Homer",142,"2022-05-30",205302216,4,1,"F",45,,8,8,2,,"Charter","HALIBUT HUNTER",515936,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",2053022110,4,2,"M",35,,6,,2,,"Charter","HALIBUT HUNTER",515936,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",205302221,4,3,"M",49,,15,,2,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",205302222,4,4,"F",49,,10,,2,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",205302223,4,5,"F",43,,8,,2,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",205302224,4,6,"F",48,,10,,2,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",205302225,4,7,"F",42,,8,,2,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",205302226,4,8,"M",54,,33,,1,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",205302227,4,9,"F",46,,8,,2,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",205302228,4,10,"M",44,,8,,2,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",205302229,4,11,"M",44,,8,,2,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",2053022210,4,12,"M",41,,8,7,2,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",2053022211,4,13,"M",34,,5,,2,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",2053022212,4,14,"M",43,,8,,2,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
"Homer",142,"2022-05-30",2053022213,4,15,"F",51,,14,,2,,"Charter","SEA HUNTER",515906,,2022,5,30,,"Black","Pelagic","",0
