"SAMPLEID","PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB","COMMENTS","CAS"
"3 070123 7 18","Kodiak",142,"2023-07-01",12,26,"M",40,1.4,9,,"2",,"Charter","REEL FUN",525733,,2023,7,1,,"Black","Pelagic","",0
"3 070123 7 2","Kodiak",142,"2023-07-01",12,11,"F",46,1.6,10,,"2",,"Charter","REEL FUN",525733,,2023,7,1,,"Black","Pelagic","",0
"3 070123 7 3","Kodiak",172,"2023-07-01",3,1,"M",42,1.5,,,"",,"Charter","REEL FUN",525733,,2023,7,1,,"Dusky","Pelagic","",0
"3 070123 7 4","Kodiak",142,"2023-07-01",12,12,"M",54,2.5,27,,"2",,"Charter","REEL FUN",525733,,2023,7,1,,"Black","Pelagic","",0
"3 070123 7 5","Kodiak",142,"2023-07-01",12,13,"M",45,1.6,10,10,"2",,"Charter","REEL FUN",525733,,2023,7,1,,"Black","Pelagic","",0
"3 070123 7 6","Kodiak",142,"2023-07-01",12,14,"F",48,2,9,9,"2",,"Charter","REEL FUN",525733,,2023,7,1,,"Black","Pelagic","",0
"3 070123 7 7","Kodiak",142,"2023-07-01",12,15,"M",54,2.7,32,,"2",,"Charter","REEL FUN",525733,,2023,7,1,,"Black","Pelagic","",0
"3 070123 7 8","Kodiak",142,"2023-07-01",12,16,"M",48,2.1,11,,"2",,"Charter","REEL FUN",525733,,2023,7,1,,"Black","Pelagic","",0
"3 070123 7 9","Kodiak",142,"2023-07-01",12,17,"M",54,2.8,26,,"2",,"Charter","REEL FUN",525733,,2023,7,1,,"Black","Pelagic","",0
"3 070223 1 1","Kodiak",142,"2023-07-02",13,1,"F",47,2.1,10,10,"2",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Black","Pelagic","",0
"3 070223 1 10","Kodiak",155,"2023-07-02",1,1,"M",40,1.1,,,"",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Yelltail","Pelagic","",0
"3 070223 1 11","Kodiak",155,"2023-07-02",1,2,"M",37,0.8,,,"",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Yelltail","Pelagic","",0
"3 070223 1 12","Kodiak",155,"2023-07-02",1,3,"F",39,1,,,"",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Yelltail","Pelagic","",0
"3 070223 1 13","Kodiak",155,"2023-07-02",1,4,"M",39,1,,,"",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Yelltail","Pelagic","",0
"3 070223 1 14","Kodiak",155,"2023-07-02",1,5,"F",41,1.1,,,"",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Yelltail","Pelagic","",0
"3 070223 1 17","Kodiak",142,"2023-07-02",13,8,"F",46,2,10,,"2",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Black","Pelagic","",0
"3 070223 1 2","Kodiak",142,"2023-07-02",13,2,"M",45,1.5,11,,"2",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Black","Pelagic","",0
"3 070223 1 3","Kodiak",142,"2023-07-02",13,3,"M",44,1.6,11,,"2",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Black","Pelagic","",0
"3 070223 1 4","Kodiak",142,"2023-07-02",13,4,"F",43,1.4,9,,"2",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Black","Pelagic","",0
"3 070223 1 5","Kodiak",172,"2023-07-02",4,1,"M",46,1.7,,,"",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Dusky","Pelagic","",0
"3 070223 1 6","Kodiak",172,"2023-07-02",4,2,"M",45,1.6,,,"",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Dusky","Pelagic","",0
"3 070223 1 7","Kodiak",142,"2023-07-02",13,5,"F",41,1.2,9,,"2",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Black","Pelagic","BROKEN OTO",0
"3 070223 1 8","Kodiak",142,"2023-07-02",13,6,"F",47,1.9,10,,"2",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Black","Pelagic","",0
"3 070223 1 9","Kodiak",142,"2023-07-02",13,7,"M",41,1.3,9,,"2",,"Charter","MOON SHADOW",525731,,2023,7,2,,"Black","Pelagic","",0
"3 070323 1 1","Kodiak",142,"2023-07-03",14,1,"F",43,1.5,10,,"2",,"Private","P1",525733,,2023,7,3,,"Black","Pelagic","",0
"3 070323 3 1","Kodiak",142,"2023-07-03",14,2,"F",38,1.1,10,,"2",,"Private","P4",525733,,2023,7,3,,"Black","Pelagic","BROKEN OTO",0
"3 070323 3 2","Kodiak",142,"2023-07-03",14,3,"F",38,1.1,9,,"2",,"Private","P4",525733,,2023,7,3,,"Black","Pelagic","",0
"3 070323 3 3","Kodiak",142,"2023-07-03",14,4,"F",40,1.2,9,9,"2",,"Private","P4",525733,,2023,7,3,,"Black","Pelagic","",0
"3 070323 3 4","Kodiak",142,"2023-07-03",14,5,"F",37,1,9,,"2",,"Private","P4",525733,,2023,7,3,,"Black","Pelagic","",0
"3 070923 1 1","Kodiak",142,"2023-07-09",15,1,"F",48,1.9,10,,"2",,"Charter","U RASCAL",525733,,2023,7,9,,"Black","Pelagic","",0
"3 070923 1 11","Kodiak",172,"2023-07-09",5,2,"F",49,2,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 12","Kodiak",172,"2023-07-09",5,3,"M",44,1.6,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 13","Kodiak",172,"2023-07-09",5,4,"F",47,2,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 14","Kodiak",172,"2023-07-09",5,5,"M",49,2.2,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 15","Kodiak",172,"2023-07-09",5,6,"F",47,1.8,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 16","Kodiak",172,"2023-07-09",5,7,"F",47,2,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 17","Kodiak",172,"2023-07-09",5,8,"M",44,1.5,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 18","Kodiak",172,"2023-07-09",5,9,"F",43,1.5,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 19","Kodiak",142,"2023-07-09",15,6,"F",62,4,19,19,"2",,"Charter","U RASCAL",525733,,2023,7,9,,"Black","Pelagic","",0
"3 070923 1 2","Kodiak",142,"2023-07-09",15,2,"M",45,1.6,9,10,"2",,"Charter","U RASCAL",525733,,2023,7,9,,"Black","Pelagic","",0
"3 070923 1 21","Kodiak",172,"2023-07-09",5,10,"F",42,1.5,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 22","Kodiak",172,"2023-07-09",5,11,"F",48,2,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 23","Kodiak",172,"2023-07-09",5,12,"F",47,2.1,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 24","Kodiak",172,"2023-07-09",5,13,"F",45,1.6,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 25","Kodiak",142,"2023-07-09",15,7,"M",47,1.8,10,,"2",,"Charter","U RASCAL",525733,,2023,7,9,,"Black","Pelagic","",0
"3 070923 1 26","Kodiak",172,"2023-07-09",5,14,"F",44,1.7,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 27","Kodiak",172,"2023-07-09",5,15,"F",40,1.2,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 28","Kodiak",172,"2023-07-09",5,16,"M",38,1.1,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 29","Kodiak",172,"2023-07-09",5,17,"F",42,1.4,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 3","Kodiak",142,"2023-07-09",15,3,"F",48,1.9,9,,"2",,"Charter","U RASCAL",525733,,2023,7,9,,"Black","Pelagic","",0
"3 070923 1 30","Kodiak",142,"2023-07-09",15,8,"M",56,3.2,41,,"1",,"Charter","U RASCAL",525733,,2023,7,9,,"Black","Pelagic","",0
"3 070923 1 31","Kodiak",172,"2023-07-09",5,18,"M",43,1.4,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 32","Kodiak",142,"2023-07-09",15,9,"M",56,3,43,,"1",,"Charter","U RASCAL",525733,,2023,7,9,,"Black","Pelagic","",0
"3 070923 1 33","Kodiak",172,"2023-07-09",5,19,"M",45,1.9,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 6","Kodiak",172,"2023-07-09",5,1,"F",47,1.8,,,"",,"Charter","U RASCAL",525733,,2023,7,9,,"Dusky","Pelagic","",0
"3 070923 1 8","Kodiak",142,"2023-07-09",15,4,"F",46,1.7,10,,"2",,"Charter","U RASCAL",525733,,2023,7,9,,"Black","Pelagic","",0
"3 070923 1 9","Kodiak",142,"2023-07-09",15,5,"M",47,1.8,10,,"2",,"Charter","U RASCAL",525733,,2023,7,9,,"Black","Pelagic","",0
"3 071023 2 2","Kodiak",172,"2023-07-10",6,1,"F",50,2,,,"",,"Private","P2",525733,,2023,7,10,,"Dusky","Pelagic","",0
"3 071023 2 3","Kodiak",173,"2023-07-10",1,1,"F",38,1.1,,,"",,"Private","P2",525733,,2023,7,10,,"Dark","Pelagic","BROKEN OTO",0
"3 071223 3 1","Kodiak",142,"2023-07-12",16,1,"F",47,2.3,11,,"2",,"Private","P3",525733,,2023,7,12,,"Black","Pelagic","BROKEN OTO",0
"3 071323 3 4","Kodiak",148,"2023-07-13",1,1,"M",49,2.2,,,"",,"Private","P3",525733,,2023,7,13,,"Tiger","Demersal","",0
"3 071323 4 1","Kodiak",142,"2023-07-13",17,1,"F",50,2.5,9,,"2",,"Private","P4",525733,,2023,7,13,,"Black","Pelagic","",0
"3 071323 4 2","Kodiak",142,"2023-07-13",17,2,"F",49,2.4,9,,"2",,"Private","P4",525733,,2023,7,13,,"Black","Pelagic","BROKEN OTOS",0
"3 071623 6 1","Kodiak",142,"2023-07-16",18,1,"F",46,2,10,,"2",,"Private","P8",525733,,2023,7,16,,"Black","Pelagic","",0
"3 071623 6 2","Kodiak",142,"2023-07-16",18,2,"F",47,2.1,12,,"2",,"Private","P8",525733,,2023,7,16,,"Black","Pelagic","",0
"3 071623 6 3","Kodiak",172,"2023-07-16",7,1,"F",48,2.1,,,"",,"Private","P8",525733,,2023,7,16,,"Dusky","Pelagic","",0
"3 071623 6 4","Kodiak",173,"2023-07-16",2,1,"F",51,2.4,,,"",,"Private","P8",525733,,2023,7,16,,"Dark","Pelagic","",0
"3 071623 6 5","Kodiak",172,"2023-07-16",7,2,"M",50,2.6,,,"",,"Private","P8",525733,,2023,7,16,,"Dusky","Pelagic","",0
"3 071623 6 6","Kodiak",142,"2023-07-16",18,3,"M",46,1.7,10,10,"2",,"Private","P8",525733,,2023,7,16,,"Black","Pelagic","",0
"3 071623 6 7","Kodiak",142,"2023-07-16",18,4,"M",53,2.6,33,,"2",,"Private","P8",525733,,2023,7,16,,"Black","Pelagic","",0
"3 071623 6 8","Kodiak",142,"2023-07-16",18,5,"M",54,2.6,33,34,"2",,"Private","P8",525733,,2023,7,16,,"Black","Pelagic","",0
"3 071623 6 9","Kodiak",172,"2023-07-16",7,3,"F",47,2,,,"",,"Private","P8",525733,,2023,7,16,,"Dusky","Pelagic","",0
"3 072023 1 10","Kodiak",142,"2023-07-20",19,2,"M",52,2.6,43,,"1",,"Charter","U RASCAL",525733,,2023,7,20,,"Black","Pelagic","",0
"3 072023 1 11","Kodiak",142,"2023-07-20",19,3,"F",55,3,33,,"1",,"Charter","U RASCAL",525733,,2023,7,20,,"Black","Pelagic","",0
"3 072023 1 15","Kodiak",142,"2023-07-20",19,4,"M",58,3.1,26,,"2",,"Charter","U RASCAL",525733,,2023,7,20,,"Black","Pelagic","",0
"3 072023 1 17","Kodiak",142,"2023-07-20",19,5,"F",44,1.7,9,,"2",,"Charter","U RASCAL",525733,,2023,7,20,,"Black","Pelagic","",0
"3 072023 1 18","Kodiak",145,"2023-07-20",3,2,"M",43,1.7,9,9,"2",,"Charter","U RASCAL",525733,,2023,7,20,,"Yelleye","Demersal","",0
"3 072023 1 19","Kodiak",142,"2023-07-20",19,6,"M",59,3.6,34,,"2",,"Charter","U RASCAL",525733,,2023,7,20,,"Black","Pelagic","",0
"3 072023 1 20","Kodiak",142,"2023-07-20",19,7,"F",45,1.7,9,,"2",,"Charter","U RASCAL",525733,,2023,7,20,,"Black","Pelagic","",0
"3 072023 1 21","Kodiak",142,"2023-07-20",19,8,"M",43,1.5,9,,"2",,"Charter","U RASCAL",525733,,2023,7,20,,"Black","Pelagic","",0
"3 072023 1 22","Kodiak",173,"2023-07-20",3,1,"F",41,1.4,,,"",,"Charter","U RASCAL",525733,,2023,7,20,,"Dark","Pelagic","BROKEN OTO",0
"3 072023 1 23","Kodiak",172,"2023-07-20",8,2,"M",42,1.6,,,"",,"Charter","U RASCAL",525733,,2023,7,20,,"Dusky","Pelagic","",0
"3 072023 1 3","Kodiak",145,"2023-07-20",3,1,"F",57,4.4,18,18,"2",,"Charter","U RASCAL",525733,,2023,7,20,,"Yelleye","Demersal","",0
"3 072023 1 4","Kodiak",142,"2023-07-20",19,1,"F",48,2.2,19,19,"2",,"Charter","U RASCAL",525733,,2023,7,20,,"Black","Pelagic","",0
"3 072023 1 9","Kodiak",172,"2023-07-20",8,1,"F",45,1.6,,,"",,"Charter","U RASCAL",525733,,2023,7,20,,"Dusky","Pelagic","BROKEN OTOS",0
"3 072123 1 3","Kodiak",142,"2023-07-21",20,1,"F",56,3.3,14,,"2",,"Private","P1",525733,,2023,7,21,,"Black","Pelagic","BROKEN OTO",0
"3 072123 1 4","Kodiak",142,"2023-07-21",20,2,"F",47,2.5,10,,"2",,"Private","P1",525733,,2023,7,21,,"Black","Pelagic","BROKEN OTO",0
"3 072123 1 5","Kodiak",142,"2023-07-21",20,3,"F",46,2,10,,"2",,"Private","P1",525733,,2023,7,21,,"Black","Pelagic","BROKEN OTOS",0
"3 072123 1 6","Kodiak",172,"2023-07-21",9,1,"M",49,2.1,,,"",,"Private","P1",525733,,2023,7,21,,"Dusky","Pelagic","",0
"3 072223 1 10","Kodiak",142,"2023-07-22",21,7,"M",54,3,27,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 11","Kodiak",142,"2023-07-22",21,8,"M",52,2.7,28,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 12","Kodiak",142,"2023-07-22",21,9,"M",48,2.1,10,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 13","Kodiak",142,"2023-07-22",21,10,"M",51,2.5,25,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 14","Kodiak",142,"2023-07-22",21,11,"M",55,3,37,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 15","Kodiak",142,"2023-07-22",21,12,"M",53,2.8,29,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 16","Kodiak",142,"2023-07-22",21,13,"F",47,2.3,9,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 17","Kodiak",142,"2023-07-22",21,14,"M",41,1.5,9,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 18","Kodiak",142,"2023-07-22",21,15,"F",47,2,11,11,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 19","Kodiak",142,"2023-07-22",21,16,"M",54,3.2,26,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 2","Kodiak",142,"2023-07-22",21,1,"M",46,1.8,9,9,"1",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 20","Kodiak",142,"2023-07-22",21,17,"F",42,1.3,9,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 21","Kodiak",142,"2023-07-22",21,18,"M",46,1.7,9,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 3","Kodiak",142,"2023-07-22",21,2,"M",55,3.2,38,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 4","Kodiak",142,"2023-07-22",21,3,"M",43,1.5,9,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 5","Kodiak",142,"2023-07-22",21,4,"F",45,1.7,9,9,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 6","Kodiak",142,"2023-07-22",21,5,"M",53,2.7,27,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 1 9","Kodiak",142,"2023-07-22",21,6,"F",44,1.9,10,,"2",,"Charter","REEL FUN",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072223 2 2","Kodiak",172,"2023-07-22",10,1,"F",42,1.5,,,"",,"Private","P2",525733,,2023,7,22,,"Dusky","Pelagic","BROKEN OTOS",0
"3 072223 2 3","Kodiak",142,"2023-07-22",21,19,"F",48,2,9,,"2",,"Private","P2",525733,,2023,7,22,,"Black","Pelagic","",0
"3 072323 1 1","Kodiak",142,"2023-07-23",22,1,"F",48,2.2,9,,"2",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Black","Pelagic","BROKEN OTO",0
"3 072323 1 10","Kodiak",142,"2023-07-23",22,4,"F",50,2,10,,"2",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Black","Pelagic","",0
"3 072323 1 11","Kodiak",142,"2023-07-23",22,5,"M",42,1.4,9,,"2",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Black","Pelagic","",0
"3 072323 1 18","Kodiak",145,"2023-07-23",4,1,"M",57,3.6,20,20,"2",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Yelleye","Demersal","",0
"3 072323 1 19","Kodiak",145,"2023-07-23",4,2,"F",63,5.2,23,23,"2",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Yelleye","Demersal","",0
"3 072323 1 20","Kodiak",173,"2023-07-23",4,1,"M",41,1.4,,,"",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Dark","Pelagic","BROKEN OTO",0
"3 072323 1 21","Kodiak",172,"2023-07-23",11,2,"M",40,1.2,,,"",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Dusky","Pelagic","BROKEN OTOS",0
"3 072323 1 22","Kodiak",173,"2023-07-23",4,2,"F",47,1.9,,,"",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Dark","Pelagic","",0
"3 072323 1 26","Kodiak",145,"2023-07-23",4,3,"F",,,22,22,"2",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Yelleye","Demersal","NO TAIL",0
"3 072323 1 27","Kodiak",142,"2023-07-23",22,6,"F",46,1.7,10,,"2",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Black","Pelagic","",0
"3 072323 1 28","Kodiak",142,"2023-07-23",22,7,"F",49,2.1,9,,"2",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Black","Pelagic","",0
"3 072323 1 29","Kodiak",173,"2023-07-23",4,3,"F",48,2,,,"",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Dark","Pelagic","",0
"3 072323 1 30","Kodiak",142,"2023-07-23",22,8,"M",43,1.4,9,,"2",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Black","Pelagic","BROKEN OTO",0
"3 072323 1 31","Kodiak",142,"2023-07-23",22,9,"M",44,1.5,9,,"2",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Black","Pelagic","",0
"3 072323 1 32","Kodiak",173,"2023-07-23",4,4,"F",46,1.8,,,"",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Dark","Pelagic","BROKEN OTO",0
"3 072323 1 4","Kodiak",172,"2023-07-23",11,1,"F",45,1.7,,,"",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Dusky","Pelagic","",0
"3 072323 1 5","Kodiak",142,"2023-07-23",22,2,"F",46,1.7,9,,"2",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Black","Pelagic","",0
"3 072323 1 6","Kodiak",142,"2023-07-23",22,3,"M",46,1.7,10,,"2",,"Charter","MOON SHADOW",525733,,2023,7,23,,"Black","Pelagic","BROKEN OTO",0
"3 072523 1 1","Kodiak",142,"2023-07-25",23,1,"M",59,3.1,41,,"1",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 10","Kodiak",142,"2023-07-25",23,10,"M",41,1.4,10,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","BROKEN OTOS",0
"3 072523 1 11","Kodiak",142,"2023-07-25",23,11,"F",46,1.9,9,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 12","Kodiak",142,"2023-07-25",23,12,"M",47,2,10,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 13","Kodiak",142,"2023-07-25",23,13,"M",45,1.9,10,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","BROKEN OTOS",0
"3 072523 1 14","Kodiak",142,"2023-07-25",23,14,"M",54,2.5,31,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 15","Kodiak",142,"2023-07-25",23,15,"F",50,2.1,9,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 16","Kodiak",142,"2023-07-25",23,16,"M",53,2.6,31,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 17","Kodiak",142,"2023-07-25",23,17,"F",40,1.1,9,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 18","Kodiak",172,"2023-07-25",12,1,"M",42,1.5,,,"",,"Charter","REEL FUN",525733,,2023,7,25,,"Dusky","Pelagic","",0
"3 072523 1 2","Kodiak",142,"2023-07-25",23,2,"M",57,3,41,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 3","Kodiak",142,"2023-07-25",23,3,"M",45,1.7,9,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 4","Kodiak",142,"2023-07-25",23,4,"M",45,1.7,10,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","BROKEN OTOS",0
"3 072523 1 5","Kodiak",142,"2023-07-25",23,5,"M",45,1.7,9,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 6","Kodiak",142,"2023-07-25",23,6,"M",44,1.6,9,9,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 7","Kodiak",142,"2023-07-25",23,7,"F",46,1.8,10,10,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 8","Kodiak",142,"2023-07-25",23,8,"F",46,1.8,10,,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072523 1 9","Kodiak",142,"2023-07-25",23,9,"M",42,1.3,9,9,"2",,"Charter","REEL FUN",525733,,2023,7,25,,"Black","Pelagic","",0
"3 072623 1 1","Kodiak",142,"2023-07-26",24,1,"F",48,2,11,11,"2",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","",0
"3 072623 1 10","Kodiak",142,"2023-07-26",24,4,"F",40,1.3,9,,"2",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","",0
"3 072623 1 11","Kodiak",142,"2023-07-26",24,5,"M",42,1.5,9,9,"2",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","",0
"3 072623 1 12","Kodiak",172,"2023-07-26",13,2,"F",47,1.9,,,"",,"Charter","SHEARWATER",525701,,2023,7,26,,"Dusky","Pelagic","",0
"3 072623 1 13","Kodiak",142,"2023-07-26",24,6,"M",53,2.7,32,,"1",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","",0
"3 072623 1 14","Kodiak",142,"2023-07-26",24,7,"M",42,1.5,9,,"2",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","",0
"3 072623 1 15","Kodiak",172,"2023-07-26",13,3,"M",42,1.5,,,"",,"Charter","SHEARWATER",525701,,2023,7,26,,"Dusky","Pelagic","",0
"3 072623 1 16","Kodiak",142,"2023-07-26",24,8,"M",54,2.7,42,,"1",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","",0
"3 072623 1 17","Kodiak",142,"2023-07-26",24,9,"F",50,2,11,,"2",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","BROKEN OTO",0
"3 072623 1 18","Kodiak",142,"2023-07-26",24,10,"F",44,1.6,9,,"2",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","BROKEN OTO",0
"3 072623 1 19","Kodiak",142,"2023-07-26",24,11,"M",52,2.5,26,26,"2",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","",0
"3 072623 1 2","Kodiak",142,"2023-07-26",24,2,"F",41,1.4,9,,"2",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","",0
"3 072623 1 27","Kodiak",142,"2023-07-26",24,12,"M",42,1.5,9,,"2",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","",0
"3 072623 1 28","Kodiak",172,"2023-07-26",13,4,"F",41,1.3,,,"",,"Charter","SHEARWATER",525701,,2023,7,26,,"Dusky","Pelagic","BROKEN OTOS",0
"3 072623 1 29","Kodiak",142,"2023-07-26",24,13,"F",45,1.7,10,,"2",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","",0
"3 072623 1 8","Kodiak",142,"2023-07-26",24,3,"F",51,2.5,10,,"2",,"Charter","SHEARWATER",525701,,2023,7,26,,"Black","Pelagic","",0
"3 072623 1 9","Kodiak",172,"2023-07-26",13,1,"F",46,1.7,,,"",,"Charter","SHEARWATER",525701,,2023,7,26,,"Dusky","Pelagic","",0
"3 072723 1 1","Kodiak",142,"2023-07-27",25,1,"M",47,1.9,10,,"2",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072723 1 10","Kodiak",142,"2023-07-27",25,8,"F",48,2,10,,"2",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
"3 072723 1 11","Kodiak",142,"2023-07-27",25,9,"F",49,2.1,9,,"2",,"Charter","MOON SHADOW",525733,,2023,7,27,,"Black","Pelagic","",0
