"AREA","SITE","SUBLOC","YEAR","MONTH","DAY","PAGE","LINE","SP","SEX","MATURITY","LENGTH","WEIGHT","AGE","AGECONF","STATAREA","SPECIES","PORT","USER","ASSEMB"
161,2,NA,2006,7,27,24,23,142,"M",NA,50,2.1,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,27,24,24,142,"M",NA,49,2,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,27,24,25,142,"F",NA,47,1.5,9,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,27,24,26,142,"M",NA,49,2,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,27,24,27,142,"F",NA,52,2.3,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,27,24,28,142,"F",NA,57,NA,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,27,24,29,142,"M",NA,53,2.5,32,2,495935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,27,24,30,142,"F",NA,53,2.3,13,2,495938,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,27,25,1,142,"M",NA,53,2.3,23,2,495938,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,27,25,2,142,"F",NA,54,2.8,16,2,495938,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,29,26,1,142,"M",NA,49,1.8,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,2,142,"M",NA,51,2.1,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,3,142,"M",NA,48,1.8,10,2,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,4,142,"M",NA,54,3.5,23,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,5,142,"M",NA,47,1.5,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,6,142,"M",NA,49,NA,15,2,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,7,142,"M",NA,46,1.4,13,2,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,8,142,"M",NA,52,2.4,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,9,142,"F",NA,45,1.3,9,2,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,10,142,"F",NA,51,2.2,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,11,142,"F",NA,54,2.6,15,2,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,12,142,"F",NA,55,2.4,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,13,142,"F",NA,56,NA,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,29,26,14,142,"F",NA,53,2.3,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,30,27,1,142,"M",NA,47,1.5,9,2,485935,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,30,27,2,142,"M",NA,42,1.7,8,2,485935,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,30,27,3,142,"F",NA,48,1.7,13,2,485935,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,30,27,4,142,"F",NA,48,1.3,15,NA,485935,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,30,27,5,142,"F",NA,53,2.6,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,30,27,6,142,"F",NA,59,3.4,15,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,31,28,1,142,"F",NA,55,2.7,13,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,31,28,2,142,"F",NA,47,1.8,9,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,7,31,28,3,142,"M",NA,49,1.7,17,2,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,4,142,"M",NA,46,1.4,15,2,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,5,142,"M",NA,46,1.6,NA,NA,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,6,142,"M",NA,49,1.9,NA,NA,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,7,142,"F",NA,47,2.1,NA,NA,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,8,142,"M",NA,48,1.8,NA,NA,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,9,142,"M",NA,47,1.6,10,1,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,10,142,"F",NA,54,2.5,10,2,495901,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,11,142,"F",NA,54,2.5,15,2,495901,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,12,142,"F",NA,48,2.2,9,2,495901,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,13,142,"F",NA,51,2.2,NA,NA,495901,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,14,142,"F",NA,52,2.4,10,2,495901,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,15,142,"F",NA,54,2.4,15,2,495901,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,16,142,"F",NA,55,2.8,15,2,495901,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,17,142,"F",NA,52,2.1,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,18,142,"M",NA,44,1.3,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,19,142,"M",NA,46,1.5,9,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,20,142,"F",NA,54,2.4,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,21,142,"M",NA,51,2.2,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,22,142,"F",NA,53,NA,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,23,142,"M",NA,46,1.6,9,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,24,142,"F",NA,51,2.3,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,25,142,"F",NA,49,2.2,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,26,142,"M",NA,53,2.6,19,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,27,142,"F",NA,48,1.7,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,28,142,"F",NA,52,2.1,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,29,142,"F",NA,52,1.9,13,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,28,30,142,"M",NA,50,2,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,1,142,"M",NA,48,1.8,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,2,142,"M",NA,53,2.1,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,3,142,"M",NA,46,1.6,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,4,142,"M",NA,47,1.5,9,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,5,142,"M",NA,49,1.6,13,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,6,142,"M",NA,48,1.7,12,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,7,142,"M",NA,47,1.6,12,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,8,142,"F",NA,54,2.2,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,9,142,"F",NA,53,2.3,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,10,142,"F",NA,47,1.8,9,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,11,142,"F",NA,54,2.5,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,12,142,"F",NA,57,2.9,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,13,142,"F",NA,57,2.5,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,14,142,"F",NA,58,3,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,15,142,"F",NA,57,3.1,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,16,142,"F",NA,56,2.6,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,17,142,"F",NA,55,2.4,13,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,18,142,"F",NA,64,3.9,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,19,142,"F",NA,54,2.1,14,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,20,142,"F",NA,52,1.9,10,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,21,142,"F",NA,60,3,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,22,142,"F",NA,53,2.4,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,23,142,"F",NA,47,1.9,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,24,142,"F",NA,53,2.1,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,25,142,"F",NA,50,2,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,26,142,"F",NA,51,2,13,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,27,142,"F",NA,47,1.6,NA,NA,495938,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,28,142,"M",NA,46,1.6,NA,NA,495938,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,29,142,"M",NA,47,1.6,NA,NA,495938,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,29,30,142,"M",NA,48,2,13,2,495938,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,30,1,142,"F",NA,54,2.6,14,2,495938,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,7,31,30,2,142,"F",NA,43,1.3,8,2,495938,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,1,142,"M",NA,41,NA,NA,NA,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,2,142,"M",NA,42,NA,8,2,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,3,142,"M",NA,43,1.5,15,2,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,4,142,"M",NA,45,NA,15,2,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,5,142,"M",NA,45,1.5,10,2,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,6,142,"M",NA,47,1.7,13,2,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,7,142,"M",NA,48,1.7,NA,NA,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,8,142,"M",NA,53,1.8,24,NA,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,9,142,"F",NA,46,1.5,9,2,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,10,142,"F",NA,47,1.7,NA,NA,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,11,142,"F",NA,48,2,NA,NA,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,12,142,"F",NA,48,1.5,8,2,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,13,142,"F",NA,48,1.7,13,2,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,14,142,"F",NA,51,1.9,13,2,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,15,142,"F",NA,51,2,11,2,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,16,142,"F",NA,52,2.3,NA,NA,485935,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,5,31,17,142,"F",NA,43,1.1,7,2,485935,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,18,142,"F",NA,49,1.9,10,2,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,19,142,"F",NA,56,2.6,15,2,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,20,142,"F",NA,54,2.2,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,21,142,"F",NA,56,2.8,15,2,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,22,142,"M",NA,54,2.4,34,2,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,23,142,"M",NA,46,NA,10,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,24,142,"M",NA,51,2.2,NA,NA,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,25,142,"M",NA,54,2.8,27,1,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,26,142,"M",NA,53,2.4,NA,NA,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,27,142,"M",NA,50,2.2,22,2,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,28,142,"M",NA,53,2.4,34,1,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,29,142,"F",NA,54,NA,15,2,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,31,30,142,"F",NA,64,2.5,15,NA,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,32,1,142,"F",NA,56,NA,NA,NA,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,32,2,142,"F",NA,47,1.2,10,NA,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,32,3,142,"F",NA,34,0.5,4,3,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,32,4,142,"M",NA,49,1.8,NA,NA,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,5,32,5,142,"M",NA,54,2.5,30,1,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,6,33,1,142,"F",NA,49,1.9,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,6,33,2,142,"F",NA,50,2.2,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,6,33,3,142,"F",NA,54,2.7,15,2,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,6,33,4,142,"F",NA,51,2.4,15,2,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,6,33,5,142,"M",NA,51,1.9,23,2,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,6,33,6,142,"M",NA,53,2.5,21,2,495934,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,6,33,7,142,"F",NA,49,1.9,9,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,7,34,1,142,"F",NA,49,2.2,10,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,2,142,"F",NA,44,1.6,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,3,142,"F",NA,45,1.7,8,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,4,142,"F",NA,45,NA,8,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,5,142,"F",NA,47,2.1,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,6,142,"F",NA,48,2,11,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,7,142,"F",NA,48,2,9,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,8,142,"F",NA,49,2.1,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,9,142,"F",NA,50,NA,32,1,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,10,142,"F",NA,52,2.7,15,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,11,142,"F",NA,52,NA,12,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,12,142,"F",NA,52,2.7,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,13,142,"F",NA,52,2.6,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,14,142,"F",NA,53,2.7,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,15,142,"F",NA,54,2.8,15,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,16,142,"F",NA,55,3,13,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,17,142,"F",NA,56,2.6,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,18,142,"F",NA,56,3,13,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,19,142,"M",NA,48,1.9,23,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,20,142,"M",NA,39,1.2,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,21,142,"M",NA,44,1.4,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,22,142,"M",NA,46,1.7,10,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,23,142,"M",NA,47,2.1,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,24,142,"M",NA,48,2,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,25,142,"M",NA,48,2,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,26,142,"M",NA,48,1.8,12,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,27,142,"M",NA,49,2.2,15,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,28,142,"M",NA,49,2,NA,NA,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,29,142,"M",NA,51,2.2,15,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,34,30,142,"M",NA,50,2.1,15,2,505932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,1,142,"F",NA,56,2.6,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,2,142,"F",NA,53,3.4,15,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,3,142,"F",NA,51,2.5,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,4,142,"F",NA,51,2.2,10,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,5,142,"F",NA,47,2,9,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,6,142,"F",NA,47,2.4,10,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,7,142,"F",NA,46,2.7,10,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,8,142,"F",NA,46,2,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,9,142,"M",NA,47,2,10,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,10,142,"M",NA,48,2,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,11,142,"M",NA,51,2.6,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,12,142,"M",NA,51,2.2,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,13,142,"M",NA,52,2.8,30,1,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,14,142,"M",NA,52,2.4,12,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,15,142,"M",NA,52,2.2,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,7,35,16,142,"M",NA,43,1.5,NA,NA,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,7,35,17,142,"M",NA,44,NA,NA,NA,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,7,35,18,142,"F",NA,57,3,15,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,7,35,19,142,"F",NA,64,2.6,13,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,8,36,1,142,"F",NA,57,1.9,NA,NA,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,8,36,2,142,"F",NA,48,1.9,10,2,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,8,36,3,142,"F",NA,53,2.5,13,2,495932,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,1,142,"M",NA,51,2.2,25,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,2,142,"M",NA,47,1.9,NA,NA,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,3,142,"F",NA,54,2.7,15,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,4,142,"F",NA,50,NA,NA,NA,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,5,142,"F",NA,50,NA,NA,NA,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,6,142,"F",NA,51,NA,15,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,7,142,"F",NA,45,1.8,9,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,8,142,"F",NA,49,1.9,NA,NA,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,9,142,"F",NA,53,2.5,15,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,10,142,"F",NA,50,2.4,NA,NA,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,11,142,"F",NA,48,1.9,NA,NA,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,12,142,"M",NA,47,1.9,13,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,13,142,"F",NA,48,2.1,9,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,14,142,"F",NA,56,2.6,NA,NA,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,15,142,"F",NA,57,2.7,15,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,16,142,"F",NA,49,1.9,11,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,17,142,"M",NA,43,1.9,8,NA,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,18,142,"F",NA,49,2,9,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,19,142,"F",NA,44,NA,NA,NA,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,20,142,"F",NA,47,1.9,8,2,495938,"Black","Seward","Private","Pelagic"
161,2,NA,2006,8,9,37,21,142,"F",NA,54,3.1,NA,NA,505907,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,9,37,22,142,"F",NA,52,2.8,12,2,505907,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,9,37,23,142,"F",NA,54,3,12,2,505907,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,1,142,"F",NA,53,2.9,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,2,142,"F",NA,52,2.4,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,3,142,"F",NA,54,2.6,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,4,142,"",NA,52,NA,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,5,142,"F",NA,51,2.1,10,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,6,142,"F",NA,54,2.5,26,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,7,142,"M",NA,56,2.4,22,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,8,142,"F",NA,52,2.5,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,9,142,"M",NA,52,2.3,25,1,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,10,142,"M",NA,53,2.4,27,1,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,11,142,"M",NA,53,2.3,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,12,142,"F",NA,53,2.8,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,13,142,"M",NA,48,1.8,NA,NA,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,14,142,"F",NA,48,2.3,14,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,15,142,"F",NA,53,NA,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,16,142,"M",NA,55,2.2,27,1,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,17,142,"F",NA,51,2.5,13,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,18,142,"F",NA,54,2.7,15,2,495932,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,19,142,"F",NA,47,1.5,9,2,485933,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,20,142,"F",NA,45,1.5,10,2,485933,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,21,142,"M",NA,48,1.9,22,2,485933,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,22,142,"F",NA,44,1.7,NA,NA,485933,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,23,142,"F",NA,51,2.4,13,2,485933,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,24,142,"M",NA,49,2,NA,NA,485933,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,25,142,"M",NA,53,2.3,26,2,485933,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,26,142,"F",NA,45,1.9,NA,NA,485933,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,27,142,"F",NA,55,3,15,2,485933,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,28,142,"M",NA,48,2,25,2,485933,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,29,142,"F",NA,56,3,15,2,485933,"Black","Seward","Charter","Pelagic"
161,2,NA,2006,8,12,38,30,142,"F",NA,47,NA,10,2,485933,"Black","Seward","Charter","Pelagic"
