"AREA","SITE","YEAR","MONTH","DAY","PAGE","LINE","SP","SEX","MATURITY","LENGTH","WEIGHT","HUNDRED","AGE","AGECONF","STATAREA","FINCLIPA","FINCLIPC","FINCLIPD","FINCLPAN","FL","RARE","SPECIES","USER","ASSEMB","PORT","sasdate"
17,754,1998,7,26,8,5,154,"M",2,44.7,NA,",",21,2,525733,"","","D","",NA,"","DrkDsky","Private","Pelagic","Kodiak",1998-07-26
17,754,1998,7,26,8,6,154,"F",8,49.6,NA,",",20,2,525733,"","","D","",NA,"","DrkDsky","Private","Pelagic","Kodiak",1998-07-26
17,754,1998,7,26,8,7,154,"F",2,41.1,NA,",",9,2,525733,"","","D","",NA,"","DrkDsky","Private","Pelagic","Kodiak",1998-07-26
17,754,1998,7,27,9,1,154,"F",5,47.2,NA,",",22,2,525731,"","","D","",NA,"","DrkDsky","Private","Pelagic","Kodiak",1998-07-27
17,754,1998,7,28,10,1,154,"M",5,51.9,2.1,",",32,2,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-07-28
17,754,1998,8,2,11,1,154,"F",6,49.6,1.7,",",28,2,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-02
17,754,1998,8,2,11,2,154,"F",8,51.7,2.1,",",NA,NA,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-02
17,754,1998,8,2,11,3,154,"F",8,51.2,2.3,",",28,2,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-02
17,754,1998,8,8,12,1,154,"F",2,37.7,NA,",",10,3,NA,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-08
17,754,1998,8,8,12,2,154,"F",2,35.8,NA,",",8,2,NA,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-08
17,754,1998,8,8,12,3,154,"",8,39.1,NA,",",7,2,NA,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-08
17,754,1998,8,9,13,1,154,"F",4,46.5,NA,",",9,2,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-09
17,754,1998,8,9,13,2,154,"F",4,NA,NA,",",9,2,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-09
17,754,1998,8,9,13,3,154,"F",4,49,NA,",",NA,NA,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-09
17,754,1998,8,11,14,1,154,"F",1,41.6,NA,",",10,2,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-11
17,754,1998,8,11,14,2,154,"F",4,45.2,NA,",",NA,NA,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-11
17,754,1998,8,11,14,3,154,"M",4,49.2,1.7,",",7,2,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-11
17,754,1998,8,11,14,4,154,"F",4,45.8,1.8,",",17,2,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-11
17,754,1998,8,11,14,5,154,"F",4,45.4,1.8,",",9,3,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-11
17,754,1998,8,18,15,1,154,"M",2,44.1,1.3,",",14,1,525733,"","","D","",NA,"","DrkDsky","Private","Pelagic","Kodiak",1998-08-18
17,754,1998,8,19,16,1,154,"M",2,46.2,NA,",",18,2,NA,"","","","",NA,"","DrkDsky","","Pelagic","Kodiak",1998-08-19
17,754,1998,8,20,17,1,154,"M",2,53.8,NA,",",13,2,525733,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-20
17,754,1998,8,27,18,1,154,"F",2,50.1,NA,",",30,2,525702,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Kodiak",1998-08-27
17,754,1998,7,4,1,1,145,"F",4,48.2,NA,",",13,1,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-07-04
17,754,1998,7,8,2,1,145,"F",NA,75.6,8.5,",",53,2,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-07-08
17,754,1998,7,8,2,2,145,"M",4,67.9,6,",",30,2,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-07-08
17,754,1998,7,8,2,3,145,"F",2,56.1,3.5,",",23,2,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-07-08
17,754,1998,7,8,2,4,145,"M",2,62.6,5,",",25,2,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-07-08
17,754,1998,7,12,3,1,145,"M",4,68.6,5.6,",",29,1,525733,"","","D","",NA,"","Yelleye","Private","Demersal","Kodiak",1998-07-12
17,754,1998,7,12,3,2,145,"M",5,73.2,6.4,",",30,2,525733,"","","D","",NA,"","Yelleye","Private","Demersal","Kodiak",1998-07-12
17,754,1998,7,12,3,3,145,"F",6,66.1,5,",",30,2,525733,"","","D","",NA,"","Yelleye","Private","Demersal","Kodiak",1998-07-12
17,754,1998,7,27,4,1,145,"M",NA,66.6,NA,",",31,2,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-07-27
17,754,1998,7,27,4,2,145,"F",NA,64.8,NA,",",30,2,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-07-27
17,754,1998,7,27,4,3,145,"F",NA,66.1,NA,",",35,2,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-07-27
17,754,1998,8,11,5,1,145,"M",4,64.3,NA,",",31,2,525731,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-11
17,754,1998,8,11,5,2,145,"M",4,57.2,NA,",",31,2,525731,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-11
17,754,1998,8,11,5,3,145,"M",4,64.1,NA,",",33,2,525731,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-11
17,754,1998,8,14,6,1,145,"F",4,68.8,4,",",25,2,525731,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-14
17,754,1998,8,14,6,2,145,"F",1,64.5,NA,",",31,2,525731,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-14
17,754,1998,8,14,6,3,145,"F",3,51,NA,",",17,2,525731,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-14
17,754,1998,8,14,6,4,145,"F",1,54.5,NA,",",16,2,525731,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-14
17,754,1998,8,14,6,5,145,"F",NA,68.1,NA,",",32,2,525731,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-14
17,754,1998,8,14,6,6,145,"M",3,60,NA,",",20,2,525731,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-14
17,754,1998,8,21,7,1,145,"F",3,65,NA,",",31,2,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-21
17,754,1998,8,21,7,2,145,"M",5,62,NA,",",25,1,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-21
17,754,1998,8,21,7,3,145,"M",5,81.9,NA,",",40,1,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-21
17,754,1998,8,21,7,4,145,"M",5,69.5,NA,",",43,2,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-21
17,754,1998,8,21,7,5,145,"M",5,70.2,NA,",",73,2,525733,"","C","","",NA,"","Yelleye","Charter","Demersal","Kodiak",1998-08-21
161,2,1998,6,4,1,1,142,"F",6,60.4,2.4,",",22,NA,485935,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,4,1,2,142,"M",3,54,2.3,",",21,NA,485935,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,4,1,3,142,"",3,49,NA,",",16,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,4,1,4,142,"F",2,44,NA,",",9,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,4,1,5,142,"F",4,53,NA,",",13,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,4,1,6,142,"M",3,53,NA,",",18,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,4,1,7,142,"F",4,52,NA,",",14,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,4,1,8,142,"M",4,43.2,1.2,",",16,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,4,1,9,142,"F",5,52.8,2.3,",",12,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,4,1,10,142,"M",2,43.2,1.4,",",8,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,4,1,11,142,"F",1,35,NA,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,4,1,12,142,"M",3,48.8,NA,",",11,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,4,1,13,142,"F",5,47.5,NA,",",12,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-04
161,2,1998,6,6,2,1,142,"",NA,41.5,NA,",",7,NA,495938,"","","D","",NA,"","Black","Private","Pelagic","Seward",1998-06-06
161,2,1998,6,6,2,2,142,"M",2,46,NA,",",14,NA,NA,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-06
161,2,1998,6,6,2,3,142,"F",3,43,NA,",",7,NA,NA,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-06
161,2,1998,6,6,2,4,142,"F",5,53,NA,",",15,NA,NA,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-06
161,2,1998,6,6,2,5,142,"M",2,40.5,NA,",",7,NA,NA,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-06
161,2,1998,6,6,2,6,142,"F",3,NA,NA,",",9,NA,NA,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-06
161,2,1998,6,6,2,7,142,"M",3,48.5,NA,",",22,NA,NA,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-06
161,2,1998,6,6,2,8,142,"M",3,45,NA,",",15,NA,NA,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-06
161,2,1998,6,6,2,9,142,"",NA,36,NA,",",6,NA,NA,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-06
161,2,1998,6,6,2,10,142,"M",1,38.5,NA,",",7,NA,NA,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-06
161,2,1998,6,6,2,11,142,"F",2,36.5,NA,",",7,NA,NA,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-06
161,2,1998,6,6,2,12,142,"F",6,51.5,NA,",",15,NA,NA,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-06
161,2,1998,6,10,3,1,142,"F",6,56.5,NA,",",13,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-10
161,2,1998,6,10,3,2,142,"F",4,57.5,NA,",",15,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-10
161,2,1998,6,10,3,3,142,"F",4,63.5,NA,",",18,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-10
161,2,1998,6,10,3,4,142,"F",5,45.5,NA,",",NA,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-10
161,2,1998,6,10,3,5,142,"M",3,53.5,NA,",",23,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-10
161,2,1998,6,10,3,6,142,"F",4,53.5,NA,",",15,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-10
161,2,1998,6,10,3,7,142,"M",3,54,NA,",",23,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-10
161,2,1998,6,10,3,8,142,"F",6,59.5,NA,",",17,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-10
161,2,1998,6,14,4,1,142,"M",3,47,NA,",",15,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,2,142,"M",3,49,NA,",",20,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,3,142,"M",3,42.8,1.3,",",13,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,4,142,"M",3,NA,1.8,",",15,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,5,142,"M",3,49.3,1.9,",",25,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,6,142,"F",6,50.5,2.1,",",18,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,7,154,"",NA,38.2,NA,",",12,NA,485935,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,8,142,"F",4,51.5,2.4,",",13,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,9,142,"",NA,38.3,NA,",",7,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,10,142,"F",5,51.5,NA,",",35,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,11,142,"F",5,47.5,NA,",",21,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,12,142,"",NA,33.6,NA,",",7,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,13,142,"M",3,50.8,NA,",",26,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,14,154,"",NA,35.5,NA,",",9,NA,485935,"","C","","",NA,"","DrkDsky","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,15,142,"",NA,37.8,NA,",",8,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,16,142,"",NA,40.9,1.1,",",8,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,17,142,"",NA,38.2,0.8,",",7,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,18,142,"",NA,35.5,0.6,",",7,NA,485935,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,19,142,"F",4,58,3.2,",",18,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,20,142,"F",5,57.5,3.2,",",16,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,21,142,"M",3,47,NA,",",11,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,22,142,"F",4,43.5,NA,",",7,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,23,142,"",NA,57.5,3.1,",",19,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,24,142,"M",3,55,NA,",",21,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,25,142,"F",6,54,NA,",",13,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,26,142,"M",2,44,1.3,",",9,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,27,142,"M",3,51.5,NA,",",19,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,28,142,"M",3,47,NA,",",13,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,29,142,"F",6,57.5,NA,",",15,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,4,30,142,"F",5,57.5,2.9,",",15,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,5,1,142,"F",5,52,NA,",",13,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,5,2,142,"F",4,42.5,1.2,",",7,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,5,3,142,"F",5,55.5,3,",",14,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,5,4,142,"M",3,52,NA,",",19,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,5,5,142,"F",5,52,2.2,",",15,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,5,6,142,"",NA,39.3,NA,",",7,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,5,7,142,"M",3,47,NA,",",9,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,5,8,142,"F",2,41,NA,",",7,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,5,9,142,"F",2,40.4,NA,",",6,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,5,10,142,"M",2,44.5,NA,",",9,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,5,11,142,"F",3,47.2,NA,",",11,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-14
161,2,1998,6,14,5,12,142,"M",2,41.5,1.1,",",8,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-14
161,2,1998,6,18,6,1,142,"F",6,57.3,2.7,",",15,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,2,142,"F",6,53.8,3,",",13,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,3,142,"F",6,49,1.8,",",12,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,4,142,"F",7,53.2,NA,",",17,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,5,142,"F",7,56,2.7,",",17,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,6,142,"M",3,52.3,2.1,",",26,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,7,142,"M",2,41.7,1.1,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,8,142,"M",2,40.5,1,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,9,154,"F",6,40.6,1,",",27,NA,NA,"","","","AN",NA,"","DrkDsky","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,10,142,"F",2,37.7,0.8,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,11,142,"F",2,43.4,NA,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,12,142,"F",6,56,NA,",",16,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,13,142,"F",6,55.2,NA,",",15,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,18,6,14,142,"M",3,52.5,2.7,",",24,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-18
161,2,1998,6,20,7,1,142,"F",5,55.7,NA,",",15,NA,475934,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,2,142,"M",3,51.3,2.2,",",23,NA,475934,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,3,142,"",NA,37.5,NA,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,4,142,"F",2,33.5,NA,",",5,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,5,142,"F",2,31.5,NA,",",5,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,6,142,"",NA,31,NA,",",5,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,7,142,"M",3,50.5,NA,",",21,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,8,142,"",NA,32.8,NA,",",6,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,9,142,"F",2,42,NA,",",8,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,10,142,"",NA,37.5,NA,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,11,142,"",NA,40.8,NA,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,12,142,"",NA,36.6,0.7,",",5,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,13,142,"F",6,46.5,NA,",",16,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,14,142,"F",5,57.5,NA,",",19,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,20,7,15,142,"M",2,32.5,NA,",",5,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-20
161,2,1998,6,21,8,1,142,"F",4,51,NA,",",15,NA,NA,"A","","","",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-21
161,2,1998,6,21,8,2,142,"M",3,50,NA,",",24,NA,NA,"A","","","",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-21
161,2,1998,6,21,8,3,142,"M",3,51.5,NA,",",20,NA,NA,"A","","","",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-21
161,2,1998,6,21,8,4,142,"M",3,49.5,NA,",",15,NA,NA,"A","","","",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-21
161,2,1998,6,21,8,5,142,"M",3,52,NA,",",24,NA,NA,"A","","","",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-21
161,2,1998,6,21,8,6,142,"",NA,36.3,0.7,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-21
161,2,1998,6,21,8,7,142,"F",5,58,NA,",",16,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-21
161,2,1998,6,21,8,8,142,"M",3,48.6,NA,",",34,NA,NA,"","","","",NA,"","Black","","Pelagic","Seward",1998-06-21
161,2,1998,6,21,8,9,142,"",NA,35.9,NA,",",7,NA,NA,"","","","",NA,"","Black","","Pelagic","Seward",1998-06-21
161,2,1998,6,21,8,10,142,"F",2,36.2,NA,",",7,NA,NA,"","","","",NA,"","Black","","Pelagic","Seward",1998-06-21
161,2,1998,6,21,8,11,142,"F",2,39.3,NA,",",7,NA,NA,"","","","",NA,"","Black","","Pelagic","Seward",1998-06-21
161,2,1998,6,22,9,1,142,"M",3,50.7,1.9,",",16,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,2,142,"M",4,47.2,1.6,",",14,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,3,142,"M",3,48.7,1.7,",",23,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,4,142,"M",5,49.2,2,",",16,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,5,142,"F",4,44,1.4,",",8,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,6,142,"M",3,47.3,1.6,",",16,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,7,142,"F",3,43,1.3,",",8,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,8,142,"F",3,45,1.5,",",13,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,9,142,"F",3,39,0.9,",",7,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,10,142,"M",2,42,1.2,",",8,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,11,142,"M",3,48,1.7,",",13,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,12,142,"F",5,55.2,2.6,",",16,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,13,142,"M",3,46.4,1.6,",",20,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,22,9,14,142,"F",4,50,2.1,",",14,NA,485932,"","C","","",NA,"","Black","Charter","Pelagic","Seward",1998-06-22
161,2,1998,6,26,10,1,142,"M",1,38.8,0.8,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-26
161,2,1998,6,26,10,2,142,"F",6,46,1.5,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-26
161,2,1998,6,26,10,3,142,"M",1,NA,0.8,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-26
161,2,1998,6,26,10,4,142,"M",3,49.6,2,",",17,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-26
161,2,1998,6,26,10,5,142,"F",4,57,NA,",",13,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-26
161,2,1998,6,26,10,6,142,"M",1,40.2,1,",",7,NA,NA,"","","","AN",NA,"","Black","SewMilC","Pelagic","Seward",1998-06-26
