"PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","FORK_LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB"
"Homer",142,2019-08-11,36,20,"F",57,56,NA,17,NA,NA,"","Charter","COLLEGE FUND",515832,NA,2019,8,11,NA,"Black","Pelagic"
"Homer",142,2019-08-15,37,1,"M",34,33,NA,5,6,NA,"","Charter","YODA",515908,NA,2019,8,15,NA,"Black","Pelagic"
"Homer",142,2019-08-15,37,2,"M",36,35,NA,5,NA,NA,"","Charter","YODA",515908,NA,2019,8,15,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,1,"M",55,54,NA,29,NA,NA,"","Private","P4",515905,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,2,"",41,41,1.2,6,NA,NA,"","Private","P4",515905,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,3,"F",51,50,2.8,11,NA,NA,"","Private","P4",515905,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,4,"",NA,NA,1,6,NA,NA,"","Private","P4",515905,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,5,"F",50,49,2.1,8,NA,NA,"","Private","P4",515905,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,6,"",33,32,0.7,NA,NA,NA,"","Private","P4",515905,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,7,"F",39,38,0.9,NA,NA,NA,"","Private","P4",515905,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,8,"F",49,48,2.1,10,NA,NA,"","Private","P4",515905,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,9,"",33,32,0.7,NA,NA,NA,"","Private","P4",515905,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,10,"F",41,40,1.2,NA,NA,NA,"","Private","P4",515905,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,11,"M",48,47,1.8,NA,NA,NA,"","Private","P4",515905,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,12,"F",NA,NA,1.4,NA,NA,NA,"","Private","P4",515905,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,13,"F",40,39,1.2,6,NA,NA,"","Private","P5",515936,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,14,"F",38,37,0.9,5,NA,NA,"","Private","P5",515936,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,15,"F",40,39,1.1,NA,NA,NA,"","Private","P5",515936,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,16,"F",40,39,1.3,NA,NA,NA,"","Private","P5",515936,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,17,"F",37,36,0.9,6,NA,NA,"","Private","P5",515936,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,18,"F",39,38,1.1,6,6,NA,"","Private","P5",515936,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,19,"F",35,34,0.7,6,6,NA,"","Private","P5",515936,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,20,"F",37,36,0.9,6,NA,NA,"","Private","P5",515936,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,21,"M",41,40,1.3,6,NA,NA,"","Private","P5",515936,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-20,38,22,"F",40,39,1.2,6,NA,NA,"","Private","P5",515936,NA,2019,8,20,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,1,"F",39,38,NA,6,6,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,2,"M",39,38,NA,NA,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,3,"F",43,42,NA,NA,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,4,"F",35,34,NA,5,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,5,"M",37,36,NA,NA,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,6,"F",37,36,NA,5,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,7,"M",38,37,NA,5,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,8,"M",42,41,NA,6,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,9,"M",38,37,NA,5,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,10,"M",39,38,NA,5,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,11,"F",38,37,NA,6,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,12,"M",37,36,NA,5,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,13,"M",38,37,NA,6,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,14,"F",38,37,NA,5,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,15,"F",37,36,NA,6,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,16,"F",36,36,NA,5,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,17,"M",36,35,NA,NA,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,18,"F",35,34,NA,5,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,19,"",36,35,NA,5,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-22,39,20,"F",56,55,NA,14,NA,NA,"","Private","P4",525902,NA,2019,8,22,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,1,"F",41,40,NA,6,NA,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,2,"",36,35,NA,6,6,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,3,"",38,37,NA,6,6,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,4,"",39,38,NA,6,6,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,5,"",39,38,NA,NA,NA,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,6,"",38,37,NA,6,NA,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,7,"F",39,38,NA,6,NA,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,8,"",39,38,NA,6,NA,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,9,"",34,34,NA,6,NA,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,10,"",40,39,NA,NA,NA,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,11,"",37,36,NA,NA,NA,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,12,"",38,37,NA,6,NA,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,13,"F",41,40,NA,NA,NA,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,14,"F",38,38,NA,6,6,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",142,2019-08-27,40,15,"",37,36,NA,6,6,NA,"","Charter","ARCTIC EXPEDITION",NA,NA,2019,8,27,NA,"Black","Pelagic"
"Homer",145,2019-05-15,1,1,"",34,34,NA,8,NA,2,"","Private","P1",525902,NA,2019,5,15,NA,"Yelleye","Demersal"
"Homer",145,2019-06-10,2,1,"F",47,46,2,16,NA,2,"","Charter","CURRENT LADY",515903,NA,2019,6,10,NA,"Yelleye","Demersal"
"Homer",145,2019-06-13,3,1,"F",65,63,NA,50,NA,2,"","Charter","REEL TIME",515904,NA,2019,6,13,NA,"Yelleye","Demersal"
"Homer",145,2019-06-13,3,2,"M",53,52,NA,20,NA,2,"","Charter","REEL TIME",515904,NA,2019,6,13,NA,"Yelleye","Demersal"
"Homer",145,2019-06-13,3,3,"M",68,67,NA,39,NA,2,"","Charter","REEL TIME",515904,NA,2019,6,13,NA,"Yelleye","Demersal"
"Homer",145,2019-06-17,4,1,"F",70,68,NA,50,50,2,"","Charter","RED RYDER",515903,NA,2019,6,17,NA,"Yelleye","Demersal"
"Homer",145,2019-06-17,4,2,"F",54,53,NA,33,NA,2,"","Charter","RED RYDER",515903,NA,2019,6,17,NA,"Yelleye","Demersal"
"Homer",145,2019-06-20,5,1,"M",62,60,NA,49,49,2,"","Charter","CASINO",525833,NA,2019,6,20,NA,"Yelleye","Demersal"
"Homer",145,2019-06-20,5,2,"M",68,67,NA,50,49,1,"","Charter","CASINO",525833,NA,2019,6,20,NA,"Yelleye","Demersal"
"Homer",145,2019-06-20,5,3,"M",62,61,NA,51,NA,1,"","Charter","CASINO",525833,NA,2019,6,20,NA,"Yelleye","Demersal"
"Homer",145,2019-06-20,5,4,"M",64,63,NA,49,NA,2,"","Charter","CASINO",525833,NA,2019,6,20,NA,"Yelleye","Demersal"
"Homer",145,2019-06-20,5,5,"M",63,62,NA,30,NA,1,"","Charter","CASINO",525833,NA,2019,6,20,NA,"Yelleye","Demersal"
"Homer",145,2019-07-05,6,1,"F",46,45,NA,12,NA,2,"","Private","P3",515908,NA,2019,7,5,NA,"Yelleye","Demersal"
"Homer",145,2019-07-07,7,1,"M",49,48,NA,14,NA,2,"","Private","P2",515903,NA,2019,7,7,NA,"Yelleye","Demersal"
"Homer",145,2019-07-07,7,2,"M",53,52,2.6,21,NA,2,"","Charter","SEA HUNTER",515905,NA,2019,7,7,NA,"Yelleye","Demersal"
"Homer",145,2019-07-07,7,3,"F",68,66,6.8,44,NA,2,"","Charter","SEA HUNTER",515905,NA,2019,7,7,NA,"Yelleye","Demersal"
"Homer",145,2019-07-07,7,4,"",54,53,NA,23,NA,2,"","Charter","SEA HUNTER",515905,NA,2019,7,7,NA,"Yelleye","Demersal"
"Homer",145,2019-07-07,7,5,"F",52,51,2,20,NA,2,"","Charter","SEA HUNTER",515905,NA,2019,7,7,NA,"Yelleye","Demersal"
"Homer",145,2019-07-07,7,6,"",53,52,2.5,21,NA,2,"","Charter","SEA HUNTER",515905,NA,2019,7,7,NA,"Yelleye","Demersal"
"Homer",145,2019-07-07,7,7,"M",64,62,5.9,36,NA,2,"","Charter","SEA HUNTER",515905,NA,2019,7,7,NA,"Yelleye","Demersal"
"Homer",145,2019-07-14,8,1,"M",56,55,3.1,20,21,2,"","Charter","POGO",515903,NA,2019,7,14,NA,"Yelleye","Demersal"
"Homer",145,2019-07-14,8,2,"F",41,40,1.1,21,21,2,"","Charter","POGO",515903,NA,2019,7,14,NA,"Yelleye","Demersal"
"Homer",145,2019-07-14,8,3,"",59,58,3.3,33,NA,2,"","Charter","POGO",515903,NA,2019,7,14,NA,"Yelleye","Demersal"
"Homer",145,2019-07-14,8,4,"M",68,67,6.7,52,52,2,"","Charter","POGO",515903,NA,2019,7,14,NA,"Yelleye","Demersal"
"Homer",145,2019-07-14,8,5,"F",68,67,5.9,51,NA,2,"","Charter","POGO",515903,NA,2019,7,14,NA,"Yelleye","Demersal"
"Homer",145,2019-07-14,8,6,"M",69,68,6.6,52,NA,2,"","Charter","POGO",515903,NA,2019,7,14,NA,"Yelleye","Demersal"
"Homer",145,2019-07-14,8,7,"M",70,69,7,50,NA,2,"","Charter","POGO",515903,NA,2019,7,14,NA,"Yelleye","Demersal"
"Homer",145,2019-07-15,9,1,"F",47,46,NA,17,NA,2,"","Charter","GAME CHANGER",515905,NA,2019,7,15,NA,"Yelleye","Demersal"
"Homer",145,2019-07-15,9,2,"M",52,51,NA,20,NA,2,"","Charter","GAME CHANGER",515905,NA,2019,7,15,NA,"Yelleye","Demersal"
"Homer",145,2019-07-16,10,1,"F",60,59,4.6,34,NA,2,"","Charter","MISS PATIENCE",505901,NA,2019,7,16,NA,"Yelleye","Demersal"
"Homer",145,2019-07-16,10,2,"F",63,61,4.9,34,NA,2,"","Charter","MISS PATIENCE",505901,NA,2019,7,16,NA,"Yelleye","Demersal"
"Homer",145,2019-07-16,10,3,"F",76,74,8.3,48,NA,2,"","Charter","MISS PATIENCE",505901,NA,2019,7,16,NA,"Yelleye","Demersal"
"Homer",145,2019-07-16,10,4,"F",65,64,5,36,NA,2,"","Charter","MISS PATIENCE",505901,NA,2019,7,16,NA,"Yelleye","Demersal"
"Homer",145,2019-07-16,10,5,"F",61,60,4.8,30,31,2,"","Charter","MISS PATIENCE",505901,NA,2019,7,16,NA,"Yelleye","Demersal"
"Homer",145,2019-07-16,10,6,"F",75,73,NA,87,NA,1,"","Charter","SUNDY",515831,NA,2019,7,16,NA,"Yelleye","Demersal"
"Homer",145,2019-07-16,10,7,"F",74,73,NA,75,NA,1,"","Charter","SUNDY",515831,NA,2019,7,16,NA,"Yelleye","Demersal"
"Homer",145,2019-07-16,10,8,"F",50,49,NA,20,NA,2,"","Charter","SUNDY",515831,NA,2019,7,16,NA,"Yelleye","Demersal"
"Homer",145,2019-07-16,10,9,"M",60,59,NA,45,NA,2,"","Charter","SUNDY",515831,NA,2019,7,16,NA,"Yelleye","Demersal"
"Homer",145,2019-07-16,10,10,"M",57,56,NA,39,NA,1,"","Charter","SUNDY",515831,NA,2019,7,16,NA,"Yelleye","Demersal"
"Homer",145,2019-07-16,10,11,"F",56,55,NA,36,NA,2,"","Charter","SUNDY",515831,NA,2019,7,16,NA,"Yelleye","Demersal"
"Homer",145,2019-07-25,11,1,"M",46,45,1.4,10,NA,2,"","Charter","STORM PETREL",515905,NA,2019,7,25,NA,"Yelleye","Demersal"
"Homer",145,2019-07-25,11,2,"",39,38,0.8,12,NA,2,"","Charter","STORM PETREL",515905,NA,2019,7,25,NA,"Yelleye","Demersal"
"Homer",145,2019-07-25,11,3,"",47,46,1.6,13,14,2,"","Charter","STORM PETREL",515905,NA,2019,7,25,NA,"Yelleye","Demersal"
"Homer",145,2019-07-25,11,4,"F",53,52,2.4,21,21,2,"","Charter","STORM PETREL",515905,NA,2019,7,25,NA,"Yelleye","Demersal"
"Homer",145,2019-07-25,11,5,"F",69,67,5.4,63,61,2,"","Charter","WILDERNESS EXPLORER",515903,NA,2019,7,25,NA,"Yelleye","Demersal"
"Homer",145,2019-07-25,11,6,"F",53,52,2.5,21,NA,2,"","Charter","WILDERNESS EXPLORER",515903,NA,2019,7,25,NA,"Yelleye","Demersal"
"Homer",145,2019-07-25,11,7,"M",68,66,5.2,58,NA,2,"","Charter","WILDERNESS EXPLORER",515903,NA,2019,7,25,NA,"Yelleye","Demersal"
"Homer",145,2019-07-25,11,8,"M",58,57,3.4,21,NA,2,"","Charter","WILDERNESS EXPLORER",515903,NA,2019,7,25,NA,"Yelleye","Demersal"
"Homer",145,2019-07-25,11,9,"",53,52,2.3,22,NA,2,"","Charter","WILDERNESS EXPLORER",515903,NA,2019,7,25,NA,"Yelleye","Demersal"
"Homer",145,2019-07-26,12,1,"F",59,58,NA,27,NA,2,"","Charter","KACHEMAK KING",515832,NA,2019,7,26,NA,"Yelleye","Demersal"
"Homer",145,2019-07-26,12,2,"M",67,66,NA,35,NA,2,"","Charter","KACHEMAK KING",515832,NA,2019,7,26,NA,"Yelleye","Demersal"
"Homer",145,2019-07-26,12,3,"F",60,59,NA,35,NA,2,"","Charter","KACHEMAK KING",515832,NA,2019,7,26,NA,"Yelleye","Demersal"
"Homer",145,2019-07-26,12,4,"M",68,67,NA,58,NA,2,"","Charter","KACHEMAK KING",515832,NA,2019,7,26,NA,"Yelleye","Demersal"
"Homer",145,2019-07-26,12,5,"F",61,60,NA,42,42,2,"","Charter","KACHEMAK KING",515832,NA,2019,7,26,NA,"Yelleye","Demersal"
"Homer",145,2019-07-26,12,6,"F",64,63,NA,31,NA,2,"","Charter","KACHEMAK KING",515832,NA,2019,7,26,NA,"Yelleye","Demersal"
"Homer",145,2019-07-26,12,7,"F",69,68,NA,45,NA,2,"","Charter","KACHEMAK KING",515832,NA,2019,7,26,NA,"Yelleye","Demersal"
"Homer",145,2019-07-30,13,1,"F",62,61,4.9,21,NA,2,"","Private","P6",515905,NA,2019,7,30,NA,"Yelleye","Demersal"
"Homer",145,2019-07-30,13,2,"F",66,65,5.4,33,NA,2,"","Private","P6",515905,NA,2019,7,30,NA,"Yelleye","Demersal"
"Homer",145,2019-07-30,13,3,"M",77,76,NA,NA,NA,NA,"","Charter","ARCTIC ADDICTION",515905,NA,2019,7,30,NA,"Yelleye","Demersal"
"Homer",145,2019-08-05,14,1,"M",68,67,NA,39,39,2,"","Charter","POGO",515907,NA,2019,8,5,NA,"Yelleye","Demersal"
"Homer",145,2019-08-05,14,2,"F",59,58,NA,27,NA,2,"","Charter","POGO",515907,NA,2019,8,5,NA,"Yelleye","Demersal"
"Homer",145,2019-08-05,14,3,"M",65,64,NA,35,NA,2,"","Charter","POGO",515907,NA,2019,8,5,NA,"Yelleye","Demersal"
"Homer",145,2019-08-05,14,4,"F",76,75,NA,78,NA,2,"","Charter","POGO",515907,NA,2019,8,5,NA,"Yelleye","Demersal"
"Homer",145,2019-08-05,14,5,"F",52,51,NA,23,NA,2,"","Charter","POGO",515907,NA,2019,8,5,NA,"Yelleye","Demersal"
"Homer",145,2019-08-11,15,1,"F",66,65,NA,33,NA,2,"","Charter","COLLEGE FUND",515832,NA,2019,8,11,NA,"Yelleye","Demersal"
"Homer",145,2019-08-11,15,2,"F",76,75,NA,55,56,2,"","Charter","COLLEGE FUND",515832,NA,2019,8,11,NA,"Yelleye","Demersal"
"Homer",145,2019-08-11,15,3,"F",59,59,NA,26,NA,2,"","Charter","COLLEGE FUND",515832,NA,2019,8,11,NA,"Yelleye","Demersal"
"Homer",145,2019-08-11,15,4,"M",60,59,NA,25,NA,2,"","Charter","COLLEGE FUND",515832,NA,2019,8,11,NA,"Yelleye","Demersal"
"Homer",145,2019-08-11,15,5,"F",73,73,NA,61,NA,2,"","Charter","COLLEGE FUND",515832,NA,2019,8,11,NA,"Yelleye","Demersal"
"Homer",145,2019-08-11,15,6,"F",52,51,NA,21,NA,2,"","Charter","COLLEGE FUND",515832,NA,2019,8,11,NA,"Yelleye","Demersal"
"Homer",145,2019-08-20,16,1,"",NA,NA,4.5,25,NA,2,"","Private","P4",515905,NA,2019,8,20,NA,"Yelleye","Demersal"
"Homer",145,2019-08-20,16,2,"F",54,53,2.9,23,NA,2,"","Private","P4",515905,NA,2019,8,20,NA,"Yelleye","Demersal"
"Homer",145,2019-08-20,16,3,"F",44,44,1.4,14,NA,2,"","Private","P4",515905,NA,2019,8,20,NA,"Yelleye","Demersal"
"Homer",145,2019-08-20,16,4,"F",61,60,4.3,25,25,2,"","Private","P4",515905,NA,2019,8,20,NA,"Yelleye","Demersal"
"Homer",145,2019-08-20,16,5,"",49,48,1.9,17,18,2,"","Private","P4",515905,NA,2019,8,20,NA,"Yelleye","Demersal"
"Homer",145,2019-08-21,17,1,"F",50,49,2.3,19,NA,2,"","Private","P1",515905,NA,2019,8,21,NA,"Yelleye","Demersal"
"Homer",172,2019-05-11,1,1,"M",37,36,1.1,NA,NA,NA,"","Private","P4",515907,NA,2019,5,11,NA,"Dusky","Pelagic"
"Homer",172,2019-05-11,1,2,"M",37,35,1.1,NA,NA,NA,"","Private","P4",515907,NA,2019,5,11,NA,"Dusky","Pelagic"
"Homer",172,2019-05-11,1,3,"M",34,32,NA,NA,NA,NA,"","Charter","OCEAN PREDATOR",515907,NA,2019,5,11,NA,"Dusky","Pelagic"
"Homer",172,2019-05-15,2,1,"",28,27,0.6,NA,NA,NA,"","Private","P5",515936,NA,2019,5,15,NA,"Dusky","Pelagic"
"Homer",172,2019-05-15,2,2,"",32,31,0.7,NA,NA,NA,"","Private","P5",515936,NA,2019,5,15,NA,"Dusky","Pelagic"
"Homer",172,2019-05-15,2,3,"F",36,35,NA,NA,NA,NA,"","Charter","WILD THING",515936,NA,2019,5,15,NA,"Dusky","Pelagic"
"Homer",172,2019-05-19,3,1,"",31,30,0.6,NA,NA,NA,"","Private","P3",515936,NA,2019,5,19,NA,"Dusky","Pelagic"
"Homer",172,2019-05-21,4,1,"",34,32,0.9,NA,NA,NA,"","Private","P3",515936,NA,2019,5,21,NA,"Dusky","Pelagic"
"Homer",172,2019-05-21,4,2,"",34,32,0.9,NA,NA,NA,"","Private","P3",515936,NA,2019,5,21,NA,"Dusky","Pelagic"
"Homer",172,2019-05-26,5,1,"F",34,33,0.6,NA,NA,NA,"","Charter","BELLE ISLE",515936,NA,2019,5,26,NA,"Dusky","Pelagic"
"Homer",172,2019-05-26,5,2,"",39,37,1,NA,NA,NA,"","Charter","BELLE ISLE",515936,NA,2019,5,26,NA,"Dusky","Pelagic"
"Homer",172,2019-05-26,5,3,"F",37,36,1,NA,NA,NA,"","Charter","BELLE ISLE",515936,NA,2019,5,26,NA,"Dusky","Pelagic"
"Homer",172,2019-05-26,5,4,"",31,30,0.5,NA,NA,NA,"","Charter","BELLE ISLE",515936,NA,2019,5,26,NA,"Dusky","Pelagic"
"Homer",172,2019-05-26,5,5,"F",33,31,0.8,NA,NA,NA,"","Charter","BELLE ISLE",515936,NA,2019,5,26,NA,"Dusky","Pelagic"
"Homer",172,2019-05-26,5,6,"",NA,NA,0.7,NA,NA,NA,"","Charter","BELLE ISLE",515936,NA,2019,5,26,NA,"Dusky","Pelagic"
"Homer",172,2019-05-26,5,7,"",32,31,0.6,NA,NA,NA,"","Charter","BELLE ISLE",515936,NA,2019,5,26,NA,"Dusky","Pelagic"
"Homer",172,2019-05-28,6,1,"F",30,29,NA,NA,NA,NA,"","Charter","HALIBUT HUNTER",525931,NA,2019,5,28,NA,"Dusky","Pelagic"
"Homer",172,2019-05-28,6,2,"F",43,41,NA,NA,NA,NA,"","Charter","SEA HUNTER",515936,NA,2019,5,28,NA,"Dusky","Pelagic"
"Homer",172,2019-06-01,7,1,"F",35,34,0.8,NA,NA,NA,"","Private","P6",515936,NA,2019,6,1,NA,"Dusky","Pelagic"
"Homer",172,2019-06-03,8,1,"",32,31,0.7,NA,NA,NA,"","Private","P2",515936,NA,2019,6,3,NA,"Dusky","Pelagic"
"Homer",172,2019-06-03,8,2,"F",35,34,0.8,NA,NA,NA,"","Private","P2",515936,NA,2019,6,3,NA,"Dusky","Pelagic"
"Homer",172,2019-06-04,9,1,"M",38,37,NA,NA,NA,NA,"","Charter","OUTRAGEOUS",515905,NA,2019,6,4,NA,"Dusky","Pelagic"
"Homer",172,2019-06-04,9,2,"M",44,42,NA,NA,NA,NA,"","Charter","OUTRAGEOUS",515905,NA,2019,6,4,NA,"Dusky","Pelagic"
"Homer",172,2019-06-04,9,3,"M",41,39,NA,NA,NA,NA,"","Charter","OUTRAGEOUS",515905,NA,2019,6,4,NA,"Dusky","Pelagic"
"Homer",172,2019-06-04,9,4,"",42,41,NA,NA,NA,NA,"","Charter","OUTRAGEOUS",515905,NA,2019,6,4,NA,"Dusky","Pelagic"
"Homer",172,2019-06-04,9,5,"F",40,38,NA,NA,NA,NA,"","Charter","OUTRAGEOUS",515905,NA,2019,6,4,NA,"Dusky","Pelagic"
"Homer",172,2019-06-17,10,1,"",40,39,NA,NA,NA,NA,"","Charter","STORM PETREL",515936,NA,2019,6,17,NA,"Dusky","Pelagic"
"Homer",172,2019-06-17,10,2,"",34,33,NA,NA,NA,NA,"","Charter","STORM PETREL",515936,NA,2019,6,17,NA,"Dusky","Pelagic"
"Homer",172,2019-06-17,10,3,"",32,31,NA,NA,NA,NA,"","Charter","STORM PETREL",515936,NA,2019,6,17,NA,"Dusky","Pelagic"
"Homer",172,2019-06-17,10,4,"M",41,40,NA,NA,NA,NA,"","Charter","RED RYDER",515903,NA,2019,6,17,NA,"Dusky","Pelagic"
"Homer",172,2019-06-17,10,5,"M",40,39,NA,NA,NA,NA,"","Charter","RED RYDER",515903,NA,2019,6,17,NA,"Dusky","Pelagic"
"Homer",172,2019-06-17,10,6,"M",44,43,NA,NA,NA,NA,"","Charter","RED RYDER",515903,NA,2019,6,17,NA,"Dusky","Pelagic"
"Homer",172,2019-06-17,10,7,"F",41,40,NA,NA,NA,NA,"","Charter","RED RYDER",515903,NA,2019,6,17,NA,"Dusky","Pelagic"
"Homer",172,2019-06-17,10,8,"M",38,37,NA,NA,NA,NA,"","Charter","RED RYDER",515903,NA,2019,6,17,NA,"Dusky","Pelagic"
"Homer",172,2019-06-18,11,1,"M",43,42,NA,NA,NA,NA,"","Charter","KACHEMAK KING",515905,NA,2019,6,18,NA,"Dusky","Pelagic"
"Homer",172,2019-06-18,11,2,"F",37,36,NA,NA,NA,NA,"","Charter","YODA",525902,NA,2019,6,18,NA,"Dusky","Pelagic"
"Homer",172,2019-06-27,12,1,"",44,43,NA,NA,NA,NA,"","Charter","JULIA LYNN",525931,NA,2019,6,27,NA,"Dusky","Pelagic"
"Homer",172,2019-06-27,12,2,"",34,33,NA,NA,NA,NA,"","Charter","JULIA LYNN",525931,NA,2019,6,27,NA,"Dusky","Pelagic"
"Homer",172,2019-06-27,12,3,"",37,36,NA,NA,NA,NA,"","Charter","JULIA LYNN",525931,NA,2019,6,27,NA,"Dusky","Pelagic"
"Homer",172,2019-06-27,12,4,"",41,40,NA,NA,NA,NA,"","Charter","JULIA LYNN",525931,NA,2019,6,27,NA,"Dusky","Pelagic"
"Homer",172,2019-06-27,12,5,"",39,38,NA,NA,NA,NA,"","Charter","JULIA LYNN",525931,NA,2019,6,27,NA,"Dusky","Pelagic"
"Homer",172,2019-07-05,13,1,"",38,37,0.7,NA,NA,NA,"","Private","P3",515908,NA,2019,7,5,NA,"Dusky","Pelagic"
"Homer",172,2019-07-05,13,2,"F",37,36,0.8,NA,NA,NA,"","Private","P3",515908,NA,2019,7,5,NA,"Dusky","Pelagic"
"Homer",172,2019-07-05,13,3,"M",33,32,NA,NA,NA,NA,"","Private","P3",515908,NA,2019,7,5,NA,"Dusky","Pelagic"
