"","SUB","YEAR","MONTH","DAY","PAGE","LINE","AGECONF","AGEERR","SEX","LENGTH","OBSWT","AGE","STATAREA","CAS","PORT","USER","RNDLEN","NETWT","RNDWT"
"2686",NA,1994,9,9,83,12,3,"","F",108.7,NA,11,525733,0,"Kodiak","Charter",109,27.633169602028,36.7523950565912
"2687",NA,1994,9,9,83,13,2,"","F",77.6,NA,6,525733,0,"Kodiak","Charter",78,9.34448480063655,12.4282592963242
"2688",NA,1994,9,9,83,14,3,"","M",77.9,NA,8,525733,0,"Kodiak","Charter",78,9.34448480063655,12.4282592963242
"2689",NA,1994,9,9,83,15,3,"","F",167.3,NA,12,525733,0,"Kodiak","Charter",167,110.095664170898,146.428346870844
"2690",NA,1994,9,9,83,16,3,"","M",73.5,NA,12,525733,0,"Kodiak","Charter",74,7.87915458445051,10.4793552882339
"2691",NA,1994,9,9,83,17,2,"","M",71.7,NA,8,525733,0,"Kodiak","Charter",72,7.20984847775072,9.58917139686394
"2692",NA,1994,9,9,83,18,2,"","F",64.5,NA,6,525733,0,"Kodiak","Charter",65,5.17616515408831,6.8843520074242
"2693",NA,1994,9,9,83,19,2,"","F",123.7,NA,11,525733,0,"Kodiak","Charter",124,41.9618965898669,55.8097468732444
"2694",NA,1994,9,9,83,20,2,"","M",75.5,NA,11,525733,0,"Kodiak","Charter",76,8.5902319024382,11.4250953130969
"2695",NA,1994,9,9,83,21,2,"","F",77.6,NA,7,525733,0,"Kodiak","Charter",78,9.34448480063655,12.4282592963242
"2696",NA,1994,9,9,83,22,3,"","F",75.7,NA,7,525733,0,"Kodiak","Charter",76,8.5902319024382,11.4250953130969
"2697",NA,1994,9,9,83,23,NA,"","",50.1,NA,NA,525731,0,"Kodiak","Private",50,2.21223705907735,2.94229766346005
"2698",NA,1994,9,9,83,24,3,"","F",68,NA,5,525732,0,"Kodiak","Private",68,5.99097802244174,7.96806136347005
"2699",NA,1994,9,9,83,25,2,"","F",65.8,NA,4,525732,0,"Kodiak","Private",66,5.43865111903038,7.23346099561835
"2700",NA,1994,9,9,83,26,2,"","F",66.1,NA,7,525732,0,"Kodiak","Private",66,5.43865111903038,7.23346099561835
"2701",NA,1994,9,9,83,27,2,"","F",88,NA,7,525732,0,"Kodiak","Private",88,13.8131493343522,18.3716283228886
"2702",NA,1994,9,9,83,28,2,"","F",76.5,NA,6,525732,0,"Kodiak","Private",77,8.96187328124,11.9193821057382
"2703",NA,1994,9,9,83,29,2,"","F",87,NA,5,525732,0,"Kodiak","Private",87,13.3110166823064,17.703786817025
"2704",NA,1994,9,9,83,30,2,"","M",83.1,NA,12,525805,0,"Kodiak","Charter",83,11.4283062149386,15.1997628534186
"2705",NA,1994,9,9,84,1,NA,"","F",95.9,NA,NA,525805,0,"Kodiak","Charter",96,18.3116569755219,24.3546889842045
"2706",NA,1994,9,9,84,2,3,"","F",82,NA,7,525805,0,"Kodiak","Charter",82,10.9881791366113,14.614389387734
"2707",NA,1994,9,9,84,3,2,"","M",75.1,NA,11,525805,0,"Kodiak","Charter",75,8.22938427965115,10.9451643251248
"2708",NA,1994,9,9,84,4,2,"","F",88.6,NA,7,525805,0,"Kodiak","Charter",89,14.3282275744224,19.0566875917582
"2709",NA,1994,9,9,84,5,3,"","F",122.5,NA,10,NA,0,"Kodiak","Unknown",123,40.8753430279002,54.364619646268
"2710",NA,1994,9,9,84,6,3,"","F",109.4,NA,10,NA,0,"Kodiak","Unknown",109,27.633169602028,36.7523950565912
"2711",NA,1994,9,9,84,7,2,"","M",73.5,NA,12,NA,0,"Kodiak","Unknown",74,7.87915458445051,10.4793552882339
"2712",NA,1994,9,9,84,8,2,"","F",111,NA,9,NA,0,"Kodiak","Unknown",111,29.3099650456363,38.9825499559431
"2713",NA,1994,9,9,84,9,2,"","F",125.1,NA,14,NA,0,"Kodiak","Unknown",125,43.0682565482885,57.2812168078305
"2714",NA,1994,9,9,84,10,3,"","F",66.4,NA,7,NA,0,"Kodiak","Unknown",66,5.43865111903038,7.23346099561835
"2715",NA,1994,9,9,84,11,3,"","F",63.2,NA,7,NA,0,"Kodiak","Unknown",63,4.67769853713618,6.22138636531405
"2716",NA,1994,9,9,84,12,3,"","F",75.1,NA,8,NA,0,"Kodiak","Unknown",75,8.22938427965115,10.9451643251248
"2717",NA,1994,9,9,84,13,2,"","M",55.7,NA,6,NA,0,"Kodiak","Unknown",56,3.19372896254249,4.24769182202046
"2718",NA,1994,9,9,84,14,NA,"","F",111.6,NA,NA,NA,0,"Kodiak","Unknown",112,30.174163738861,40.1319429585631
"2719",NA,1994,9,9,84,15,2,"","F",71,NA,7,NA,0,"Kodiak","Unknown",71,6.89042324147201,9.16433260189999
"2720",NA,1994,9,9,84,16,3,"","F",57.6,NA,6,NA,0,"Kodiak","Unknown",58,3.57829011234887,4.75916204077032
"2721",NA,1994,9,9,84,17,2,"","M",77.1,NA,10,NA,0,"Kodiak","Unknown",77,8.96187328124,11.9193821057382
"2722",NA,1994,9,9,84,18,2,"","M",62.3,NA,6,NA,0,"Kodiak","Unknown",62,4.44137990441386,5.90708019363236
"2723",NA,1994,9,9,84,19,2,"","F",76.5,NA,7,NA,0,"Kodiak","Unknown",77,8.96187328124,11.9193821057382
"2724",NA,1994,9,9,84,20,2,"","F",75.1,NA,10,NA,0,"Kodiak","Unknown",75,8.22938427965115,10.9451643251248
"2725",NA,1994,9,9,84,21,2,"","F",57.5,NA,7,NA,0,"Kodiak","Unknown",58,3.57829011234887,4.75916204077032
"2726",NA,1994,9,9,84,22,2,"","M",71.7,NA,8,NA,0,"Kodiak","Unknown",72,7.20984847775072,9.58917139686394
"2727",NA,1994,9,9,84,23,2,"","F",80.6,NA,7,525805,0,"Kodiak","Charter",81,10.5599122758681,14.0447901313923
"2728",NA,1994,9,9,84,24,2,"","M",73.2,NA,8,525805,0,"Kodiak","Charter",73,7.53936755018688,10.0274350960078
"2729",NA,1994,9,10,85,1,2,"","M",52.4,NA,4,NA,0,"Kodiak","Unknown",52,2.51200027504725,3.34098577254875
"2730",NA,1994,9,10,85,2,2,"","F",57.2,NA,5,NA,0,"Kodiak","Unknown",57,3.38223190223092,4.49840263835221
"2731",NA,1994,9,10,85,3,3,"","F",84.6,NA,7,NA,0,"Kodiak","Unknown",85,12.344859985371,16.4187886382518
"2732",NA,1994,9,10,85,4,3,"","F",59.2,NA,6,NA,0,"Kodiak","Unknown",59,3.78206829564632,5.03018908559809
"2733",NA,1994,9,10,85,5,2,"","F",68.9,NA,7,NA,0,"Kodiak","Unknown",69,6.2811606783156,8.35400723073185
"2734",NA,1994,9,10,85,6,3,"","F",55.5,NA,6,NA,0,"Kodiak","Unknown",56,3.19372896254249,4.24769182202046
"2735",NA,1994,9,10,85,7,2,"","F",58.2,NA,6,NA,0,"Kodiak","Unknown",58,3.57829011234887,4.75916204077032
"2736",NA,1994,9,10,85,8,3,"","F",60.9,NA,6,NA,0,"Kodiak","Unknown",61,4.21344679894347,5.60392685800819
"2737",NA,1994,9,10,85,9,2,"","F",67.6,NA,7,NA,0,"Kodiak","Unknown",68,5.99097802244174,7.96806136347005
"2738",NA,1994,9,11,86,1,2,"","F",115.3,NA,10,525805,0,"Kodiak","Private",115,32.8722818526814,43.720467339103
"2739",NA,1994,9,11,86,2,3,"","M",85.8,NA,6,525805,0,"Kodiak","Private",86,12.8216474535934,17.0529207932853
"2740",NA,1994,9,11,86,3,2,"","M",78.5,NA,6,525805,0,"Kodiak","Private",79,9.7382433958611,12.9519622105045
"2741",NA,1994,9,11,86,4,3,"","M",81.1,NA,8,525805,0,"Kodiak","Private",81,10.5599122758681,14.0447901313923
"2742",NA,1994,9,11,86,5,2,"","F",106.1,NA,8,525805,0,"Kodiak","Private",106,25.2440977221506,33.5749052929341
"2743",NA,1994,9,11,86,6,2,"","F",75,NA,7,525805,0,"Kodiak","Private",75,8.22938427965115,10.9451643251248
"2744",NA,1994,9,11,86,7,3,"","F",86.5,NA,6,525805,0,"Kodiak","Private",87,13.3110166823064,17.703786817025
"2745",NA,1994,9,11,86,8,2,"","F",82,NA,7,525805,0,"Kodiak","Private",82,10.9881791366113,14.614389387734
"2746",NA,1994,9,11,86,9,3,"","M",77.9,NA,10,525731,0,"Kodiak","Private",78,9.34448480063655,12.4282592963242
"2747",NA,1994,9,11,86,10,3,"","M",72.5,NA,9,525731,0,"Kodiak","Private",73,7.53936755018688,10.0274350960078
"2748",NA,1994,9,11,86,11,2,"","F",69.3,NA,6,525731,0,"Kodiak","Private",69,6.2811606783156,8.35400723073185
"2749",NA,1994,9,11,86,12,3,"","F",68.1,NA,5,NA,0,"Kodiak","Unknown",68,5.99097802244174,7.96806136347005
"2750",NA,1994,9,11,86,13,3,"","M",64.1,NA,6,NA,0,"Kodiak","Unknown",64,4.92257072920152,6.54706885743389
"2751",NA,1994,9,11,86,14,3,"","F",75.3,NA,7,NA,0,"Kodiak","Unknown",75,8.22938427965115,10.9451643251248
"2752",NA,1994,9,11,86,15,1,"","F",68.5,NA,6,NA,0,"Kodiak","Unknown",69,6.2811606783156,8.35400723073185
"2753",NA,1994,9,11,86,16,2,"","F",66.6,NA,7,NA,0,"Kodiak","Unknown",67,5.71019855759206,7.59462183537565
"2754",NA,1994,9,11,86,17,2,"","F",114.7,NA,9,NA,0,"Kodiak","Unknown",115,32.8722818526814,43.720467339103
"2755",NA,1994,9,12,87,1,3,"","F",54.5,NA,6,525733,0,"Kodiak","Unknown",55,3.01261728261902,4.00681145593239
"2756",NA,1994,9,12,87,2,3,"","F",55.9,NA,6,525733,0,"Kodiak","Unknown",56,3.19372896254249,4.24769182202046
"2757",NA,1994,9,12,87,3,3,"","F",44.8,NA,3,525733,0,"Kodiak","Unknown",45,1.57245198784024,2.09137704783549
"2758",NA,1994,9,12,87,4,2,"","F",46.5,NA,4,525733,0,"Kodiak","Unknown",47,1.81036401702616,2.40780245292961
"2759",NA,1994,9,12,87,5,3,"","F",42.3,NA,3,525733,0,"Kodiak","Unknown",42,1.25746686548987,1.67244364930419
"2760",NA,1994,9,12,87,6,2,"","F",70.3,NA,9,525733,0,"Kodiak","Unknown",70,6.58091829516383,8.7526878929321
"2761",NA,1994,9,12,87,7,2,"","F",70.7,NA,8,NA,0,"Kodiak","Unknown",71,6.89042324147201,9.16433260189999
"2762",NA,1994,9,12,87,8,2,"","F",91.7,NA,9,NA,0,"Kodiak","Unknown",92,15.9529649068762,21.2176046767513
"2763",NA,1994,9,12,87,9,3,"","F",70.1,NA,7,NA,0,"Kodiak","Unknown",70,6.58091829516383,8.7526878929321
"2764",NA,1994,9,12,87,10,2,"","M",68.2,NA,9,NA,0,"Kodiak","Unknown",68,5.99097802244174,7.96806136347005
"2765",NA,1994,9,12,87,11,3,"","F",101.5,NA,7,NA,0,"Kodiak","Unknown",102,22.2860656615977,29.6406927344324
"2766",NA,1994,9,12,87,12,3,"","F",55.9,NA,4,NA,0,"Kodiak","Unknown",56,3.19372896254249,4.24769182202046
"2767",NA,1994,9,12,87,13,2,"","M",77.3,NA,9,NA,0,"Kodiak","Unknown",77,8.96187328124,11.9193821057382
"2768",NA,1994,9,12,87,14,3,"","F",70,NA,7,NA,0,"Kodiak","Unknown",70,6.58091829516383,8.7526878929321
"2769",NA,1994,9,12,87,15,2,"","F",53.2,NA,5,NA,0,"Kodiak","Unknown",53,2.67191517638158,3.55367420872597
"2770",NA,1994,9,12,87,16,2,"","F",72.7,NA,7,NA,0,"Kodiak","Unknown",73,7.53936755018688,10.0274350960078
"2771",NA,1994,9,12,87,17,2,"","F",51.3,NA,5,NA,0,"Kodiak","Unknown",51,2.35882770374517,3.13726470350733
"2772",NA,1994,9,12,87,18,3,"","F",82.1,NA,7,NA,0,"Kodiak","Unknown",82,10.9881791366113,14.614389387734
"2773",NA,1994,9,12,87,19,3,"","F",82.1,NA,7,NA,0,"Kodiak","Unknown",82,10.9881791366113,14.614389387734
"2774",NA,1994,9,12,87,20,3,"","F",118.2,NA,9,NA,0,"Kodiak","Unknown",118,35.7327592174688,47.5249311655541
"2775",NA,1994,5,26,1,1,2,"","F",108.9,NA,9,NA,0,"Homer","HomCPort",109,27.633169602028,36.7523950565912
"2776",NA,1994,5,26,1,2,2,"","F",107.5,NA,11,NA,0,"Homer","HomCPort",108,26.8201879531908,35.6711212410232
"2777",NA,1994,5,26,1,3,2,"","F",118.5,NA,12,NA,0,"Homer","HomCPort",119,36.7232411172277,48.8422821101114
"2778",NA,1994,5,26,1,4,2,"","F",92.3,NA,8,NA,0,"Homer","HomCPort",92,15.9529649068762,21.2176046767513
"2779",NA,1994,5,27,2,1,2,"","F",121.4,NA,10,NA,0,"Homer","HomCPort",121,38.7608639935307,51.5523411444084
"2780",NA,1994,5,27,2,2,1,"","F",150.4,NA,12,NA,0,"Homer","HomCPort",150,77.7507395388125,103.409269968902
"2781",NA,1994,5,27,2,3,2,"","F",144.1,NA,14,NA,0,"Homer","HomCPort",144,68.1182251379398,90.5979283910902
"2782",NA,1994,5,27,2,4,2,"","F",100.3,NA,9,NA,0,"Homer","HomCPort",100,20.9010858569024,27.7986555863006
"2783",NA,1994,5,27,2,5,3,"","F",87,NA,8,NA,0,"Homer","HomCPort",87,13.3110166823064,17.703786817025
"2784",NA,1994,5,27,2,6,2,"","F",94.1,NA,10,NA,0,"Homer","HomCPort",94,17.1042129489918,22.7487762166551
"2785",NA,1994,5,27,2,7,3,"","F",82.8,NA,9,NA,0,"Homer","HomCPort",83,11.4283062149386,15.1997628534186
"2786",NA,1994,5,27,2,8,2,"","F",105.2,NA,12,NA,0,"Homer","HomCPort",105,24.4806067874466,32.5594546277194
"2787",NA,1994,5,27,2,9,3,"","F",77.8,NA,7,NA,0,"Homer","Unknown",78,9.34448480063655,12.4282592963242
"2788",NA,1994,5,27,2,10,2,"","F",87.7,NA,9,NA,0,"Homer","HomCPort",88,13.8131493343522,18.3716283228886
"2789",NA,1994,5,27,2,11,2,"","M",77.8,NA,10,NA,0,"Homer","Unknown",78,9.34448480063655,12.4282592963242
"2790",NA,1994,5,27,2,12,2,"","F",121.5,NA,13,NA,0,"Homer","HomCPort",122,39.8083979910079,52.9455719559642
"2791",NA,1994,5,27,2,13,3,"","F",87,NA,7,NA,0,"Homer","HomCPort",87,13.3110166823064,17.703786817025
"2792",NA,1994,5,30,3,1,2,"","F",77,NA,8,NA,0,"Homer","HomCPort",77,8.96187328124,11.9193821057382
"2793",NA,1994,5,30,3,2,2,"","F",97.5,NA,8,NA,0,"Homer","HomCPort",98,19.5767833424166,26.0373198478463
"2794",NA,1994,5,30,3,3,3,"","F",88.5,NA,7,NA,0,"Homer","HomCPort",89,14.3282275744224,19.0566875917582
"2795",NA,1994,5,30,3,4,3,"","F",105,NA,11,NA,0,"Homer","HomCPort",105,24.4806067874466,32.5594546277194
"2796",NA,1994,5,30,3,5,3,"","F",80.3,NA,9,NA,0,"Homer","HomCPort",80,10.1433265474259,13.4907268991556
"2797",NA,1994,5,30,3,6,3,"","F",NA,NA,9,NA,0,"Homer","HomCPort",NA,NA,NA
"2798",NA,1994,5,30,3,7,2,"","M",129.4,NA,13,NA,0,"Homer","Unknown",129,47.6957311427726,63.4358048214451
"2799",NA,1994,5,30,3,8,3,"","F",79.5,NA,7,NA,0,"Homer","Unknown",80,10.1433265474259,13.4907268991556
"2800",NA,1994,5,30,3,9,2,"","F",87,NA,8,NA,0,"Homer","Unknown",87,13.3110166823064,17.703786817025
"2801",NA,1994,5,30,3,10,2,"","F",125.7,NA,13,NA,0,"Homer","HomCPort",126,44.1946211578998,58.7792931308291
"2802",NA,1994,5,30,3,11,2,"","F",91.7,NA,11,NA,0,"Homer","HomCPort",92,15.9529649068762,21.2176046767513
"2803",NA,1994,5,30,3,12,2,"","F",82.5,NA,11,NA,0,"Homer","HomCPort",83,11.4283062149386,15.1997628534186
"2804",NA,1994,5,30,3,13,3,"","F",83.1,NA,6,NA,0,"Homer","HomCPort",83,11.4283062149386,15.1997628534186
"2805",NA,1994,5,30,3,14,2,"","F",101.5,NA,7,NA,0,"Homer","HomCPort",102,22.2860656615977,29.6406927344324
"2806",NA,1994,5,30,3,15,2,"","F",90.3,NA,7,NA,0,"Homer","Unknown",90,14.8564340647168,19.7592075662069
"2807",NA,1994,5,30,3,16,2,"","F",100.5,NA,10,NA,0,"Homer","Unknown",101,21.5858969931053,28.7094613237299
"2808",NA,1994,5,30,3,17,2,"","F",87,NA,7,NA,0,"Homer","HomCPort",87,13.3110166823064,17.703786817025
"2809",NA,1994,5,30,3,18,3,"","F",75.1,NA,6,NA,0,"Homer","HomCPort",75,8.22938427965115,10.9451643251248
"2810",NA,1994,5,30,3,19,3,"","F",85.8,NA,8,NA,0,"Homer","Unknown",86,12.8216474535934,17.0529207932853
"2811",NA,1994,5,30,3,20,1,"","F",83.3,NA,8,NA,0,"Homer","Unknown",83,11.4283062149386,15.1997628534186
"2812",NA,1994,5,30,3,21,2,"","F",88.4,NA,11,NA,0,"Homer","Unknown",88,13.8131493343522,18.3716283228886
"2813",NA,1994,5,30,3,22,2,"","F",64.8,NA,6,NA,0,"Homer","Unknown",65,5.17616515408831,6.8843520074242
"2814",NA,1994,5,30,3,23,3,"","F",79.5,NA,10,NA,0,"Homer","HomCPort",80,10.1433265474259,13.4907268991556
"2815",NA,1994,5,30,3,24,3,"","M",75.7,NA,8,NA,0,"Homer","Unknown",76,8.5902319024382,11.4250953130969
"2816",NA,1994,5,30,3,25,2,"","F",73.2,NA,7,NA,0,"Homer","Unknown",73,7.53936755018688,10.0274350960078
"2817",NA,1994,5,30,3,26,2,"","M",80.1,NA,9,525931,0,"Homer","HomCPort",80,10.1433265474259,13.4907268991556
"2818",NA,1994,5,30,3,27,2,"","M",82.5,NA,9,525931,0,"Homer","HomCPort",83,11.4283062149386,15.1997628534186
"2819",NA,1994,6,2,4,1,NA,"","F",86.4,NA,NA,NA,0,"Homer","HomCPort",86,12.8216474535934,17.0529207932853
"2820",NA,1994,6,2,4,2,NA,"","M",79.5,NA,NA,NA,0,"Homer","HomCPort",80,10.1433265474259,13.4907268991556
"2821",NA,1994,6,2,4,3,NA,"","F",81,NA,NA,NA,0,"Homer","HomCPort",81,10.5599122758681,14.0447901313923
"2822",NA,1994,6,2,4,4,NA,"","F",109.1,NA,NA,NA,0,"Homer","HomCPort",109,27.633169602028,36.7523950565912
"2823",NA,1994,6,2,4,5,NA,"","F",122.7,NA,NA,NA,0,"Homer","HomCPort",123,40.8753430279002,54.364619646268
"2824",NA,1994,6,2,4,6,NA,"","F",102.2,NA,NA,NA,0,"Homer","HomCPort",102,22.2860656615977,29.6406927344324
"2825",NA,1994,6,2,4,7,NA,"","",102.3,NA,NA,NA,0,"Homer","HomCPort",102,22.2860656615977,29.6406927344324
"2826",NA,1994,6,2,4,8,NA,"","M",109.5,NA,NA,NA,0,"Homer","HomCPort",110,28.4630312197507,37.8561194015034
"2827",NA,1994,6,2,4,9,NA,"","F",99.6,NA,NA,NA,0,"Homer","HomCPort",100,20.9010858569024,27.7986555863006
"2828",NA,1994,6,2,4,10,NA,"","F",118.1,NA,NA,NA,0,"Homer","HomCPort",118,35.7327592174688,47.5249311655541
"2829",NA,1994,6,2,4,11,NA,"","F",94,NA,NA,NA,0,"Homer","HomCPort",94,17.1042129489918,22.7487762166551
"2830",NA,1994,6,2,4,12,NA,"","F",92.4,NA,NA,NA,0,"Homer","HomCPort",92,15.9529649068762,21.2176046767513
"2831",NA,1994,6,2,4,13,NA,"","F",88.4,NA,NA,NA,0,"Homer","HomCPort",88,13.8131493343522,18.3716283228886
"2832",NA,1994,6,2,4,14,NA,"","F",150.5,NA,NA,NA,0,"Homer","HomCPort",151,79.4427297196038,105.659634022389
"2833",NA,1994,6,2,4,15,NA,"","F",92,NA,NA,NA,0,"Homer","HomCPort",92,15.9529649068762,21.2176046767513
"2834",NA,1994,6,2,4,16,NA,"","F",99.2,NA,NA,NA,0,"Homer","HomCPort",99,20.2314439303907,26.9080250511842
"2835",NA,1994,6,2,4,17,NA,"","F",94,NA,NA,NA,0,"Homer","HomCPort",94,17.1042129489918,22.7487762166551
"2836",NA,1994,6,2,4,18,NA,"","F",81.7,NA,NA,NA,0,"Homer","HomCPort",82,10.9881791366113,14.614389387734
"2837",NA,1994,6,2,4,19,NA,"","F",92.5,NA,NA,NA,0,"Homer","HomCPort",93,16.5216570328072,21.9739709560743
"2838",NA,1994,6,2,4,20,NA,"","F",110,NA,NA,NA,0,"Homer","HomCPort",110,28.4630312197507,37.8561194015034
"2839",NA,1994,6,5,5,1,NA,"","F",102.4,NA,NA,NA,0,"Homer","HomCPort",102,22.2860656615977,29.6406927344324
"2840",NA,1994,6,5,5,2,NA,"","F",109.4,NA,NA,NA,0,"Homer","HomCPort",109,27.633169602028,36.7523950565912
"2841",NA,1994,6,5,5,3,NA,"","",106.5,NA,NA,NA,0,"Homer","HomCPort",107,26.0238944567846,34.6120428369748
"2842",NA,1994,6,5,5,4,NA,"","F",68.4,NA,NA,NA,0,"Homer","HomCPort",68,5.99097802244174,7.96806136347005
"2843",NA,1994,6,5,5,5,NA,"","F",97.3,NA,NA,NA,0,"Homer","HomCPort",97,18.9369166767327,25.1862907107824
"2844",NA,1994,6,5,5,6,NA,"","F",89.4,NA,NA,NA,0,"Homer","HomCPort",89,14.3282275744224,19.0566875917582
"2845",NA,1994,6,5,5,7,NA,"","F",89.6,NA,NA,NA,0,"Homer","HomCPort",90,14.8564340647168,19.7592075662069
"2846",NA,1994,6,5,5,8,NA,"","F",146.5,NA,NA,NA,0,"Homer","HomCPort",147,72.8244165439534,96.8572105601923
"2847",NA,1994,6,5,5,9,NA,"","F",125.5,NA,NA,NA,0,"Homer","HomCPort",126,44.1946211578998,58.7792931308291
"2848",NA,1994,6,5,5,10,NA,"","F",111.9,NA,NA,NA,0,"Homer","HomCPort",112,30.174163738861,40.1319429585631
"2849",NA,1994,6,5,5,11,NA,"","F",124.3,NA,NA,NA,0,"Homer","HomCPort",124,41.9618965898669,55.8097468732444
"2850",NA,1994,6,5,5,12,NA,"","F",86.3,NA,NA,NA,0,"Homer","HomCPort",86,12.8216474535934,17.0529207932853
"2851",NA,1994,6,5,5,13,NA,"","F",99.3,NA,NA,NA,0,"Homer","HomCPort",99,20.2314439303907,26.9080250511842
"2852",NA,1994,6,5,5,14,NA,"","M",96.8,NA,NA,NA,0,"Homer","HomCPort",97,18.9369166767327,25.1862907107824
"2853",NA,1994,6,5,5,15,NA,"","F",69.5,NA,NA,NA,0,"Homer","HomCPort",70,6.58091829516383,8.7526878929321
"2854",NA,1994,6,5,5,16,NA,"","F",100.8,NA,NA,NA,0,"Homer","HomCPort",101,21.5858969931053,28.7094613237299
"2855",NA,1994,6,5,5,17,NA,"","F",89.4,NA,NA,NA,0,"Homer","HomCPort",89,14.3282275744224,19.0566875917582
"2856",NA,1994,6,5,5,18,NA,"","F",104.3,NA,NA,NA,0,"Homer","HomCPort",104,23.7332311227181,31.5654374345644
"2857",NA,1994,6,5,5,19,NA,"","F",118.4,NA,NA,NA,0,"Homer","HomCPort",118,35.7327592174688,47.5249311655541
"2858",NA,1994,6,5,5,20,NA,"","F",113,NA,NA,NA,0,"Homer","HomCPort",113,31.0558203756211,41.3045552026575
"2859",NA,1994,6,5,5,21,NA,"","M",100.5,NA,NA,NA,0,"Homer","HomCPort",101,21.5858969931053,28.7094613237299
"2860",NA,1994,6,5,5,22,NA,"","F",82.7,NA,NA,NA,0,"Homer","HomCPort",83,11.4283062149386,15.1997628534186
"2861",NA,1994,6,5,5,23,NA,"","F",179.1,NA,NA,NA,0,"Homer","HomCPort",179,137.851872477473,183.344384648914
"2862",NA,1994,6,5,5,24,NA,"","F",93.5,NA,NA,NA,0,"Homer","HomCPort",94,17.1042129489918,22.7487762166551
"2863",NA,1994,6,5,5,25,NA,"","F",113.4,NA,NA,NA,0,"Homer","HomCPort",113,31.0558203756211,41.3045552026575
"2864",NA,1994,6,5,5,26,NA,"","F",124.8,NA,NA,NA,0,"Homer","HomCPort",125,43.0682565482885,57.2812168078305
"2865",NA,1994,6,5,5,27,NA,"","F",100.6,NA,NA,NA,0,"Homer","HomCPort",101,21.5858969931053,28.7094613237299
"2866",NA,1994,6,9,6,1,NA,"","F",86.5,NA,NA,NA,0,"Homer","HomCPort",87,13.3110166823064,17.703786817025
"2867",NA,1994,6,9,6,2,NA,"","F",141.1,NA,NA,NA,0,"Homer","Unknown",141,63.6266084507889,84.6240327683155
"2868",NA,1994,6,9,6,3,NA,"","F",85.3,NA,NA,NA,0,"Homer","HomCPort",85,12.344859985371,16.4187886382518
"2869",NA,1994,6,9,6,4,NA,"","F",106.5,NA,NA,NA,0,"Homer","HomCPort",107,26.0238944567846,34.6120428369748
"2870",NA,1994,6,9,6,5,NA,"","F",124.3,NA,NA,NA,0,"Homer","HomCPort",124,41.9618965898669,55.8097468732444
"2871",NA,1994,6,9,6,6,NA,"","F",170.8,NA,NA,NA,0,"Homer","HomCPort",171,118.871090514999,158.099752664437
"2872",NA,1994,6,9,6,7,NA,"","F",103.4,NA,NA,NA,0,"Homer","HomCPort",103,23.0017806330211,30.5926008852709
"2873",NA,1994,6,9,6,8,NA,"","",87.9,NA,NA,525931,0,"Homer","HomCPort",88,13.8131493343522,18.3716283228886
"2874",NA,1994,6,9,6,9,NA,"","F",105.3,NA,NA,525931,0,"Homer","HomCPort",105,24.4806067874466,32.5594546277194
"2875",NA,1994,6,9,6,10,NA,"","F",107.7,NA,NA,NA,0,"Homer","HomCPort",108,26.8201879531908,35.6711212410232
"2876",NA,1994,6,9,6,11,NA,"","F",102.6,NA,NA,NA,0,"Homer","HomCPort",103,23.0017806330211,30.5926008852709
"2877",NA,1994,6,9,6,12,NA,"","F",144.2,NA,NA,NA,0,"Homer","HomCPort",144,68.1182251379398,90.5979283910902
"2878",NA,1994,6,9,6,13,NA,"","F",106.4,NA,NA,NA,0,"Homer","HomCPort",106,25.2440977221506,33.5749052929341
"2879",NA,1994,6,9,6,14,NA,"","F",78.5,NA,NA,NA,0,"Homer","HomCPort",79,9.7382433958611,12.9519622105045
"2880",NA,1994,6,9,6,15,NA,"","",93.9,NA,NA,NA,0,"Homer","HomCPort",94,17.1042129489918,22.7487762166551
"2881",NA,1994,6,9,6,16,NA,"","M",104.9,NA,NA,NA,0,"Homer","HomCPort",105,24.4806067874466,32.5594546277194
"2882",NA,1994,6,9,6,17,NA,"","F",94.2,NA,NA,NA,0,"Homer","HomCPort",94,17.1042129489918,22.7487762166551
"2883",NA,1994,6,9,6,18,NA,"","F",94.9,NA,NA,NA,0,"Homer","HomCPort",95,17.7008177429845,23.542266626813
"2884",NA,1994,6,9,6,19,NA,"","F",93.4,NA,NA,NA,0,"Homer","HomCPort",93,16.5216570328072,21.9739709560743
"2885",NA,1994,6,9,6,20,NA,"","F",91.4,NA,NA,NA,0,"Homer","HomCPort",91,15.3979519606891,20.4794318448409
"2886",NA,1994,6,9,6,21,NA,"","",84,NA,NA,NA,0,"Homer","HomCPort",84,11.8804731210747,15.8011494118613
"2887",NA,1994,6,9,6,22,NA,"","F",78.4,NA,NA,NA,0,"Homer","HomCPort",78,9.34448480063655,12.4282592963242
"2888",NA,1994,6,9,6,23,NA,"","",101.5,NA,NA,NA,0,"Homer","HomCPort",102,22.2860656615977,29.6406927344324
"2889",NA,1994,6,9,6,24,NA,"","F",106.5,NA,NA,NA,0,"Homer","HomCPort",107,26.0238944567846,34.6120428369748
"2890",NA,1994,6,9,6,25,NA,"","F",94.2,NA,NA,NA,0,"Homer","HomCPort",94,17.1042129489918,22.7487762166551
"2891",NA,1994,6,10,7,1,2,"","",74.9,NA,9,NA,0,"Homer","Private",75,8.22938427965115,10.9451643251248
