"","year","page","line","port","age","AgeErr","length2","sex2","SEX","LENGTH","NETWT","RNDWT","AGE2","AGECONF","USER","BOATNAME","STATAREA","CAS","MONTH","DAY","SUB","LITHO"
"891",2007,29,29,"CCI",NA,"",NA,"","F",96,18.3,24.4,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,7,30,1,NA
"892",2007,29,30,"CCI",7,"",83,"F","F",83,11.4,15.2,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,7,30,1,NA
"893",2007,29,31,"CCI",NA,"",NA,"","F",83,11.4,15.2,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,7,30,1,NA
"894",2007,29,32,"CCI",NA,"",NA,"","F",78,9.3,12.4,NA,NA,"Charter","ARCTIC EXPEDITION",525931,NA,7,30,1,NA
"895",2007,30,1,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","LUCKY DOG",525931,NA,8,4,2,NA
"896",2007,30,2,"CCI",6,"",75,"F","F",75,8.2,10.9,NA,NA,"Charter","LUCKY DOG",525931,NA,8,4,2,NA
"897",2007,30,3,"CCI",NA,"",NA,"","F",80,10.1,13.5,NA,NA,"Charter","LUCKY DOG",525931,NA,8,4,2,NA
"898",2007,30,4,"CCI",NA,"",NA,"","M",82,11,14.6,NA,NA,"Charter","LUCKY DOG",525931,NA,8,4,2,NA
"899",2007,30,5,"CCI",NA,"",NA,"","M",74,7.9,10.5,NA,NA,"Charter","LUCKY DOG",525931,NA,8,4,2,NA
"900",2007,30,6,"CCI",NA,"",NA,"","F",79,9.7,13,NA,NA,"Charter","LUCKY DOG",525931,NA,8,4,2,NA
"901",2007,30,7,"CCI",NA,"",NA,"","F",100,20.9,27.8,NA,NA,"Charter","MARNI K",525931,NA,8,4,2,NA
"902",2007,30,8,"CCI",11,"",116,"F","F",116,33.8,45,NA,NA,"Charter","MARNI K",525931,NA,8,4,2,NA
"903",2007,30,9,"CCI",7,"",102,"F","F",102,22.3,29.6,NA,NA,"Charter","MARNI K",525931,NA,8,4,2,NA
"904",2007,30,10,"CCI",NA,"",NA,"","F",102,22.3,29.6,NA,NA,"Charter","MARNI K",525931,NA,8,4,2,NA
"905",2007,30,11,"CCI",NA,"",NA,"","M",86,12.8,17.1,NA,NA,"Charter","MARILYN J",525931,NA,8,4,2,NA
"906",2007,30,12,"CCI",NA,"",NA,"","M",90,14.9,19.8,NA,NA,"Charter","MARILYN J",525931,NA,8,4,2,NA
"907",2007,30,13,"CCI",8,"",74,"F","F",74,7.9,10.5,NA,NA,"Charter","MARILYN J",525931,NA,8,4,2,NA
"908",2007,30,14,"CCI",9,"",112,"F","F",112,30.2,40.1,NA,NA,"Charter","MARILYN J",525931,NA,8,4,2,NA
"909",2007,30,15,"CCI",NA,"",NA,"","M",80,10.1,13.5,NA,NA,"Charter","MARILYN J",525931,NA,8,4,2,NA
"910",2007,30,16,"CCI",NA,"",NA,"","M",83,11.4,15.2,NA,NA,"Charter","MARILYN J",525931,NA,8,4,2,NA
"911",2007,30,17,"CCI",NA,"",NA,"","F",71,6.9,9.2,NA,NA,"Charter","MARILYN J",525931,NA,8,4,2,NA
"912",2007,30,18,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","MARILYN J",525931,NA,8,4,2,NA
"913",2007,30,19,"CCI",NA,"",NA,"","F",115,32.9,43.7,NA,NA,"Charter","MARILYN J",525931,NA,8,4,2,NA
"914",2007,30,20,"CCI",NA,"",NA,"","F",92,16,21.2,NA,NA,"Charter","MARILYN J",525931,NA,8,4,2,NA
"915",2007,30,21,"CCI",NA,"",NA,"","F",93,16.5,22,NA,NA,"Charter","SPARE CHANGE",525931,NA,8,4,2,NA
"916",2007,30,22,"CCI",7,"",90,"F","F",90,14.9,19.8,NA,NA,"Charter","SPARE CHANGE",525931,NA,8,4,2,NA
"917",2007,30,23,"CCI",8,"",86,"F","F",86,12.8,17.1,NA,NA,"Charter","SPARE CHANGE",525931,NA,8,4,2,NA
"918",2007,30,24,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","SPARE CHANGE",525931,NA,8,4,2,NA
"919",2007,30,25,"CCI",NA,"",NA,"","F",83,11.4,15.2,NA,NA,"Charter","SPARE CHANGE",525931,NA,8,4,2,NA
"920",2007,30,26,"CCI",NA,"",NA,"","M",81,10.6,14,NA,NA,"Charter","SPARE CHANGE",525931,NA,8,4,2,NA
"921",2007,31,1,"CCI",NA,"",NA,"","F",78,9.3,12.4,NA,NA,"Charter","TILT II",525931,NA,8,5,1,NA
"922",2007,31,2,"CCI",NA,"",NA,"","F",80,10.1,13.5,NA,NA,"Charter","TILT II",525931,NA,8,5,1,NA
"923",2007,31,3,"CCI",NA,"",NA,"","F",92,16,21.2,NA,NA,"Charter","TILT II",525931,NA,8,5,1,NA
"924",2007,31,4,"CCI",NA,"",NA,"","F",99,20.2,26.9,NA,NA,"Charter","TILT II",525931,NA,8,5,1,NA
"925",2007,31,5,"CCI",NA,"",NA,"","M",79,9.7,13,NA,NA,"Charter","TILT II",525931,NA,8,5,1,NA
"926",2007,31,6,"CCI",NA,"",NA,"","F",88,13.8,18.4,NA,NA,"Charter","TILT II",525931,NA,8,5,1,NA
"927",2007,31,7,"CCI",7,"",89,"F","F",89,14.3,19.1,NA,NA,"Charter","TILT II",525931,NA,8,5,1,NA
"928",2007,31,8,"CCI",NA,"",NA,"","F",84,11.9,15.8,NA,NA,"Charter","TILT II",525931,NA,8,5,1,NA
"929",2007,31,9,"CCI",NA,"",NA,"","F",85,12.3,16.4,NA,NA,"Charter","TILT II",525931,NA,8,5,1,NA
"930",2007,31,10,"CCI",8,"",96,"F","F",96,18.3,24.4,NA,NA,"Charter","TILT II",525931,NA,8,5,1,NA
"931",2007,31,11,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","TILT II",525931,NA,8,5,1,NA
"932",2007,31,12,"CCI",NA,"",NA,"","F",100,20.9,27.8,NA,NA,"Charter","TILT II",525931,NA,8,5,1,NA
"933",2007,31,13,"CCI",NA,"",NA,"","F",83,11.4,15.2,NA,NA,"Charter","REDEEMER",525931,NA,8,5,1,NA
"934",2007,31,14,"CCI",7,"",78,"F","F",78,9.3,12.4,NA,NA,"Charter","REDEEMER",525931,NA,8,5,1,NA
"935",2007,31,15,"CCI",NA,"",NA,"","F",85,12.3,16.4,NA,NA,"Charter","REDEEMER",525931,NA,8,5,1,NA
"936",2007,31,16,"CCI",NA,"",NA,"","M",75,8.2,10.9,NA,NA,"Charter","REDEEMER",525931,NA,8,5,1,NA
"937",2007,31,17,"CCI",NA,"",NA,"","U",75,8.2,10.9,NA,NA,"Charter","REDEEMER",525931,NA,8,5,1,NA
"938",2007,31,18,"CCI",NA,"",NA,"","F",82,11,14.6,NA,NA,"Charter","REDEEMER",525931,NA,8,5,1,NA
"939",2007,31,19,"CCI",NA,"",NA,"","F",78,9.3,12.4,NA,NA,"Charter","MISS SHIRLEY",525931,NA,8,5,1,NA
"940",2007,31,20,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","MISS SHIRLEY",525931,NA,8,5,1,NA
"941",2007,31,21,"CCI",7,"",81,"F","F",81,10.6,14,NA,NA,"Charter","MISS SHIRLEY",525931,NA,8,5,1,NA
"942",2007,31,22,"CCI",NA,"",NA,"","M",89,14.3,19.1,NA,NA,"Charter","MISS SHIRLEY",525931,NA,8,5,1,NA
"943",2007,31,23,"CCI",8,"",80,"F","F",80,10.1,13.5,NA,NA,"Charter","MISS SHIRLEY",525931,NA,8,5,1,NA
"944",2007,31,24,"CCI",NA,"",NA,"","F",92,16,21.2,NA,NA,"Charter","MISS SHIRLEY",525931,NA,8,5,1,NA
"945",2007,31,25,"CCI",NA,"",NA,"","F",80,10.1,13.5,NA,NA,"Charter","MISS SHIRLEY",525931,NA,8,5,1,NA
"946",2007,31,26,"CCI",8,"",81,"F","F",81,10.6,14,NA,NA,"Charter","MISS SHIRLEY",525931,NA,8,5,1,NA
"947",2007,31,27,"CCI",NA,"",NA,"","M",79,9.7,13,NA,NA,"Charter","GLACIER BEAR",525931,NA,8,5,1,NA
"948",2007,31,28,"CCI",NA,"",NA,"","F",73,7.5,10,NA,NA,"Charter","GLACIER BEAR",525931,NA,8,5,1,NA
"949",2007,31,29,"CCI",9,"",82,"F","F",82,11,14.6,NA,NA,"Charter","GLACIER BEAR",525931,NA,8,5,1,NA
"950",2007,31,30,"CCI",NA,"",NA,"","F",84,11.9,15.8,NA,NA,"Charter","GLACIER BEAR",525931,NA,8,5,1,NA
"951",2007,31,31,"CCI",7,"",78,"F","F",78,9.3,12.4,NA,NA,"Charter","GLACIER BEAR",525931,NA,8,5,1,NA
"952",2007,31,32,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","GLACIER BEAR",525931,NA,8,5,1,NA
"953",2007,31,33,"CCI",NA,"",NA,"","F",90,14.9,19.8,NA,NA,"Charter","GLACIER BEAR",525931,NA,8,5,1,NA
"954",2007,31,34,"CCI",NA,"",NA,"","F",84,11.9,15.8,NA,NA,"Charter","GLACIER BEAR",525931,NA,8,5,1,NA
"955",2007,31,35,"CCI",8,"",89,"F","F",89,14.3,19.1,NA,NA,"Charter","GLACIER BEAR",525931,NA,8,5,1,NA
"956",2007,31,36,"CCI",9,"",98,"F","F",98,19.6,26,NA,NA,"Charter","GLACIER BEAR",525931,NA,8,5,1,NA
"957",2007,31,37,"CCI",NA,"",NA,"","F",115,32.9,43.7,NA,NA,"Charter","GLACIER BEAR",525931,NA,8,5,1,NA
"958",2007,31,38,"CCI",NA,"",NA,"","F",109,27.6,36.8,NA,NA,"Charter","GLACIER BEAR",525931,NA,8,5,1,NA
"959",2007,32,1,"CCI",8,"",93,"F","F",93,16.5,22,NA,NA,"Private","",NA,NA,8,8,1,NA
"960",2007,32,2,"CCI",8,"",111,"F","F",111,29.3,39,NA,NA,"Private","",NA,NA,8,8,1,NA
"961",2007,32,3,"CCI",7,"",69,"F","F",69,6.3,8.4,NA,NA,"Private","",NA,NA,8,8,1,NA
"962",2007,32,4,"CCI",7,"",82,"F","F",82,11,14.6,NA,NA,"Private","",NA,NA,8,8,1,NA
"963",2007,32,5,"CCI",NA,"",NA,"","F",61,4.2,5.6,NA,NA,"Charter","RUBY TOO",525931,NA,8,8,1,NA
"964",2007,32,6,"CCI",NA,"",NA,"","M",73,7.5,10,NA,NA,"Charter","RUBY TOO",525931,NA,8,8,1,NA
"965",2007,32,7,"CCI",6,"",67,"F","F",67,5.7,7.6,NA,NA,"Charter","RUBY TOO",525931,NA,8,8,1,NA
"966",2007,32,8,"CCI",NA,"",NA,"","M",68,6,8,NA,NA,"Charter","RUBY TOO",525931,NA,8,8,1,NA
"967",2007,32,9,"CCI",NA,"",NA,"","F",78,9.3,12.4,NA,NA,"Charter","RUBY TOO",525931,NA,8,8,1,NA
"968",2007,32,10,"CCI",NA,"",NA,"","F",85,12.3,16.4,NA,NA,"Charter","RUBY TOO",525931,NA,8,8,1,NA
"969",2007,32,11,"CCI",8,"",74,"F","F",74,7.9,10.5,NA,NA,"Charter","RUBY TOO",525931,NA,8,8,1,NA
"970",2007,32,12,"CCI",NA,"",NA,"","F",75,8.2,10.9,NA,NA,"Charter","RUBY TOO",525931,NA,8,8,1,NA
"971",2007,32,13,"CCI",8,"",84,"F","F",84,11.9,15.8,NA,NA,"Charter","RUBY TOO",525931,NA,8,8,1,NA
"972",2007,32,14,"CCI",NA,"",NA,"","F",88,13.8,18.4,NA,NA,"Charter","RUBY TOO",525931,NA,8,8,1,NA
"973",2007,32,15,"CCI",NA,"",NA,"","F",107,26,34.6,NA,NA,"Charter","RUBY TOO",525931,NA,8,8,1,NA
"974",2007,32,16,"CCI",NA,"",NA,"","F",117,34.8,46.2,NA,NA,"Charter","RUBY TOO",525931,NA,8,8,1,NA
"975",2007,32,17,"CCI",7,"",81,"F","F",81,10.6,14,NA,NA,"Charter","DREAM CATCHER II",525931,NA,8,8,1,NA
"976",2007,32,18,"CCI",7,"",84,"F","F",84,11.9,15.8,NA,NA,"Charter","DREAM CATCHER II",525931,NA,8,8,1,NA
"977",2007,32,19,"CCI",NA,"",NA,"","F",74,7.9,10.5,NA,NA,"Charter","DREAM CATCHER II",525931,NA,8,8,1,NA
"978",2007,32,20,"CCI",NA,"",NA,"","M",85,12.3,16.4,NA,NA,"Charter","DREAM CATCHER II",525931,NA,8,8,1,NA
"979",2007,32,21,"CCI",NA,"",NA,"","F",74,7.9,10.5,NA,NA,"Charter","DREAM CATCHER II",525931,NA,8,8,1,NA
"980",2007,32,22,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","DREAM CATCHER II",525931,NA,8,8,1,NA
"981",2007,32,23,"CCI",NA,"",NA,"","F",80,10.1,13.5,NA,NA,"Charter","DREAM CATCHER II",525931,NA,8,8,1,NA
"982",2007,32,24,"CCI",6,"",74,"F","F",74,7.9,10.5,NA,NA,"Charter","DREAM CATCHER II",525931,NA,8,8,1,NA
"983",2007,32,25,"CCI",NA,"",NA,"","F",75,8.2,10.9,NA,NA,"Charter","DREAM CATCHER II",525931,NA,8,8,1,NA
"984",2007,32,26,"CCI",8,"",91,"F","F",91,15.4,20.5,NA,NA,"Charter","DREAM CATCHER II",525931,NA,8,8,1,NA
"985",2007,32,27,"CCI",7,"",93,"F","F",93,16.5,22,NA,NA,"Charter","DREAM CATCHER II",525931,NA,8,8,1,NA
"986",2007,32,28,"CCI",NA,"",NA,"","M",81,10.6,14,NA,NA,"Charter","DREAM CATCHER II",525931,NA,8,8,1,NA
"987",2007,32,29,"CCI",7,"",88,"F","F",88,13.8,18.4,NA,NA,"Private","",515939,NA,8,8,1,NA
"988",2007,32,30,"CCI",NA,"I",118,"F","F",118,35.7,47.5,NA,NA,"Private","",515939,NA,8,8,1,NA
"989",2007,32,31,"CCI",8,"",85,"F","F",85,12.3,16.4,NA,NA,"Private","",515939,NA,8,8,1,NA
"990",2007,32,32,"CCI",9,"",84,"M","M",84,11.9,15.8,NA,NA,"Private","",515939,NA,8,8,1,NA
"991",2007,33,1,"CCI",NA,"",NA,"","F",88,13.8,18.4,NA,NA,"Charter","JODI LYNN III",525931,NA,8,12,1,NA
"992",2007,33,2,"CCI",NA,"",NA,"","M",82,11,14.6,NA,NA,"Charter","JODI LYNN III",525931,NA,8,12,1,NA
"993",2007,33,3,"CCI",11,"",80,"F","F",80,10.1,13.5,NA,NA,"Charter","JODI LYNN III",525931,NA,8,12,1,NA
"994",2007,33,4,"CCI",7,"",79,"F","F",79,9.7,13,NA,NA,"Charter","JODI LYNN III",525931,NA,8,12,1,NA
"995",2007,33,5,"CCI",NA,"",NA,"","M",68,6,8,NA,NA,"Charter","JODI LYNN III",525931,NA,8,12,1,NA
"996",2007,33,6,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","JODI LYNN III",525931,NA,8,12,1,NA
"997",2007,33,7,"CCI",NA,"",NA,"","M",75,8.2,10.9,NA,NA,"Charter","JODI LYNN III",525931,NA,8,12,1,NA
"998",2007,33,8,"CCI",NA,"",NA,"","F",83,11.4,15.2,NA,NA,"Charter","JODI LYNN III",525931,NA,8,12,1,NA
"999",2007,33,9,"CCI",NA,"",NA,"","F",73,7.5,10,NA,NA,"Charter","JODI LYNN III",525931,NA,8,12,1,NA
"1000",2007,33,10,"CCI",11,"",78,"M","M",78,9.3,12.4,NA,NA,"Charter","JODI LYNN III",525931,NA,8,12,1,NA
"1001",2007,33,11,"CCI",7,"",77,"M","M",77,9,11.9,NA,NA,"Charter","JODI LYNN III",525931,NA,8,12,1,NA
"1002",2007,33,12,"CCI",NA,"",NA,"","F",74,7.9,10.5,NA,NA,"Charter","JODI LYNN III",525931,NA,8,12,1,NA
"1003",2007,33,13,"CCI",NA,"",NA,"","F",89,14.3,19.1,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1004",2007,33,14,"CCI",NA,"",NA,"","F",64,4.9,6.5,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1005",2007,33,15,"CCI",7,"",69,"F","F",69,6.3,8.4,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1006",2007,33,16,"CCI",5,"",68,"M","M",68,6,8,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1007",2007,33,17,"CCI",NA,"",NA,"","F",87,13.3,17.7,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1008",2007,33,18,"CCI",18,"",77,"M","M",77,9,11.9,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1009",2007,33,19,"CCI",NA,"",NA,"","F",74,7.9,10.5,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1010",2007,33,20,"CCI",7,"",89,"F","F",89,14.3,19.1,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1011",2007,33,21,"CCI",7,"",84,"F","F",84,11.9,15.8,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1012",2007,33,22,"CCI",NA,"",NA,"","F",72,7.2,9.6,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1013",2007,33,23,"CCI",NA,"",NA,"","F",72,7.2,9.6,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1014",2007,33,24,"CCI",10,"",81,"M","M",81,10.6,14,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1015",2007,33,25,"CCI",NA,"",NA,"","F",78,9.3,12.4,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1016",2007,33,26,"CCI",8,"",74,"F","F",74,7.9,10.5,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1017",2007,33,27,"CCI",8,"",85,"F","F",85,12.3,16.4,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1018",2007,33,28,"CCI",NA,"",NA,"","M",83,11.4,15.2,NA,NA,"Charter","EXCITER",525931,NA,8,12,1,NA
"1019",2007,34,1,"CCI",NA,"",NA,"","F",169,114.4,152.2,NA,NA,"Charter","NORTH GULF EXPLORER",525931,NA,8,15,2,NA
"1020",2007,34,2,"CCI",NA,"",NA,"","F",88,13.8,18.4,NA,NA,"Charter","NORTH GULF EXPLORER",525931,NA,8,15,2,NA
"1021",2007,34,3,"CCI",NA,"",NA,"","F",95,17.7,23.5,NA,NA,"Charter","NORTH GULF EXPLORER",525931,NA,8,15,2,NA
"1022",2007,34,4,"CCI",19,"",80,"M","M",80,10.1,13.5,NA,NA,"Charter","NORTH GULF EXPLORER",525931,NA,8,15,2,NA
"1023",2007,34,5,"CCI",8,"",105,"F","F",105,24.5,32.6,NA,NA,"Charter","NORTH GULF EXPLORER",525931,NA,8,15,2,NA
"1024",2007,34,6,"CCI",NA,"",NA,"","F",96,18.3,24.4,NA,NA,"Charter","NORTH GULF EXPLORER",525931,NA,8,15,2,NA
"1025",2007,34,7,"CCI",NA,"",NA,"","F",130,48.9,65,NA,NA,"Charter","NORTH GULF EXPLORER",525931,NA,8,15,2,NA
"1026",2007,34,8,"CCI",NA,"",NA,"","F",143,66.6,88.6,NA,NA,"Charter","NORTH GULF EXPLORER",525931,NA,8,15,2,NA
"1027",2007,34,9,"CCI",7,"",83,"F","F",83,11.4,15.2,NA,NA,"Charter","PEACE OF MIND",525931,NA,8,15,2,NA
"1028",2007,34,10,"CCI",NA,"",NA,"","F",90,14.9,19.8,NA,NA,"Charter","PEACE OF MIND",525931,NA,8,15,2,NA
"1029",2007,34,11,"CCI",9,"",96,"F","F",96,18.3,24.4,NA,NA,"Charter","PEACE OF MIND",525931,NA,8,15,2,NA
"1030",2007,34,12,"CCI",NA,"",NA,"","F",92,16,21.2,NA,NA,"Charter","PEACE OF MIND",525931,NA,8,15,2,NA
"1031",2007,34,13,"CCI",NA,"",NA,"","F",110,28.5,37.9,NA,NA,"Charter","PEACE OF MIND",525931,NA,8,15,2,NA
"1032",2007,34,14,"CCI",NA,"",NA,"","F",116,33.8,45,NA,NA,"Charter","PEACE OF MIND",525931,NA,8,15,2,NA
"1033",2007,35,1,"CCI",NA,"",NA,"","F",77,9,11.9,NA,NA,"Charter","UNFORGIVEN",525931,NA,8,17,1,NA
"1034",2007,35,2,"CCI",NA,"",NA,"","F",80,10.1,13.5,NA,NA,"Charter","UNFORGIVEN",525931,NA,8,17,1,NA
"1035",2007,35,3,"CCI",7,"",88,"F","F",88,13.8,18.4,NA,NA,"Charter","UNFORGIVEN",525931,NA,8,17,1,NA
"1036",2007,35,4,"CCI",NA,"",NA,"","M",75,8.2,10.9,NA,NA,"Charter","UNFORGIVEN",525931,NA,8,17,1,NA
"1037",2007,35,5,"CCI",8,"",91,"F","F",91,15.4,20.5,NA,NA,"Charter","UNFORGIVEN",525931,NA,8,17,1,NA
"1038",2007,35,6,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","UNFORGIVEN",525931,NA,8,17,1,NA
"1039",2007,35,7,"CCI",8,"",82,"F","F",82,11,14.6,NA,NA,"Charter","UNFORGIVEN",525931,NA,8,17,1,NA
"1040",2007,35,8,"CCI",NA,"",NA,"","F",79,9.7,13,NA,NA,"Charter","UNFORGIVEN",525931,NA,8,17,1,NA
"1041",2007,35,9,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","UNFORGIVEN",525931,NA,8,17,1,NA
"1042",2007,35,10,"CCI",NA,"",NA,"","M",77,9,11.9,NA,NA,"Charter","UNFORGIVEN",525931,NA,8,17,1,NA
"1043",2007,35,11,"CCI",NA,"",NA,"","F",76,8.6,11.4,NA,NA,"Charter","UNFORGIVEN",525931,NA,8,17,1,NA
"1044",2007,35,12,"CCI",7,"",77,"F","F",77,9,11.9,NA,NA,"Charter","UNFORGIVEN",525931,NA,8,17,1,NA
"1045",2007,35,13,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","DISCOVER",525931,NA,8,17,1,NA
"1046",2007,35,14,"CCI",NA,"",NA,"","F",85,12.3,16.4,NA,NA,"Charter","DISCOVER",525931,NA,8,17,1,NA
"1047",2007,35,15,"CCI",NA,"",NA,"","F",75,8.2,10.9,NA,NA,"Charter","DISCOVER",525931,NA,8,17,1,NA
"1048",2007,35,16,"CCI",NA,"",NA,"","F",92,16,21.2,NA,NA,"Charter","DISCOVER",525931,NA,8,17,1,NA
"1049",2007,35,17,"CCI",NA,"",NA,"","M",82,11,14.6,NA,NA,"Charter","DISCOVER",525931,NA,8,17,1,NA
"1050",2007,35,18,"CCI",6,"",87,"F","F",87,13.3,17.7,NA,NA,"Charter","DISCOVER",525931,NA,8,17,1,NA
"1051",2007,35,19,"CCI",NA,"",NA,"","F",89,14.3,19.1,NA,NA,"Charter","DISCOVER",525931,NA,8,17,1,NA
"1052",2007,35,20,"CCI",NA,"",NA,"","F",95,17.7,23.5,NA,NA,"Charter","DISCOVER",525931,NA,8,17,1,NA
"1053",2007,35,21,"CCI",NA,"",NA,"","F",75,8.2,10.9,NA,NA,"Charter","DISCOVER",525931,NA,8,17,1,NA
"1054",2007,35,22,"CCI",NA,"",NA,"","F",79,9.7,13,NA,NA,"Charter","DISCOVER",525931,NA,8,17,1,NA
"1055",2007,35,23,"CCI",NA,"",NA,"","F",76,8.6,11.4,NA,NA,"Charter","DISCOVER",525931,NA,8,17,1,NA
"1056",2007,35,24,"CCI",NA,"",NA,"","F",84,11.9,15.8,NA,NA,"Charter","DISCOVER",525931,NA,8,17,1,NA
"1057",2007,35,25,"CCI",9,"",102,"F","F",102,22.3,29.6,NA,NA,"Charter","TILT II",525931,NA,8,17,1,NA
"1058",2007,35,26,"CCI",7,"",77,"F","F",77,9,11.9,NA,NA,"Charter","TILT II",525931,NA,8,17,1,NA
"1059",2007,35,27,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","TILT II",525931,NA,8,17,1,NA
"1060",2007,35,28,"CCI",NA,"",NA,"","F",79,9.7,13,NA,NA,"Charter","TILT II",525931,NA,8,17,1,NA
"1061",2007,35,29,"CCI",13,"",85,"M","M",85,12.3,16.4,NA,NA,"Charter","TILT II",525931,NA,8,17,1,NA
"1062",2007,35,30,"CCI",NA,"I",83,"F","F",83,11.4,15.2,NA,NA,"Charter","TILT II",525931,NA,8,17,1,NA
"1063",2007,35,31,"CCI",NA,"",NA,"","F",71,6.9,9.2,NA,NA,"Charter","TILT II",525931,NA,8,17,1,NA
"1064",2007,35,32,"CCI",NA,"",NA,"","F",80,10.1,13.5,NA,NA,"Charter","TILT II",525931,NA,8,17,1,NA
"1065",2007,35,33,"CCI",5,"",78,"F","F",78,9.3,12.4,NA,NA,"Private","",525931,NA,8,17,1,NA
"1066",2007,35,34,"CCI",6,"",66,"F","F",66,5.4,7.2,NA,NA,"Private","",525931,NA,8,17,1,NA
"1067",2007,35,35,"CCI",7,"",72,"M","M",72,7.2,9.6,NA,NA,"Private","",525931,NA,8,17,1,NA
"1068",2007,35,36,"CCI",NA,"I",69,"F","F",69,6.3,8.4,NA,NA,"Private","",525931,NA,8,17,1,NA
"1069",2007,35,37,"CCI",8,"",84,"F","F",84,11.9,15.8,NA,NA,"Private","",525931,NA,8,17,1,NA
"1070",2007,35,38,"CCI",7,"",80,"F","F",80,10.1,13.5,NA,NA,"Private","",525931,NA,8,17,1,NA
"1071",2007,35,39,"CCI",7,"",74,"F","F",74,7.9,10.5,NA,NA,"Private","",525931,NA,8,17,1,NA
"1072",2007,35,40,"CCI",6,"",74,"F","F",74,7.9,10.5,NA,NA,"Private","",525931,NA,8,17,1,NA
"1073",2007,35,41,"CCI",7,"",90,"F","F",90,14.9,19.8,NA,NA,"Private","",525931,NA,8,17,1,NA
"1074",2007,35,42,"CCI",7,"",71,"F","F",71,6.9,9.2,NA,NA,"Private","",NA,NA,8,17,1,NA
"1075",2007,35,43,"CCI",8,"",84,"F","F",84,11.9,15.8,NA,NA,"Private","",NA,NA,8,17,1,NA
"1076",2007,35,44,"CCI",8,"",81,"M","M",81,10.6,14,NA,NA,"Private","",NA,NA,8,17,1,NA
"1077",2007,35,45,"CCI",6,"",69,"M","M",69,6.3,8.4,NA,NA,"Private","",NA,NA,8,17,1,NA
"1078",2007,35,46,"CCI",7,"",83,"F","F",83,11.4,15.2,NA,NA,"Private","",NA,NA,8,17,1,NA
"1079",2007,35,47,"CCI",6,"",86,"F","F",86,12.8,17.1,NA,NA,"Private","",NA,NA,8,17,1,NA
"1080",2007,35,48,"CCI",8,"",83,"F","F",83,11.4,15.2,NA,NA,"Private","",NA,NA,8,17,1,NA
"1081",2007,36,1,"CCI",8,"",81,"F","F",81,10.6,14,NA,NA,"Charter","MARNI K",525931,NA,8,19,2,NA
"1082",2007,36,2,"CCI",NA,"",NA,"","F",87,13.3,17.7,NA,NA,"Charter","MARNI K",525931,NA,8,19,2,NA
"1083",2007,36,3,"CCI",NA,"",NA,"","F",92,16,21.2,NA,NA,"Charter","MARNI K",525931,NA,8,19,2,NA
"1084",2007,36,4,"CCI",NA,"",NA,"","F",84,11.9,15.8,NA,NA,"Charter","MARNI K",525931,NA,8,19,2,NA
"1085",2007,36,5,"CCI",NA,"",NA,"","F",81,10.6,14,NA,NA,"Charter","MARNI K",525931,NA,8,19,2,NA
"1086",2007,36,6,"CCI",NA,"",NA,"","F",86,12.8,17.1,NA,NA,"Charter","MARNI K",525931,NA,8,19,2,NA
"1087",2007,37,1,"CCI",NA,"",NA,"","F",101,21.6,28.7,NA,NA,"Charter","BIG IRON",525931,NA,8,20,1,NA
"1088",2007,37,2,"CCI",NA,"",NA,"","F",88,13.8,18.4,NA,NA,"Charter","BIG IRON",525931,NA,8,20,1,NA
"1089",2007,37,3,"CCI",NA,"",NA,"","F",82,11,14.6,NA,NA,"Charter","BIG IRON",525931,NA,8,20,1,NA
