PORT,PAGE,LINE,YEAR,AGE,AGE2,AGEERR,SEX,LENGTH,NETWT,RNDWT,AGECONF,USER,BOATNAME,STATAREA,CAS,GAF,MONTH,DAY,SUB
CCI,19,17,2022,,,,M,74,7.537521211,10.04766468,,Charter,TRUE GRIT,525931,0,0,8,12,1
CCI,19,18,2022,,,,M,72,6.918054489,9.221903303,,Charter,TRUE GRIT,525931,0,0,8,12,1
CCI,19,19,2022,,,,M,83,10.7956226,14.39077819,,Charter,TRUE GRIT,525931,0,0,8,12,1
CCI,19,20,2022,,,,F,87,12.50917088,16.67497191,,Charter,TRUE GRIT,525931,0,0,8,12,1
CCI,19,21,2022,,,,M,76,8.193695274,10.92235767,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,22,2022,,,,M,70,6.334176049,8.443581807,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,23,2022,,,,F,62,4.332307282,5.775051193,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,24,2022,,,,F,67,5.522648429,7.361799458,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,25,2022,,,,F,79,9.249240246,12.32941997,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,26,2022,,,,F,67,5.522648429,7.361799458,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,27,2022,,,,F,68,5.784770866,7.711213845,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,28,2022,,,,M,75,7.860949729,10.47880128,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,29,2022,,,,M,66,5.268728051,7.023318578,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,30,2022,,,,M,60,3.909729203,5.211746266,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,31,2022,,,,M,68,5.784770866,7.711213845,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,32,2022,,,,M,72,6.918054489,9.221903303,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,33,2022,,,,F,65,5.022871535,6.695586986,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,34,2022,,,,F,69,6.055233829,8.071746318,,Charter,EXCITER,525931,0,0,8,12,1
CCI,19,35,2022,,,,M,76,8.193695274,10.92235767,,Charter,ARCTIC ENDURANCE,525931,0,0,8,12,1
CCI,19,36,2022,,,,M,71,6.621736519,8.826905594,,Charter,ARCTIC ENDURANCE,525931,0,0,8,12,1
CCI,19,37,2022,,,,F,76,8.193695274,10.92235767,,Charter,ARCTIC ENDURANCE,525931,0,0,8,12,1
CCI,19,38,2022,,,,M,66,5.268728051,7.023318578,,Charter,ARCTIC ENDURANCE,525931,0,0,8,12,1
CCI,19,39,2022,,,,F,68,5.784770866,7.711213845,,Charter,ARCTIC ENDURANCE,525931,0,0,8,12,1
CCI,19,40,2022,,,,F,72,6.918054489,9.221903303,,Charter,ARCTIC ENDURANCE,525931,0,0,8,12,1
CCI,19,41,2022,,,,F,71,6.621736519,8.826905594,,Charter,ARCTIC ENDURANCE,525931,0,0,8,12,1
CCI,19,42,2022,,,,F,91,14.39901627,19.19417315,,Charter,ARCTIC ENDURANCE,525931,0,0,8,12,1
CCI,19,43,2022,,,,M,93,15.41291891,20.54572539,,Charter,ARCTIC ENDURANCE,525931,0,0,8,12,1
CCI,19,44,2022,,,,F,67,5.522648429,7.361799458,,Charter,ARCTIC ENDURANCE,525931,0,0,8,12,1
CCI,19,45,2022,,,,F,77,8.535898344,11.37852112,,Charter,ARCTIC ENDURANCE,525931,0,0,8,12,1
CCI,19,46,2022,,,,F,84,11.20798213,14.9404616,,Charter,ARCTIC ENDURANCE,525931,0,0,8,12,1
CCI,20,1,2022,,,,M,80,9.620661265,12.82453153,,Charter,ARCTIC EXPEDITION,525931,0,0,8,16,1
CCI,20,2,2022,,,,F,64,4.784940955,6.378420822,,Charter,ARCTIC EXPEDITION,525931,0,0,8,16,1
CCI,20,3,2022,,,,F,58,3.51611349,4.687048744,,Charter,ARCTIC EXPEDITION,525931,0,0,8,16,1
CCI,20,4,2022,,,,M,90,13.90952563,18.54167245,,Charter,ARCTIC EXPEDITION,525931,0,0,8,16,1
CCI,20,5,2022,,,,F,71,6.621736519,8.826905594,,Charter,ARCTIC EXPEDITION,525931,0,0,8,16,1
CCI,20,6,2022,,,,F,76,8.193695274,10.92235767,,Charter,ARCTIC EXPEDITION,525931,0,0,8,16,1
CCI,20,7,2022,,,,F,82,10.39371065,13.85502163,,Charter,ARCTIC EXPEDITION,525931,0,0,8,16,1
CCI,20,8,2022,,,,F,69,6.055233829,8.071746318,,Charter,ARCTIC EXPEDITION,525931,0,0,8,16,1
CCI,20,9,2022,,,,F,83,10.7956226,14.39077819,,Charter,ARCTIC EXPEDITION,525931,0,0,8,16,1
CCI,20,10,2022,,,,M,49,2.07418264,2.764926435,,Charter,ARCTIC EXPEDITION,525931,0,0,8,16,1
CCI,20,11,2022,,,,M,76,8.193695274,10.92235767,,Charter,ARCTIC ENDURANCE,525931,0,0,8,16,1
CCI,20,12,2022,,,,M,70,6.334176049,8.443581807,,Charter,ARCTIC ENDURANCE,525931,0,0,8,16,1
CCI,20,13,2022,,,,M,65,5.022871535,6.695586986,,Charter,ARCTIC ENDURANCE,525931,0,0,8,16,1
CCI,20,14,2022,,,,F,61,4.117329729,5.488481869,,Charter,ARCTIC ENDURANCE,525931,0,0,8,16,1
CCI,20,15,2022,,,,M,63,4.554798661,6.071636597,,Charter,ARCTIC ENDURANCE,525931,0,0,8,16,1
CCI,20,16,2022,,,,M,77,8.535898344,11.37852112,,Charter,ARCTIC ENDURANCE,525931,0,0,8,16,1
CCI,20,17,2022,,,,F,78,8.887699676,11.84747925,,Charter,ARCTIC ENDURANCE,525931,0,0,8,16,1
CCI,20,18,2022,,,,M,72,6.918054489,9.221903303,,Charter,ARCTIC ENDURANCE,525931,0,0,8,16,1
CCI,20,19,2022,,,,M,79,9.249240246,12.32941997,,Charter,ARCTIC ENDURANCE,525931,0,0,8,16,1
CCI,20,20,2022,,,,F,72,6.918054489,9.221903303,,Charter,ARCTIC ENDURANCE,525931,0,0,8,16,1
CCI,20,21,2022,,,,M,74,7.537521211,10.04766468,,Charter,ARCTIC ENDURANCE,525931,0,0,8,16,1
CCI,20,22,2022,,,,F,91,14.39901627,19.19417315,,Charter,ARCTIC ENDURANCE,525931,0,0,8,16,1
CCI,21,1,2022,,,,F,84,11.20798213,14.9404616,,Charter,CARNIVORE,525931,0,0,8,21,1
CCI,21,2,2022,,,,M,63,4.554798661,6.071636597,,Charter,CARNIVORE,525931,0,0,8,21,1
CCI,21,3,2022,,,,F,58,3.51611349,4.687048744,,Charter,CARNIVORE,525931,0,0,8,21,1
CCI,21,4,2022,,,,F,106,23.21349984,30.94405387,,Charter,CARNIVORE,525931,0,0,8,21,1
CCI,21,5,2022,,,,U,101,19.9553415,26.60086445,,Charter,CARNIVORE,525931,0,0,8,21,1
CCI,21,6,2022,,,,F,118,32.47311476,43.2873035,,Charter,CARNIVORE,525931,0,0,8,21,1
CCI,21,7,2022,,,,F,117,31.61950099,42.14941948,,Charter,CARNIVORE,525931,0,0,8,21,1
CCI,21,8,2022,,,,F,101,19.9553415,26.60086445,,Charter,CARNIVORE,525931,0,0,8,21,1
CCI,21,9,2022,,,,F,60,3.909729203,5.211746266,,Charter,CARNIVORE,525931,0,0,8,21,1
CCI,21,10,2022,,,,F,65,5.022871535,6.695586986,,Charter,CARNIVORE,525931,0,0,8,21,1
CCI,21,11,2022,,,,M,60,3.909729203,5.211746266,,Charter,CARNIVORE,525931,0,0,8,21,1
CCI,21,12,2022,,,,F,67,5.522648429,7.361799458,,Charter,CARNIVORE,525931,0,0,8,21,1
CCI,21,13,2022,,,,F,65,5.022871535,6.695586986,,Charter,TILT II,525931,0,0,8,21,1
CCI,21,14,2022,,,,M,64,4.784940955,6.378420822,,Charter,TILT II,525931,0,0,8,21,1
CCI,21,15,2022,,,,F,69,6.055233829,8.071746318,,Charter,TILT II,525931,0,0,8,21,1
CCI,21,16,2022,,,,F,68,5.784770866,7.711213845,,Charter,TILT II,525931,0,0,8,21,1
CCI,21,17,2022,,,,M,66,5.268728051,7.023318578,,Charter,TILT II,525931,0,0,8,21,1
CCI,21,18,2022,,,,F,103,21.21845597,28.28462099,,Charter,TILT II,525931,0,0,8,21,1
CCI,21,19,2022,,,,F,108,24.61215374,32.80848715,,Charter,TILT II,525931,0,0,8,21,1
CCI,21,20,2022,,,,F,118,32.47311476,43.2873035,,Charter,TILT II,525931,0,0,8,21,1
CCI,21,21,2022,,,,F,124,37.92653256,50.55681716,,Charter,TILT II,525931,0,0,8,21,1
CCI,21,22,2022,,,,F,126,39.87429988,53.15322948,,Charter,TILT II,525931,0,0,8,21,1
CCI,21,23,2022,,,,F,59,3.709369195,4.944662417,,Charter,SHANTELLY MARIE,525931,0,0,8,21,1
CCI,21,24,2022,,,,F,54,2.811420018,3.747678425,,Charter,SHANTELLY MARIE,525931,0,0,8,21,1
CCI,21,25,2022,,,,F,69,6.055233829,8.071746318,,Charter,SHANTELLY MARIE,525931,0,0,8,21,1
CCI,21,26,2022,,,,F,75,7.860949729,10.47880128,,Charter,SHANTELLY MARIE,525931,0,0,8,21,1
CCI,21,27,2022,,,,F,92,14.90009935,19.86212679,,Charter,SHANTELLY MARIE,525931,0,0,8,21,1
CCI,21,28,2022,,,,F,95,16.47434472,21.96062696,,Charter,SHANTELLY MARIE,525931,0,0,8,21,1
CCI,21,29,2022,,,,M,70,6.334176049,8.443581807,,Charter,SHANTELLY MARIE,525931,0,0,8,21,1
CCI,21,30,2022,,,,M,76,8.193695274,10.92235767,,Charter,SHANTELLY MARIE,525931,0,0,8,21,1
CCI,21,31,2022,,,,F,60,3.909729203,5.211746266,,Charter,SHANTELLY MARIE,525931,0,0,8,21,1
CCI,21,32,2022,,,,F,60,3.909729203,5.211746266,,Charter,SHANTELLY MARIE,525931,0,0,8,21,1
CCI,21,33,2022,,,,F,95,16.47434472,21.96062696,,Charter,SHANTELLY MARIE,525931,0,0,8,21,1
CCI,21,34,2022,,,,F,119,33.34227688,44.44591378,,Charter,SHANTELLY MARIE,525931,0,0,8,21,1
Homer,1,1,2022,,,,F,74,7.537521211,10.04766468,,Private,P1,515937,0,0,5,19,
Homer,1,2,2022,,,,F,73,7.223269467,9.628760898,,Private,P1,515937,0,0,5,19,
Homer,1,3,2022,,,,M,67,5.522648429,7.361799458,,Private,P1,515937,0,0,5,19,
Homer,1,4,2022,,,,F,57,3.329826174,4.438724072,,Private,P1,515937,0,0,5,19,
Homer,1,5,2022,,,,F,85,11.63093161,15.50426161,,Private,P2,515937,0,0,5,19,
Homer,1,6,2022,,,,F,58,3.51611349,4.687048744,,Private,P2,515937,0,0,5,19,
Homer,1,7,2022,,,,F,92,14.90009935,19.86212679,,Private,P2,515937,0,0,5,19,
Homer,1,8,2022,,,,F,67,5.522648429,7.361799458,,Private,P2,515937,0,0,5,19,
Homer,1,9,2022,,,,F,60,3.909729203,5.211746266,,Private,P3,515907,0,0,5,19,
Homer,1,10,2022,,,,F,72,6.918054489,9.221903303,,Private,P3,515907,0,0,5,19,
Homer,1,11,2022,,,,F,67,5.522648429,7.361799458,,Private,P4,515932,0,0,5,19,
Homer,1,12,2022,,,,F,93,15.41291891,20.54572539,,Private,P4,515932,0,0,5,19,
Homer,1,13,2022,,,,F,101,19.9553415,26.60086445,,Private,P4,515932,0,0,5,19,
Homer,1,14,2022,,,,M,79,9.249240246,12.32941997,,Private,P4,515932,0,0,5,19,
Homer,1,15,2022,,,,F,103,21.21845597,28.28462099,,HomCPort,TUFF STUFF,515936,0,0,5,19,
Homer,1,16,2022,,,,F,61,4.117329729,5.488481869,,HomCPort,TUFF STUFF,515936,0,0,5,19,
Homer,1,17,2022,,,,F,68,5.784770866,7.711213845,,HomCPort,TUFF STUFF,515936,0,0,5,19,
Homer,1,18,2022,,,,F,73,7.223269467,9.628760898,,HomCPort,TUFF STUFF,515936,0,0,5,19,
Homer,1,19,2022,,,,F,69,6.055233829,8.071746318,,HomCPort,TUFF STUFF,515936,0,0,5,19,
Homer,1,20,2022,,,,F,63,4.554798661,6.071636597,,HomCPort,TUFF STUFF,515936,0,0,5,19,
Homer,1,21,2022,,,,F,101,19.9553415,26.60086445,,HomCPort,TUFF STUFF,515936,0,0,5,19,
Homer,1,22,2022,,,,F,65,5.022871535,6.695586986,,HomCPort,TUFF STUFF,515936,0,0,5,19,
Homer,1,23,2022,,,,F,69,6.055233829,8.071746318,,HomCPort,TUFF STUFF,515936,0,0,5,19,
Homer,1,24,2022,,,,F,67,5.522648429,7.361799458,,HomCPort,TUFF STUFF,515936,0,0,5,19,
Homer,1,25,2022,,,,F,77,8.535898344,11.37852112,,HomCPort,TUFF STUFF,515936,0,0,5,19,
Homer,1,26,2022,,,,F,125,38.89211894,51.84396288,,HomCPort,TUFF STUFF,515936,0,0,5,19,
Homer,1,27,2022,,,,M,70,6.334176049,8.443581807,,HomCSea,IRISH,525901,1,0,5,19,
Homer,1,28,2022,,,,M,60,3.909729203,5.211746266,,HomCSea,IRISH,525901,1,0,5,19,
Homer,1,29,2022,,,,M,65,5.022871535,6.695586986,,HomCSea,IRISH,525901,1,0,5,19,
Homer,1,30,2022,,,,U,78,8.887699676,11.84747925,,HomCSea,IRISH,525901,1,0,5,19,
Homer,1,31,2022,,,,M,66,5.268728051,7.023318578,,HomCSea,IRISH,525901,1,0,5,19,
Homer,2,1,2022,,,,U,116,30.78128676,41.03206335,,HomCPort,AMPHITRITE,515907,0,0,5,20,
Homer,2,2,2022,,,,F,62,4.332307282,5.775051193,,HomCPort,AMPHITRITE,515907,0,0,5,20,
Homer,2,3,2022,,,,F,68,5.784770866,7.711213845,,HomCPort,AMPHITRITE,515907,0,0,5,20,
Homer,2,4,2022,,,,F,160,84.2226322,112.2704326,,HomCPort,AMPHITRITE,515907,0,0,5,20,
Homer,2,5,2022,,,,F,87,12.50917088,16.67497191,,Private,P3,515937,0,0,5,20,
Homer,2,6,2022,,,,F,67,5.522648429,7.361799458,,Private,P2,515908,0,0,5,20,
Homer,2,7,2022,,,,F,129,42.9219118,57.21575637,,Private,P2,515908,0,0,5,20,
Homer,2,8,2022,,,,F,110,26.06707906,34.74793135,,Private,P1,515936,0,0,5,20,
Homer,2,9,2022,,,,F,78,8.887699676,11.84747925,,Private,P1,515936,0,0,5,20,
Homer,2,10,2022,,,,M,75,7.860949729,10.47880128,,Private,P1,515936,0,0,5,20,
Homer,2,11,2022,,,,F,95,16.47434472,21.96062696,,Private,P4,515931,0,0,5,20,
Homer,2,12,2022,,,,F,84,11.20798213,14.9404616,,Private,P4,515931,0,0,5,20,
Homer,2,13,2022,,,,F,78,8.887699676,11.84747925,,Private,P4,515931,0,0,5,20,
Homer,2,14,2022,,,,F,62,4.332307282,5.775051193,,Private,P4,515931,0,0,5,20,
Homer,2,15,2022,,,,M,76,8.193695274,10.92235767,,Private,P4,515931,0,0,5,20,
Homer,2,16,2022,,,,F,165,92.73806071,123.621667,,HomCPort,WEST CAPE,525901,0,0,5,20,
Homer,2,17,2022,,,,U,99,18.74439483,24.98664861,,HomCPort,WEST CAPE,525901,0,0,5,20,
Homer,2,18,2022,,,,M,63,4.554798661,6.071636597,,HomCPort,WEST CAPE,525901,0,0,5,20,
Homer,2,19,2022,,,,F,115,29.95832341,39.93503695,,HomCPort,WEST CAPE,525901,0,0,5,20,
Homer,2,20,2022,,,,F,67,5.522648429,7.361799458,,HomCPort,WEST CAPE,525901,0,0,5,20,
Homer,2,21,2022,,,,U,59,3.709369195,4.944662417,,HomCPort,WEST CAPE,525901,0,0,5,20,
Homer,3,1,2022,,,,F,152,71.73047303,95.61813761,,Private,P1,515937,0,0,5,21,
Homer,3,2,2022,,,,F,81,10.00210418,13.33300246,,Private,P2,515935,0,0,5,21,
Homer,3,3,2022,,,,F,85,11.63093161,15.50426161,,Private,P2,515935,0,0,5,21,
Homer,3,4,2022,,,,M,67,5.522648429,7.361799458,,Private,P2,515935,0,0,5,21,
Homer,3,5,2022,,,,F,57,3.329826174,4.438724072,,Private,P2,515935,0,0,5,21,
Homer,3,6,2022,,,,F,56,3.150371639,4.199507631,,Private,P2,515935,0,0,5,21,
Homer,3,7,2022,,,,F,54,2.811420018,3.747678425,,Private,P2,515935,0,0,5,21,
Homer,3,8,2022,,,,F,104,21.86994126,29.15306375,,Private,P3,515932,0,0,5,21,
Homer,3,9,2022,,,,M,72,6.918054489,9.221903303,,Private,P3,515932,0,0,5,21,
Homer,3,10,2022,,,,F,76,8.193695274,10.92235767,,Private,P4,515936,0,0,5,21,
Homer,4,1,2022,,,,M,66,5.268728051,7.023318578,,HomCSea,OUTRAGEOUS,515907,1,0,5,22,
Homer,4,2,2022,,,,F,62,4.332307282,5.775051193,,HomCSea,OUTRAGEOUS,515907,1,0,5,22,
Homer,4,3,2022,,,,F,76,8.193695274,10.92235767,,HomCSea,OUTRAGEOUS,515907,1,0,5,22,
Homer,4,4,2022,,,,M,64,4.784940955,6.378420822,,HomCSea,OUTRAGEOUS,515907,1,0,5,22,
Homer,4,5,2022,,,,F,71,6.621736519,8.826905594,,HomCSea,OUTRAGEOUS,515907,1,0,5,22,
Homer,4,6,2022,,,,F,78,8.887699676,11.84747925,,HomCSea,OUTRAGEOUS,515907,1,0,5,22,
Homer,4,7,2022,,,,F,68,5.784770866,7.711213845,,HomCSea,OUTRAGEOUS,515907,1,0,5,22,
Homer,4,8,2022,,,,F,84,11.20798213,14.9404616,,HomCSea,OUTRAGEOUS,515907,1,0,5,22,
Homer,4,9,2022,,,,F,72,6.918054489,9.221903303,,HomCSea,OUTRAGEOUS,515907,1,0,5,22,
Homer,4,10,2022,,,,F,76,8.193695274,10.92235767,,HomCSea,OUTRAGEOUS,515907,1,0,5,22,
Homer,4,11,2022,,,,M,76,8.193695274,10.92235767,,HomCSea,OUTRAGEOUS,515907,1,0,5,22,
Homer,4,12,2022,,,,M,67,5.522648429,7.361799458,,HomCSea,OUTRAGEOUS,515907,1,0,5,22,
Homer,5,1,2022,,,,F,63,4.554798661,6.071636597,,Private,P1,515937,0,0,5,25,
Homer,5,2,2022,,,,F,97,17.58445015,23.44041943,,Private,P1,515937,0,0,5,25,
Homer,5,3,2022,,,,F,67,5.522648429,7.361799458,,Private,P1,515937,0,0,5,25,
Homer,5,4,2022,,,,F,66,5.268728051,7.023318578,,Private,P2,525931,0,0,5,25,
Homer,5,5,2022,,,,F,93,15.41291891,20.54572539,,Private,P2,525931,0,0,5,25,
Homer,5,6,2022,,,,F,86,12.0646136,16.08236826,,Private,P2,525931,0,0,5,25,
Homer,5,7,2022,,,,F,85,11.63093161,15.50426161,,Private,P2,525931,0,0,5,25,
Homer,5,8,2022,,,,F,98,18.15811998,24.20513266,,Private,P2,525931,0,0,5,25,
Homer,5,9,2022,,,,F,91,14.39901627,19.19417315,,Private,P2,525931,0,0,5,25,
Homer,5,10,2022,,,,F,91,14.39901627,19.19417315,,Private,P2,525931,0,0,5,25,
Homer,5,11,2022,,,,F,80,9.620661265,12.82453153,,Private,P2,525931,0,0,5,25,
Homer,5,12,2022,,,,F,103,21.21845597,28.28462099,,Private,P4,515938,0,0,5,25,
Homer,5,13,2022,,,,F,91,14.39901627,19.19417315,,Private,P4,515938,0,0,5,25,
Homer,5,14,2022,,,,F,97,17.58445015,23.44041943,,Private,P4,515938,0,0,5,25,
Homer,5,15,2022,,,,F,96,17.02324007,22.69231532,,Private,P4,515938,0,0,5,25,
Homer,5,16,2022,,,,F,83,10.7956226,14.39077819,,Private,P4,515938,0,0,5,25,
Homer,5,17,2022,,,,F,86,12.0646136,16.08236826,,Private,P4,515938,0,0,5,25,
Homer,5,18,2022,,,,F,88,12.96474647,17.28226317,,Private,P3,515937,0,0,5,25,
Homer,5,19,2022,,,,F,101,19.9553415,26.60086445,,Private,P3,515937,0,0,5,25,
Homer,5,20,2022,,,,M,73,7.223269467,9.628760898,,Private,P5,525902,0,0,5,25,
Homer,5,21,2022,,,,M,81,10.00210418,13.33300246,,Private,P5,525902,0,0,5,25,
Homer,5,22,2022,,,,F,58,3.51611349,4.687048744,,Private,P5,525902,0,0,5,25,
Homer,5,23,2022,,,,F,86,12.0646136,16.08236826,,Private,P5,525902,0,0,5,25,
Homer,5,24,2022,,,,F,42,1.280275821,1.706632961,,Private,P5,525902,0,0,5,25,
Homer,6,1,2022,,,,F,66,5.268728051,7.023318578,,Private,P1,515908,0,0,5,26,
Homer,6,2,2022,,,,F,133,47.22684145,62.95431264,,Private,P1,515908,0,0,5,26,
Homer,6,3,2022,,,,F,78,8.887699676,11.84747925,,Private,P2,515936,0,0,5,26,
Homer,6,4,2022,,,,F,73,7.223269467,9.628760898,,Private,P2,515936,0,0,5,26,
Homer,6,5,2022,,,,F,73,7.223269467,9.628760898,,Private,P2,515936,0,0,5,26,
Homer,6,6,2022,,,,F,59,3.709369195,4.944662417,,Private,P2,515936,0,0,5,26,
Homer,6,7,2022,,,,F,99,18.74439483,24.98664861,,Private,P2,515936,0,0,5,26,
Homer,6,8,2022,,,,F,72,6.918054489,9.221903303,,Private,P2,515936,0,0,5,26,
Homer,6,9,2022,,,,F,112,27.57945473,36.76395799,,HomCSea,SEA PREDATOR,525836,1,0,5,26,
Homer,6,10,2022,,,,M,59,3.709369195,4.944662417,,HomCSea,SEA PREDATOR,525836,1,0,5,26,
Homer,6,11,2022,,,,F,105,22.53490703,30.03947625,,HomCSea,SEA PREDATOR,525836,1,0,5,26,
Homer,6,12,2022,,,,F,106,23.21349984,30.94405387,,HomCSea,SEA PREDATOR,525836,1,0,5,26,
Homer,6,13,2022,,,,F,96,17.02324007,22.69231532,,HomCSea,SEA PREDATOR,525836,1,0,5,26,
Homer,6,14,2022,,,,F,113,28.35755562,37.80118186,,HomCSea,SEA PREDATOR,525836,1,0,5,26,
Homer,6,15,2022,,,,F,163,89.26484728,118.9918049,,HomCSea,SEA PREDATOR,525836,1,0,5,26,
Homer,6,16,2022,,,,F,129,42.9219118,57.21575637,,Private,P3,525931,0,0,5,26,
Homer,6,17,2022,,,,F,83,10.7956226,14.39077819,,Private,P3,525931,0,0,5,26,
Homer,6,18,2022,,,,F,78,8.887699676,11.84747925,,Private,P3,525931,0,0,5,26,
Homer,6,19,2022,,,,F,81,10.00210418,13.33300246,,Private,P3,525931,0,0,5,26,
Homer,6,20,2022,,,,F,85,11.63093161,15.50426161,,Private,P3,525931,0,0,5,26,
Homer,6,21,2022,,,,M,83,10.7956226,14.39077819,,Private,P3,525931,0,0,5,26,
Homer,6,22,2022,,,,F,77,8.535898344,11.37852112,,Private,P3,525931,0,0,5,26,
Homer,7,1,2022,,,,F,69,6.055233829,8.071746318,,Private,P1,525931,0,0,5,29,
Homer,7,2,2022,,,,F,69,6.055233829,8.071746318,,Private,P1,525931,0,0,5,29,
Homer,7,3,2022,,,,M,64,4.784940955,6.378420822,,Private,P1,525931,0,0,5,29,
Homer,7,4,2022,,,,F,75,7.860949729,10.47880128,,Private,P1,525931,0,0,5,29,
Homer,7,5,2022,,,,F,100,19.34342013,25.78516117,,Private,P1,525931,0,0,5,29,
Homer,7,6,2022,,,,F,90,13.90952563,18.54167245,,Private,P1,525931,0,0,5,29,
Homer,7,7,2022,,,,M,72,6.918054489,9.221903303,,Private,P1,525931,0,0,5,29,
Homer,7,8,2022,,,,F,57,3.329826174,4.438724072,,Private,P1,525931,0,0,5,29,
Homer,7,9,2022,,,,F,67,5.522648429,7.361799458,,Private,P1,525931,0,0,5,29,
Homer,7,10,2022,,,,F,67,5.522648429,7.361799458,,Private,P1,525931,0,0,5,29,
Homer,7,11,2022,,,,U,57,3.329826174,4.438724072,,Private,P2,515907,0,0,5,29,
Homer,7,12,2022,,,,F,69,6.055233829,8.071746318,,Private,P2,515907,0,0,5,29,
Homer,7,13,2022,,,,F,73,7.223269467,9.628760898,,Private,P2,515907,0,0,5,29,
Homer,7,14,2022,,,,F,67,5.522648429,7.361799458,,Private,P2,515907,0,0,5,29,
Homer,7,15,2022,,,,F,69,6.055233829,8.071746318,,Private,P2,515907,0,0,5,29,
Homer,7,16,2022,,,,M,74,7.537521211,10.04766468,,Private,P3,515937,0,0,5,29,
Homer,7,17,2022,,,,M,64,4.784940955,6.378420822,,Private,P3,515937,0,0,5,29,
Homer,7,18,2022,,,,M,74,7.537521211,10.04766468,,Private,P3,515937,0,0,5,29,
Homer,7,19,2022,,,,F,89,13.43148357,17.90443295,,Private,P3,515937,0,0,5,29,
Homer,7,20,2022,,,,F,103,21.21845597,28.28462099,,Private,P6,515936,0,0,5,29,
Homer,7,21,2022,,,,F,108,24.61215374,32.80848715,,Private,P6,515936,0,0,5,29,
Homer,7,22,2022,,,,F,149,67.39168026,89.83444113,,Private,P6,515936,0,0,5,29,
Homer,7,23,2022,,,,F,106,23.21349984,30.94405387,,Private,P4,515906,0,0,5,29,
Homer,7,24,2022,,,,F,96,17.02324007,22.69231532,,Private,P4,515906,0,0,5,29,
Homer,7,25,2022,,,,F,99,18.74439483,24.98664861,,Private,P4,515906,0,0,5,29,
Homer,7,26,2022,,,,F,77,8.535898344,11.37852112,,Private,P4,515906,0,0,5,29,
Homer,7,27,2022,,,,M,72,6.918054489,9.221903303,,Private,P4,515906,0,0,5,29,
Homer,7,28,2022,,,,M,71,6.621736519,8.826905594,,Private,P4,515906,0,0,5,29,
Homer,7,29,2022,,,,F,93,15.41291891,20.54572539,,Private,P4,515906,0,0,5,29,
Homer,7,30,2022,,,,M,86,12.0646136,16.08236826,,Private,P4,515906,0,0,5,29,
Homer,7,31,2022,,,,F,69,6.055233829,8.071746318,,Private,P4,515906,0,0,5,29,
Homer,7,32,2022,,,,F,66,5.268728051,7.023318578,,Private,P4,515906,0,0,5,29,
Homer,7,33,2022,,,,F,76,8.193695274,10.92235767,,Private,P5,525931,0,0,5,29,
Homer,7,34,2022,,,,F,79,9.249240246,12.32941997,,Private,P5,525931,0,0,5,29,
Homer,7,35,2022,,,,F,87,12.50917088,16.67497191,,Private,P5,525931,0,0,5,29,
Homer,7,36,2022,,,,M,67,5.522648429,7.361799458,,Private,P5,525931,0,0,5,29,
Homer,7,37,2022,,,,F,92,14.90009935,19.86212679,,Private,P5,525931,0,0,5,29,
Homer,7,38,2022,,,,F,80,9.620661265,12.82453153,,Private,P5,525931,0,0,5,29,
Homer,7,39,2022,,,,F,116,30.78128676,41.03206335,,Private,P7,515935,0,0,5,29,
Homer,7,40,2022,,,,F,83,10.7956226,14.39077819,,Private,P7,515935,0,0,5,29,
Homer,7,41,2022,,,,F,100,19.34342013,25.78516117,,Private,P7,515935,0,0,5,29,
Homer,7,42,2022,,,,F,70,6.334176049,8.443581807,,Private,P7,515935,0,0,5,29,
Homer,7,43,2022,,,,F,96,17.02324007,22.69231532,,Private,P7,515935,0,0,5,29,
Homer,7,44,2022,,,,F,88,12.96474647,17.28226317,,Private,P8,515935,0,0,5,29,
Homer,7,45,2022,,,,F,98,18.15811998,24.20513266,,Private,P8,515935,0,0,5,29,
Homer,7,46,2022,,,,F,107,23.90586643,31.86699223,,Private,P8,515935,0,0,5,29,
Homer,7,47,2022,,,,F,78,8.887699676,11.84747925,,Private,P9,515939,0,0,5,29,
Homer,7,48,2022,,,,F,132,46.12428736,61.48458626,,Private,P9,515939,0,0,5,29,
Homer,7,49,2022,,,,F,77,8.535898344,11.37852112,,Private,P9,515939,0,0,5,29,
Homer,7,50,2022,,,,F,112,27.57945473,36.76395799,,Private,P9,515939,0,0,5,29,
Homer,8,1,2022,,,,F,105,22.53490703,30.03947625,,HomCPort,HALIBUT HUNTER,515936,0,0,5,30,
Homer,8,2,2022,,,,F,122,36.04454391,48.04808911,,HomCPort,HALIBUT HUNTER,515936,0,0,5,30,
