"","PORT","PAGE","LINE","SEX","LENGTH","NETWT","RNDWT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","CAS","GAF","TOSSED","YEAR","MONTH","DAY","SUB"
"693","Homer",12,29,"F",123,40.8753430279002,54.364619646268,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,9,NA
"694","Homer",12,30,"F",111,29.3099650456363,38.9825499559431,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,9,NA
"695","Homer",12,31,"F",101,21.5858969931053,28.7094613237299,NA,NA,NA,"","HomCPort","OBSESSION",525901,0,0,"",2014,6,9,NA
"696","Homer",12,32,"F",74,7.87915458445051,10.4793552882339,NA,NA,NA,"","HomCPort","OBSESSION",525901,0,0,"",2014,6,9,NA
"697","Homer",12,33,"F",83,11.4283062149386,15.1997628534186,NA,NA,NA,"","HomCPort","OBSESSION",525901,0,0,"",2014,6,9,NA
"698","Homer",12,34,"F",78,9.34448480063655,12.4282592963242,NA,NA,NA,"","HomCPort","OBSESSION",525901,0,0,"",2014,6,9,NA
"699","Homer",12,35,"F",79,9.7382433958611,12.9519622105045,NA,NA,NA,"","HomCPort","OBSESSION",525901,0,0,"",2014,6,9,NA
"700","Homer",12,36,"M",69,6.2811606783156,8.35400723073185,NA,NA,NA,"","HomCPort","OBSESSION",525901,0,0,"",2014,6,9,NA
"701","Homer",12,37,"M",69,6.2811606783156,8.35400723073185,NA,NA,NA,"","HomCPort","OBSESSION",525901,0,0,"",2014,6,9,NA
"702","Homer",12,38,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","OBSESSION",525901,0,0,"",2014,6,9,NA
"703","Homer",12,39,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","PACIFIC SUN",515907,0,0,"",2014,6,9,NA
"704","Homer",12,40,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","PACIFIC SUN",515907,0,0,"",2014,6,9,NA
"705","Homer",12,41,"M",81,10.5599122758681,14.0447901313923,NA,NA,NA,"","HomCPort","PACIFIC SUN",515907,0,0,"",2014,6,9,NA
"706","Homer",12,42,"M",90,14.8564340647168,19.7592075662069,NA,NA,NA,"","HomCPort","PACIFIC SUN",515907,0,0,"",2014,6,9,NA
"707","Homer",12,43,"F",74,7.87915458445051,10.4793552882339,NA,NA,NA,"","HomCPort","PACIFIC SUN",515907,0,0,"",2014,6,9,NA
"708","Homer",12,44,"M",82,10.9881791366113,14.614389387734,NA,NA,NA,"","HomCPort","PACIFIC SUN",515907,0,0,"",2014,6,9,NA
"709","Homer",12,45,"F",77,8.96187328124,11.9193821057382,NA,NA,NA,"","HomCPort","PACIFIC SUN",515907,0,0,"",2014,6,9,NA
"710","Homer",12,46,"F",73,7.53936755018688,10.0274350960078,NA,NA,NA,"","HomCPort","PACIFIC SUN",515907,0,0,"",2014,6,9,NA
"711","Homer",12,47,"F",102,22.2860656615977,29.6406927344324,NA,NA,NA,"","Private","P1",515937,0,0,"",2014,6,9,NA
"712","Homer",12,48,"F",109,27.633169602028,36.7523950565912,NA,NA,NA,"","Private","P1",515937,0,0,"",2014,6,9,NA
"713","Homer",12,49,"F",86,12.8216474535934,17.0529207932853,NA,NA,NA,"","Private","P1",515937,0,0,"",2014,6,9,NA
"714","Homer",12,50,"F",77,8.96187328124,11.9193821057382,NA,NA,NA,"","Private","P1",515937,0,0,"",2014,6,9,NA
"715","Homer",12,51,"F",78,9.34448480063655,12.4282592963242,NA,NA,NA,"","Private","P1",515937,0,0,"",2014,6,9,NA
"716","Homer",12,52,"F",76,8.5902319024382,11.4250953130969,NA,NA,NA,"","Private","P1",515937,0,0,"",2014,6,9,NA
"717","Homer",12,53,"F",77,8.96187328124,11.9193821057382,NA,NA,NA,"","Private","P1",515937,0,0,"",2014,6,9,NA
"718","Homer",12,54,"F",58,3.57829011234887,4.75916204077032,NA,NA,NA,"","Private","P2",515935,0,0,"",2014,6,9,NA
"719","Homer",12,55,"F",68,5.99097802244174,7.96806136347005,NA,NA,NA,"","Private","P2",515935,0,0,"",2014,6,9,NA
"720","Homer",12,56,"F",82,10.9881791366113,14.614389387734,NA,NA,NA,"","Private","P3",515908,0,0,"",2014,6,9,NA
"721","Homer",12,57,"F",72,7.20984847775072,9.58917139686394,NA,NA,NA,"","Private","P3",515908,0,0,"",2014,6,9,NA
"722","Homer",12,58,"F",76,8.5902319024382,11.4250953130969,NA,NA,NA,"","Private","P3",515908,0,0,"",2014,6,9,NA
"723","Homer",12,59,"F",75,8.22938427965115,10.9451643251248,NA,NA,NA,"","Private","P4",515933,0,0,"",2014,6,9,NA
"724","Homer",12,60,"F",84,11.8804731210747,15.8011494118613,NA,NA,NA,"","Private","P5",515907,0,0,"",2014,6,9,NA
"725","Homer",12,61,"F",81,10.5599122758681,14.0447901313923,NA,NA,NA,"","Private","P5",515907,0,0,"",2014,6,9,NA
"726","Homer",13,1,"F",76,8.5902319024382,11.4250953130969,NA,NA,NA,"","HomCPort","DIAMOND CAPE",515906,0,0,"",2014,6,10,NA
"727","Homer",13,2,"M",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","DIAMOND CAPE",515906,0,0,"",2014,6,10,NA
"728","Homer",13,3,"M",73,7.53936755018688,10.0274350960078,NA,NA,NA,"","HomCPort","DIAMOND CAPE",515906,0,0,"",2014,6,10,NA
"729","Homer",13,4,"M",72,7.20984847775072,9.58917139686394,NA,NA,NA,"","HomCPort","DIAMOND CAPE",515906,0,0,"",2014,6,10,NA
"730","Homer",13,5,"F",74,7.87915458445051,10.4793552882339,NA,NA,NA,"","HomCPort","DIAMOND CAPE",515906,0,0,"",2014,6,10,NA
"731","Homer",13,6,"M",57,3.38223190223092,4.49840263835221,NA,NA,NA,"","HomCPort","DIAMOND CAPE",515906,0,0,"",2014,6,10,NA
"732","Homer",13,7,"F",72,7.20984847775072,9.58917139686394,NA,NA,NA,"","HomCPort","DIAMOND CAPE",515906,0,0,"",2014,6,10,NA
"733","Homer",13,8,"F",83,11.4283062149386,15.1997628534186,NA,NA,NA,"","HomCPort","DIAMOND CAPE",515906,0,0,"",2014,6,10,NA
"734","Homer",13,9,"F",77,8.96187328124,11.9193821057382,NA,NA,NA,"","HomCPort","DIAMOND CAPE",515906,0,0,"",2014,6,10,NA
"735","Homer",13,10,"F",78,9.34448480063655,12.4282592963242,NA,NA,NA,"","HomCPort","SEA WOLF",525901,0,0,"",2014,6,10,NA
"736","Homer",13,11,"M",75,8.22938427965115,10.9451643251248,NA,NA,NA,"","HomCPort","SEA WOLF",525901,0,0,"",2014,6,10,NA
"737","Homer",13,12,"M",75,8.22938427965115,10.9451643251248,NA,NA,NA,"","HomCPort","SEA WOLF",525901,0,0,"",2014,6,10,NA
"738","Homer",13,13,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","SEA WOLF",525901,0,0,"",2014,6,10,NA
"739","Homer",13,14,"M",77,8.96187328124,11.9193821057382,NA,NA,NA,"","HomCPort","SEA WOLF",525901,0,0,"",2014,6,10,NA
"740","Homer",13,15,"F",69,6.2811606783156,8.35400723073185,NA,NA,NA,"","HomCPort","SEA WOLF",525901,0,0,"",2014,6,10,NA
"741","Homer",13,16,"F",102,22.2860656615977,29.6406927344324,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",515907,0,0,"",2014,6,10,NA
"742","Homer",13,17,"F",69,6.2811606783156,8.35400723073185,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",515907,0,0,"",2014,6,10,NA
"743","Homer",13,18,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",515907,0,0,"",2014,6,10,NA
"744","Homer",13,19,"F",73,7.53936755018688,10.0274350960078,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",515907,0,0,"",2014,6,10,NA
"745","Homer",13,20,"U",80,10.1433265474259,13.4907268991556,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",515907,0,0,"",2014,6,10,NA
"746","Homer",13,21,"U",82,10.9881791366113,14.614389387734,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",515907,0,0,"",2014,6,10,NA
"747","Homer",13,22,"M",82,10.9881791366113,14.614389387734,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,10,NA
"748","Homer",13,23,"M",74,7.87915458445051,10.4793552882339,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,10,NA
"749","Homer",13,24,"M",68,5.99097802244174,7.96806136347005,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,10,NA
"750","Homer",13,25,"M",72,7.20984847775072,9.58917139686394,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,10,NA
"751","Homer",13,26,"M",72,7.20984847775072,9.58917139686394,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,10,NA
"752","Homer",13,27,"F",79,9.7382433958611,12.9519622105045,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,10,NA
"753","Homer",13,28,"M",74,7.87915458445051,10.4793552882339,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,10,NA
"754","Homer",13,29,"M",73,7.53936755018688,10.0274350960078,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,10,NA
"755","Homer",13,30,"M",69,6.2811606783156,8.35400723073185,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,10,NA
"756","Homer",13,31,"M",74,7.87915458445051,10.4793552882339,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,10,NA
"757","Homer",13,32,"M",76,8.5902319024382,11.4250953130969,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,10,NA
"758","Homer",13,33,"M",64,4.92257072920152,6.54706885743389,NA,NA,NA,"","HomCPort","GRAND ALEUTIAN",515906,0,0,"",2014,6,10,NA
"759","Homer",13,34,"M",77,8.96187328124,11.9193821057382,NA,NA,NA,"","HomCPort","OPTIMIST",515903,0,0,"",2014,6,10,NA
"760","Homer",13,35,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","OPTIMIST",515903,0,0,"",2014,6,10,NA
"761","Homer",13,36,"F",78,9.34448480063655,12.4282592963242,NA,NA,NA,"","HomCPort","OPTIMIST",515903,0,0,"",2014,6,10,NA
"762","Homer",13,37,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","OPTIMIST",515903,0,0,"",2014,6,10,NA
"763","Homer",13,38,"F",78,9.34448480063655,12.4282592963242,NA,NA,NA,"","HomCPort","OPTIMIST",515903,0,0,"",2014,6,10,NA
"764","Homer",13,39,"F",75,8.22938427965115,10.9451643251248,NA,NA,NA,"","HomCPort","OPTIMIST",515903,0,0,"",2014,6,10,NA
"765","Homer",13,40,"M",80,10.1433265474259,13.4907268991556,NA,NA,NA,"","HomCPort","OPTIMIST",515903,0,0,"",2014,6,10,NA
"766","Homer",13,41,"M",81,10.5599122758681,14.0447901313923,NA,NA,NA,"","HomCPort","OPTIMIST",515903,0,0,"",2014,6,10,NA
"767","Homer",13,42,"F",76,8.5902319024382,11.4250953130969,NA,NA,NA,"","HomCPort","OPTIMIST",515903,0,0,"",2014,6,10,NA
"768","Homer",13,43,"F",73,7.53936755018688,10.0274350960078,NA,NA,NA,"","HomCPort","OPTIMIST",515903,0,0,"",2014,6,10,NA
"769","Homer",13,44,"F",72,7.20984847775072,9.58917139686394,NA,NA,NA,"","HomCPort","OPTIMIST",515903,0,0,"",2014,6,10,NA
"770","Homer",13,45,"F",83,11.4283062149386,15.1997628534186,NA,NA,NA,"","HomCPort","OPTIMIST",515903,0,0,"",2014,6,10,NA
"771","Homer",13,46,"F",72,7.20984847775072,9.58917139686394,NA,NA,NA,"","HomCSea","TRISHA",NA,1,0,"",2014,6,10,NA
"772","Homer",13,47,"M",74,7.87915458445051,10.4793552882339,NA,NA,NA,"","HomCSea","TRISHA",NA,1,0,"",2014,6,10,NA
"773","Homer",13,48,"F",129,47.6957311427726,63.4358048214451,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"774","Homer",13,49,"F",70,6.58091829516383,8.7526878929321,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"775","Homer",13,50,"F",72,7.20984847775072,9.58917139686394,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"776","Homer",13,51,"F",78,9.34448480063655,12.4282592963242,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"777","Homer",13,52,"M",75,8.22938427965115,10.9451643251248,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"778","Homer",13,53,"F",87,13.3110166823064,17.703786817025,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"779","Homer",13,54,"F",78,9.34448480063655,12.4282592963242,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"780","Homer",13,55,"F",78,9.34448480063655,12.4282592963242,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"781","Homer",13,56,"M",75,8.22938427965115,10.9451643251248,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"782","Homer",13,57,"F",81,10.5599122758681,14.0447901313923,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"783","Homer",13,58,"F",77,8.96187328124,11.9193821057382,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"784","Homer",13,59,"F",109,27.633169602028,36.7523950565912,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"785","Homer",13,60,"M",80,10.1433265474259,13.4907268991556,NA,NA,NA,"","Private","P1",525901,0,0,"",2014,6,10,NA
"786","Homer",14,1,"F",141,63.6266084507889,84.6240327683155,NA,NA,NA,"","HomCPort","OBSESSION",515936,0,0,"",2014,6,14,NA
"787","Homer",14,2,"F",67,5.71019855759206,7.59462183537565,NA,NA,NA,"","HomCPort","OBSESSION",515936,0,0,"",2014,6,14,NA
"788","Homer",14,3,"F",64,4.92257072920152,6.54706885743389,NA,NA,NA,"","HomCPort","OBSESSION",515936,0,0,"",2014,6,14,NA
"789","Homer",14,4,"F",75,8.22938427965115,10.9451643251248,NA,NA,NA,"","HomCPort","OBSESSION",515936,0,0,"",2014,6,14,NA
"790","Homer",14,5,"M",68,5.99097802244174,7.96806136347005,NA,NA,NA,"","HomCPort","OBSESSION",515936,0,0,"",2014,6,14,NA
"791","Homer",14,6,"F",89,14.3282275744224,19.0566875917582,NA,NA,NA,"","HomCPort","OBSESSION",515936,0,0,"",2014,6,14,NA
"792","Homer",14,7,"F",88,13.8131493343522,18.3716283228886,NA,NA,NA,"","HomCPort","OBSESSION",515936,0,0,"",2014,6,14,NA
"793","Homer",14,8,"F",68,5.99097802244174,7.96806136347005,NA,NA,NA,"","HomCPort","OBSESSION",515936,0,0,"",2014,6,14,NA
"794","Homer",14,9,"M",62,4.44137990441386,5.90708019363236,NA,NA,NA,"","HomCPort","OBSESSION",515936,0,0,"",2014,6,14,NA
"795","Homer",14,10,"F",88,13.8131493343522,18.3716283228886,NA,NA,NA,"","HomCPort","OBSESSION",515936,0,0,"",2014,6,14,NA
"796","Homer",14,11,"F",104,23.7332311227181,31.5654374345644,NA,NA,NA,"","HomCPort","HUNTRESS",515936,0,0,"",2014,6,14,NA
"797","Homer",14,12,"U",73,7.53936755018688,10.0274350960078,NA,NA,NA,"","HomCPort","HUNTRESS",515936,0,0,"",2014,6,14,NA
"798","Homer",14,13,"F",102,22.2860656615977,29.6406927344324,NA,NA,NA,"","HomCPort","HUNTRESS",515936,0,0,"",2014,6,14,NA
"799","Homer",14,14,"F",106,25.2440977221506,33.5749052929341,NA,NA,NA,"","HomCPort","HUNTRESS",515936,0,0,"",2014,6,14,NA
"800","Homer",14,15,"F",81,10.5599122758681,14.0447901313923,NA,NA,NA,"","HomCPort","HUNTRESS",515936,0,0,"",2014,6,14,NA
"801","Homer",14,16,"F",67,5.71019855759206,7.59462183537565,NA,NA,NA,"","HomCPort","FRINGE BENEFIT",NA,0,0,"",2014,6,14,NA
"802","Homer",14,17,"F",69,6.2811606783156,8.35400723073185,NA,NA,NA,"","HomCPort","FRINGE BENEFIT",NA,0,0,"",2014,6,14,NA
"803","Homer",14,18,"F",74,7.87915458445051,10.4793552882339,NA,NA,NA,"","HomCPort","FRINGE BENEFIT",NA,0,0,"",2014,6,14,NA
"804","Homer",14,19,"F",69,6.2811606783156,8.35400723073185,NA,NA,NA,"","HomCPort","FRINGE BENEFIT",NA,0,0,"",2014,6,14,NA
"805","Homer",14,20,"F",78,9.34448480063655,12.4282592963242,NA,NA,NA,"","HomCPort","FRINGE BENEFIT",NA,0,0,"",2014,6,14,NA
"806","Homer",14,21,"F",68,5.99097802244174,7.96806136347005,NA,NA,NA,"","HomCPort","FRINGE BENEFIT",NA,0,0,"",2014,6,14,NA
"807","Homer",14,22,"F",70,6.58091829516383,8.7526878929321,NA,NA,NA,"","HomCPort","FRINGE BENEFIT",NA,0,0,"",2014,6,14,NA
"808","Homer",14,23,"F",73,7.53936755018688,10.0274350960078,NA,NA,NA,"","HomCPort","FRINGE BENEFIT",NA,0,0,"",2014,6,14,NA
"809","Homer",14,24,"M",68,5.99097802244174,7.96806136347005,NA,NA,NA,"","Private","P1",525931,0,0,"",2014,6,14,NA
"810","Homer",14,25,"F",86,12.8216474535934,17.0529207932853,NA,NA,NA,"","Private","P1",525931,0,0,"",2014,6,14,NA
"811","Homer",14,26,"F",70,6.58091829516383,8.7526878929321,NA,NA,NA,"","Private","P1",525931,0,0,"",2014,6,14,NA
"812","Homer",14,27,"F",63,4.67769853713618,6.22138636531405,NA,NA,NA,"","Private","P1",525931,0,0,"",2014,6,14,NA
"813","Homer",14,28,"F",85,12.344859985371,16.4187886382518,NA,NA,NA,"","Private","P1",525931,0,0,"",2014,6,14,NA
"814","Homer",14,29,"F",68,5.99097802244174,7.96806136347005,NA,NA,NA,"","Private","P1",525931,0,0,"",2014,6,14,NA
"815","Homer",14,30,"F",86,12.8216474535934,17.0529207932853,NA,NA,NA,"","Private","P1",525931,0,0,"",2014,6,14,NA
"816","Homer",14,31,"F",73,7.53936755018688,10.0274350960078,NA,NA,NA,"","Private","P1",525931,0,0,"",2014,6,14,NA
"817","Homer",14,32,"M",74,7.87915458445051,10.4793552882339,NA,NA,NA,"","Private","P1",525931,0,0,"",2014,6,14,NA
"818","Homer",14,33,"F",82,10.9881791366113,14.614389387734,NA,NA,NA,"","Private","P1",525931,0,0,"",2014,6,14,NA
"819","Homer",14,34,"F",87,13.3110166823064,17.703786817025,NA,NA,NA,"","Private","P2",515932,0,0,"",2014,6,14,NA
"820","Homer",14,35,"F",102,22.2860656615977,29.6406927344324,NA,NA,NA,"","Private","P3",515933,0,0,"",2014,6,14,NA
"821","Homer",14,36,"F",98,19.5767833424166,26.0373198478463,NA,NA,NA,"","Private","P3",515933,0,0,"",2014,6,14,NA
"822","Homer",14,37,"F",74,7.87915458445051,10.4793552882339,NA,NA,NA,"","Private","P3",515933,0,0,"",2014,6,14,NA
"823","Homer",14,38,"F",72,7.20984847775072,9.58917139686394,NA,NA,NA,"","Private","P3",515933,0,0,"",2014,6,14,NA
"824","Homer",14,39,"F",75,8.22938427965115,10.9451643251248,NA,NA,NA,"","Private","P4",515907,0,0,"",2014,6,14,NA
"825","Homer",14,40,"F",94,17.1042129489918,22.7487762166551,NA,NA,NA,"","Private","P4",515907,0,0,"",2014,6,14,NA
"826","Homer",15,1,"F",99,20.2314439303907,26.9080250511842,NA,NA,NA,"","HomCPort","FALCON",515937,0,0,"",2014,6,16,NA
"827","Homer",15,2,"F",68,5.99097802244174,7.96806136347005,NA,NA,NA,"","HomCPort","FALCON",515937,0,0,"",2014,6,16,NA
"828","Homer",15,3,"F",73,7.53936755018688,10.0274350960078,NA,NA,NA,"","HomCPort","FALCON",515937,0,0,"",2014,6,16,NA
"829","Homer",15,4,"F",73,7.53936755018688,10.0274350960078,NA,NA,NA,"","HomCPort","FALCON",515937,0,0,"",2014,6,16,NA
"830","Homer",15,5,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","FALCON",515937,0,0,"",2014,6,16,NA
"831","Homer",15,6,"F",67,5.71019855759206,7.59462183537565,NA,NA,NA,"","HomCPort","FALCON",515937,0,0,"",2014,6,16,NA
"832","Homer",15,7,"F",85,12.344859985371,16.4187886382518,NA,NA,NA,"","HomCPort","FALCON",515937,0,0,"",2014,6,16,NA
"833","Homer",15,8,"F",95,17.7008177429845,23.542266626813,NA,NA,NA,"","HomCPort","FALCON",515937,0,0,"",2014,6,16,NA
"834","Homer",15,9,"F",74,7.87915458445051,10.4793552882339,NA,NA,NA,"","HomCPort","FALCON",515937,0,0,"",2014,6,16,NA
"835","Homer",15,10,"F",79,9.7382433958611,12.9519622105045,NA,NA,NA,"","HomCPort","FALCON",515937,0,0,"",2014,6,16,NA
"836","Homer",15,11,"F",62,4.44137990441386,5.90708019363236,NA,NA,NA,"","HomCPort","FALCON",515937,0,0,"",2014,6,16,NA
"837","Homer",15,12,"F",98,19.5767833424166,26.0373198478463,NA,NA,NA,"","HomCPort","FALCON",515937,0,0,"",2014,6,16,NA
"838","Homer",15,13,"F",83,11.4283062149386,15.1997628534186,NA,NA,NA,"","HomCPort","TOMAHAWK II",515936,0,0,"",2014,6,16,NA
"839","Homer",15,14,"M",62,4.44137990441386,5.90708019363236,NA,NA,NA,"","HomCPort","TOMAHAWK II",515936,0,0,"",2014,6,16,NA
"840","Homer",15,15,"U",67,5.71019855759206,7.59462183537565,NA,NA,NA,"","HomCPort","TOMAHAWK II",515936,0,0,"",2014,6,16,NA
"841","Homer",15,16,"F",91,15.3979519606891,20.4794318448409,NA,NA,NA,"","HomCPort","TOMAHAWK II",515936,0,0,"",2014,6,16,NA
"842","Homer",15,17,"U",65,5.17616515408831,6.8843520074242,NA,NA,NA,"","HomCPort","TOMAHAWK II",515936,0,0,"",2014,6,16,NA
"843","Homer",15,18,"M",78,9.34448480063655,12.4282592963242,NA,NA,NA,"","HomCPort","TOMAHAWK II",515936,0,0,"",2014,6,16,NA
"844","Homer",15,19,"U",66,5.43865111903038,7.23346099561835,NA,NA,NA,"","HomCPort","TOMAHAWK II",515936,0,0,"",2014,6,16,NA
"845","Homer",15,20,"M",58,3.57829011234887,4.75916204077032,NA,NA,NA,"","HomCPort","TOMAHAWK II",515936,0,0,"",2014,6,16,NA
"846","Homer",15,21,"M",85,12.344859985371,16.4187886382518,NA,NA,NA,"","HomCPort","TOMAHAWK II",515936,0,0,"",2014,6,16,NA
"847","Homer",15,22,"U",60,3.99373183786951,5.31170373755076,NA,NA,NA,"","HomCPort","TOMAHAWK II",515936,0,0,"",2014,6,16,NA
"848","Homer",15,23,"M",63,4.67769853713618,6.22138636531405,NA,NA,NA,"","HomCPort","TOMAHAWK II",515936,0,0,"",2014,6,16,NA
"849","Homer",15,24,"F",72,7.20984847775072,9.58917139686394,NA,NA,NA,"","HomCPort","TOMAHAWK II",515936,0,0,"",2014,6,16,NA
"850","Homer",15,25,"F",94,17.1042129489918,22.7487762166551,NA,NA,NA,"","HomCPort","PLAN B",NA,0,0,"",2014,6,16,NA
"851","Homer",15,26,"F",121,38.7608639935307,51.5523411444084,NA,NA,NA,"","HomCPort","PLAN B",NA,0,0,"",2014,6,16,NA
"852","Homer",15,27,"F",82,10.9881791366113,14.614389387734,NA,NA,NA,"","HomCPort","PLAN B",NA,0,0,"",2014,6,16,NA
"853","Homer",15,28,"F",86,12.8216474535934,17.0529207932853,NA,NA,NA,"","HomCPort","PLAN B",NA,0,0,"",2014,6,16,NA
"854","Homer",15,29,"F",81,10.5599122758681,14.0447901313923,NA,NA,NA,"","HomCPort","PLAN B",NA,0,0,"",2014,6,16,NA
"855","Homer",15,30,"F",77,8.96187328124,11.9193821057382,NA,NA,NA,"","HomCPort","PLAN B",NA,0,0,"",2014,6,16,NA
"856","Homer",15,31,"F",70,6.58091829516383,8.7526878929321,NA,NA,NA,"","HomCPort","PLAN B",NA,0,0,"",2014,6,16,NA
"857","Homer",15,32,"F",82,10.9881791366113,14.614389387734,NA,NA,NA,"","HomCPort","PLAN B",NA,0,0,"",2014,6,16,NA
"858","Homer",15,33,"F",91,15.3979519606891,20.4794318448409,NA,NA,NA,"","HomCPort","BEAU SOLEIL",525901,0,0,"",2014,6,16,NA
"859","Homer",15,34,"F",99,20.2314439303907,26.9080250511842,NA,NA,NA,"","HomCPort","BEAU SOLEIL",525901,0,0,"",2014,6,16,NA
"860","Homer",15,35,"M",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","BEAU SOLEIL",525901,0,0,"",2014,6,16,NA
"861","Homer",15,36,"F",88,13.8131493343522,18.3716283228886,NA,NA,NA,"","HomCPort","BEAU SOLEIL",525901,0,0,"",2014,6,16,NA
"862","Homer",15,37,"F",79,9.7382433958611,12.9519622105045,NA,NA,NA,"","HomCPort","BEAU SOLEIL",525901,0,0,"",2014,6,16,NA
"863","Homer",15,38,"F",77,8.96187328124,11.9193821057382,NA,NA,NA,"","HomCPort","BEAU SOLEIL",525901,0,0,"",2014,6,16,NA
"864","Homer",15,39,"F",69,6.2811606783156,8.35400723073185,NA,NA,NA,"","HomCPort","BEAU SOLEIL",525901,0,0,"",2014,6,16,NA
"865","Homer",15,40,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","BEAU SOLEIL",525901,0,0,"",2014,6,16,NA
"866","Homer",15,41,"F",69,6.2811606783156,8.35400723073185,NA,NA,NA,"","HomCPort","BEAU SOLEIL",525901,0,0,"",2014,6,16,NA
"867","Homer",15,42,"F",75,8.22938427965115,10.9451643251248,NA,NA,NA,"","HomCPort","BEAU SOLEIL",525901,0,0,"",2014,6,16,NA
"868","Homer",15,43,"U",64,4.92257072920152,6.54706885743389,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",NA,0,0,"",2014,6,16,NA
"869","Homer",15,44,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",NA,0,0,"",2014,6,16,NA
"870","Homer",15,45,"U",74,7.87915458445051,10.4793552882339,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",NA,0,0,"",2014,6,16,NA
"871","Homer",15,46,"F",78,9.34448480063655,12.4282592963242,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",NA,0,0,"",2014,6,16,NA
"872","Homer",15,47,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",NA,0,0,"",2014,6,16,NA
"873","Homer",15,48,"F",90,14.8564340647168,19.7592075662069,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",NA,0,0,"",2014,6,16,NA
"874","Homer",15,49,"U",92,15.9529649068762,21.2176046767513,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",NA,0,0,"",2014,6,16,NA
"875","Homer",15,50,"U",76,8.5902319024382,11.4250953130969,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",NA,0,0,"",2014,6,16,NA
"876","Homer",15,51,"F",70,6.58091829516383,8.7526878929321,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",NA,0,0,"",2014,6,16,NA
"877","Homer",15,52,"F",71,6.89042324147201,9.16433260189999,NA,NA,NA,"","HomCPort","HALIBUT HUNTER",NA,0,0,"",2014,6,16,NA
