"","AREA","SITE","SUB","YEAR","MONTH","DAY","PAGE","LINE","AGECONF","AGE","AGEERR","SEX","LENGTH","OBSWT","FINCLIP","STATAREA","USER","PORT","CAS","NETWT","RNDWT"
"947",161,3,NA,2001,6,20,28,21,NA,NA,"","F",94,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,17.1,22.7
"948",161,3,NA,2001,6,20,28,22,NA,NA,"","F",89,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,14.3,19.1
"949",161,3,NA,2001,6,20,28,23,NA,10,"","F",91,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,15.4,20.5
"950",161,3,NA,2001,6,20,28,24,NA,NA,"","F",90,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,14.9,19.8
"951",161,3,NA,2001,6,20,28,25,NA,NA,"","F",100,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,20.9,27.8
"952",161,3,NA,2001,6,20,28,26,NA,NA,"","F",100,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,20.9,27.8
"953",161,3,NA,2001,6,20,28,27,NA,NA,"","F",88,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,13.8,18.4
"954",161,3,NA,2001,6,20,28,28,NA,NA,"","M",84,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,11.9,15.8
"955",161,3,NA,2001,6,20,28,29,NA,NA,"","F",80,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,10.1,13.5
"956",161,3,NA,2001,6,20,28,30,NA,NA,"","M",76,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,8.6,11.4
"957",161,3,NA,2001,6,20,29,1,NA,NA,"","F",89,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,14.3,19.1
"958",161,3,NA,2001,6,20,29,2,NA,NA,"","M",87,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,13.3,17.7
"959",161,3,NA,2001,6,20,29,3,NA,NA,"","M",88,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,13.8,18.4
"960",161,3,NA,2001,6,20,29,4,NA,9,"","F",76,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,8.6,11.4
"961",161,3,NA,2001,6,20,29,5,NA,NA,"","F",92,NA,"  ,  ,D ,  ,  ,",515906,"Private","Homer",0,16,21.2
"962",161,3,NA,2001,6,20,29,6,NA,NA,"","F",147,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,72.8,96.9
"963",161,3,NA,2001,6,20,29,7,NA,12,"","F",104,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,23.7,31.6
"964",161,3,NA,2001,6,20,29,8,NA,NA,"","F",110,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,28.5,37.9
"965",161,3,NA,2001,6,20,29,9,NA,NA,"","F",87,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,13.3,17.7
"966",161,3,NA,2001,6,20,29,10,NA,6,"","F",74,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,7.9,10.5
"967",161,3,NA,2001,6,20,29,11,NA,NA,"","",92,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,16,21.2
"968",161,3,NA,2001,6,20,29,12,NA,NA,"","",89,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,14.3,19.1
"969",161,3,NA,2001,6,20,29,13,NA,9,"","F",88,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,13.8,18.4
"970",161,3,NA,2001,6,20,29,14,NA,NA,"","F",101,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,21.6,28.7
"971",161,3,NA,2001,6,20,29,15,NA,NA,"","F",106,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,25.2,33.6
"972",161,3,NA,2001,6,20,29,16,NA,13,"","F",82,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,11,14.6
"973",161,3,NA,2001,6,20,29,17,NA,13,"","F",118,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,35.7,47.5
"974",161,3,NA,2001,6,20,29,18,NA,NA,"","F",97,NA,"  ,C ,  ,  ,  ,",525836,"HomCPort","Homer",0,18.9,25.2
"975",161,3,NA,2001,6,21,30,1,NA,18,"","M",90,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,14.9,19.8
"976",161,3,NA,2001,6,21,30,2,NA,16,"","M",89,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,14.3,19.1
"977",161,3,NA,2001,6,21,30,3,NA,14,"","M",91,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,15.4,20.5
"978",161,3,NA,2001,6,21,30,4,NA,10,"","F",85,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,12.3,16.4
"979",161,3,NA,2001,6,21,30,5,NA,11,"","F",92,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,16,21.2
"980",161,3,NA,2001,6,21,30,6,NA,12,"","F",87,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,13.3,17.7
"981",161,3,NA,2001,6,21,30,7,NA,11,"","F",109,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,27.6,36.8
"982",161,3,NA,2001,6,21,30,8,NA,9,"","F",87,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,13.3,17.7
"983",161,3,NA,2001,6,21,30,9,NA,12,"","F",91,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,15.4,20.5
"984",161,3,NA,2001,6,21,30,10,NA,14,"","F",91,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,15.4,20.5
"985",161,3,NA,2001,6,21,30,11,NA,13,"","F",107,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,26,34.6
"986",161,3,NA,2001,6,21,30,12,NA,11,"","F",86,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,12.8,17.1
"987",161,3,NA,2001,6,21,30,13,NA,16,"","M",91,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,15.4,20.5
"988",161,3,NA,2001,6,21,30,14,NA,13,"","M",87,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,13.3,17.7
"989",161,3,NA,2001,6,21,30,15,NA,17,"","M",92,NA,"  ,C ,  ,  ,  ,",515905,"HomCSea","Homer",1,16,21.2
"990",161,3,NA,2001,6,21,31,1,NA,NA,"","F",128,NA,"  ,  ,D ,  ,  ,",515936,"Private","Homer",0,46.5,61.9
"991",161,3,NA,2001,6,21,31,2,NA,5,"","F",66,NA,"  ,  ,D ,  ,  ,",515936,"Private","Homer",0,5.4,7.2
"992",161,3,NA,2001,6,21,31,3,NA,NA,"","F",88,NA,"  ,  ,D ,  ,  ,",515936,"Private","Homer",0,13.8,18.4
"993",161,3,NA,2001,6,21,31,4,NA,NA,"","F",77,NA,"  ,  ,D ,  ,  ,",515936,"Private","Homer",0,9,11.9
"994",161,3,NA,2001,6,21,31,5,NA,8,"","F",87,NA,"  ,  ,D ,  ,  ,",515933,"Private","Homer",0,13.3,17.7
"995",161,3,NA,2001,6,21,31,6,NA,NA,"","M",70,NA,"  ,  ,D ,  ,  ,",515933,"Private","Homer",0,6.6,8.8
"996",161,3,NA,2001,6,21,31,7,NA,NA,"","F",72,NA,"  ,  ,D ,  ,  ,",515933,"Private","Homer",0,7.2,9.6
"997",161,3,NA,2001,6,21,31,8,NA,NA,"","F",78,NA,"  ,  ,D ,  ,  ,",515933,"Private","Homer",0,9.3,12.4
"998",161,3,NA,2001,6,21,31,9,NA,NA,"","M",69,NA,"  ,  ,D ,  ,  ,",515933,"Private","Homer",0,6.3,8.4
"999",161,3,NA,2001,6,21,31,10,NA,NA,"","F",80,NA,"  ,  ,D ,  ,  ,",515933,"Private","Homer",0,10.1,13.5
"1000",161,3,NA,2001,6,21,31,11,NA,8,"","M",87,NA,"  ,  ,D ,  ,  ,",515933,"Private","Homer",0,13.3,17.7
"1001",161,3,NA,2001,6,21,31,12,NA,NA,"","F",81,NA,"  ,  ,D ,  ,  ,",515933,"Private","Homer",0,10.6,14
"1002",161,3,NA,2001,6,21,31,13,NA,NA,"","M",72,NA,"  ,  ,D ,  ,  ,",515933,"Private","Homer",0,7.2,9.6
"1003",161,3,NA,2001,6,29,32,1,NA,NA,"","M",84,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,11.9,15.8
"1004",161,3,NA,2001,6,29,32,2,NA,NA,"","F",67,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,5.7,7.6
"1005",161,3,NA,2001,6,29,32,3,NA,5,"","F",69,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,6.3,8.4
"1006",161,3,NA,2001,6,29,32,4,NA,NA,"","F",152,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,81.2,107.9
"1007",161,3,NA,2001,6,29,32,5,NA,5,"","F",76,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,8.6,11.4
"1008",161,3,NA,2001,6,29,32,6,NA,NA,"","F",78,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,9.3,12.4
"1009",161,3,NA,2001,6,29,32,7,NA,NA,"","F",110,NA,"  ,  ,D ,  ,  ,",515936,"Private","Homer",0,28.5,37.9
"1010",161,3,NA,2001,6,29,32,8,NA,NA,"","F",123,NA,"  ,  ,D ,  ,  ,",515936,"Private","Homer",0,40.9,54.4
"1011",161,3,NA,2001,6,29,32,9,NA,NA,"","F",114,NA,"  ,  ,D ,  ,  ,",515936,"Private","Homer",0,32,42.5
"1012",161,3,NA,2001,6,29,32,10,NA,NA,"","M",72,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,7.2,9.6
"1013",161,3,NA,2001,6,29,32,11,NA,9,"","M",83,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,11.4,15.2
"1014",161,3,NA,2001,6,29,32,12,NA,8,"","M",83,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,11.4,15.2
"1015",161,3,NA,2001,6,29,32,13,NA,16,"","M",85,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,12.3,16.4
"1016",161,3,NA,2001,6,29,32,14,NA,11,"","F",102,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,22.3,29.6
"1017",161,3,NA,2001,6,29,32,15,NA,8,"","M",75,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,8.2,10.9
"1018",161,3,NA,2001,6,29,32,16,NA,9,"","M",77,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,9,11.9
"1019",161,3,NA,2001,6,29,32,17,NA,NA,"","F",74,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,7.9,10.5
"1020",161,3,NA,2001,6,29,32,18,NA,11,"","M",75,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,8.2,10.9
"1021",161,3,NA,2001,6,29,32,19,NA,NA,"","F",83,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,11.4,15.2
"1022",161,3,NA,2001,6,29,32,20,NA,7,"","F",95,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,17.7,23.5
"1023",161,3,NA,2001,6,29,32,21,NA,NA,"","F",68,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,6,8
"1024",161,3,NA,2001,6,29,32,22,NA,6,"","F",75,NA,"  ,C ,  ,  ,  ,",515937,"HomCPort","Homer",0,8.2,10.9
"1025",161,3,NA,2001,6,29,32,23,NA,6,"","F",88,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,13.8,18.4
"1026",161,3,NA,2001,6,29,32,24,NA,NA,"","F",81,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,10.6,14
"1027",161,3,NA,2001,6,29,32,25,NA,8,"","F",109,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,27.6,36.8
"1028",161,3,NA,2001,6,29,32,26,NA,7,"","F",93,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,16.5,22
"1029",161,3,NA,2001,6,29,32,27,NA,NA,"","F",121,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,38.8,51.6
"1030",161,3,NA,2001,6,29,32,28,NA,NA,"","F",78,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,9.3,12.4
"1031",161,3,NA,2001,6,29,32,29,NA,6,"","F",83,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,11.4,15.2
"1032",161,3,NA,2001,6,29,32,30,NA,NA,"","F",86,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,12.8,17.1
"1033",161,3,NA,2001,6,29,33,1,NA,6,"","F",81,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,10.6,14
"1034",161,3,NA,2001,6,29,33,2,NA,NA,"","F",113,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,31.1,41.3
"1035",161,3,NA,2001,6,29,33,3,NA,NA,"","F",123,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,40.9,54.4
"1036",161,3,NA,2001,6,29,33,4,NA,6,"","F",112,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,30.2,40.1
"1037",161,3,NA,2001,6,29,33,5,NA,9,"","F",102,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,22.3,29.6
"1038",161,3,NA,2001,6,29,34,1,NA,NA,"","F",129,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,47.7,63.4
"1039",161,3,NA,2001,6,29,34,2,NA,NA,"","F",122,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,39.8,52.9
"1040",161,3,NA,2001,6,29,34,3,NA,NA,"","F",120,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,37.7,50.2
"1041",161,3,NA,2001,6,29,34,4,NA,NA,"","F",86,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,12.8,17.1
"1042",161,3,NA,2001,6,29,34,5,NA,NA,"","F",121,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,38.8,51.6
"1043",161,3,NA,2001,6,29,34,6,NA,NA,"","F",91,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,15.4,20.5
"1044",161,3,NA,2001,6,29,34,7,NA,NA,"","F",98,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,19.6,26
"1045",161,3,NA,2001,6,29,34,8,NA,NA,"","F",69,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,6.3,8.4
"1046",161,3,NA,2001,6,29,34,9,NA,NA,"","M",89,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,14.3,19.1
"1047",161,3,NA,2001,6,29,34,10,NA,NA,"","F",90,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,14.9,19.8
"1048",161,3,NA,2001,6,29,34,11,NA,NA,"","F",73,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,7.5,10
"1049",161,3,NA,2001,6,29,34,12,NA,NA,"","F",66,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,5.4,7.2
"1050",161,3,NA,2001,6,29,34,13,NA,NA,"","F",168,NA,"  ,C ,  ,  ,  ,",525931,"HomCPort","Homer",0,112.2,149.3
"1051",161,3,NA,2001,6,29,34,14,NA,14,"","M",77,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,9,11.9
"1052",161,3,NA,2001,6,29,34,15,NA,NA,"","M",84,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,11.9,15.8
"1053",161,3,NA,2001,6,29,34,16,NA,NA,"","F",74,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,7.9,10.5
"1054",161,3,NA,2001,6,29,34,17,NA,NA,"","M",80,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,10.1,13.5
"1055",161,3,NA,2001,6,29,34,18,NA,7,"","F",76,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,8.6,11.4
"1056",161,3,NA,2001,6,29,34,19,NA,NA,"","F",86,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,12.8,17.1
"1057",161,3,NA,2001,6,29,34,20,NA,NA,"","F",59,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,3.8,5
"1058",161,3,NA,2001,6,29,34,21,NA,NA,"","F",70,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,6.6,8.8
"1059",161,3,NA,2001,6,29,34,22,NA,NA,"","F",80,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,10.1,13.5
"1060",161,3,NA,2001,6,29,34,23,NA,NA,"","M",63,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,4.7,6.2
"1061",161,3,NA,2001,6,29,34,24,NA,NA,"","F",72,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,7.2,9.6
"1062",161,3,NA,2001,6,29,34,25,NA,NA,"","F",89,NA,"  ,  ,D ,  ,  ,",515907,"Private","Homer",0,14.3,19.1
"1063",161,3,NA,2001,6,29,34,26,NA,NA,"","F",83,NA,"  ,  ,D ,  ,  ,",515907,"Private","Homer",0,11.4,15.2
"1064",161,3,NA,2001,6,29,34,27,NA,6,"","F",73,NA,"  ,  ,D ,  ,  ,",515907,"Private","Homer",0,7.5,10
"1065",161,3,NA,2001,6,29,34,28,NA,NA,"","F",108,NA,"  ,  ,D ,  ,  ,",515907,"Private","Homer",0,26.8,35.7
"1066",161,3,NA,2001,6,30,35,1,NA,7,"","F",76,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,8.6,11.4
"1067",161,3,NA,2001,6,30,35,2,NA,NA,"","F",78,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,9.3,12.4
"1068",161,3,NA,2001,6,30,35,3,NA,NA,"","M",73,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,7.5,10
"1069",161,3,NA,2001,6,30,35,4,NA,NA,"","F",81,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,10.6,14
"1070",161,3,NA,2001,6,30,35,5,NA,NA,"","F",80,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,10.1,13.5
"1071",161,3,NA,2001,6,30,35,6,NA,8,"","F",NA,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,NA,NA
"1072",161,3,NA,2001,6,30,35,7,NA,NA,"","F",84,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,11.9,15.8
"1073",161,3,NA,2001,6,30,35,8,NA,NA,"","F",90,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,14.9,19.8
"1074",161,3,NA,2001,6,30,35,9,NA,NA,"","M",74,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,7.9,10.5
"1075",161,3,NA,2001,6,30,35,10,NA,NA,"I","F",80,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,10.1,13.5
"1076",161,3,NA,2001,6,30,35,11,NA,9,"","M",76,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,8.6,11.4
"1077",161,3,NA,2001,6,30,35,12,NA,NA,"","F",83,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,11.4,15.2
"1078",161,3,NA,2001,6,30,35,13,NA,NA,"","M",89,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,14.3,19.1
"1079",161,3,NA,2001,6,30,35,14,NA,NA,"I","F",97,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,18.9,25.2
"1080",161,3,NA,2001,6,30,35,15,NA,NA,"","F",97,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,18.9,25.2
"1081",161,3,NA,2001,6,30,35,16,NA,NA,"","F",79,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,9.7,13
"1082",161,3,NA,2001,6,30,35,17,NA,NA,"","F",60,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,4,5.3
"1083",161,3,NA,2001,6,30,35,18,NA,NA,"","F",87,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,13.3,17.7
"1084",161,3,NA,2001,6,30,35,19,NA,NA,"","M",66,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,5.4,7.2
"1085",161,3,NA,2001,6,30,35,20,NA,5,"","F",65,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,5.2,6.9
"1086",161,3,NA,2001,6,30,35,21,NA,NA,"","M",58,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,3.6,4.8
"1087",161,3,NA,2001,6,30,35,22,NA,6,"","F",61,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,4.2,5.6
"1088",161,3,NA,2001,6,30,35,23,NA,5,"","F",68,NA,"  ,  ,D ,  ,  ,",515935,"Private","Homer",0,6,8
"1089",161,3,NA,2001,6,30,35,24,NA,13,"","F",123,NA,"  ,  ,D ,  ,  ,",515905,"Private","Homer",0,40.9,54.4
"1090",161,3,NA,2001,6,30,35,25,NA,9,"","F",81,NA,"  ,  ,D ,  ,  ,",515905,"Private","Homer",0,10.6,14
"1091",161,3,NA,2001,6,30,35,26,NA,NA,"I","M",84,NA,"  ,  ,D ,  ,  ,",515905,"Private","Homer",0,11.9,15.8
"1092",161,3,NA,2001,6,30,35,27,NA,NA,"","M",92,NA,"  ,  ,D ,  ,  ,",515905,"Private","Homer",0,16,21.2
"1093",161,3,NA,2001,6,30,35,28,NA,NA,"","M",90,NA,"  ,  ,D ,  ,  ,",515905,"Private","Homer",0,14.9,19.8
"1094",161,3,NA,2001,6,30,35,29,NA,13,"","F",103,NA,"  ,  ,D ,  ,  ,",515905,"Private","Homer",0,23,30.6
"1095",161,3,NA,2001,6,30,35,30,NA,NA,"","F",121,NA,"  ,  ,D ,  ,  ,",515905,"Private","Homer",0,38.8,51.6
"1096",161,3,NA,2001,6,30,36,1,NA,18,"","F",125,NA,"  ,  ,D ,  ,  ,",515905,"Private","Homer",0,43.1,57.3
"1097",161,3,NA,2001,6,30,36,2,NA,NA,"","F",89,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,14.3,19.1
"1098",161,3,NA,2001,6,30,36,3,NA,11,"","F",97,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,18.9,25.2
"1099",161,3,NA,2001,6,30,36,4,NA,NA,"","F",115,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,32.9,43.7
"1100",161,3,NA,2001,6,30,36,5,NA,9,"","F",86,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,12.8,17.1
"1101",161,3,NA,2001,6,30,36,6,NA,NA,"","F",93,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,16.5,22
"1102",161,3,NA,2001,6,30,36,7,NA,NA,"","F",93,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,16.5,22
"1103",161,3,NA,2001,6,30,36,8,NA,8,"","F",95,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,17.7,23.5
"1104",161,3,NA,2001,6,30,36,9,NA,NA,"","M",85,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,12.3,16.4
"1105",161,3,NA,2001,6,30,36,10,NA,NA,"","M",91,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,15.4,20.5
"1106",161,3,NA,2001,6,30,36,11,NA,12,"","F",99,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,20.2,26.9
"1107",161,3,NA,2001,6,30,36,12,NA,10,"","F",93,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,16.5,22
"1108",161,3,NA,2001,6,30,36,13,NA,NA,"","F",97,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,18.9,25.2
"1109",161,3,NA,2001,6,30,36,14,NA,13,"","F",98,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,19.6,26
"1110",161,3,NA,2001,6,30,36,15,NA,7,"","F",91,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,15.4,20.5
"1111",161,3,NA,2001,6,30,36,16,NA,NA,"","",95,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,17.7,23.5
"1112",161,3,NA,2001,6,30,36,17,NA,NA,"","",100,NA,"  ,C ,  ,  ,  ,",515905,"HomCPort","Homer",0,20.9,27.8
"1113",161,3,NA,2001,7,5,37,1,NA,NA,"","F",78,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,9.3,12.4
"1114",161,3,NA,2001,7,5,37,2,NA,NA,"","F",83,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,11.4,15.2
"1115",161,3,NA,2001,7,5,37,3,NA,NA,"","F",76,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,8.6,11.4
"1116",161,3,NA,2001,7,5,37,4,NA,13,"","M",87,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,13.3,17.7
"1117",161,3,NA,2001,7,5,37,5,NA,NA,"","M",79,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,9.7,13
"1118",161,3,NA,2001,7,5,37,6,NA,NA,"","F",85,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,12.3,16.4
"1119",161,3,NA,2001,7,5,37,7,NA,NA,"","F",92,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,16,21.2
"1120",161,3,NA,2001,7,5,37,8,NA,NA,"","F",92,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,16,21.2
"1121",161,3,NA,2001,7,5,37,9,NA,NA,"","F",113,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,31.1,41.3
"1122",161,3,NA,2001,7,5,37,10,NA,NA,"","F",86,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,12.8,17.1
"1123",161,3,NA,2001,7,5,37,11,NA,12,"","M",86,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,12.8,17.1
"1124",161,3,NA,2001,7,5,37,12,NA,10,"","F",107,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,26,34.6
"1125",161,3,NA,2001,7,5,37,13,NA,NA,"","M",101,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,21.6,28.7
"1126",161,3,NA,2001,7,5,37,14,NA,NA,"","F",86,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,12.8,17.1
"1127",161,3,NA,2001,7,5,37,15,NA,NA,"","F",98,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,19.6,26
"1128",161,3,NA,2001,7,5,37,16,NA,NA,"","M",85,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,12.3,16.4
"1129",161,3,NA,2001,7,5,37,17,NA,NA,"","F",85,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,12.3,16.4
"1130",161,3,NA,2001,7,5,37,18,NA,NA,"","M",86,NA,"  ,  ,D ,  ,  ,",525931,"Private","Homer",0,12.8,17.1
