SortNum,PORT,PAGE,LINE,SAMPLEID,SEX,LENGTH,NETWT,RNDWT,AGE,AGE2,AGECONF,AGEERR,USER,BOATNAME,STATAREA,CAS,GAF,REMARKS,YEAR,MONTH,DAY,SUB
528,CCI,16,1,107232211,M,69,6.055233829,8.071746318,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
529,CCI,16,2,107232212,F,65,5.022871535,6.695586986,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
530,CCI,16,3,107232213,F,92,14.90009935,19.86212679,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
531,CCI,16,4,107232214,F,112,27.57945473,36.76395799,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
532,CCI,16,5,107232215,M,81,10.00210418,13.33300246,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
533,CCI,16,6,107232216,F,67,5.522648429,7.361799458,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
534,CCI,16,7,107232217,F,61,4.117329729,5.488481869,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
535,CCI,16,8,107232218,F,85,11.63093161,15.50426161,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
536,CCI,16,9,107232219,F,99,18.74439483,24.98664861,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
537,CCI,16,10,1072322110,M,71,6.621736519,8.826905594,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
538,CCI,16,11,1072322111,F,94,15.93761921,21.24516126,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
539,CCI,16,12,1072322112,U,67,5.522648429,7.361799458,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
540,CCI,16,13,1072322113,F,83,10.7956226,14.39077819,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
541,CCI,16,14,1072322114,U,69,6.055233829,8.071746318,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
542,CCI,16,15,1072322115,F,87,12.50917088,16.67497191,,,,,Charter,HARD EIGHT,525931,0,0,,2022,7,23,1
543,CCI,16,16,107232221,M,88,12.96474647,17.28226317,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
544,CCI,16,17,107232222,M,76,8.193695274,10.92235767,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
545,CCI,16,18,107232223,F,76,8.193695274,10.92235767,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
546,CCI,16,19,107232224,F,72,6.918054489,9.221903303,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
547,CCI,16,20,107232225,U,71,6.621736519,8.826905594,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
548,CCI,16,21,107232226,F,64,4.784940955,6.378420822,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
549,CCI,16,22,107232227,M,76,8.193695274,10.92235767,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
550,CCI,16,23,107232228,M,81,10.00210418,13.33300246,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
551,CCI,16,24,107232229,F,72,6.918054489,9.221903303,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
552,CCI,16,25,1072322210,M,71,6.621736519,8.826905594,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
553,CCI,16,26,1072322211,U,77,8.535898344,11.37852112,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
554,CCI,16,27,1072322212,F,66,5.268728051,7.023318578,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
555,CCI,16,28,1072322213,M,80,9.620661265,12.82453153,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
556,CCI,16,29,1072322214,M,77,8.535898344,11.37852112,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
557,CCI,16,30,1072322215,M,70,6.334176049,8.443581807,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
558,CCI,16,31,1072322216,M,66,5.268728051,7.023318578,,,,,Charter,VOYAGEUR,525931,0,0,,2022,7,23,1
559,CCI,16,32,107232231,F,100,19.34342013,25.78516117,,,,,Charter,CAPTURE,525931,0,0,,2022,7,23,1
560,CCI,16,33,107232232,M,75,7.860949729,10.47880128,,,,,Charter,CAPTURE,525931,0,0,,2022,7,23,1
561,CCI,16,34,107232233,F,56,3.150371639,4.199507631,,,,,Charter,CAPTURE,525931,0,0,,2022,7,23,1
562,CCI,16,35,107232234,F,59,3.709369195,4.944662417,,,,,Charter,CAPTURE,525931,0,0,,2022,7,23,1
563,CCI,16,36,107232235,F,65,5.022871535,6.695586986,,,,,Charter,CAPTURE,525931,0,0,,2022,7,23,1
564,CCI,16,37,107232236,M,90,13.90952563,18.54167245,,,,,Charter,CAPTURE,525931,0,0,,2022,7,23,1
565,CCI,16,38,107232237,F,96,17.02324007,22.69231532,,,,,Charter,CAPTURE,525931,0,0,,2022,7,23,1
566,CCI,16,39,107232238,F,107,23.90586643,31.86699223,,,,,Charter,CAPTURE,525931,0,0,,2022,7,23,1
567,CCI,16,40,107232239,F,103,21.21845597,28.28462099,,,,,Charter,CAPTURE,525931,0,0,,2022,7,23,1
568,CCI,16,41,1072322310,F,101,19.9553415,26.60086445,,,,,Charter,CAPTURE,525931,0,0,,2022,7,23,1
569,CCI,16,42,1072322311,U,58,3.51611349,4.687048744,,,,,Charter,CAPTURE,525931,0,0,,2022,7,23,1
570,CCI,17,1,108012211,F,105,22.53490703,30.03947625,,,,,Charter,EXPLORER,525931,0,0,,2022,8,1,1
571,CCI,17,2,108012212,F,102,20.58030478,27.43395285,,,,,Charter,EXPLORER,525931,0,0,,2022,8,1,1
572,CCI,17,3,108012213,F,108,24.61215374,32.80848715,,,,,Charter,EXPLORER,525931,0,0,,2022,8,1,1
573,CCI,17,4,108012214,F,98,18.15811998,24.20513266,,,,,Charter,EXPLORER,525931,0,0,,2022,8,1,1
574,CCI,17,5,108012215,F,66,5.268728051,7.023318578,,,,,Charter,EXPLORER,525931,0,0,,2022,8,1,1
575,CCI,17,6,108012216,F,63,4.554798661,6.071636597,,,,,Charter,EXPLORER,525931,0,0,,2022,8,1,1
576,CCI,17,7,108012217,M,69,6.055233829,8.071746318,,,,,Charter,EXPLORER,525931,0,0,,2022,8,1,1
577,CCI,17,8,108012218,F,62,4.332307282,5.775051193,,,,,Charter,EXPLORER,525931,0,0,missing envelope,2022,8,1,1
578,CCI,17,9,108012219,F,110,26.06707906,34.74793135,,,,,Charter,EXPLORER,525931,0,0,,2022,8,1,1
579,CCI,17,10,1080122110,F,117,31.61950099,42.14941948,,,,,Charter,EXPLORER,525931,0,0,missing envelope,2022,8,1,1
580,CCI,17,11,1080122111,M,61,4.117329729,5.488481869,,,,,Charter,EXPLORER,525931,0,0,missing envelope,2022,8,1,1
581,CCI,17,12,1080122112,F,69,6.055233829,8.071746318,,,,,Charter,EXPLORER,525931,0,0,missing envelope,2022,8,1,1
582,CCI,17,13,108012221,M,70,6.334176049,8.443581807,,,,,Charter,EXPEDITION,525931,0,0,,2022,8,1,1
583,CCI,17,14,108012222,M,69,6.055233829,8.071746318,,,,,Charter,EXPEDITION,525931,0,0,,2022,8,1,1
584,CCI,17,15,108012223,M,77,8.535898344,11.37852112,,,,,Charter,EXPEDITION,525931,0,0,,2022,8,1,1
585,CCI,17,16,108012224,M,79,9.249240246,12.32941997,,,,,Charter,EXPEDITION,525931,0,0,,2022,8,1,1
586,CCI,17,17,108012225,M,83,10.7956226,14.39077819,,,,,Charter,EXPEDITION,525931,0,0,,2022,8,1,1
587,CCI,17,18,108012226,M,70,6.334176049,8.443581807,,,,,Charter,EXPEDITION,525931,0,0,,2022,8,1,1
588,CCI,17,19,108012227,M,65,5.022871535,6.695586986,,,,,Charter,EXPEDITION,525931,0,0,,2022,8,1,1
589,CCI,17,20,108012228,M,67,5.522648429,7.361799458,,,,,Charter,EXPEDITION,525931,0,0,,2022,8,1,1
590,CCI,17,21,108012229,F,60,3.909729203,5.211746266,,,,,Charter,EXPEDITION,525931,0,0,,2022,8,1,1
591,CCI,17,22,1080122210,F,63,4.554798661,6.071636597,,,,,Charter,EXPEDITION,525931,0,0,,2022,8,1,1
592,CCI,17,23,1080122211,M,67,5.522648429,7.361799458,,,,,Charter,EXPEDITION,525931,0,0,,2022,8,1,1
593,CCI,17,24,1080122212,M,74,7.537521211,10.04766468,,,,,Charter,EXPEDITION,525931,0,0,,2022,8,1,1
594,CCI,17,25,108012231,F,105,22.53490703,30.03947625,,,,,Charter,NSC-3,525931,0,0,,2022,8,1,1
595,CCI,17,26,108012232,F,91,14.39901627,19.19417315,,,,,Charter,NSC-3,525931,0,0,,2022,8,1,1
596,CCI,17,27,108012233,F,92,14.90009935,19.86212679,,,,,Charter,NSC-3,525931,0,0,,2022,8,1,1
597,CCI,17,28,108012234,F,90,13.90952563,18.54167245,,,,,Charter,NSC-3,525931,0,0,,2022,8,1,1
598,CCI,17,29,108012235,F,91,14.39901627,19.19417315,,,,,Charter,NSC-3,525931,0,0,,2022,8,1,1
599,CCI,17,30,108012236,F,67,5.522648429,7.361799458,,,,,Charter,NSC-3,525931,0,0,no oto,2022,8,1,1
600,CCI,17,31,108012237,M,69,6.055233829,8.071746318,,,,,Charter,NSC-3,525931,0,0,,2022,8,1,1
601,CCI,17,32,108012238,F,68,5.784770866,7.711213845,,,,,Charter,NSC-3,525931,0,0,,2022,8,1,1
602,CCI,17,33,108012239,F,71,6.621736519,8.826905594,,,,,Charter,NSC-3,525931,0,0,,2022,8,1,1
603,CCI,17,34,1080122310,F,71,6.621736519,8.826905594,,,,,Charter,NSC-3,525931,0,0,,2022,8,1,1
604,CCI,18,1,108072211,U,61,4.117329729,5.488481869,,,,,Charter,SOLO,525931,0,0,,2022,8,7,1
605,CCI,18,2,108072212,U,65,5.022871535,6.695586986,,,,,Charter,SOLO,525931,0,0,,2022,8,7,1
606,CCI,18,3,108072213,U,67,5.522648429,7.361799458,,,,,Charter,SOLO,525931,0,0,,2022,8,7,1
607,CCI,18,4,108072214,M,61,4.117329729,5.488481869,,,,,Charter,SOLO,525931,0,0,,2022,8,7,1
608,CCI,18,5,108072215,M,70,6.334176049,8.443581807,,,,,Charter,SOLO,525931,0,0,,2022,8,7,1
609,CCI,18,6,108072216,M,70,6.334176049,8.443581807,,,,,Charter,SOLO,525931,0,0,,2022,8,7,1
610,CCI,18,7,108072217,F,73,7.223269467,9.628760898,,,,,Charter,SOLO,525931,0,0,,2022,8,7,1
611,CCI,18,8,108072218,U,72,6.918054489,9.221903303,,,,,Charter,SOLO,525931,0,0,,2022,8,7,1
612,CCI,18,9,108072219,F,74,7.537521211,10.04766468,,,,,Charter,SOLO,525931,0,0,,2022,8,7,1
613,CCI,18,10,1080722110,F,83,10.7956226,14.39077819,,,,,Charter,SOLO,525931,0,0,,2022,8,7,1
614,CCI,18,11,1080722111,F,73,7.223269467,9.628760898,,,,,Charter,SOLO,525931,0,0,,2022,8,7,1
615,CCI,18,12,1080722112,F,79,9.249240246,12.32941997,,,,,Charter,SOLO,525931,0,0,,2022,8,7,1
616,CCI,19,1,108122211,F,61,4.117329729,5.488481869,,,,,Charter,ALL IN,525931,0,0,,2022,8,12,1
617,CCI,19,2,108122212,F,72,6.918054489,9.221903303,,,,,Charter,ALL IN,525931,0,0,,2022,8,12,1
618,CCI,19,3,108122213,F,64,4.784940955,6.378420822,,,,,Charter,ALL IN,525931,0,0,,2022,8,12,1
619,CCI,19,4,108122214,M,68,5.784770866,7.711213845,,,,,Charter,ALL IN,525931,0,0,,2022,8,12,1
620,CCI,19,5,108122215,F,85,11.63093161,15.50426161,,,,,Charter,ALL IN,525931,0,0,,2022,8,12,1
621,CCI,19,6,108122216,F,73,7.223269467,9.628760898,,,,,Charter,ALL IN,525931,0,0,,2022,8,12,1
622,CCI,19,7,108122217,F,87,12.50917088,16.67497191,,,,,Charter,ALL IN,525931,0,0,,2022,8,12,1
623,CCI,19,8,108122218,M,68,5.784770866,7.711213845,,,,,Charter,ALL IN,525931,0,0,,2022,8,12,1
624,CCI,19,9,108122219,M,61,4.117329729,5.488481869,,,,,Charter,ALL IN,525931,0,0,,2022,8,12,1
625,CCI,19,10,1081222110,F,66,5.268728051,7.023318578,,,,,Charter,ALL IN,525931,0,0,,2022,8,12,1
626,CCI,19,11,1081222111,M,79,9.249240246,12.32941997,,,,,Charter,ALL IN,525931,0,0,,2022,8,12,1
627,CCI,19,12,1081222112,F,85,11.63093161,15.50426161,,,,,Charter,ALL IN,525931,0,0,,2022,8,12,1
628,CCI,19,13,108122221,M,65,5.022871535,6.695586986,,,,,Charter,TRUE GRIT,525931,0,0,,2022,8,12,1
629,CCI,19,14,108122222,M,58,3.51611349,4.687048744,,,,,Charter,TRUE GRIT,525931,0,0,,2022,8,12,1
630,CCI,19,15,108122223,F,74,7.537521211,10.04766468,,,,,Charter,TRUE GRIT,525931,0,0,,2022,8,12,1
631,CCI,19,16,108122224,M,76,8.193695274,10.92235767,,,,,Charter,TRUE GRIT,525931,0,0,,2022,8,12,1
632,CCI,19,17,108122225,M,74,7.537521211,10.04766468,,,,,Charter,TRUE GRIT,525931,0,0,,2022,8,12,1
633,CCI,19,18,108122226,M,72,6.918054489,9.221903303,,,,,Charter,TRUE GRIT,525931,0,0,,2022,8,12,1
634,CCI,19,19,108122227,M,83,10.7956226,14.39077819,,,,,Charter,TRUE GRIT,525931,0,0,,2022,8,12,1
635,CCI,19,20,108122228,F,87,12.50917088,16.67497191,,,,,Charter,TRUE GRIT,525931,0,0,,2022,8,12,1
636,CCI,19,21,108122231,M,76,8.193695274,10.92235767,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
637,CCI,19,22,108122232,M,70,6.334176049,8.443581807,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
638,CCI,19,23,108122233,F,62,4.332307282,5.775051193,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
639,CCI,19,24,108122234,F,67,5.522648429,7.361799458,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
640,CCI,19,25,108122235,F,79,9.249240246,12.32941997,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
641,CCI,19,26,108122236,F,67,5.522648429,7.361799458,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
642,CCI,19,27,108122237,F,68,5.784770866,7.711213845,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
643,CCI,19,28,108122238,M,75,7.860949729,10.47880128,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
644,CCI,19,29,108122239,M,66,5.268728051,7.023318578,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
645,CCI,19,30,1081222310,M,60,3.909729203,5.211746266,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
646,CCI,19,31,1081222311,M,68,5.784770866,7.711213845,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
647,CCI,19,32,1081222312,M,72,6.918054489,9.221903303,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
648,CCI,19,33,1081222313,F,65,5.022871535,6.695586986,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
649,CCI,19,34,1081222314,F,69,6.055233829,8.071746318,,,,,Charter,EXCITER,525931,0,0,,2022,8,12,1
650,CCI,19,35,108122241,M,76,8.193695274,10.92235767,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,12,1
651,CCI,19,36,108122242,M,71,6.621736519,8.826905594,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,12,1
652,CCI,19,37,108122243,F,76,8.193695274,10.92235767,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,12,1
653,CCI,19,38,108122244,M,66,5.268728051,7.023318578,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,12,1
654,CCI,19,39,108122245,F,68,5.784770866,7.711213845,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,12,1
655,CCI,19,40,108122246,F,72,6.918054489,9.221903303,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,12,1
656,CCI,19,41,108122247,F,71,6.621736519,8.826905594,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,12,1
657,CCI,19,42,108122248,F,91,14.39901627,19.19417315,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,12,1
658,CCI,19,43,108122249,M,93,15.41291891,20.54572539,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,12,1
659,CCI,19,44,1081222410,F,67,5.522648429,7.361799458,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,12,1
660,CCI,19,45,1081222411,F,77,8.535898344,11.37852112,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,12,1
661,CCI,19,46,1081222412,F,84,11.20798213,14.9404616,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,12,1
662,CCI,20,1,108162211,M,80,9.620661265,12.82453153,,,,,Charter,ARCTIC EXPEDITION,525931,0,0,,2022,8,16,1
663,CCI,20,2,108162212,F,64,4.784940955,6.378420822,,,,,Charter,ARCTIC EXPEDITION,525931,0,0,,2022,8,16,1
664,CCI,20,3,108162213,F,58,3.51611349,4.687048744,,,,,Charter,ARCTIC EXPEDITION,525931,0,0,,2022,8,16,1
665,CCI,20,4,108162214,M,90,13.90952563,18.54167245,,,,,Charter,ARCTIC EXPEDITION,525931,0,0,,2022,8,16,1
666,CCI,20,5,108162215,F,71,6.621736519,8.826905594,,,,,Charter,ARCTIC EXPEDITION,525931,0,0,,2022,8,16,1
667,CCI,20,6,108162216,F,76,8.193695274,10.92235767,,,,,Charter,ARCTIC EXPEDITION,525931,0,0,,2022,8,16,1
668,CCI,20,7,108162217,F,82,10.39371065,13.85502163,,,,,Charter,ARCTIC EXPEDITION,525931,0,0,,2022,8,16,1
669,CCI,20,8,108162218,F,69,6.055233829,8.071746318,,,,,Charter,ARCTIC EXPEDITION,525931,0,0,,2022,8,16,1
670,CCI,20,9,108162219,F,83,10.7956226,14.39077819,,,,,Charter,ARCTIC EXPEDITION,525931,0,0,,2022,8,16,1
671,CCI,20,10,1081622110,M,49,2.07418264,2.764926435,,,,,Charter,ARCTIC EXPEDITION,525931,0,0,,2022,8,16,1
672,CCI,20,11,108162221,M,76,8.193695274,10.92235767,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,16,1
673,CCI,20,12,108162222,M,70,6.334176049,8.443581807,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,16,1
674,CCI,20,13,108162223,M,65,5.022871535,6.695586986,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,16,1
675,CCI,20,14,108162224,F,61,4.117329729,5.488481869,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,16,1
676,CCI,20,15,108162225,M,63,4.554798661,6.071636597,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,16,1
677,CCI,20,16,108162226,M,77,8.535898344,11.37852112,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,16,1
678,CCI,20,17,108162227,F,78,8.887699676,11.84747925,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,16,1
679,CCI,20,18,108162228,M,72,6.918054489,9.221903303,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,16,1
680,CCI,20,19,108162229,M,79,9.249240246,12.32941997,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,16,1
681,CCI,20,20,1081622210,F,72,6.918054489,9.221903303,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,16,1
682,CCI,20,21,1081622211,M,74,7.537521211,10.04766468,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,16,1
683,CCI,20,22,1081622212,F,91,14.39901627,19.19417315,,,,,Charter,ARCTIC ENDURANCE,525931,0,0,,2022,8,16,1
684,CCI,21,1,108212211,F,84,11.20798213,14.9404616,,,,,Charter,CARNIVORE,525931,0,0,,2022,8,21,1
685,CCI,21,2,108212212,M,63,4.554798661,6.071636597,,,,,Charter,CARNIVORE,525931,0,0,,2022,8,21,1
686,CCI,21,3,108212213,F,58,3.51611349,4.687048744,,,,,Charter,CARNIVORE,525931,0,0,,2022,8,21,1
687,CCI,21,4,108212214,F,106,23.21349984,30.94405387,,,,,Charter,CARNIVORE,525931,0,0,,2022,8,21,1
688,CCI,21,5,108212215,U,101,19.9553415,26.60086445,,,,,Charter,CARNIVORE,525931,0,0,,2022,8,21,1
689,CCI,21,6,108212216,F,118,32.47311476,43.2873035,,,,,Charter,CARNIVORE,525931,0,0,,2022,8,21,1
690,CCI,21,7,108212217,F,117,31.61950099,42.14941948,,,,,Charter,CARNIVORE,525931,0,0,,2022,8,21,1
691,CCI,21,8,108212218,F,101,19.9553415,26.60086445,,,,,Charter,CARNIVORE,525931,0,0,,2022,8,21,1
692,CCI,21,9,108212219,F,60,3.909729203,5.211746266,,,,,Charter,CARNIVORE,525931,0,0,,2022,8,21,1
693,CCI,21,10,1082122110,F,65,5.022871535,6.695586986,,,,,Charter,CARNIVORE,525931,0,0,,2022,8,21,1
694,CCI,21,11,1082122111,M,60,3.909729203,5.211746266,,,,,Charter,CARNIVORE,525931,0,0,,2022,8,21,1
695,CCI,21,12,1082122112,F,67,5.522648429,7.361799458,,,,,Charter,CARNIVORE,525931,0,0,,2022,8,21,1
696,CCI,21,13,108212221,F,65,5.022871535,6.695586986,,,,,Charter,TILT II,525931,0,0,,2022,8,21,1
697,CCI,21,14,108212222,M,64,4.784940955,6.378420822,,,,,Charter,TILT II,525931,0,0,,2022,8,21,1
698,CCI,21,15,108212223,F,69,6.055233829,8.071746318,,,,,Charter,TILT II,525931,0,0,,2022,8,21,1
699,CCI,21,16,108212224,F,68,5.784770866,7.711213845,,,,,Charter,TILT II,525931,0,0,,2022,8,21,1
700,CCI,21,17,108212225,M,66,5.268728051,7.023318578,,,,,Charter,TILT II,525931,0,0,,2022,8,21,1
701,CCI,21,18,108212226,F,103,21.21845597,28.28462099,,,,,Charter,TILT II,525931,0,0,,2022,8,21,1
702,CCI,21,19,108212227,F,108,24.61215374,32.80848715,,,,,Charter,TILT II,525931,0,0,,2022,8,21,1
703,CCI,21,20,108212228,F,118,32.47311476,43.2873035,,,,,Charter,TILT II,525931,0,0,,2022,8,21,1
704,CCI,21,21,108212229,F,124,37.92653256,50.55681716,,,,,Charter,TILT II,525931,0,0,,2022,8,21,1
705,CCI,21,22,1082122210,F,126,39.87429988,53.15322948,,,,,Charter,TILT II,525931,0,0,,2022,8,21,1
706,CCI,21,23,108212231,F,59,3.709369195,4.944662417,,,,,Charter,SHANTELLY MARIE,525931,0,0,,2022,8,21,1
707,CCI,21,24,108212232,F,54,2.811420018,3.747678425,,,,,Charter,SHANTELLY MARIE,525931,0,0,,2022,8,21,1
708,CCI,21,25,108212233,F,69,6.055233829,8.071746318,,,,,Charter,SHANTELLY MARIE,525931,0,0,,2022,8,21,1
709,CCI,21,26,108212234,F,75,7.860949729,10.47880128,,,,,Charter,SHANTELLY MARIE,525931,0,0,,2022,8,21,1
710,CCI,21,27,108212235,F,92,14.90009935,19.86212679,,,,,Charter,SHANTELLY MARIE,525931,0,0,,2022,8,21,1
711,CCI,21,28,108212236,F,95,16.47434472,21.96062696,,,,,Charter,SHANTELLY MARIE,525931,0,0,,2022,8,21,1
712,CCI,21,29,108212237,M,70,6.334176049,8.443581807,,,,,Charter,SHANTELLY MARIE,525931,0,0,,2022,8,21,1
713,CCI,21,30,108212238,M,76,8.193695274,10.92235767,,,,,Charter,SHANTELLY MARIE,525931,0,0,,2022,8,21,1
714,CCI,21,31,108212239,F,60,3.909729203,5.211746266,,,,,Charter,SHANTELLY MARIE,525931,0,0,,2022,8,21,1
715,CCI,21,32,1082122310,F,60,3.909729203,5.211746266,,,,,Charter,SHANTELLY MARIE,525931,0,0,,2022,8,21,1
716,CCI,21,33,1082122311,F,95,16.47434472,21.96062696,,,,,Charter,SHANTELLY MARIE,525931,0,0,,2022,8,21,1
717,CCI,21,34,1082122312,F,119,33.34227688,44.44591378,,,,,Charter,SHANTELLY MARIE,525931,0,0,,2022,8,21,1
718,Homer,1,1,205192211,F,74,7.537521211,10.04766468,,,,,Private,P1,515937,0,0,,2022,5,19,
719,Homer,1,2,205192212,F,73,7.223269467,9.628760898,,,,,Private,P1,515937,0,0,,2022,5,19,
720,Homer,1,3,205192213,M,67,5.522648429,7.361799458,,,,,Private,P1,515937,0,0,,2022,5,19,
721,Homer,1,4,205192214,F,57,3.329826174,4.438724072,,,,,Private,P1,515937,0,0,,2022,5,19,
722,Homer,1,5,205192221,F,85,11.63093161,15.50426161,,,,,Private,P2,515937,0,0,,2022,5,19,
723,Homer,1,6,205192222,F,58,3.51611349,4.687048744,,,,,Private,P2,515937,0,0,,2022,5,19,
724,Homer,1,7,205192223,F,92,14.90009935,19.86212679,,,,,Private,P2,515937,0,0,,2022,5,19,
725,Homer,1,8,205192224,F,67,5.522648429,7.361799458,,,,,Private,P2,515937,0,0,,2022,5,19,
726,Homer,1,9,205192231,F,60,3.909729203,5.211746266,,,,,Private,P3,515907,0,0,,2022,5,19,
727,Homer,1,10,205192232,F,72,6.918054489,9.221903303,,,,,Private,P3,515907,0,0,,2022,5,19,
728,Homer,1,11,205192241,F,67,5.522648429,7.361799458,,,,,Private,P4,515932,0,0,,2022,5,19,
729,Homer,1,12,205192242,F,93,15.41291891,20.54572539,,,,,Private,P4,515932,0,0,,2022,5,19,
730,Homer,1,13,205192243,F,101,19.9553415,26.60086445,,,,,Private,P4,515932,0,0,,2022,5,19,
731,Homer,1,14,205192244,M,79,9.249240246,12.32941997,,,,,Private,P4,515932,0,0,,2022,5,19,
732,Homer,1,15,205192251,F,103,21.21845597,28.28462099,,,,,HomCPort,TUFF STUFF,515936,0,0,,2022,5,19,
733,Homer,1,16,205192252,F,61,4.117329729,5.488481869,,,,,HomCPort,TUFF STUFF,515936,0,0,,2022,5,19,
734,Homer,1,17,205192253,F,68,5.784770866,7.711213845,,,,,HomCPort,TUFF STUFF,515936,0,0,,2022,5,19,
735,Homer,1,18,205192254,F,73,7.223269467,9.628760898,,,,,HomCPort,TUFF STUFF,515936,0,0,,2022,5,19,
736,Homer,1,19,205192255,F,69,6.055233829,8.071746318,,,,,HomCPort,TUFF STUFF,515936,0,0,,2022,5,19,
737,Homer,1,20,205192256,F,63,4.554798661,6.071636597,,,,,HomCPort,TUFF STUFF,515936,0,0,,2022,5,19,
738,Homer,1,21,205192257,F,101,19.9553415,26.60086445,,,,,HomCPort,TUFF STUFF,515936,0,0,,2022,5,19,
739,Homer,1,22,205192258,F,65,5.022871535,6.695586986,,,,,HomCPort,TUFF STUFF,515936,0,0,,2022,5,19,
740,Homer,1,23,205192259,F,69,6.055233829,8.071746318,,,,,HomCPort,TUFF STUFF,515936,0,0,,2022,5,19,
741,Homer,1,24,2051922510,F,67,5.522648429,7.361799458,,,,,HomCPort,TUFF STUFF,515936,0,0,,2022,5,19,
742,Homer,1,25,2051922511,F,77,8.535898344,11.37852112,,,,,HomCPort,TUFF STUFF,515936,0,0,,2022,5,19,
743,Homer,1,26,2051922512,F,125,38.89211894,51.84396288,,,,,HomCPort,TUFF STUFF,515936,0,0,,2022,5,19,
744,Homer,1,27,205192261,M,70,6.334176049,8.443581807,,,,,HomCSea,IRISH,525901,1,0,,2022,5,19,
745,Homer,1,28,205192262,M,60,3.909729203,5.211746266,,,,,HomCSea,IRISH,525901,1,0,,2022,5,19,
