"","SITE","SPECCODE","SURVAREA","SHSITE","YEAR","DATE","SHIFT","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","HEADVAR2","SAMPTYPE","LITHCODE","LINENO","LENGTH","AREA","SUBAREA","CLASS","CLASSN","INTVNUMB","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","MONTH","LENCM","GROSSWT","NETWT_B","NETWT","ROUNDWT"
"365","CRAIG","200","B",760,2011,2011-08-09,NA,16,18,33,1,2,11,"D","00115253","11",895,5,NA,2,"Charter",4,"2C",104400,"10440","104","40","104-40",8,89.5,16.9175637286307,14.5906783525871,14.5906783525871,19.4056022089408
"366","CRAIG","200","B",760,2011,2011-08-10,NA,16,18,33,1,5,10,"C","00114241","01",770,3,NA,2,"Charter",2,"2C",103700,"10370","103","70","103-70",8,77,10.39109071556,8.96187328124,8.96187328124,11.9192914640492
"367","CRAIG","200","B",760,2011,2011-08-10,NA,16,18,33,1,5,10,"C","00114241","02",770,3,NA,2,"Charter",2,"2C",103700,"10370","103","70","103-70",8,77,10.39109071556,8.96187328124,8.96187328124,11.9192914640492
"368","CRAIG","200","B",760,2011,2011-08-10,NA,16,18,33,1,5,10,"C","00114241","03",820,3,NA,2,"Charter",2,"2C",103700,"10370","103","70","103-70",8,82,12.7405468281241,10.9881791366113,10.9881791366113,14.614278251693
"369","CRAIG","200","B",760,2011,2011-08-10,NA,16,18,33,1,5,10,"C","00114241","04",830,3,NA,2,"Charter",2,"2C",103700,"10370","103","70","103-70",8,83,13.2508642867348,11.4283062149386,11.4283062149386,15.1996472658684
"370","CRAIG","200","B",760,2011,2011-08-10,NA,16,18,33,1,4,10,"C","00114241","05",880,16,NA,1,"Private",4,"2C",105500,"10550","105","50","105-50",8,88,16.0160363013939,13.8131493343522,13.8131493343522,18.3714886146885
"371","CRAIG","200","B",760,2011,2011-08-10,NA,16,18,33,1,4,10,"C","00114241","06",880,16,NA,1,"Private",4,"2C",105500,"10550","105","50","105-50",8,88,16.0160363013939,13.8131493343522,13.8131493343522,18.3714886146885
"372","CRAIG","200","B",760,2011,2011-08-10,NA,16,18,33,1,4,10,"C","00114241","07",720,16,NA,1,"Private",4,"2C",105500,"10550","105","50","105-50",8,72,8.35965732014726,7.20984847775072,7.20984847775072,9.58909847540845
"373","CRAIG","200","B",760,2011,2011-08-10,NA,16,18,33,1,4,10,"C","00114241","08",770,16,NA,1,"Private",4,"2C",105500,"10550","105","50","105-50",8,77,10.39109071556,8.96187328124,8.96187328124,11.9192914640492
"374","CRAIG","200","B",760,2011,2011-08-11,NA,16,18,33,1,3,11,"D","00115260","01",1225,3,NA,1,"Private",1,"2C",103700,"10370","103","70","103-70",8,122.5,46.7726648268007,40.3394317957418,40.3394317957418,53.6514442883365
"375","CRAIG","200","B",760,2011,2011-08-11,NA,16,18,33,1,3,11,"D","00115260","02",1040,3,NA,1,"Private",1,"2C",103700,"10370","103","70","103-70",8,104,27.51814825208,23.7332311227181,23.7332311227181,31.5651973932151
"376","CRAIG","200","B",760,2011,2011-08-11,NA,16,18,33,1,2,11,"D","00115260","03",885,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",8,88.5,16.3127576363339,14.0690588511069,14.0690588511069,18.7118482719722
"377","CRAIG","200","B",760,2011,2011-08-11,NA,16,18,33,1,2,11,"D","00115260","04",845,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",8,84.5,14.0425805500267,12.1111277801179,12.1111277801179,16.1077999475568
"378","CRAIG","200","B",760,2011,2011-08-11,NA,16,18,33,1,2,11,"D","00115260","05",885,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",8,88.5,16.3127576363339,14.0690588511069,14.0690588511069,18.7118482719722
"379","CRAIG","200","B",760,2011,2011-08-11,NA,16,18,33,1,2,11,"D","00115260","06",810,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",8,81,12.2439810253286,10.5599122758681,10.5599122758681,14.0446833269046
"380","CRAIG","200","B",760,2011,2011-08-11,NA,16,18,33,1,2,11,"D","00115260","07",730,5,NA,2,"Charter",9,"2C",104400,"10440","104","40","104-40",8,73,8.74172728105141,7.53936755018688,7.53936755018688,10.0273588417485
"381","CRAIG","200","B",760,2011,2011-08-11,NA,16,18,33,1,2,11,"D","00115260","08",890,5,NA,2,"Charter",9,"2C",104400,"10440","104","40","104-40",8,89,16.6132579480539,14.3282275744224,14.3282275744224,19.0565426739818
"382","CRAIG","200","B",760,2011,2011-08-11,NA,16,18,33,1,2,11,"D","00115260","09",820,5,NA,2,"Charter",9,"2C",104400,"10440","104","40","104-40",8,82,12.7405468281241,10.9881791366113,10.9881791366113,14.614278251693
"383","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,3,11,"D","00115267","01",760,5,NA,2,"Charter",1,"2C",104400,"10440","104","40","104-40",8,76,9.96018088682265,8.5902319024382,8.5902319024382,11.4250084302428
"384","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,3,11,"D","00115267","02",790,5,NA,2,"Charter",1,"2C",104400,"10440","104","40","104-40",8,79,11.2912744200948,9.7382433958611,9.7382433958611,12.9518637164953
"385","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,3,11,"D","00115267","03",710,5,NA,2,"Charter",1,"2C",104400,"10440","104","40","104-40",8,71,7.98929093548086,6.89042324147201,6.89042324147201,9.16426291115777
"386","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,5,11,"D","00115267","04",900,3,NA,2,"Charter",4,"2C",103700,"10370","103","70","103-70",8,90,17.2257015058852,14.8564340647168,14.8564340647168,19.7590573060733
"387","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,5,11,"D","00115267","05",730,3,NA,2,"Charter",4,"2C",103700,"10370","103","70","103-70",8,73,8.74172728105141,7.53936755018688,7.53936755018688,10.0273588417485
"388","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,5,11,"D","00115267","06",800,3,NA,2,"Charter",4,"2C",103700,"10370","103","70","103-70",8,80,11.7609592329861,10.1433265474259,10.1433265474259,13.4906243080765
"389","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,5,11,"D","00115267","07",800,3,NA,2,"Charter",4,"2C",103700,"10370","103","70","103-70",8,80,11.7609592329861,10.1433265474259,10.1433265474259,13.4906243080765
"390","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,2,11,"D","00115267","08",850,3,NA,2,"Charter",7,"2C",103700,"10370","103","70","103-70",8,85,14.3135877905572,12.344859985371,12.344859985371,16.4186637805435
"391","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,2,11,"D","00115267","09",800,3,NA,2,"Charter",7,"2C",103700,"10370","103","70","103-70",8,80,11.7609592329861,10.1433265474259,10.1433265474259,13.4906243080765
"392","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,2,11,"D","00115267","10",810,3,NA,2,"Charter",7,"2C",103700,"10370","103","70","103-70",8,81,12.2439810253286,10.5599122758681,10.5599122758681,14.0446833269046
"393","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,1,11,"D","00115267","11",770,6,NA,2,"Charter",8,"2C",104350,"10435","104","35","104-35",8,77,10.39109071556,8.96187328124,8.96187328124,11.9192914640492
"394","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,1,11,"D","00115267","12",735,6,NA,2,"Charter",8,"2C",104350,"10435","104","35","104-35",8,73.5,8.93721416866509,7.70796666676608,7.70796666676608,10.2515956667989
"395","CRAIG","200","B",760,2011,2011-08-12,NA,16,18,33,1,1,11,"D","00115267","12",735,6,NA,2,"Charter",8,"2C",104350,"10435","104","35","104-35",8,73.5,8.93721416866509,7.70796666676608,7.70796666676608,10.2515956667989
"396","CRAIG","200","B",760,2011,2011-08-17,NA,17,19,34,1,5,10,"C","00112969","01",340,10,NA,2,"Charter",5,"2C",103900,"10390","103","90","103-90",8,34,0.735229421769711,0.634104069621183,0.634104069621183,0.843358412596174
"397","CRAIG","200","B",760,2011,2011-08-17,NA,17,19,34,1,5,10,"C","00112969","02",350,10,NA,2,"Charter",5,"2C",103900,"10390","103","90","103-90",8,35,0.807628526551496,0.696545214683846,0.696545214683846,0.926405135529515
"398","CRAIG","200","B",760,2011,2011-08-17,NA,17,19,34,1,5,10,"C","00112969","03",360,10,NA,2,"Charter",5,"2C",103900,"10390","103","90","103-90",8,36,0.884812581098972,0.76311317517244,0.76311317517244,1.01494052297935
"399","CRAIG","200","B",760,2011,2011-08-17,NA,17,19,34,1,5,10,"C","00112969","04",630,10,NA,2,"Charter",5,"2C",103900,"10390","103","90","103-90",8,63,5.42368635597346,4.67769853713618,4.67769853713618,6.22133905439112
"400","CRAIG","200","B",760,2011,2011-08-17,NA,17,19,34,1,2,10,"C","00112969","05",640,10,NA,2,"Charter",8,"2C",103900,"10390","103","90","103-90",8,64,5.70761016092118,4.92257072920152,4.92257072920152,6.54701906983802
"401","CRAIG","200","B",760,2011,2011-08-17,NA,17,19,34,1,2,10,"C","00112969","06",760,10,NA,2,"Charter",8,"2C",103900,"10390","103","90","103-90",8,76,9.96018088682265,8.5902319024382,8.5902319024382,11.4250084302428
"402","CRAIG","200","B",760,2011,2011-08-18,NA,17,19,34,1,2,9,"D","00113042","01",800,10,NA,2,"Charter",3,"2C",103900,"10390","103","90","103-90",8,80,11.7609592329861,10.1433265474259,10.1433265474259,13.4906243080765
"403","CRAIG","200","B",760,2011,2011-08-18,NA,17,19,34,1,2,9,"D","00113042","02",730,10,NA,2,"Charter",3,"2C",103900,"10390","103","90","103-90",8,73,8.74172728105141,7.53936755018688,7.53936755018688,10.0273588417485
"404","CRAIG","200","B",760,2011,2011-08-18,NA,17,19,34,1,2,9,"D","00113042","03",830,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",8,83,13.2508642867348,11.4283062149386,11.4283062149386,15.1996472658684
"405","CRAIG","200","B",760,2011,2011-08-18,NA,17,19,34,1,2,9,"D","00113042","04",910,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",8,91,17.8535793395215,15.3979519606891,15.3979519606891,20.4792761077166
"406","CRAIG","200","B",760,2011,2011-08-18,NA,17,19,34,1,2,9,"D","00113042","05",780,5,NA,2,"Charter",5,"2C",104400,"10440","104","40","104-40",8,78,10.8347201758416,9.34448480063655,9.34448480063655,12.4281647848466
"407","CRAIG","200","B",760,2011,2011-08-18,NA,17,19,34,1,2,9,"D","00113042","06",800,5,NA,2,"Charter",6,"2C",104400,"10440","104","40","104-40",8,80,11.7609592329861,10.1433265474259,10.1433265474259,13.4906243080765
"408","CRAIG","200","B",760,2011,2011-08-18,NA,17,19,34,1,2,9,"D","00113042","07",890,5,NA,2,"Charter",6,"2C",104400,"10440","104","40","104-40",8,89,16.6132579480539,14.3282275744224,14.3282275744224,19.0565426739818
"409","CRAIG","200","B",760,2011,2011-08-18,NA,17,19,34,1,2,9,"D","00113042","08",850,5,NA,2,"Charter",6,"2C",104400,"10440","104","40","104-40",8,85,14.3135877905572,12.344859985371,12.344859985371,16.4186637805435
"410","CRAIG","200","B",760,2011,2011-08-18,NA,17,19,34,1,2,9,"D","00113042","09",850,5,NA,2,"Charter",6,"2C",104400,"10440","104","40","104-40",8,85,14.3135877905572,12.344859985371,12.344859985371,16.4186637805435
"411","CRAIG","200","B",760,2011,2011-08-21,NA,17,19,35,1,3,9,"A","00113040","01",690,3,NA,1,"Private",1,"2C",103700,"10370","103","70","103-70",8,69,7.28286468232178,6.2811606783156,6.2811606783156,8.35394370215975
"412","CRAIG","200","B",760,2011,2011-08-21,NA,17,19,35,1,3,9,"A","00113040","02",700,3,NA,2,"Charter",3,"2C",103700,"10370","103","70","103-70",8,70,7.6304269041477,6.58091829516383,6.58091829516383,8.7526213325679
"413","CRAIG","200","B",760,2011,2011-08-21,NA,17,19,35,1,3,9,"A","00113040","03",740,3,NA,2,"Charter",3,"2C",103700,"10370","103","70","103-70",8,74,9.13570271299548,7.87915458445051,7.87915458445051,10.4792755973192
"414","CRAIG","200","B",760,2011,2011-08-21,NA,17,19,35,1,3,9,"A","00113040","04",800,3,NA,2,"Charter",3,"2C",103700,"10370","103","70","103-70",8,80,11.7609592329861,10.1433265474259,10.1433265474259,13.4906243080765
"415","CRAIG","200","B",760,2011,2011-08-21,NA,17,19,35,1,3,9,"A","00113040","05",900,3,NA,2,"Charter",5,"2C",103700,"10370","103","70","103-70",8,90,17.2257015058852,14.8564340647168,14.8564340647168,19.7590573060733
"416","CRAIG","200","B",760,2011,2011-08-21,NA,17,19,35,1,3,9,"A","00113040","06",810,3,NA,2,"Charter",5,"2C",103700,"10370","103","70","103-70",8,81,12.2439810253286,10.5599122758681,10.5599122758681,14.0446833269046
"417","CRAIG","200","B",760,2011,2011-08-21,NA,17,19,35,1,5,9,"A","00113040","07",690,10,NA,2,"Charter",6,"2C",103900,"10390","103","90","103-90",8,69,7.28286468232178,6.2811606783156,6.2811606783156,8.35394370215975
"418","CRAIG","200","B",760,2011,2011-08-24,NA,17,20,35,1,3,9,"D","00113035","01",900,3,NA,1,"Private",1,"2C",103700,"10370","103","70","103-70",8,90,17.2257015058852,14.8564340647168,14.8564340647168,19.7590573060733
"419","CRAIG","200","B",760,2011,2011-08-24,NA,17,20,35,1,3,9,"D","00113035","02",810,3,NA,1,"Private",1,"2C",103700,"10370","103","70","103-70",8,81,12.2439810253286,10.5599122758681,10.5599122758681,14.0446833269046
"420","CRAIG","200","B",760,2011,2011-08-24,NA,17,20,35,1,3,9,"D","00113035","03",830,3,NA,1,"Private",1,"2C",103700,"10370","103","70","103-70",8,83,13.2508642867348,11.4283062149386,11.4283062149386,15.1996472658684
"421","CRAIG","200","B",760,2011,2011-08-24,NA,17,20,35,1,3,9,"D","00113035","04",720,3,NA,2,"Charter",4,"2C",103700,"10370","103","70","103-70",8,72,8.35965732014726,7.20984847775072,7.20984847775072,9.58909847540845
"422","CRAIG","200","B",760,2011,2011-08-24,NA,17,20,35,1,3,9,"D","00113035","05",840,3,NA,2,"Charter",4,"2C",103700,"10370","103","70","103-70",8,84,13.7751416551806,11.8804731210747,11.8804731210747,15.8010292510293
"423","CRAIG","200","B",760,2011,2011-08-24,NA,17,20,35,1,3,9,"D","00113035","06",1010,5,NA,1,"Private",5,"2C",104400,"10440","104","40","104-40",8,101,25.0283625747782,21.5858969931053,21.5858969931053,28.7092430008301
"424","CRAIG","200","B",760,2011,2011-08-24,NA,17,20,35,1,3,9,"D","00113035","07",950,5,NA,1,"Private",5,"2C",104400,"10440","104","40","104-40",8,95,20.5237004736467,17.7008177429845,17.7008177429845,23.5420875981694
"425","CRAIG","200","B",760,2011,2011-08-24,NA,17,20,35,1,3,9,"D","00113035","08",790,5,NA,1,"Private",5,"2C",104400,"10440","104","40","104-40",8,79,11.2912744200948,9.7382433958611,9.7382433958611,12.9518637164953
"426","CRAIG","200","B",760,2011,2011-08-26,NA,17,20,35,1,3,9,"C","00115028","01",770,3,NA,2,"Charter",1,"2C",103700,"10370","103","70","103-70",8,77,10.39109071556,8.96187328124,8.96187328124,11.9192914640492
"427","CRAIG","200","B",760,2011,2011-08-26,NA,17,20,35,1,3,9,"C","00115028","02",620,3,NA,2,"Charter",3,"2C",103700,"10370","103","70","103-70",8,62,5.14968021090387,4.44137990441386,4.44137990441386,5.90703527287044
"428","CRAIG","200","B",760,2011,2011-08-26,NA,17,20,35,1,3,9,"C","00115028","03",890,3,NA,2,"Charter",4,"2C",103700,"10370","103","70","103-70",8,89,16.6132579480539,14.3282275744224,14.3282275744224,19.0565426739818
"429","CRAIG","200","B",760,2011,2011-08-26,NA,17,20,35,1,3,9,"C","00115028","04",900,3,NA,2,"Charter",6,"2C",103700,"10370","103","70","103-70",8,90,17.2257015058852,14.8564340647168,14.8564340647168,19.7590573060733
"430","CRAIG","200","B",760,2011,2011-08-26,NA,17,20,35,1,3,9,"C","00115028","05",810,3,NA,2,"Charter",6,"2C",103700,"10370","103","70","103-70",8,81,12.2439810253286,10.5599122758681,10.5599122758681,14.0446833269046
"431","CRAIG","200","B",760,2011,2011-08-26,NA,17,20,35,1,5,9,"C","00115028","06",620,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",8,62,5.14968021090387,4.44137990441386,4.44137990441386,5.90703527287044
"432","CRAIG","200","B",760,2011,2011-08-26,NA,17,20,35,1,5,9,"C","00115028","07",700,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",8,70,7.6304269041477,6.58091829516383,6.58091829516383,8.7526213325679
"433","CRAIG","200","B",760,2011,2011-08-26,NA,17,20,35,1,5,9,"C","00115028","08",690,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",8,69,7.28286468232178,6.2811606783156,6.2811606783156,8.35394370215975
"434","CRAIG","200","B",760,2011,2011-08-26,NA,17,20,35,1,5,9,"C","00115028","09",610,5,NA,2,"Charter",8,"2C",104400,"10440","104","40","104-40",8,61,4.88539689627812,4.21344679894347,4.21344679894347,5.60388424259482
"435","CRAIG","200","B",760,2011,2011-08-27,NA,17,20,35,1,1,9,"A","00115025","01",720,2,NA,1,"Private",1,"2C",103500,"10350","103","50","103-50",8,72,8.35965732014726,7.20984847775072,7.20984847775072,9.58909847540845
"436","CRAIG","200","B",760,2011,2011-08-27,NA,17,20,35,1,1,9,"A","00115025","02",1080,2,NA,1,"Private",1,"2C",103500,"10350","103","50","103-50",8,108,31.0974053397255,26.8201879531908,26.8201879531908,35.6708499777437
"437","CRAIG","200","B",760,2011,2011-08-27,NA,17,20,35,1,1,9,"A","00115025","03",900,2,NA,1,"Private",1,"2C",103500,"10350","103","50","103-50",8,90,17.2257015058852,14.8564340647168,14.8564340647168,19.7590573060733
"438","ELFIN_COVE","200","G",82,2011,2011-05-09,NA,10,5,20,1,12,15,"C","00105390","01",775,55,NA,1,"Private",21,"2C",113910,"11391","113","91","113-91",5,77.5,10.6113026846215,9.15179672775422,9.15179672775422,12.1718896479131
"439","ELFIN_COVE","200","G",82,2011,2011-05-09,NA,10,5,20,1,12,15,"C","00105390","02",695,55,NA,1,"Private",21,"2C",113910,"11391","113","91","113-91",5,69.5,7.45524557430893,6.42983185753865,6.42983185753865,8.5516763705264
"440","ELFIN_COVE","200","G",82,2011,2011-05-09,NA,10,5,20,1,12,15,"C","00105390","03",800,55,NA,1,"Private",21,"2C",113910,"11391","113","91","113-91",5,80,11.7609592329861,10.1433265474259,10.1433265474259,13.4906243080765
"441","ELFIN_COVE","200","G",82,2011,2011-05-14,NA,10,5,20,0,19,15,"A","00105392","01",830,53,NA,1,"Private",91,"2C",114211,"11421","114","21","114-21",5,83,13.2508642867348,11.4283062149386,11.4283062149386,15.1996472658684
"442","ELFIN_COVE","200","G",82,2011,2011-05-14,NA,10,5,20,0,19,15,"A","00105392","02",885,53,NA,1,"Private",91,"2C",114211,"11421","114","21","114-21",5,88.5,16.3127576363339,14.0690588511069,14.0690588511069,18.7118482719722
"443","ELFIN_COVE","200","G",82,2011,2011-05-19,NA,10,6,21,0,16,15,"A","00105398","01",715,55,NA,2,"Charter",61,"2C",113910,"11391","113","91","113-91",5,71.5,8.17302377304676,7.04888499038183,7.04888499038183,9.37501703720784
"444","ELFIN_COVE","200","G",82,2011,2011-05-19,NA,10,6,21,0,16,15,"A","00105398","02",930,55,NA,2,"Charter",61,"2C",113910,"11391","113","91","113-91",5,93,19.1564901234037,16.5216570328072,16.5216570328072,21.9738038536336
"445","ELFIN_COVE","200","G",82,2011,2011-05-19,NA,10,6,21,0,16,15,"A","00105398","03",940,55,NA,2,"Charter",62,"2C",113910,"11391","113","91","113-91",5,94,19.8319506194401,17.1042129489918,17.1042129489918,22.7486032221592
"446","ELFIN_COVE","200","G",82,2011,2011-05-19,NA,10,6,21,0,16,15,"A","00105398","04",760,55,NA,2,"Charter",62,"2C",113910,"11391","113","91","113-91",5,76,9.96018088682265,8.5902319024382,8.5902319024382,11.4250084302428
"447","ELFIN_COVE","200","G",82,2011,2011-05-19,NA,10,6,21,0,16,15,"A","00105398","05",785,55,NA,2,"Charter",62,"2C",113910,"11391","113","91","113-91",5,78.5,11.0613688531761,9.53995963395614,9.53995963395614,12.6881463131617
"448","ELFIN_COVE","200","G",82,2011,2011-05-19,NA,10,6,21,0,16,15,"A","00105398","06",895,55,NA,2,"Charter",62,"2C",113910,"11391","113","91","113-91",5,89.5,16.9175637286307,14.5906783525871,14.5906783525871,19.4056022089408
"449","ELFIN_COVE","200","G",82,2011,2011-05-20,NA,10,6,21,0,19,15,"C","00105399","01",1030,53,NA,1,"Private",91,"2C",114211,"11421","114","21","114-21",5,103,26.6700478433973,23.0017806330211,23.0017806330211,30.5923682419181
"450","ELFIN_COVE","200","G",82,2011,2011-05-20,NA,10,6,21,0,19,15,"C","00105399","02",1000,53,NA,1,"Private",91,"2C",114211,"11421","114","21","114-21",5,100,24.2343394485858,20.9010858569024,20.9010858569024,27.7984441896802
"451","ELFIN_COVE","200","G",82,2011,2011-05-20,NA,10,6,21,0,19,15,"C","00105399","03",865,53,NA,1,"Private",91,"2C",114211,"11421","114","21","114-21",5,86.5,15.1482817758779,13.0647480057745,13.0647480057745,17.3761148476801
"452","ELFIN_COVE","200","G",82,2011,2011-05-20,NA,10,6,21,0,16,15,"C","00105399","04",900,55,NA,2,"Charter",61,"2C",113910,"11391","113","91","113-91",5,90,17.2257015058852,14.8564340647168,14.8564340647168,19.7590573060733
"453","ELFIN_COVE","200","G",82,2011,2011-05-20,NA,10,6,21,0,16,15,"C","00105399","05",670,55,NA,2,"Charter",62,"2C",113910,"11391","113","91","113-91",5,67,6.62084693163495,5.71019855759206,5.71019855759206,7.59456408159744
"454","ELFIN_COVE","200","G",82,2011,2011-05-20,NA,10,6,21,0,16,15,"C","00105399","06",745,55,NA,2,"Charter",62,"2C",113910,"11391","113","91","113-91",5,74.5,9.33721825472724,8.05295315850166,8.05295315850166,10.7104277008072
"455","ELFIN_COVE","200","G",82,2011,2011-05-20,NA,10,6,21,0,16,15,"C","00105399","07",740,55,NA,2,"Charter",62,"2C",113910,"11391","113","91","113-91",5,74,9.13570271299548,7.87915458445051,7.87915458445051,10.4792755973192
"456","ELFIN_COVE","200","G",82,2011,2011-05-20,NA,10,6,21,0,14,15,"C","00105399","08",785,55,NA,1,"Private",41,"2C",113910,"11391","113","91","113-91",5,78.5,11.0613688531761,9.53995963395614,9.53995963395614,12.6881463131617
"457","ELFIN_COVE","200","G",82,2011,2011-05-21,NA,10,6,21,1,13,15,"C","00105403","01",1045,53,NA,1,"Private",31,"2C",114211,"11421","114","21","114-21",5,104.5,27.9491090236014,24.1049164375019,24.1049164375019,32.0595388618776
"458","ELFIN_COVE","200","G",82,2011,2011-05-21,NA,10,6,21,1,13,15,"C","00105403","02",730,53,NA,1,"Private",34,"2C",114211,"11421","114","21","114-21",5,73,8.74172728105141,7.53936755018688,7.53936755018688,10.0273588417485
"459","ELFIN_COVE","200","G",82,2011,2011-05-21,NA,10,6,21,1,13,15,"C","00105403","03",715,53,NA,1,"Private",34,"2C",114211,"11421","114","21","114-21",5,71.5,8.17302377304676,7.04888499038183,7.04888499038183,9.37501703720784
"460","ELFIN_COVE","200","G",82,2011,2011-05-21,NA,10,6,21,1,13,15,"C","00105403","04",625,53,NA,1,"Private",34,"2C",114211,"11421","114","21","114-21",5,62.5,5.2854557703288,4.55848054298624,4.55848054298624,6.06277912217171
"461","ELFIN_COVE","200","G",82,2011,2011-05-21,NA,10,6,21,1,13,15,"C","00105403","05",765,53,NA,1,"Private",34,"2C",114211,"11421","114","21","114-21",5,76.5,10.1740586444088,8.77469236127076,8.77469236127076,11.6703408404901
"462","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","01",940,53,NA,1,"Private",92,"2C",114211,"11421","114","21","114-21",5,94,19.8319506194401,17.1042129489918,17.1042129489918,22.7486032221592
"463","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","02",1125,53,NA,1,"Private",92,"2C",114211,"11421","114","21","114-21",5,112.5,35.4948511650989,30.6127977308248,30.6127977308248,40.7150209819969
"464","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","03",1360,53,NA,1,"Private",92,"2C",114211,"11421","114","21","114-21",5,136,65.6292210769777,56.6024086343144,56.6024086343144,75.2812034836381
"465","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","04",1295,53,NA,1,"Private",92,"2C",114211,"11421","114","21","114-21",5,129.5,55.9996401669168,48.2973051346225,48.2973051346225,64.235415829048
"466","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","05",1770,53,NA,1,"Private",92,"2C",114211,"11421","114","21","114-21",5,177,154.121976449511,132.923642051019,132.923642051019,176.788443927856
"467","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","06",1305,53,NA,1,"Private",92,"2C",114211,"11421","114","21","114-21",5,130.5,57.4128683190672,49.5161542394703,49.5161542394703,65.8564851384955
"468","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","07",1020,73,NA,2,"Charter",91,"3A",365801,"","","","",5,102,25.8401924146095,22.2860656615977,22.2860656615977,29.6404673299249
"469","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","08",1350,73,NA,2,"Charter",91,"3A",365801,"","","","",5,135,64.0785383269988,55.2650107917659,55.2650107917659,73.5024643530487
"470","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","09",730,73,NA,2,"Charter",91,"3A",365801,"","","","",5,73,8.74172728105141,7.53936755018688,7.53936755018688,10.0273588417485
"471","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","10",1035,73,NA,2,"Charter",91,"3A",365801,"","","","",5,103.5,27.0918036932813,23.3655270948456,23.3655270948456,31.0761510361447
"472","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","11",950,73,NA,2,"Charter",91,"3A",365801,"","","","",5,95,20.5237004736467,17.7008177429845,17.7008177429845,23.5420875981694
"473","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","12",1270,73,NA,2,"Charter",91,"3A",365801,"","","","",5,127,52.5720899895424,45.3411890544574,45.3411890544574,60.3037814424283
"474","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","13",765,73,NA,2,"Charter",91,"3A",365801,"","","","",5,76.5,10.1740586444088,8.77469236127076,8.77469236127076,11.6703408404901
"475","ELFIN_COVE","200","G",82,2011,2011-05-22,NA,10,6,22,0,19,15,"A","00105404","14",1215,73,NA,2,"Charter",91,"3A",365801,"","","","",5,121.5,45.5468479549882,39.2822169400635,39.2822169400635,52.2453485302845
"476","ELFIN_COVE","200","G",82,2011,2011-05-25,NA,11,7,22,1,11,15,"C","00105409","01",1025,55,NA,1,"Private",11,"2C",113910,"11391","113","91","113-91",5,102.5,26.2528532304901,22.641968043868,22.641968043868,30.1138174983445
"477","ELFIN_COVE","200","G",82,2011,2011-05-27,NA,11,7,22,1,13,15,"C","00105411","01",1040,53,NA,1,"Private",32,"2C",114211,"11421","114","21","114-21",5,104,27.51814825208,23.7332311227181,23.7332311227181,31.5651973932151
