"","SUB","YEAR","MONTH","DAY","PAGE","LINE","AGECONF","AGE","AGEERR","SEX","LENGTH","OBSWT","STATAREA","LITHO","USER","PORT","CAS","NETWT","RNDWT"
"1329",NA,2006,6,19,23,27,NA,11,"","F",90,NA,515936,NA,"HomCPort","Homer",0,14.9,19.8
"1330",NA,2006,6,19,23,28,NA,NA,"","F",87,NA,515936,NA,"HomCPort","Homer",0,13.3,17.7
"1331",NA,2006,6,19,23,29,NA,13,"","F",107,NA,515936,NA,"HomCPort","Homer",0,26,34.6
"1332",NA,2006,6,19,24,1,NA,NA,"","F",88,NA,515936,NA,"HomCPort","Homer",0,13.8,18.4
"1333",NA,2006,6,19,24,2,NA,19,"","M",88,NA,515936,NA,"HomCPort","Homer",0,13.8,18.4
"1334",NA,2006,6,19,24,3,NA,11,"","F",90,NA,515936,NA,"HomCPort","Homer",0,14.9,19.8
"1335",NA,2006,6,19,24,4,NA,NA,"","M",84,NA,515936,NA,"HomCPort","Homer",0,11.9,15.8
"1336",NA,2006,6,19,24,5,NA,11,"","F",86,NA,515936,NA,"HomCPort","Homer",0,12.8,17.1
"1337",NA,2006,6,19,24,6,NA,NA,"","F",138,NA,515936,NA,"HomCPort","Homer",0,59.3,78.9
"1338",NA,2006,6,19,24,7,NA,NA,"","M",88,NA,515936,NA,"HomCPort","Homer",0,13.8,18.4
"1339",NA,2006,6,19,24,8,NA,8,"","F",90,NA,515936,NA,"HomCPort","Homer",0,14.9,19.8
"1340",NA,2006,6,19,24,9,NA,NA,"","F",88,NA,515936,NA,"HomCPort","Homer",0,13.8,18.4
"1341",NA,2006,6,19,24,10,NA,NA,"","F",81,NA,525901,NA,"HomCPort","Homer",0,10.6,14
"1342",NA,2006,6,19,24,11,NA,12,"","F",93,NA,525901,NA,"HomCPort","Homer",0,16.5,22
"1343",NA,2006,6,19,24,12,NA,18,"","M",91,NA,525901,NA,"HomCPort","Homer",0,15.4,20.5
"1344",NA,2006,6,19,24,13,NA,15,"","M",88,NA,525901,NA,"HomCPort","Homer",0,13.8,18.4
"1345",NA,2006,6,19,24,14,NA,NA,"","M",91,NA,525901,NA,"HomCPort","Homer",0,15.4,20.5
"1346",NA,2006,6,19,24,15,NA,NA,"","F",89,NA,525901,NA,"HomCPort","Homer",0,14.3,19.1
"1347",NA,2006,6,19,24,16,NA,NA,"","M",83,NA,525901,NA,"HomCPort","Homer",0,11.4,15.2
"1348",NA,2006,6,19,24,17,NA,NA,"","F",95,NA,525901,NA,"HomCPort","Homer",0,17.7,23.5
"1349",NA,2006,6,19,24,18,NA,12,"","F",81,NA,525901,NA,"HomCPort","Homer",0,10.6,14
"1350",NA,2006,6,19,24,19,NA,NA,"","M",85,NA,525901,NA,"HomCPort","Homer",0,12.3,16.4
"1351",NA,2006,6,21,25,1,NA,NA,"","F",67,NA,515907,NA,"Private","Homer",0,5.7,7.6
"1352",NA,2006,6,21,25,2,NA,NA,"","F",71,NA,515907,NA,"Private","Homer",0,6.9,9.2
"1353",NA,2006,6,21,25,3,NA,NA,"","M",68,NA,515907,NA,"Private","Homer",0,6,8
"1354",NA,2006,6,21,25,4,NA,NA,"","F",77,NA,515907,NA,"Private","Homer",0,9,11.9
"1355",NA,2006,6,21,25,5,NA,NA,"","M",75,NA,515907,NA,"Private","Homer",0,8.2,10.9
"1356",NA,2006,6,21,25,6,NA,NA,"","M",88,NA,515907,NA,"Private","Homer",0,13.8,18.4
"1357",NA,2006,6,21,25,7,NA,NA,"","F",78,NA,515935,NA,"Private","Homer",0,9.3,12.4
"1358",NA,2006,6,21,25,8,NA,NA,"","F",80,NA,515935,NA,"Private","Homer",0,10.1,13.5
"1359",NA,2006,6,21,25,9,NA,NA,"","M",76,NA,515937,NA,"Private","Homer",0,8.6,11.4
"1360",NA,2006,6,21,26,1,NA,18,"","M",87,NA,525902,NA,"HomCSea","Homer",1,13.3,17.7
"1361",NA,2006,6,21,26,2,NA,NA,"","F",87,NA,525902,NA,"HomCSea","Homer",1,13.3,17.7
"1362",NA,2006,6,21,26,3,NA,NA,"","F",83,NA,525902,NA,"HomCSea","Homer",1,11.4,15.2
"1363",NA,2006,6,21,26,4,NA,12,"","F",82,NA,525902,NA,"HomCSea","Homer",1,11,14.6
"1364",NA,2006,6,21,26,5,NA,NA,"","F",87,NA,525902,NA,"HomCSea","Homer",1,13.3,17.7
"1365",NA,2006,6,21,26,6,NA,NA,"","M",92,NA,525902,NA,"HomCSea","Homer",1,16,21.2
"1366",NA,2006,6,21,26,7,NA,14,"","M",78,NA,525902,NA,"HomCSea","Homer",1,9.3,12.4
"1367",NA,2006,6,21,26,8,NA,NA,"I","F",94,NA,525902,NA,"HomCSea","Homer",1,17.1,22.7
"1368",NA,2006,6,21,26,9,NA,12,"","F",89,NA,525902,NA,"HomCSea","Homer",1,14.3,19.1
"1369",NA,2006,6,21,26,10,NA,16,"","M",91,NA,525902,NA,"HomCSea","Homer",1,15.4,20.5
"1370",NA,2006,6,21,26,11,NA,NA,"","M",85,NA,525902,NA,"HomCSea","Homer",1,12.3,16.4
"1371",NA,2006,6,21,26,12,NA,NA,"","F",112,NA,525902,NA,"HomCSea","Homer",1,30.2,40.1
"1372",NA,2006,6,21,26,13,NA,15,"","M",86,NA,525902,NA,"HomCSea","Homer",1,12.8,17.1
"1373",NA,2006,6,21,26,14,NA,15,"","M",87,NA,525902,NA,"HomCSea","Homer",1,13.3,17.7
"1374",NA,2006,6,21,26,15,NA,NA,"","M",88,NA,525902,NA,"HomCSea","Homer",1,13.8,18.4
"1375",NA,2006,6,21,26,16,NA,NA,"","F",92,NA,525902,NA,"HomCSea","Homer",1,16,21.2
"1376",NA,2006,6,21,26,17,NA,NA,"","M",81,NA,525902,NA,"HomCSea","Homer",1,10.6,14
"1377",NA,2006,6,21,26,18,NA,NA,"","M",89,NA,525902,NA,"HomCSea","Homer",1,14.3,19.1
"1378",NA,2006,6,21,26,19,NA,NA,"","M",86,NA,525902,NA,"HomCSea","Homer",1,12.8,17.1
"1379",NA,2006,6,21,26,20,NA,NA,"","M",89,NA,525902,NA,"HomCSea","Homer",1,14.3,19.1
"1380",NA,2006,6,21,26,21,NA,NA,"","F",84,NA,525902,NA,"HomCSea","Homer",1,11.9,15.8
"1381",NA,2006,6,21,26,22,NA,12,"","F",86,NA,525902,NA,"HomCSea","Homer",1,12.8,17.1
"1382",NA,2006,6,22,27,1,NA,NA,"","F",93,NA,525836,NA,"HomCSea","Homer",1,16.5,22
"1383",NA,2006,6,22,27,2,NA,NA,"","F",96,NA,525836,NA,"HomCSea","Homer",1,18.3,24.4
"1384",NA,2006,6,22,27,3,NA,8,"","",92,NA,525836,NA,"HomCSea","Homer",1,16,21.2
"1385",NA,2006,6,22,27,4,NA,8,"","F",89,NA,525836,NA,"HomCSea","Homer",1,14.3,19.1
"1386",NA,2006,6,22,27,5,NA,10,"","",91,NA,525836,NA,"HomCSea","Homer",1,15.4,20.5
"1387",NA,2006,6,22,27,6,NA,9,"","",92,NA,525836,NA,"HomCSea","Homer",1,16,21.2
"1388",NA,2006,6,22,27,7,NA,17,"","F",103,NA,525836,NA,"HomCSea","Homer",1,23,30.6
"1389",NA,2006,6,22,27,8,NA,NA,"","",86,NA,525836,NA,"HomCSea","Homer",1,12.8,17.1
"1390",NA,2006,6,22,27,9,NA,NA,"","",92,NA,525836,NA,"HomCSea","Homer",1,16,21.2
"1391",NA,2006,6,22,27,10,NA,11,"","F",86,NA,525836,NA,"HomCSea","Homer",1,12.8,17.1
"1392",NA,2006,6,22,27,11,NA,NA,"","F",96,NA,525836,NA,"HomCSea","Homer",1,18.3,24.4
"1393",NA,2006,6,22,27,12,NA,NA,"","F",104,NA,525836,NA,"HomCSea","Homer",1,23.7,31.6
"1394",NA,2006,6,22,27,13,NA,12,"","F",99,NA,525836,NA,"HomCSea","Homer",1,20.2,26.9
"1395",NA,2006,6,22,27,14,NA,NA,"","F",120,NA,525836,NA,"HomCSea","Homer",1,37.7,50.2
"1396",NA,2006,6,22,27,15,NA,NA,"","F",119,NA,525836,NA,"HomCSea","Homer",1,36.7,48.8
"1397",NA,2006,6,22,27,16,NA,NA,"","F",109,NA,525836,NA,"HomCSea","Homer",1,27.6,36.8
"1398",NA,2006,6,22,28,1,NA,NA,"","M",91,NA,525902,NA,"Private","Homer",0,15.4,20.5
"1399",NA,2006,6,22,28,2,NA,NA,"","F",87,NA,525902,NA,"Private","Homer",0,13.3,17.7
"1400",NA,2006,6,22,28,3,NA,17,"","M",90,NA,525902,NA,"Private","Homer",0,14.9,19.8
"1401",NA,2006,6,22,28,4,NA,9,"","F",92,NA,525902,NA,"Private","Homer",0,16,21.2
"1402",NA,2006,6,22,28,5,NA,NA,"","M",89,NA,525902,NA,"Private","Homer",0,14.3,19.1
"1403",NA,2006,6,22,28,6,NA,NA,"","M",85,NA,525902,NA,"Private","Homer",0,12.3,16.4
"1404",NA,2006,6,22,28,7,NA,NA,"","F",87,NA,525902,NA,"Private","Homer",0,13.3,17.7
"1405",NA,2006,6,22,28,8,NA,8,"","F",78,NA,525902,NA,"Private","Homer",0,9.3,12.4
"1406",NA,2006,6,22,28,9,NA,NA,"","F",74,NA,525902,NA,"Private","Homer",0,7.9,10.5
"1407",NA,2006,6,22,28,10,NA,12,"","F",90,NA,525902,NA,"Private","Homer",0,14.9,19.8
"1408",NA,2006,6,22,28,11,NA,NA,"","F",85,NA,525902,NA,"Private","Homer",0,12.3,16.4
"1409",NA,2006,6,22,28,12,NA,NA,"","F",91,NA,525902,NA,"Private","Homer",0,15.4,20.5
"1410",NA,2006,6,22,28,13,NA,NA,"","F",74,NA,525902,NA,"Private","Homer",0,7.9,10.5
"1411",NA,2006,6,22,28,14,NA,NA,"","F",86,NA,525902,NA,"Private","Homer",0,12.8,17.1
"1412",NA,2006,6,22,28,15,NA,NA,"","M",77,NA,525902,NA,"Private","Homer",0,9,11.9
"1413",NA,2006,6,22,28,16,NA,11,"","M",78,NA,525902,NA,"Private","Homer",0,9.3,12.4
"1414",NA,2006,6,22,28,17,NA,NA,"","F",97,NA,525901,NA,"HomCPort","Homer",0,18.9,25.2
"1415",NA,2006,6,22,28,18,NA,NA,"I","F",99,NA,525901,NA,"HomCPort","Homer",0,20.2,26.9
"1416",NA,2006,6,22,28,19,NA,NA,"","F",106,NA,525901,NA,"HomCPort","Homer",0,25.2,33.6
"1417",NA,2006,6,22,28,20,NA,NA,"","F",97,NA,525901,NA,"HomCPort","Homer",0,18.9,25.2
"1418",NA,2006,6,22,28,21,NA,13,"","F",87,NA,525901,NA,"HomCPort","Homer",0,13.3,17.7
"1419",NA,2006,6,22,28,22,NA,NA,"","F",87,NA,525901,NA,"HomCPort","Homer",0,13.3,17.7
"1420",NA,2006,6,22,28,23,NA,17,"","M",82,NA,525901,NA,"HomCPort","Homer",0,11,14.6
"1421",NA,2006,6,22,28,24,NA,NA,"","M",88,NA,525901,NA,"HomCPort","Homer",0,13.8,18.4
"1422",NA,2006,6,22,28,25,NA,12,"","F",89,NA,525901,NA,"HomCPort","Homer",0,14.3,19.1
"1423",NA,2006,6,22,28,26,NA,NA,"","M",93,NA,525901,NA,"HomCPort","Homer",0,16.5,22
"1424",NA,2006,6,22,28,27,NA,20,"","M",84,NA,525901,NA,"HomCPort","Homer",0,11.9,15.8
"1425",NA,2006,6,22,28,28,NA,NA,"","F",89,NA,525901,NA,"HomCPort","Homer",0,14.3,19.1
"1426",NA,2006,6,22,28,29,NA,NA,"","F",88,NA,525901,NA,"HomCPort","Homer",0,13.8,18.4
"1427",NA,2006,6,22,28,30,NA,18,"","F",126,NA,525901,NA,"HomCPort","Homer",0,44.2,58.8
"1428",NA,2006,6,22,29,1,NA,12,"","M",77,NA,525902,NA,"HomCPort","Homer",0,9,11.9
"1429",NA,2006,6,22,29,2,NA,NA,"","F",73,NA,525902,NA,"HomCPort","Homer",0,7.5,10
"1430",NA,2006,6,22,29,3,NA,NA,"","M",78,NA,525902,NA,"HomCPort","Homer",0,9.3,12.4
"1431",NA,2006,6,22,29,4,NA,11,"","F",78,NA,525902,NA,"HomCPort","Homer",0,9.3,12.4
"1432",NA,2006,6,22,29,5,NA,NA,"","F",76,NA,525902,NA,"HomCPort","Homer",0,8.6,11.4
"1433",NA,2006,6,22,29,6,NA,11,"","F",97,NA,525902,NA,"HomCPort","Homer",0,18.9,25.2
"1434",NA,2006,6,22,29,7,NA,NA,"","F",90,NA,525902,NA,"HomCPort","Homer",0,14.9,19.8
"1435",NA,2006,6,22,29,8,NA,10,"","F",82,NA,525902,NA,"HomCPort","Homer",0,11,14.6
"1436",NA,2006,6,22,29,9,NA,10,"","F",83,NA,525902,NA,"HomCPort","Homer",0,11.4,15.2
"1437",NA,2006,6,22,29,10,NA,26,"","M",100,NA,525902,NA,"HomCPort","Homer",0,20.9,27.8
"1438",NA,2006,6,29,30,1,NA,7,"","F",90,NA,515935,NA,"Private","Homer",0,14.9,19.8
"1439",NA,2006,6,29,30,2,NA,NA,"","F",115,NA,515935,NA,"Private","Homer",0,32.9,43.7
"1440",NA,2006,6,29,30,3,NA,NA,"","M",83,NA,525901,NA,"Private","Homer",0,11.4,15.2
"1441",NA,2006,6,29,30,4,NA,19,"","M",80,NA,525901,NA,"Private","Homer",0,10.1,13.5
"1442",NA,2006,6,29,30,5,NA,6,"","F",63,NA,525901,NA,"Private","Homer",0,4.7,6.2
"1443",NA,2006,6,29,30,6,NA,NA,"","F",72,NA,525901,NA,"Private","Homer",0,7.2,9.6
"1444",NA,2006,6,29,30,7,NA,17,"","M",78,NA,525901,NA,"Private","Homer",0,9.3,12.4
"1445",NA,2006,6,29,30,8,NA,8,"","F",76,NA,525901,NA,"Private","Homer",0,8.6,11.4
"1446",NA,2006,6,29,30,9,NA,NA,"","F",75,NA,525901,NA,"Private","Homer",0,8.2,10.9
"1447",NA,2006,6,29,30,10,NA,8,"","F",71,NA,525901,NA,"Private","Homer",0,6.9,9.2
"1448",NA,2006,6,29,30,11,NA,8,"","F",88,NA,525901,NA,"HomCPort","Homer",0,13.8,18.4
"1449",NA,2006,6,29,30,12,NA,NA,"","F",89,NA,525901,NA,"HomCPort","Homer",0,14.3,19.1
"1450",NA,2006,6,29,30,13,NA,NA,"","M",92,NA,525901,NA,"HomCPort","Homer",0,16,21.2
"1451",NA,2006,6,29,30,14,NA,14,"","M",82,NA,525901,NA,"HomCPort","Homer",0,11,14.6
"1452",NA,2006,6,29,30,15,NA,NA,"","F",89,NA,525901,NA,"HomCPort","Homer",0,14.3,19.1
"1453",NA,2006,6,29,30,16,NA,NA,"","F",92,NA,525901,NA,"HomCPort","Homer",0,16,21.2
"1454",NA,2006,6,29,30,17,NA,NA,"","M",94,NA,525901,NA,"HomCPort","Homer",0,17.1,22.7
"1455",NA,2006,6,29,30,18,NA,21,"","M",86,NA,525901,NA,"HomCPort","Homer",0,12.8,17.1
"1456",NA,2006,6,29,30,19,NA,NA,"","F",88,NA,525901,NA,"HomCPort","Homer",0,13.8,18.4
"1457",NA,2006,6,29,30,20,NA,NA,"","M",93,NA,525901,NA,"HomCPort","Homer",0,16.5,22
"1458",NA,2006,6,29,30,21,NA,NA,"","M",90,NA,525901,NA,"HomCPort","Homer",0,14.9,19.8
"1459",NA,2006,6,29,30,22,NA,NA,"","M",91,NA,525901,NA,"HomCPort","Homer",0,15.4,20.5
"1460",NA,2006,6,29,30,23,NA,NA,"","F",86,NA,525901,NA,"HomCPort","Homer",0,12.8,17.1
"1461",NA,2006,6,29,30,24,NA,NA,"","M",85,NA,525901,NA,"HomCPort","Homer",0,12.3,16.4
"1462",NA,2006,6,29,30,25,NA,NA,"","F",88,NA,525901,NA,"HomCPort","Homer",0,13.8,18.4
"1463",NA,2006,6,29,30,26,NA,NA,"","M",96,NA,525901,NA,"HomCPort","Homer",0,18.3,24.4
"1464",NA,2006,6,29,30,27,NA,10,"","F",84,NA,525901,NA,"HomCPort","Homer",0,11.9,15.8
"1465",NA,2006,6,29,30,28,NA,NA,"","F",82,NA,525901,NA,"HomCPort","Homer",0,11,14.6
"1466",NA,2006,6,29,30,29,NA,18,"","M",83,NA,525901,NA,"HomCPort","Homer",0,11.4,15.2
"1467",NA,2006,6,29,30,30,NA,NA,"","M",84,NA,525901,NA,"HomCPort","Homer",0,11.9,15.8
"1468",NA,2006,6,29,31,1,NA,NA,"","M",76,NA,525901,NA,"HomCPort","Homer",0,8.6,11.4
"1469",NA,2006,6,29,31,2,NA,NA,"","M",75,NA,525901,NA,"HomCPort","Homer",0,8.2,10.9
"1470",NA,2006,6,29,31,3,NA,NA,"","M",79,NA,525901,NA,"HomCPort","Homer",0,9.7,13
"1471",NA,2006,6,29,31,4,NA,20,"","M",82,NA,525901,NA,"HomCPort","Homer",0,11,14.6
"1472",NA,2006,6,29,31,5,NA,10,"","F",76,NA,525901,NA,"HomCPort","Homer",0,8.6,11.4
"1473",NA,2006,7,1,32,1,NA,NA,"","F",98,NA,515903,NA,"HomCSea","Homer",1,19.6,26
"1474",NA,2006,7,1,32,2,NA,NA,"","F",85,NA,515903,NA,"HomCSea","Homer",1,12.3,16.4
"1475",NA,2006,7,1,32,3,NA,9,"","F",99,NA,515903,NA,"HomCSea","Homer",1,20.2,26.9
"1476",NA,2006,7,1,32,4,NA,9,"","F",97,NA,515903,NA,"HomCSea","Homer",1,18.9,25.2
"1477",NA,2006,7,1,32,5,NA,NA,"","F",84,NA,515903,NA,"HomCSea","Homer",1,11.9,15.8
"1478",NA,2006,7,1,32,6,NA,NA,"","F",95,NA,515903,NA,"HomCSea","Homer",1,17.7,23.5
"1479",NA,2006,7,1,32,7,NA,10,"","F",84,NA,515903,NA,"HomCSea","Homer",1,11.9,15.8
"1480",NA,2006,7,1,32,8,NA,11,"","F",98,NA,515903,NA,"HomCSea","Homer",1,19.6,26
"1481",NA,2006,7,1,32,9,NA,NA,"","F",100,NA,515903,NA,"HomCSea","Homer",1,20.9,27.8
"1482",NA,2006,7,1,32,10,NA,NA,"","F",104,NA,515903,NA,"HomCSea","Homer",1,23.7,31.6
"1483",NA,2006,7,1,32,11,NA,NA,"","F",91,NA,515903,NA,"HomCSea","Homer",1,15.4,20.5
"1484",NA,2006,7,1,32,12,NA,NA,"","",83,NA,515903,NA,"HomCSea","Homer",1,11.4,15.2
"1485",NA,2006,7,1,32,13,NA,11,"","F",90,NA,515903,NA,"HomCSea","Homer",1,14.9,19.8
"1486",NA,2006,7,1,32,14,NA,NA,"","",NA,NA,515903,NA,"HomCSea","Homer",1,NA,NA
"1487",NA,2006,7,1,33,1,NA,7,"","F",72,NA,515932,NA,"Private","Homer",0,7.2,9.6
"1488",NA,2006,7,1,33,2,NA,5,"","F",58,NA,515932,NA,"Private","Homer",0,3.6,4.8
"1489",NA,2006,7,1,33,3,NA,5,"","F",56,NA,515932,NA,"Private","Homer",0,3.2,4.2
"1490",NA,2006,7,1,33,4,NA,11,"","F",71,NA,515936,NA,"Private","Homer",0,6.9,9.2
"1491",NA,2006,7,1,33,5,NA,8,"","F",80,NA,515936,NA,"Private","Homer",0,10.1,13.5
"1492",NA,2006,7,1,33,6,NA,NA,"","F",66,NA,515936,NA,"Private","Homer",0,5.4,7.2
"1493",NA,2006,7,1,33,7,NA,NA,"","F",80,NA,515936,NA,"Private","Homer",0,10.1,13.5
"1494",NA,2006,7,1,33,8,NA,NA,"","F",72,NA,515936,NA,"Private","Homer",0,7.2,9.6
"1495",NA,2006,7,1,33,9,NA,NA,"","F",68,NA,515936,NA,"Private","Homer",0,6,8
"1496",NA,2006,7,1,33,10,NA,7,"","F",74,NA,515936,NA,"Private","Homer",0,7.9,10.5
"1497",NA,2006,7,1,33,11,NA,NA,"","F",57,NA,515936,NA,"Private","Homer",0,3.4,4.5
"1498",NA,2006,7,1,33,12,NA,NA,"","M",81,NA,515937,NA,"Private","Homer",0,10.6,14
"1499",NA,2006,7,1,33,13,NA,NA,"","F",68,NA,515937,NA,"Private","Homer",0,6,8
"1500",NA,2006,7,1,33,14,NA,10,"","M",71,NA,515937,NA,"Private","Homer",0,6.9,9.2
"1501",NA,2006,7,1,33,15,NA,NA,"","F",57,NA,515937,NA,"Private","Homer",0,3.4,4.5
"1502",NA,2006,7,1,33,16,NA,NA,"","F",61,NA,515937,NA,"Private","Homer",0,4.2,5.6
"1503",NA,2006,7,1,33,17,NA,7,"","M",62,NA,515937,NA,"Private","Homer",0,4.4,5.9
"1504",NA,2006,7,1,33,18,NA,NA,"","M",58,NA,515937,NA,"Private","Homer",0,3.6,4.8
"1505",NA,2006,7,1,33,19,NA,NA,"","F",69,NA,515937,NA,"Private","Homer",0,6.3,8.4
"1506",NA,2006,7,1,33,20,NA,6,"","F",67,NA,515937,NA,"Private","Homer",0,5.7,7.6
"1507",NA,2006,7,1,33,21,NA,NA,"","F",66,NA,515937,NA,"Private","Homer",0,5.4,7.2
"1508",NA,2006,7,1,33,22,NA,NA,"","M",78,NA,515937,NA,"Private","Homer",0,9.3,12.4
"1509",NA,2006,7,1,33,23,NA,7,"","F",74,NA,515937,NA,"Private","Homer",0,7.9,10.5
"1510",NA,2006,7,1,33,24,NA,7,"","F",70,NA,515937,NA,"Private","Homer",0,6.6,8.8
"1511",NA,2006,7,1,33,25,NA,12,"","M",74,NA,515937,NA,"Private","Homer",0,7.9,10.5
"1512",NA,2006,7,1,33,26,NA,NA,"","F",73,NA,515937,NA,"Private","Homer",0,7.5,10
"1513",NA,2006,7,1,33,27,NA,NA,"","F",103,NA,515937,NA,"Private","Homer",0,23,30.6
"1514",NA,2006,7,1,33,28,NA,7,"","F",83,NA,515937,NA,"Private","Homer",0,11.4,15.2
"1515",NA,2006,7,1,33,29,NA,6,"","F",68,NA,515937,NA,"Private","Homer",0,6,8
"1516",NA,2006,7,1,33,30,NA,7,"","M",76,NA,515937,NA,"Private","Homer",0,8.6,11.4
"1517",NA,2006,7,1,34,1,NA,NA,"","F",81,NA,515937,NA,"Private","Homer",0,10.6,14
"1518",NA,2006,7,1,34,2,NA,NA,"","F",153,NA,525901,NA,"Private","Homer",0,82.9,110.3
"1519",NA,2006,7,3,35,1,NA,8,"","F",88,NA,525931,NA,"Private","Homer",0,13.8,18.4
"1520",NA,2006,7,3,35,2,NA,NA,"","M",84,NA,525931,NA,"Private","Homer",0,11.9,15.8
"1521",NA,2006,7,3,35,3,NA,NA,"","F",78,NA,525931,NA,"Private","Homer",0,9.3,12.4
"1522",NA,2006,7,3,35,4,NA,NA,"","M",83,NA,525931,NA,"Private","Homer",0,11.4,15.2
"1523",NA,2006,7,3,35,5,NA,7,"","F",91,NA,525931,NA,"Private","Homer",0,15.4,20.5
"1524",NA,2006,7,3,35,6,NA,12,"","M",80,NA,525931,NA,"Private","Homer",0,10.1,13.5
"1525",NA,2006,7,3,35,7,NA,NA,"","F",84,NA,525931,NA,"Private","Homer",0,11.9,15.8
"1526",NA,2006,7,3,35,8,NA,NA,"","F",67,NA,525931,NA,"Private","Homer",0,5.7,7.6
"1527",NA,2006,7,3,35,9,NA,NA,"","F",127,NA,525931,NA,"Private","Homer",0,45.3,60.3
"1528",NA,2006,7,3,35,10,NA,NA,"","F",66,NA,525931,NA,"Private","Homer",0,5.4,7.2
"1529",NA,2006,7,3,35,11,NA,NA,"","F",84,NA,525931,NA,"Private","Homer",0,11.9,15.8
"1530",NA,2006,7,3,35,12,NA,NA,"","F",123,NA,525931,NA,"Private","Homer",0,40.9,54.4
"1531",NA,2006,7,3,35,13,NA,NA,"","F",92,NA,525931,NA,"Private","Homer",0,16,21.2
"1532",NA,2006,7,3,35,14,NA,NA,"","F",78,NA,525931,NA,"Private","Homer",0,9.3,12.4
"1533",NA,2006,7,3,35,15,NA,NA,"","M",81,NA,525931,NA,"Private","Homer",0,10.6,14
"1534",NA,2006,7,3,35,16,NA,NA,"","F",88,NA,525931,NA,"Private","Homer",0,13.8,18.4
"1535",NA,2006,7,3,35,17,NA,NA,"","F",84,NA,525931,NA,"Private","Homer",0,11.9,15.8
"1536",NA,2006,7,3,35,18,NA,9,"","M",77,NA,525931,NA,"Private","Homer",0,9,11.9
"1537",NA,2006,7,3,35,19,NA,9,"","F",100,NA,525931,NA,"Private","Homer",0,20.9,27.8
"1538",NA,2006,7,3,35,20,NA,12,"","F",81,NA,525931,NA,"Private","Homer",0,10.6,14
"1539",NA,2006,7,3,35,21,NA,NA,"","M",83,NA,525931,NA,"Private","Homer",0,11.4,15.2
"1540",NA,2006,7,3,35,22,NA,7,"","F",86,NA,525931,NA,"Private","Homer",0,12.8,17.1
"1541",NA,2006,7,3,35,23,NA,NA,"","M",81,NA,525931,NA,"Private","Homer",0,10.6,14
"1542",NA,2006,7,3,35,24,NA,NA,"","F",82,NA,525931,NA,"Private","Homer",0,11,14.6
"1543",NA,2006,7,7,36,1,NA,NA,"","M",76,NA,515907,NA,"HomCPort","Homer",0,8.6,11.4
"1544",NA,2006,7,7,36,2,NA,8,"","F",77,NA,515907,NA,"HomCPort","Homer",0,9,11.9
"1545",NA,2006,7,7,36,3,NA,NA,"","F",84,NA,515907,NA,"HomCPort","Homer",0,11.9,15.8
"1546",NA,2006,7,7,36,4,NA,NA,"","F",72,NA,515907,NA,"HomCPort","Homer",0,7.2,9.6
"1547",NA,2006,7,7,36,5,NA,NA,"","M",76,NA,515907,NA,"HomCPort","Homer",0,8.6,11.4
"1548",NA,2006,7,7,36,6,NA,NA,"","F",76,NA,515907,NA,"HomCPort","Homer",0,8.6,11.4
"1549",NA,2006,7,7,36,7,NA,11,"","F",77,NA,515907,NA,"HomCPort","Homer",0,9,11.9
"1550",NA,2006,7,7,36,8,NA,NA,"","F",92,NA,515907,NA,"HomCPort","Homer",0,16,21.2
"1551",NA,2006,7,7,36,9,NA,NA,"","F",82,NA,515907,NA,"HomCPort","Homer",0,11,14.6
"1552",NA,2006,7,7,36,10,NA,NA,"","F",72,NA,515907,NA,"HomCPort","Homer",0,7.2,9.6
"1553",NA,2006,7,7,36,11,NA,NA,"","F",88,NA,515907,NA,"HomCPort","Homer",0,13.8,18.4
"1554",NA,2006,7,7,36,12,NA,NA,"","F",112,NA,515907,NA,"HomCPort","Homer",0,30.2,40.1
"1555",NA,2006,7,7,36,13,NA,NA,"","F",78,NA,515937,NA,"HomCPort","Homer",0,9.3,12.4
"1556",NA,2006,7,7,36,14,NA,8,"","M",73,NA,515937,NA,"HomCPort","Homer",0,7.5,10
"1557",NA,2006,7,7,36,15,NA,NA,"","F",83,NA,515937,NA,"HomCPort","Homer",0,11.4,15.2
"1558",NA,2006,7,7,36,16,NA,NA,"","M",83,NA,515937,NA,"HomCPort","Homer",0,11.4,15.2
"1559",NA,2006,7,7,36,17,NA,11,"","M",75,NA,515937,NA,"HomCPort","Homer",0,8.2,10.9
"1560",NA,2006,7,7,36,18,NA,NA,"","F",76,NA,515937,NA,"HomCPort","Homer",0,8.6,11.4
"1561",NA,2006,7,7,36,19,NA,NA,"","",87,NA,515937,NA,"HomCPort","Homer",0,13.3,17.7
"1562",NA,2006,7,7,36,20,NA,9,"","F",81,NA,515937,NA,"HomCPort","Homer",0,10.6,14
"1563",NA,2006,7,7,36,21,NA,NA,"","F",86,NA,515937,NA,"HomCPort","Homer",0,12.8,17.1
"1564",NA,2006,7,7,36,22,NA,NA,"","F",77,NA,515937,NA,"HomCPort","Homer",0,9,11.9
"1565",NA,2006,7,7,36,23,NA,NA,"","M",95,NA,515937,NA,"HomCPort","Homer",0,17.7,23.5
"1566",NA,2006,7,7,36,24,NA,NA,"","F",84,NA,515937,NA,"HomCPort","Homer",0,11.9,15.8
"1567",NA,2006,7,7,36,25,NA,NA,"","F",96,NA,515937,NA,"HomCPort","Homer",0,18.3,24.4
