"","SUB","YEAR","MONTH","DAY","PAGE","AGECONF","LINE","AGE","AGEERR","SEX","LENGTH","OBSWT","STATAREA","USER","PORT","CAS","NETWT","RNDWT"
"1635",1,2000,7,22,36,NA,19,6,"","F",69,NA,525931,"Charter","CCI",0,6.3,8.4
"1636",1,2000,7,22,36,NA,20,NA,"","F",69,NA,525931,"Charter","CCI",0,6.3,8.4
"1637",1,2000,7,22,36,NA,21,NA,"","F",71,NA,525931,"Charter","CCI",0,6.9,9.2
"1638",1,2000,7,22,36,NA,22,5,"","F",63,NA,525931,"Charter","CCI",0,4.7,6.2
"1639",1,2000,7,22,36,NA,23,NA,"","F",63,NA,525931,"Charter","CCI",0,4.7,6.2
"1640",2,2000,7,23,37,NA,1,6,"","",65,NA,525931,"Private","CCI",0,5.2,6.9
"1641",2,2000,7,23,37,NA,2,NA,"","F",75,NA,515937,"Private","CCI",0,8.2,10.9
"1642",2,2000,7,23,37,NA,3,12,"","F",156,NA,515937,"Private","CCI",0,88.3,117.4
"1643",2,2000,7,23,37,NA,4,7,"","F",81,NA,525931,"Private","CCI",0,10.6,14
"1644",2,2000,7,23,37,NA,5,NA,"","F",71,NA,515937,"Private","CCI",0,6.9,9.2
"1645",2,2000,7,23,37,NA,6,7,"","F",78,NA,515937,"Private","CCI",0,9.3,12.4
"1646",2,2000,7,23,37,NA,7,NA,"","F",68,NA,515937,"Private","CCI",0,6,8
"1647",2,2000,7,23,37,NA,8,6,"","F",74,NA,515937,"Private","CCI",0,7.9,10.5
"1648",2,2000,7,23,37,NA,9,NA,"","F",76,NA,525931,"Private","CCI",0,8.6,11.4
"1649",2,2000,7,23,37,NA,10,NA,"","M",83,NA,525931,"Private","CCI",0,11.4,15.2
"1650",2,2000,7,23,37,NA,11,12,"","M",77,NA,525931,"Private","CCI",0,9,11.9
"1651",2,2000,7,23,37,NA,12,NA,"","M",78,NA,525931,"Private","CCI",0,9.3,12.4
"1652",2,2000,7,23,37,NA,13,14,"","F",85,NA,525931,"Charter","CCI",0,12.3,16.4
"1653",2,2000,7,23,37,NA,14,NA,"","F",81,NA,525931,"Charter","CCI",0,10.6,14
"1654",2,2000,7,23,37,NA,15,13,"","F",93,NA,525931,"Charter","CCI",0,16.5,22
"1655",2,2000,7,23,37,NA,16,8,"","F",76,NA,525931,"Charter","CCI",0,8.6,11.4
"1656",2,2000,7,23,37,NA,17,6,"","F",84,NA,525931,"Charter","CCI",0,11.9,15.8
"1657",2,2000,7,23,37,NA,18,6,"","F",80,NA,525931,"Charter","CCI",0,10.1,13.5
"1658",2,2000,7,23,37,NA,19,NA,"","F",74,NA,525931,"Charter","CCI",0,7.9,10.5
"1659",2,2000,7,23,37,NA,20,9,"","F",76,NA,525931,"Charter","CCI",0,8.6,11.4
"1660",2,2000,7,23,37,NA,21,NA,"","F",91,NA,525931,"Charter","CCI",0,15.4,20.5
"1661",2,2000,7,23,37,NA,22,NA,"I","F",93,NA,525931,"Charter","CCI",0,16.5,22
"1662",2,2000,7,23,37,NA,23,NA,"","F",91,NA,525931,"Charter","CCI",0,15.4,20.5
"1663",2,2000,7,23,37,NA,24,13,"","M",83,NA,525931,"Charter","CCI",0,11.4,15.2
"1664",2,2000,7,23,37,NA,25,11,"","M",81,NA,525931,"Charter","CCI",0,10.6,14
"1665",2,2000,7,23,37,NA,26,NA,"","M",82,NA,525931,"Charter","CCI",0,11,14.6
"1666",2,2000,7,23,37,NA,27,11,"","M",78,NA,525931,"Charter","CCI",0,9.3,12.4
"1667",2,2000,7,23,37,NA,28,NA,"","M",87,NA,525931,"Charter","CCI",0,13.3,17.7
"1668",2,2000,7,23,37,NA,29,12,"","M",79,NA,525931,"Charter","CCI",0,9.7,13
"1669",2,2000,7,23,37,NA,30,18,"","M",87,NA,525931,"Charter","CCI",0,13.3,17.7
"1670",1,2000,7,25,38,NA,1,NA,"","F",123,NA,525931,"Private","CCI",0,40.9,54.4
"1671",1,2000,7,25,38,NA,2,NA,"","F",121,NA,525931,"Private","CCI",0,38.8,51.6
"1672",1,2000,7,25,38,NA,3,NA,"","F",119,NA,525931,"Private","CCI",0,36.7,48.8
"1673",1,2000,7,25,38,NA,4,8,"","F",71,NA,525931,"Private","CCI",0,6.9,9.2
"1674",1,2000,7,25,38,NA,5,5,"","F",53,NA,515938,"Private","CCI",0,2.7,3.6
"1675",1,2000,7,25,38,NA,6,NA,"","F",71,NA,525931,"Private","CCI",0,6.9,9.2
"1676",1,2000,7,25,38,NA,7,7,"","F",75,NA,525931,"Private","CCI",0,8.2,10.9
"1677",1,2000,7,25,38,NA,8,9,"","F",88,NA,525931,"Private","CCI",0,13.8,18.4
"1678",1,2000,7,25,38,NA,9,6,"","F",75,NA,525931,"Private","CCI",0,8.2,10.9
"1679",1,2000,7,25,38,NA,10,7,"","F",73,NA,525931,"Private","CCI",0,7.5,10
"1680",1,2000,7,25,38,NA,11,NA,"I","F",131,NA,525931,"Private","CCI",0,50.1,66.7
"1681",1,2000,7,25,38,NA,12,NA,"","F",76,NA,525931,"Private","CCI",0,8.6,11.4
"1682",1,2000,7,25,38,NA,13,NA,"","M",91,NA,525931,"Private","CCI",0,15.4,20.5
"1683",1,2000,7,25,38,NA,14,NA,"","M",82,NA,525931,"Private","CCI",0,11,14.6
"1684",1,2000,7,25,38,NA,15,NA,"","M",92,NA,525931,"Private","CCI",0,16,21.2
"1685",1,2000,7,25,38,NA,16,6,"","M",63,NA,525931,"Private","CCI",0,4.7,6.2
"1686",1,2000,7,25,38,NA,17,12,"","M",76,NA,525931,"Private","CCI",0,8.6,11.4
"1687",1,2000,7,25,38,NA,18,NA,"","M",87,NA,525931,"Private","CCI",0,13.3,17.7
"1688",1,2000,7,25,38,NA,19,NA,"","M",87,NA,525931,"Charter","CCI",0,13.3,17.7
"1689",1,2000,7,25,38,NA,20,13,"","M",75,NA,525931,"Charter","CCI",0,8.2,10.9
"1690",1,2000,7,25,38,NA,21,7,"","M",68,NA,525931,"Charter","CCI",0,6,8
"1691",1,2000,7,25,38,NA,22,NA,"I","M",91,NA,525931,"Charter","CCI",0,15.4,20.5
"1692",1,2000,7,25,38,NA,23,9,"","F",78,NA,525931,"Charter","CCI",0,9.3,12.4
"1693",1,2000,7,25,38,NA,24,6,"","F",76,NA,525931,"Charter","CCI",0,8.6,11.4
"1694",1,2000,7,25,38,NA,25,6,"","F",74,NA,525931,"Charter","CCI",0,7.9,10.5
"1695",1,2000,7,25,38,NA,26,NA,"","F",74,NA,525931,"Charter","CCI",0,7.9,10.5
"1696",1,2000,7,25,38,NA,27,NA,"","F",91,NA,525931,"Charter","CCI",0,15.4,20.5
"1697",1,2000,7,25,38,NA,28,6,"","F",79,NA,525931,"Charter","CCI",0,9.7,13
"1698",1,2000,7,25,38,NA,29,NA,"","F",78,NA,525931,"Charter","CCI",0,9.3,12.4
"1699",1,2000,7,25,38,NA,30,5,"","F",64,NA,525931,"Charter","CCI",0,4.9,6.5
"1700",1,2000,7,25,39,NA,1,9,"","F",85,NA,525931,"Charter","CCI",0,12.3,16.4
"1701",1,2000,7,25,39,NA,2,6,"","F",80,NA,525931,"Charter","CCI",0,10.1,13.5
"1702",1,2000,7,25,39,NA,3,NA,"I","F",100,NA,525931,"Charter","CCI",0,20.9,27.8
"1703",1,2000,7,25,39,NA,4,6,"","F",81,NA,525931,"Charter","CCI",0,10.6,14
"1704",2,2000,7,26,40,NA,1,5,"","",65,NA,515937,"Private","CCI",0,5.2,6.9
"1705",2,2000,7,26,40,NA,2,5,"","F",65,NA,515937,"Private","CCI",0,5.2,6.9
"1706",2,2000,7,26,40,NA,3,6,"","F",76,NA,515937,"Private","CCI",0,8.6,11.4
"1707",2,2000,7,26,40,NA,4,6,"","F",78,NA,515937,"Private","CCI",0,9.3,12.4
"1708",2,2000,7,26,40,NA,5,8,"","F",107,NA,515937,"Private","CCI",0,26,34.6
"1709",2,2000,7,26,40,NA,6,8,"","F",112,NA,515937,"Private","CCI",0,30.2,40.1
"1710",2,2000,7,26,40,NA,7,9,"","F",113,NA,515937,"Private","CCI",0,31.1,41.3
"1711",2,2000,7,26,40,NA,8,NA,"","F",60,NA,515937,"Private","CCI",0,4,5.3
"1712",2,2000,7,26,40,NA,9,NA,"","M",78,NA,525931,"Private","CCI",0,9.3,12.4
"1713",2,2000,7,26,40,NA,10,5,"","F",69,NA,525931,"Private","CCI",0,6.3,8.4
"1714",2,2000,7,26,40,NA,11,NA,"","F",78,NA,525931,"Private","CCI",0,9.3,12.4
"1715",2,2000,7,26,40,NA,12,7,"","M",68,NA,525931,"Private","CCI",0,6,8
"1716",2,2000,7,26,40,NA,13,NA,"","F",81,NA,525931,"Charter","CCI",0,10.6,14
"1717",2,2000,7,26,40,NA,14,8,"","F",86,NA,525931,"Charter","CCI",0,12.8,17.1
"1718",2,2000,7,26,40,NA,15,12,"","F",87,NA,525931,"Charter","CCI",0,13.3,17.7
"1719",2,2000,7,26,40,NA,16,NA,"","F",84,NA,525931,"Charter","CCI",0,11.9,15.8
"1720",2,2000,7,26,40,NA,17,NA,"","F",96,NA,525931,"Charter","CCI",0,18.3,24.4
"1721",2,2000,7,26,40,NA,18,NA,"","F",86,NA,525931,"Charter","CCI",0,12.8,17.1
"1722",2,2000,7,26,40,NA,19,NA,"","M",84,NA,525931,"Charter","CCI",0,11.9,15.8
"1723",2,2000,7,26,40,NA,20,NA,"","F",89,NA,525931,"Charter","CCI",0,14.3,19.1
"1724",2,2000,7,26,40,NA,21,NA,"","M",91,NA,525931,"Charter","CCI",0,15.4,20.5
"1725",2,2000,7,26,40,NA,22,NA,"","F",86,NA,525931,"Charter","CCI",0,12.8,17.1
"1726",2,2000,7,26,40,NA,23,12,"","M",82,NA,525931,"Charter","CCI",0,11,14.6
"1727",2,2000,7,26,40,NA,24,10,"","F",105,NA,525931,"Charter","CCI",0,24.5,32.6
"1728",2,2000,7,26,40,NA,25,NA,"","F",80,NA,525931,"Charter","CCI",0,10.1,13.5
"1729",2,2000,7,26,40,NA,26,NA,"","M",88,NA,525931,"Charter","CCI",0,13.8,18.4
"1730",2,2000,7,26,40,NA,27,10,"","F",92,NA,525931,"Charter","CCI",0,16,21.2
"1731",2,2000,7,26,40,NA,28,NA,"","M",93,NA,525931,"Charter","CCI",0,16.5,22
"1732",1,2000,7,29,41,NA,1,5,"","F",64,NA,515937,"Private","CCI",0,4.9,6.5
"1733",1,2000,7,29,41,NA,2,NA,"","F",69,NA,515937,"Private","CCI",0,6.3,8.4
"1734",1,2000,7,29,41,NA,3,NA,"","F",108,NA,515937,"Private","CCI",0,26.8,35.7
"1735",1,2000,7,29,41,NA,4,NA,"","F",69,NA,515937,"Private","CCI",0,6.3,8.4
"1736",1,2000,7,29,41,NA,5,5,"","F",58,NA,515937,"Private","CCI",0,3.6,4.8
"1737",1,2000,7,29,41,NA,6,NA,"","F",68,NA,515937,"Private","CCI",0,6,8
"1738",1,2000,7,29,41,NA,7,NA,"","F",61,NA,515939,"Charter","CCI",0,4.2,5.6
"1739",1,2000,7,29,41,NA,8,NA,"","F",63,NA,515939,"Charter","CCI",0,4.7,6.2
"1740",1,2000,7,29,41,NA,9,NA,"","F",74,NA,515939,"Charter","CCI",0,7.9,10.5
"1741",1,2000,7,29,41,NA,10,NA,"","F",72,NA,515939,"Charter","CCI",0,7.2,9.6
"1742",1,2000,7,29,41,NA,11,NA,"","F",71,NA,515939,"Charter","CCI",0,6.9,9.2
"1743",1,2000,7,29,41,NA,12,9,"","F",88,NA,515939,"Charter","CCI",0,13.8,18.4
"1744",1,2000,7,29,41,NA,13,NA,"","M",64,NA,515939,"Charter","CCI",0,4.9,6.5
"1745",1,2000,7,29,41,NA,14,6,"","M",70,NA,515939,"Charter","CCI",0,6.6,8.8
"1746",1,2000,7,31,42,NA,1,7,"","F",84,NA,525931,"Charter","CCI",0,11.9,15.8
"1747",1,2000,7,31,42,NA,2,NA,"","F",114,NA,525931,"Charter","CCI",0,32,42.5
"1748",1,2000,7,31,42,NA,3,7,"","F",70,NA,525931,"Charter","CCI",0,6.6,8.8
"1749",1,2000,7,31,42,NA,4,NA,"","F",95,NA,525931,"Charter","CCI",0,17.7,23.5
"1750",1,2000,7,31,42,NA,5,NA,"","F",77,NA,525931,"Charter","CCI",0,9,11.9
"1751",1,2000,7,31,42,NA,6,18,"","F",128,NA,525931,"Charter","CCI",0,46.5,61.9
"1752",1,2000,7,31,42,NA,7,5,"","F",70,NA,525931,"Charter","CCI",0,6.6,8.8
"1753",1,2000,7,31,42,NA,8,7,"","F",83,NA,525931,"Charter","CCI",0,11.4,15.2
"1754",1,2000,7,31,42,NA,9,NA,"","F",63,NA,525931,"Charter","CCI",0,4.7,6.2
"1755",1,2000,7,31,42,NA,10,6,"","M",64,NA,525931,"Charter","CCI",0,4.9,6.5
"1756",1,2000,7,31,42,NA,11,NA,"","M",77,NA,525931,"Charter","CCI",0,9,11.9
"1757",1,2000,8,6,43,NA,1,NA,"","F",80,NA,525931,"Charter","CCI",0,10.1,13.5
"1758",1,2000,8,6,43,NA,2,8,"","F",79,NA,525931,"Charter","CCI",0,9.7,13
"1759",1,2000,8,6,43,NA,3,9,"","F",82,NA,525931,"Charter","CCI",0,11,14.6
"1760",1,2000,8,6,43,NA,4,NA,"","F",69,NA,525931,"Charter","CCI",0,6.3,8.4
"1761",1,2000,8,6,43,NA,5,13,"","F",155,NA,525931,"Charter","CCI",0,86.5,115
"1762",1,2000,8,6,43,NA,6,NA,"","F",149,NA,525931,"Charter","CCI",0,76.1,101.2
"1763",1,2000,8,6,43,NA,7,NA,"","F",79,NA,525931,"Charter","CCI",0,9.7,13
"1764",1,2000,8,6,43,NA,8,NA,"","F",98,NA,525931,"Charter","CCI",0,19.6,26
"1765",1,2000,8,6,43,NA,9,6,"","F",87,NA,525931,"Charter","CCI",0,13.3,17.7
"1766",1,2000,8,6,43,NA,10,9,"","F",87,NA,525931,"Charter","CCI",0,13.3,17.7
"1767",1,2000,8,6,43,NA,11,NA,"","F",118,NA,525931,"Charter","CCI",0,35.7,47.5
"1768",1,2000,8,6,43,NA,12,NA,"","F",66,NA,525931,"Charter","CCI",0,5.4,7.2
"1769",1,2000,8,6,43,NA,13,NA,"","F",104,NA,525931,"Charter","CCI",0,23.7,31.6
"1770",1,2000,8,6,43,NA,14,NA,"","F",81,NA,525931,"Charter","CCI",0,10.6,14
"1771",1,2000,8,6,43,NA,15,NA,"","F",71,NA,525931,"Charter","CCI",0,6.9,9.2
"1772",1,2000,8,6,43,NA,16,5,"","F",61,NA,525931,"Private","CCI",0,4.2,5.6
"1773",1,2000,8,6,43,NA,17,NA,"","F",72,NA,525931,"Private","CCI",0,7.2,9.6
"1774",1,2000,8,6,43,NA,18,6,"","F",78,NA,525931,"Private","CCI",0,9.3,12.4
"1775",1,2000,8,6,43,NA,19,NA,"","F",86,NA,525931,"Private","CCI",0,12.8,17.1
"1776",1,2000,8,6,43,NA,20,NA,"","F",61,NA,525931,"Private","CCI",0,4.2,5.6
"1777",1,2000,8,6,43,NA,21,NA,"","F",78,NA,525931,"Private","CCI",0,9.3,12.4
"1778",1,2000,8,6,43,NA,22,5,"","F",75,NA,525931,"Private","CCI",0,8.2,10.9
"1779",1,2000,8,6,43,NA,23,NA,"","F",75,NA,525931,"Private","CCI",0,8.2,10.9
"1780",1,2000,8,6,43,NA,24,NA,"","M",85,NA,525931,"Private","CCI",0,12.3,16.4
"1781",1,2000,8,6,43,NA,25,NA,"","M",87,NA,525931,"Private","CCI",0,13.3,17.7
"1782",1,2000,8,8,44,NA,1,NA,"","",66,NA,515938,"Private","CCI",0,5.4,7.2
"1783",1,2000,8,8,44,NA,2,5,"","",73,NA,515938,"Private","CCI",0,7.5,10
"1784",1,2000,8,8,44,NA,3,5,"","",62,NA,515938,"Private","CCI",0,4.4,5.9
"1785",1,2000,8,8,44,NA,4,4,"","",63,NA,515938,"Private","CCI",0,4.7,6.2
"1786",1,2000,8,8,44,NA,5,5,"","F",63,NA,515938,"Private","CCI",0,4.7,6.2
"1787",1,2000,8,8,44,NA,6,5,"","F",81,NA,515938,"Private","CCI",0,10.6,14
"1788",1,2000,8,8,44,NA,7,NA,"","M",77,NA,515938,"Private","CCI",0,9,11.9
"1789",1,2000,8,8,44,NA,8,5,"","F",71,NA,515938,"Private","CCI",0,6.9,9.2
"1790",1,2000,8,8,44,NA,9,NA,"","F",67,NA,515938,"Private","CCI",0,5.7,7.6
"1791",1,2000,8,8,44,NA,10,NA,"","F",72,NA,515938,"Private","CCI",0,7.2,9.6
"1792",1,2000,8,8,44,NA,11,NA,"I","F",70,NA,515938,"Private","CCI",0,6.6,8.8
"1793",1,2000,8,8,44,NA,12,NA,"","F",66,NA,515938,"Private","CCI",0,5.4,7.2
"1794",1,2000,8,8,44,NA,13,5,"","F",71,NA,515938,"Private","CCI",0,6.9,9.2
"1795",1,2000,8,8,44,NA,14,5,"","F",77,NA,515938,"Private","CCI",0,9,11.9
"1796",1,2000,8,8,44,NA,15,6,"","F",62,NA,515939,"Private","CCI",0,4.4,5.9
"1797",1,2000,8,8,44,NA,16,5,"","F",68,NA,515939,"Private","CCI",0,6,8
"1798",1,2000,8,8,44,NA,17,13,"","F",126,NA,515939,"Private","CCI",0,44.2,58.8
"1799",1,2000,8,8,44,NA,18,6,"","F",63,NA,515939,"Private","CCI",0,4.7,6.2
"1800",1,2000,8,8,44,NA,19,NA,"","F",91,NA,525931,"Charter","CCI",0,15.4,20.5
"1801",1,2000,8,8,44,NA,20,NA,"","F",108,NA,525931,"Charter","CCI",0,26.8,35.7
"1802",1,2000,8,8,44,NA,21,NA,"","F",100,NA,525931,"Charter","CCI",0,20.9,27.8
"1803",1,2000,8,8,44,NA,22,NA,"","F",91,NA,525931,"Charter","CCI",0,15.4,20.5
"1804",1,2000,8,8,44,NA,23,NA,"","F",122,NA,525931,"Charter","CCI",0,39.8,52.9
"1805",1,2000,8,8,44,NA,24,NA,"","F",74,NA,525931,"Charter","CCI",0,7.9,10.5
"1806",1,2000,8,8,44,NA,25,6,"","F",75,NA,525931,"Charter","CCI",0,8.2,10.9
"1807",1,2000,8,8,44,NA,26,NA,"","M",78,NA,525931,"Charter","CCI",0,9.3,12.4
"1808",1,2000,8,8,44,NA,27,NA,"","M",97,NA,525931,"Charter","CCI",0,18.9,25.2
"1809",1,2000,8,9,45,NA,1,NA,"","F",76,NA,525931,"Private","CCI",0,8.6,11.4
"1810",1,2000,8,9,45,NA,2,5,"","F",64,NA,525931,"Private","CCI",0,4.9,6.5
"1811",1,2000,8,9,45,NA,3,NA,"","F",63,NA,525931,"Private","CCI",0,4.7,6.2
"1812",1,2000,8,9,45,NA,4,NA,"","F",68,NA,525931,"Private","CCI",0,6,8
"1813",1,2000,8,9,45,NA,5,NA,"","F",48,NA,525931,"Private","CCI",0,1.9,2.6
"1814",1,2000,8,9,45,NA,6,NA,"","F",69,NA,525931,"Private","CCI",0,6.3,8.4
"1815",1,2000,8,9,45,NA,7,NA,"","F",72,NA,525931,"Private","CCI",0,7.2,9.6
"1816",1,2000,8,9,45,NA,8,5,"","F",66,NA,525931,"Private","CCI",0,5.4,7.2
"1817",1,2000,8,9,45,NA,9,7,"","M",77,NA,525931,"Private","CCI",0,9,11.9
"1818",1,2000,8,9,45,NA,10,NA,"","M",60,NA,525931,"Private","CCI",0,4,5.3
"1819",1,2000,8,9,45,NA,11,NA,"","M",73,NA,525931,"Private","CCI",0,7.5,10
"1820",1,2000,8,9,45,NA,12,NA,"","M",70,NA,525931,"Private","CCI",0,6.6,8.8
"1821",1,2000,8,9,45,NA,13,7,"","M",78,NA,525931,"Private","CCI",0,9.3,12.4
"1822",1,2000,8,9,45,NA,14,8,"","M",68,NA,525931,"Private","CCI",0,6,8
"1823",1,2000,8,9,45,NA,15,NA,"","M",82,NA,525931,"Private","CCI",0,11,14.6
"1824",1,2000,8,9,45,NA,16,9,"","M",77,NA,525931,"Charter","CCI",0,9,11.9
"1825",1,2000,8,9,45,NA,17,NA,"","M",64,NA,525931,"Charter","CCI",0,4.9,6.5
"1826",1,2000,8,9,45,NA,18,NA,"","M",68,NA,525931,"Charter","CCI",0,6,8
"1827",1,2000,8,9,45,NA,19,NA,"","F",72,NA,525931,"Charter","CCI",0,7.2,9.6
"1828",1,2000,8,9,45,NA,20,NA,"","F",79,NA,525931,"Charter","CCI",0,9.7,13
"1829",1,2000,8,9,45,NA,21,7,"","F",76,NA,525931,"Charter","CCI",0,8.6,11.4
"1830",1,2000,8,10,46,NA,1,12,"","M",79,NA,525931,"Charter","CCI",0,9.7,13
"1831",1,2000,8,10,46,NA,2,13,"","M",89,NA,525931,"Charter","CCI",0,14.3,19.1
"1832",1,2000,8,10,46,NA,3,NA,"","F",156,NA,525931,"Charter","CCI",0,88.3,117.4
"1833",1,2000,8,10,46,NA,4,8,"","F",87,NA,525931,"Charter","CCI",0,13.3,17.7
"1834",1,2000,8,10,46,NA,5,NA,"","F",107,NA,525931,"Charter","CCI",0,26,34.6
"1835",1,2000,8,10,46,NA,6,NA,"","F",121,NA,525931,"Charter","CCI",0,38.8,51.6
"1836",1,2000,8,10,46,NA,7,NA,"","F",133,NA,525931,"Charter","CCI",0,52.7,70
"1837",1,2000,8,10,46,NA,8,NA,"","F",94,NA,525931,"Charter","CCI",0,17.1,22.7
"1838",1,2000,8,10,46,NA,9,9,"","F",76,NA,525931,"Charter","CCI",0,8.6,11.4
"1839",1,2000,8,10,46,NA,10,NA,"","F",122,NA,525931,"Charter","CCI",0,39.8,52.9
"1840",1,2000,8,10,46,NA,11,NA,"","F",114,NA,525931,"Charter","CCI",0,32,42.5
"1841",1,2000,8,10,46,NA,12,9,"","F",92,NA,525931,"Charter","CCI",0,16,21.2
"1842",1,2000,8,10,46,NA,13,NA,"","F",124,NA,525931,"Charter","CCI",0,42,55.8
"1843",1,2000,8,10,46,NA,14,NA,"","F",129,NA,525931,"Charter","CCI",0,47.7,63.4
"1844",1,2000,8,10,46,NA,15,13,"","F",111,NA,515939,"Private","CCI",0,29.3,39
"1845",1,2000,8,10,46,NA,16,NA,"","F",66,NA,525931,"Private","CCI",0,5.4,7.2
"1846",1,2000,8,14,47,NA,1,NA,"","F",80,NA,525931,"Charter","CCI",0,10.1,13.5
"1847",1,2000,8,14,47,NA,2,NA,"","F",78,NA,525931,"Charter","CCI",0,9.3,12.4
"1848",1,2000,8,14,47,NA,3,12,"","F",92,NA,525931,"Charter","CCI",0,16,21.2
"1849",1,2000,8,14,47,NA,4,NA,"","",97,NA,525931,"Charter","CCI",0,18.9,25.2
"1850",1,2000,8,14,47,NA,5,NA,"","F",116,NA,525931,"Charter","CCI",0,33.8,45
"1851",1,2000,8,14,47,NA,6,NA,"","F",91,NA,525931,"Charter","CCI",0,15.4,20.5
"1852",1,2000,8,14,47,NA,7,NA,"","F",116,NA,525931,"Charter","CCI",0,33.8,45
"1853",1,2000,8,14,47,NA,8,NA,"","M",81,NA,525931,"Charter","CCI",0,10.6,14
"1854",1,2000,8,19,48,NA,1,14,"","F",94,NA,525931,"Charter","CCI",0,17.1,22.7
"1855",1,2000,8,19,48,NA,2,10,"","F",104,NA,525931,"Charter","CCI",0,23.7,31.6
"1856",1,2000,8,19,48,NA,3,NA,"","F",103,NA,525931,"Charter","CCI",0,23,30.6
"1857",1,2000,8,19,48,NA,4,12,"","F",105,NA,525931,"Charter","CCI",0,24.5,32.6
"1858",1,2000,8,19,48,NA,5,NA,"","F",71,NA,525931,"Charter","CCI",0,6.9,9.2
"1859",1,2000,8,19,48,NA,6,NA,"","F",74,NA,525931,"Charter","CCI",0,7.9,10.5
"1860",1,2000,8,19,48,NA,7,7,"","F",70,NA,525931,"Charter","CCI",0,6.6,8.8
"1861",1,2000,8,19,48,NA,8,NA,"","F",72,NA,525931,"Charter","CCI",0,7.2,9.6
"1862",1,2000,8,19,48,NA,9,NA,"","F",86,NA,525931,"Charter","CCI",0,12.8,17.1
"1863",1,2000,8,19,48,NA,10,13,"","F",107,NA,525931,"Charter","CCI",0,26,34.6
"1864",1,2000,8,19,48,NA,11,7,"","F",69,NA,525931,"Charter","CCI",0,6.3,8.4
"1865",1,2000,8,19,48,NA,12,9,"","F",82,NA,525931,"Charter","CCI",0,11,14.6
"1866",1,2000,8,19,48,NA,13,NA,"","F",77,NA,525931,"Charter","CCI",0,9,11.9
"1867",1,2000,8,19,48,NA,14,NA,"I","F",69,NA,525931,"Charter","CCI",0,6.3,8.4
"1868",1,2000,8,19,48,NA,15,NA,"","F",97,NA,525931,"Charter","CCI",0,18.9,25.2
"1869",1,2000,8,19,48,NA,16,NA,"I","M",86,NA,525931,"Charter","CCI",0,12.8,17.1
"1870",1,2000,8,19,48,NA,17,11,"","M",73,NA,525931,"Charter","CCI",0,7.5,10
"1871",1,2000,8,19,48,NA,18,NA,"","M",78,NA,525931,"Charter","CCI",0,9.3,12.4
"1872",1,2000,8,19,48,NA,19,NA,"","M",77,NA,525931,"Charter","CCI",0,9,11.9
"1873",1,2000,8,19,48,NA,20,NA,"","M",69,NA,525931,"Charter","CCI",0,6.3,8.4
"1874",1,2000,8,19,48,NA,21,13,"","M",79,NA,525931,"Charter","CCI",0,9.7,13
"1875",1,2000,8,21,49,NA,1,NA,"","M",69,NA,525931,"Charter","CCI",0,6.3,8.4
"1876",1,2000,8,21,49,NA,2,9,"","M",83,NA,525931,"Charter","CCI",0,11.4,15.2
"1877",1,2000,8,21,49,NA,3,8,"","F",79,NA,525931,"Charter","CCI",0,9.7,13
"1878",1,2000,8,21,49,NA,4,NA,"","F",66,NA,525931,"Charter","CCI",0,5.4,7.2
"1879",1,2000,8,21,49,NA,5,5,"","F",66,NA,525931,"Charter","CCI",0,5.4,7.2
"1880",1,2000,8,21,49,NA,6,NA,"","F",76,NA,525931,"Charter","CCI",0,8.6,11.4
"1881",1,2000,8,21,49,NA,7,8,"","F",68,NA,525931,"Charter","CCI",0,6,8
"1882",1,2000,8,21,49,NA,8,NA,"","F",70,NA,525931,"Charter","CCI",0,6.6,8.8
"1883",1,2000,8,21,49,NA,9,6,"","F",75,NA,525931,"Charter","CCI",0,8.2,10.9
"1884",1,2000,8,21,49,NA,10,NA,"","F",65,NA,525931,"Charter","CCI",0,5.2,6.9
"1885",1,2000,8,21,49,NA,11,6,"","F",72,NA,525931,"Charter","CCI",0,7.2,9.6
"1886",1,2000,8,21,49,NA,12,5,"","F",61,NA,525931,"Charter","CCI",0,4.2,5.6
"1887",1,2000,8,21,49,NA,13,NA,"","F",68,NA,525931,"Charter","CCI",0,6,8
"1888",1,2000,8,21,49,NA,14,NA,"","F",82,NA,525931,"Charter","CCI",0,11,14.6
"1889",1,2000,8,21,49,NA,15,9,"","F",80,NA,525931,"Private","CCI",0,10.1,13.5
"1890",1,2000,8,21,49,NA,16,6,"","F",71,NA,515938,"Private","CCI",0,6.9,9.2
"1891",1,2000,8,21,49,NA,17,NA,"","F",124,NA,515938,"Private","CCI",0,42,55.8
"1892",1,2000,8,21,49,NA,18,NA,"","F",68,NA,515938,"Private","CCI",0,6,8
"1893",1,2000,8,21,49,NA,19,NA,"","F",141,NA,515938,"Private","CCI",0,63.6,84.6
"1894",1,2000,8,21,49,NA,20,5,"","M",63,NA,515938,"Private","CCI",0,4.7,6.2
"1895",1,2000,8,28,50,NA,1,6,"","F",69,NA,515931,"Charter","CCI",0,6.3,8.4
"1896",1,2000,8,28,50,NA,2,7,"","F",75,NA,515931,"Charter","CCI",0,8.2,10.9
"1897",1,2000,8,28,50,NA,3,NA,"","F",77,NA,515931,"Charter","CCI",0,9,11.9
"1898",1,2000,8,28,50,NA,4,10,"","F",83,NA,515931,"Charter","CCI",0,11.4,15.2
