"","YEAR","LENGTH","user","swhs","U45","O68","O45U68","Rinches","netwt"
"1790",2014,66,"Charter","G",1,NA,NA,26,5.43865111903038
"1791",2014,69,"Charter","G",1,NA,NA,27,6.2811606783156
"1792",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"1793",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"1794",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"1795",2014,99,"Charter","G",1,NA,NA,39,20.2314439303907
"1796",2014,99,"Charter","G",1,NA,NA,39,20.2314439303907
"1797",2014,69,"Charter","G",1,NA,NA,27,6.2811606783156
"1798",2014,97,"Charter","G",1,NA,NA,38,18.9369166767327
"1799",2014,99.5,"Charter","G",1,NA,NA,39,20.5643804950032
"1800",2014,75.5,"Charter","G",1,NA,NA,30,8.40846987391971
"1801",2014,73,"Charter","G",1,NA,NA,29,7.53936755018688
"1802",2014,81,"Charter","G",1,NA,NA,32,10.5599122758681
"1803",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"1804",2014,54,"Charter","G",1,NA,NA,21,2.83873355325578
"1805",2014,61,"Charter","G",1,NA,NA,24,4.21344679894347
"1806",2014,99,"Charter","G",1,NA,NA,39,20.2314439303907
"1807",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"1808",2014,114,"Charter","G",1,NA,NA,45,31.9551284463005
"1809",2014,113.5,"Charter","G",1,NA,NA,45,31.5032558724693
"1810",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1811",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1812",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"1813",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"1814",2014,77.5,"Charter","G",1,NA,NA,31,9.15179672775422
"1815",2014,84,"Charter","G",1,NA,NA,33,11.8804731210747
"1816",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"1817",2014,102,"Charter","G",1,NA,NA,40,22.2860656615977
"1818",2014,114,"Charter","G",1,NA,NA,45,31.9551284463005
"1819",2014,82.5,"Charter","G",1,NA,NA,32,11.2067489351843
"1820",2014,89.5,"Charter","G",1,NA,NA,35,14.5906783525871
"1821",2014,102,"Charter","G",1,NA,NA,40,22.2860656615977
"1822",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1823",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"1824",2014,185.5,"Charter","G",NA,1,NA,73,154.740191662322
"1825",2014,78,"Charter","G",1,NA,NA,31,9.34448480063655
"1826",2014,76.5,"Charter","G",1,NA,NA,30,8.77469236127076
"1827",2014,76,"Charter","G",1,NA,NA,30,8.5902319024382
"1828",2014,84,"Charter","G",1,NA,NA,33,11.8804731210747
"1829",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1830",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"1831",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"1832",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"1833",2014,111.5,"Charter","G",1,NA,NA,44,29.7398942263095
"1834",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1835",2014,82,"Charter","G",1,NA,NA,32,10.9881791366113
"1836",2014,114,"Charter","G",1,NA,NA,45,31.9551284463005
"1837",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1838",2014,108,"Charter","G",1,NA,NA,43,26.8201879531908
"1839",2014,75.5,"Charter","G",1,NA,NA,30,8.40846987391971
"1840",2014,80,"Charter","G",1,NA,NA,31,10.1433265474259
"1841",2014,69,"Charter","G",1,NA,NA,27,6.2811606783156
"1842",2014,66,"Charter","G",1,NA,NA,26,5.43865111903038
"1843",2014,102,"Charter","G",1,NA,NA,40,22.2860656615977
"1844",2014,89,"Charter","G",1,NA,NA,35,14.3282275744224
"1845",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"1846",2014,94,"Charter","G",1,NA,NA,37,17.1042129489918
"1847",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"1848",2014,79,"Charter","G",1,NA,NA,31,9.7382433958611
"1849",2014,88,"Charter","G",1,NA,NA,35,13.8131493343522
"1850",2014,76.5,"Charter","G",1,NA,NA,30,8.77469236127076
"1851",2014,200.5,"Charter","G",NA,1,NA,79,199.076240482196
"1852",2014,112.5,"Charter","G",1,NA,NA,44,30.6127977308248
"1853",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"1854",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1855",2014,198,"Charter","G",NA,1,NA,78,191.145494495315
"1856",2014,114,"Charter","G",1,NA,NA,45,31.9551284463005
"1857",2014,96,"Charter","G",1,NA,NA,38,18.3116569755219
"1858",2014,82,"Charter","G",1,NA,NA,32,10.9881791366113
"1859",2014,77.5,"Charter","G",1,NA,NA,31,9.15179672775422
"1860",2014,108,"Charter","G",1,NA,NA,43,26.8201879531908
"1861",2014,193,"Charter","G",NA,1,NA,76,175.944028038066
"1862",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"1863",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"1864",2014,92,"Charter","G",1,NA,NA,36,15.9529649068762
"1865",2014,77.5,"Charter","G",1,NA,NA,31,9.15179672775422
"1866",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"1867",2014,76.5,"Charter","G",1,NA,NA,30,8.77469236127076
"1868",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"1869",2014,206,"Charter","G",NA,1,NA,81,217.319473019279
"1870",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"1871",2014,79.5,"Charter","G",1,NA,NA,31,9.93935828841346
"1872",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1873",2014,99,"Charter","G",1,NA,NA,39,20.2314439303907
"1874",2014,82,"Charter","G",1,NA,NA,32,10.9881791366113
"1875",2014,206,"Charter","G",NA,1,NA,81,217.319473019279
"1876",2014,107,"Charter","G",1,NA,NA,42,26.0238944567846
"1877",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"1878",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"1879",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"1880",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1881",2014,88,"Charter","G",1,NA,NA,35,13.8131493343522
"1882",2014,76.5,"Charter","G",1,NA,NA,30,8.77469236127076
"1883",2014,77,"Charter","G",1,NA,NA,30,8.96187328124
"1884",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"1885",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1886",2014,65.5,"Charter","G",1,NA,NA,26,5.30628608779865
"1887",2014,78,"Charter","G",1,NA,NA,31,9.34448480063655
"1888",2014,82,"Charter","G",1,NA,NA,32,10.9881791366113
"1889",2014,75.5,"Charter","G",1,NA,NA,30,8.40846987391971
"1890",2014,68,"Charter","G",1,NA,NA,27,5.99097802244174
"1891",2014,78,"Charter","G",1,NA,NA,31,9.34448480063655
"1892",2014,75.5,"Charter","G",1,NA,NA,30,8.40846987391971
"1893",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"1894",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"1895",2014,114,"Charter","G",1,NA,NA,45,31.9551284463005
"1896",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"1897",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1898",2014,78,"Charter","G",1,NA,NA,31,9.34448480063655
"1899",2014,66.5,"Charter","G",1,NA,NA,26,5.57328150899388
"1900",2014,77.5,"Charter","G",1,NA,NA,31,9.15179672775422
"1901",2014,72,"Charter","G",1,NA,NA,28,7.20984847775072
"1902",2014,76.5,"Charter","G",1,NA,NA,30,8.77469236127076
"1903",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"1904",2014,175.5,"Charter","G",NA,1,NA,69,129.308394833581
"1905",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"1906",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"1907",2014,94,"Charter","G",1,NA,NA,37,17.1042129489918
"1908",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"1909",2014,81,"Charter","G",1,NA,NA,32,10.5599122758681
"1910",2014,76,"Charter","G",1,NA,NA,30,8.5902319024382
"1911",2014,57.5,"Charter","G",1,NA,NA,23,3.47930632067721
"1912",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"1913",2014,66,"Charter","G",1,NA,NA,26,5.43865111903038
"1914",2014,109.5,"Charter","G",1,NA,NA,43,28.0459784096992
"1915",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"1916",2014,61,"Charter","G",1,NA,NA,24,4.21344679894347
"1917",2014,75.5,"Charter","G",1,NA,NA,30,8.40846987391971
"1918",2014,66,"Charter","G",1,NA,NA,26,5.43865111903038
"1919",2014,82,"Charter","G",1,NA,NA,32,10.9881791366113
"1920",2014,107,"Charter","G",1,NA,NA,42,26.0238944567846
"1921",2014,94,"Charter","G",1,NA,NA,37,17.1042129489918
"1922",2014,94,"Charter","G",1,NA,NA,37,17.1042129489918
"1923",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"1924",2014,173,"Charter","G",NA,1,NA,68,123.434972145966
"1925",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1926",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"1927",2014,112,"Charter","G",1,NA,NA,44,30.174163738861
"1928",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"1929",2014,82,"Charter","G",1,NA,NA,32,10.9881791366113
"1930",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"1931",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"1932",2014,114,"Charter","G",1,NA,NA,45,31.9551284463005
"1933",2014,77,"Charter","G",1,NA,NA,30,8.96187328124
"1934",2014,65,"Charter","G",1,NA,NA,26,5.17616515408831
"1935",2014,76.5,"Charter","G",1,NA,NA,30,8.77469236127076
"1936",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"1937",2014,66,"Charter","G",1,NA,NA,26,5.43865111903038
"1938",2014,72.5,"Charter","G",1,NA,NA,29,7.37333541510483
"1939",2014,74.5,"Charter","G",1,NA,NA,29,8.05295315850166
"1940",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"1941",2014,81,"Charter","G",1,NA,NA,32,10.5599122758681
"1942",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1943",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"1944",2014,77.5,"Charter","G",1,NA,NA,31,9.15179672775422
"1945",2014,174,"Charter","G",NA,1,NA,69,125.761704143759
"1946",2014,180.5,"Charter","G",NA,1,NA,71,141.629915964354
"1947",2014,102,"Charter","G",1,NA,NA,40,22.2860656615977
"1948",2014,85.5,"Charter","G",1,NA,NA,34,12.5816923336246
"1949",2014,84,"Charter","G",1,NA,NA,33,11.8804731210747
"1950",2014,78,"Charter","G",1,NA,NA,31,9.34448480063655
"1951",2014,65.5,"Charter","G",1,NA,NA,26,5.30628608779865
"1952",2014,64,"Charter","G",1,NA,NA,25,4.92257072920152
"1953",2014,72,"Charter","G",1,NA,NA,28,7.20984847775072
"1954",2014,73.5,"Charter","G",1,NA,NA,29,7.70796666676608
"1955",2014,98,"Charter","G",1,NA,NA,39,19.5767833424166
"1956",2014,102,"Charter","G",1,NA,NA,40,22.2860656615977
"1957",2014,82,"Charter","G",1,NA,NA,32,10.9881791366113
"1958",2014,111.5,"Charter","G",1,NA,NA,44,29.7398942263095
"1959",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"1960",2014,76.5,"Charter","G",1,NA,NA,30,8.77469236127076
"1961",2014,73,"Charter","G",1,NA,NA,29,7.53936755018688
"1962",2014,68,"Charter","G",1,NA,NA,27,5.99097802244174
"1963",2014,72,"Charter","G",1,NA,NA,28,7.20984847775072
"1964",2014,80,"Charter","G",1,NA,NA,31,10.1433265474259
"1965",2014,98,"Charter","G",1,NA,NA,39,19.5767833424166
"1966",2014,67.5,"Charter","G",1,NA,NA,27,5.84942360319903
"1967",2014,84,"Charter","G",1,NA,NA,33,11.8804731210747
"1968",2014,200.5,"Charter","G",NA,1,NA,79,199.076240482196
"1969",2014,109.5,"Charter","G",1,NA,NA,43,28.0459784096992
"1970",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"1971",2014,94,"Charter","G",1,NA,NA,37,17.1042129489918
"1972",2014,82,"Charter","G",1,NA,NA,32,10.9881791366113
"1973",2014,175.5,"Charter","G",NA,1,NA,69,129.308394833581
"1974",2014,89,"Charter","G",1,NA,NA,35,14.3282275744224
"1975",2014,89,"Charter","G",1,NA,NA,35,14.3282275744224
"1976",2014,76,"Charter","G",1,NA,NA,30,8.5902319024382
"1977",2014,77.5,"Charter","G",1,NA,NA,31,9.15179672775422
"1978",2014,65,"Charter","G",1,NA,NA,26,5.17616515408831
"1979",2014,67.5,"Charter","G",1,NA,NA,27,5.84942360319903
"1980",2014,78.5,"Charter","G",1,NA,NA,31,9.53995963395614
"1981",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"1982",2014,61,"Charter","G",1,NA,NA,24,4.21344679894347
"1983",2014,56,"Charter","G",1,NA,NA,22,3.19372896254249
"1984",2014,102,"Charter","G",1,NA,NA,40,22.2860656615977
"1985",2014,111.5,"Charter","G",1,NA,NA,44,29.7398942263095
"1986",2014,84,"Charter","G",1,NA,NA,33,11.8804731210747
"1987",2014,108,"Charter","G",1,NA,NA,43,26.8201879531908
"1988",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"1989",2014,175.5,"Charter","G",NA,1,NA,69,129.308394833581
"1990",2014,113,"Charter","G",1,NA,NA,44,31.0558203756211
"1991",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"1992",2014,104.5,"Charter","G",1,NA,NA,41,24.1049164375019
"1993",2014,97,"Charter","G",1,NA,NA,38,18.9369166767327
"1994",2014,92,"Charter","G",1,NA,NA,36,15.9529649068762
"1995",2014,61,"Charter","G",1,NA,NA,24,4.21344679894347
"1996",2014,76,"Charter","G",1,NA,NA,30,8.5902319024382
"1997",2014,88.5,"Charter","G",1,NA,NA,35,14.0690588511069
"1998",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"1999",2014,110.5,"Charter","G",1,NA,NA,44,28.884352075282
"2000",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"2001",2014,66.5,"Charter","G",1,NA,NA,26,5.57328150899388
"2002",2014,61,"Charter","G",1,NA,NA,24,4.21344679894347
"2003",2014,65.5,"Charter","G",1,NA,NA,26,5.30628608779865
"2004",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"2005",2014,86,"Charter","G",1,NA,NA,34,12.8216474535934
"2006",2014,78.5,"Charter","G",1,NA,NA,31,9.53995963395614
"2007",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"2008",2014,109,"Charter","G",1,NA,NA,43,27.633169602028
"2009",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"2010",2014,76,"Charter","G",1,NA,NA,30,8.5902319024382
"2011",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"2012",2014,82,"Charter","G",1,NA,NA,32,10.9881791366113
"2013",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"2014",2014,81,"Charter","G",1,NA,NA,32,10.5599122758681
"2015",2014,75.5,"Charter","G",1,NA,NA,30,8.40846987391971
"2016",2014,114,"Charter","G",1,NA,NA,45,31.9551284463005
"2017",2014,109,"Charter","G",1,NA,NA,43,27.633169602028
"2018",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2019",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2020",2014,111.5,"Charter","G",1,NA,NA,44,29.7398942263095
"2021",2014,106.5,"Charter","G",1,NA,NA,42,25.6319459394474
"2022",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2023",2014,76.5,"Charter","G",1,NA,NA,30,8.77469236127076
"2024",2014,86,"Charter","G",1,NA,NA,34,12.8216474535934
"2025",2014,81,"Charter","G",1,NA,NA,32,10.5599122758681
"2026",2014,76,"Charter","G",1,NA,NA,30,8.5902319024382
"2027",2014,114,"Charter","G",1,NA,NA,45,31.9551284463005
"2028",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"2029",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"2030",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2031",2014,175.5,"Charter","G",NA,1,NA,69,129.308394833581
"2032",2014,58.5,"Charter","G",1,NA,NA,23,3.67920388664412
"2033",2014,66,"Charter","G",1,NA,NA,26,5.43865111903038
"2034",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"2035",2014,99,"Charter","G",1,NA,NA,39,20.2314439303907
"2036",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"2037",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"2038",2014,114,"Charter","G",1,NA,NA,45,31.9551284463005
"2039",2014,104.5,"Charter","G",1,NA,NA,41,24.1049164375019
"2040",2014,107,"Charter","G",1,NA,NA,42,26.0238944567846
"2041",2014,111.5,"Charter","G",1,NA,NA,44,29.7398942263095
"2042",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"2043",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2044",2014,112,"Charter","G",1,NA,NA,44,30.174163738861
"2045",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"2046",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"2047",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"2048",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"2049",2014,102,"Charter","G",1,NA,NA,40,22.2860656615977
"2050",2014,90.5,"Charter","G",1,NA,NA,36,15.1255176206242
"2051",2014,74,"Charter","G",1,NA,NA,29,7.87915458445051
"2052",2014,68.5,"Charter","G",1,NA,NA,27,6.13488322998436
"2053",2014,73.5,"Charter","G",1,NA,NA,29,7.70796666676608
"2054",2014,68.5,"Charter","G",1,NA,NA,27,6.13488322998436
"2055",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"2056",2014,84,"Charter","G",1,NA,NA,33,11.8804731210747
"2057",2014,70,"Charter","G",1,NA,NA,28,6.58091829516383
"2058",2014,64.5,"Charter","G",1,NA,NA,25,5.04826709560576
"2059",2014,66,"Charter","G",1,NA,NA,26,5.43865111903038
"2060",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2061",2014,76.5,"Charter","G",1,NA,NA,30,8.77469236127076
"2062",2014,181.5,"Charter","G",NA,1,NA,71,144.188003498637
"2063",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"2064",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"2065",2014,81,"Charter","G",1,NA,NA,32,10.5599122758681
"2066",2014,74.5,"Charter","G",1,NA,NA,29,8.05295315850166
"2067",2014,78.5,"Charter","G",1,NA,NA,31,9.53995963395614
"2068",2014,81,"Charter","G",1,NA,NA,32,10.5599122758681
"2069",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"2070",2014,76,"Charter","G",1,NA,NA,30,8.5902319024382
"2071",2014,74.5,"Charter","G",1,NA,NA,29,8.05295315850166
"2072",2014,77.5,"Charter","G",1,NA,NA,31,9.15179672775422
"2073",2014,69,"Charter","G",1,NA,NA,27,6.2811606783156
"2074",2014,81,"Charter","G",1,NA,NA,32,10.5599122758681
"2075",2014,72,"Charter","G",1,NA,NA,28,7.20984847775072
"2076",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"2077",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"2078",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2079",2014,76.5,"Charter","G",1,NA,NA,30,8.77469236127076
"2080",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"2081",2014,102,"Charter","G",1,NA,NA,40,22.2860656615977
"2082",2014,74.5,"Charter","G",1,NA,NA,29,8.05295315850166
"2083",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"2084",2014,77.5,"Charter","G",1,NA,NA,31,9.15179672775422
"2085",2014,111.5,"Charter","G",1,NA,NA,44,29.7398942263095
"2086",2014,104.5,"Charter","G",1,NA,NA,41,24.1049164375019
"2087",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"2088",2014,88.5,"Charter","G",1,NA,NA,35,14.0690588511069
"2089",2014,77.5,"Charter","G",1,NA,NA,31,9.15179672775422
"2090",2014,72.5,"Charter","G",1,NA,NA,29,7.37333541510483
"2091",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"2092",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"2093",2014,114,"Charter","G",1,NA,NA,45,31.9551284463005
"2094",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"2095",2014,75.5,"Charter","G",1,NA,NA,30,8.40846987391971
"2096",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2097",2014,89,"Charter","G",1,NA,NA,35,14.3282275744224
"2098",2014,76,"Charter","G",1,NA,NA,30,8.5902319024382
"2099",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"2100",2014,65.5,"Charter","G",1,NA,NA,26,5.30628608779865
"2101",2014,73.5,"Charter","G",1,NA,NA,29,7.70796666676608
"2102",2014,68,"Charter","G",1,NA,NA,27,5.99097802244174
"2103",2014,72,"Charter","G",1,NA,NA,28,7.20984847775072
"2104",2014,74,"Charter","G",1,NA,NA,29,7.87915458445051
"2105",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"2106",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2107",2014,85.5,"Charter","G",1,NA,NA,34,12.5816923336246
"2108",2014,112.5,"Charter","G",1,NA,NA,44,30.6127977308248
"2109",2014,102,"Charter","G",1,NA,NA,40,22.2860656615977
"2110",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"2111",2014,94.5,"Charter","G",1,NA,NA,37,17.4007476497616
"2112",2014,75.5,"Charter","G",1,NA,NA,30,8.40846987391971
"2113",2014,80,"Charter","G",1,NA,NA,31,10.1433265474259
"2114",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"2115",2014,64.5,"Charter","G",1,NA,NA,25,5.04826709560576
"2116",2014,63.5,"Charter","G",1,NA,NA,25,4.79905491110062
"2117",2014,183,"Charter","G",NA,1,NA,72,148.084764822594
"2118",2014,106.5,"Charter","G",1,NA,NA,42,25.6319459394474
"2119",2014,94,"Charter","G",1,NA,NA,37,17.1042129489918
"2120",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"2121",2014,73.5,"Charter","G",1,NA,NA,29,7.70796666676608
"2122",2014,106.5,"Charter","G",1,NA,NA,42,25.6319459394474
"2123",2014,109,"Charter","G",1,NA,NA,43,27.633169602028
"2124",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"2125",2014,175.5,"Charter","G",NA,1,NA,69,129.308394833581
"2126",2014,112,"Charter","G",1,NA,NA,44,30.174163738861
"2127",2014,99,"Charter","G",1,NA,NA,39,20.2314439303907
"2128",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"2129",2014,99,"Charter","G",1,NA,NA,39,20.2314439303907
"2130",2014,195.5,"Charter","G",NA,1,NA,77,183.435909459112
"2131",2014,107,"Charter","G",1,NA,NA,42,26.0238944567846
"2132",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"2133",2014,99,"Charter","G",1,NA,NA,39,20.2314439303907
"2134",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2135",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"2136",2014,99,"Charter","G",1,NA,NA,39,20.2314439303907
"2137",2014,173,"Charter","G",NA,1,NA,68,123.434972145966
"2138",2014,190.5,"Charter","G",NA,1,NA,75,168.666403491614
"2139",2014,203,"Charter","G",NA,1,NA,80,207.231615248396
"2140",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"2141",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2142",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"2143",2014,114,"Charter","G",1,NA,NA,45,31.9551284463005
"2144",2014,67.5,"Charter","G",1,NA,NA,27,5.84942360319903
"2145",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"2146",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"2147",2014,67.5,"Charter","G",1,NA,NA,27,5.84942360319903
"2148",2014,69.5,"Charter","G",1,NA,NA,27,6.42983185753865
"2149",2014,112,"Charter","G",1,NA,NA,44,30.174163738861
"2150",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2151",2014,84,"Charter","G",1,NA,NA,33,11.8804731210747
"2152",2014,102,"Charter","G",1,NA,NA,40,22.2860656615977
"2153",2014,96.5,"Charter","G",1,NA,NA,38,18.6224726224267
"2154",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"2155",2014,89.5,"Charter","G",1,NA,NA,35,14.5906783525871
"2156",2014,73.5,"Charter","G",1,NA,NA,29,7.70796666676608
"2157",2014,76,"Charter","G",1,NA,NA,30,8.5902319024382
"2158",2014,84,"Charter","G",1,NA,NA,33,11.8804731210747
"2159",2014,63.5,"Charter","G",1,NA,NA,25,4.79905491110062
"2160",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"2161",2014,101.5,"Charter","G",1,NA,NA,40,21.9340498481118
"2162",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"2163",2014,84,"Charter","G",1,NA,NA,33,11.8804731210747
"2164",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"2165",2014,76.5,"Charter","G",1,NA,NA,30,8.77469236127076
"2166",2014,68,"Charter","G",1,NA,NA,27,5.99097802244174
"2167",2014,67.5,"Charter","G",1,NA,NA,27,5.84942360319903
"2168",2014,75.5,"Charter","G",1,NA,NA,30,8.40846987391971
"2169",2014,74,"Charter","G",1,NA,NA,29,7.87915458445051
"2170",2014,68,"Charter","G",1,NA,NA,27,5.99097802244174
"2171",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"2172",2014,74.5,"Charter","G",1,NA,NA,29,8.05295315850166
"2173",2014,66,"Charter","G",1,NA,NA,26,5.43865111903038
"2174",2014,102,"Charter","G",1,NA,NA,40,22.2860656615977
"2175",2014,76.5,"Charter","G",1,NA,NA,30,8.77469236127076
"2176",2014,81,"Charter","G",1,NA,NA,32,10.5599122758681
"2177",2014,74,"Charter","G",1,NA,NA,29,7.87915458445051
"2178",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"2179",2014,184,"Charter","G",NA,1,NA,72,150.722675864509
"2180",2014,91.5,"Charter","G",1,NA,NA,36,15.6737600557299
"2181",2014,106.5,"Charter","G",1,NA,NA,42,25.6319459394474
"2182",2014,104,"Charter","G",1,NA,NA,41,23.7332311227181
"2183",2014,81.5,"Charter","G",1,NA,NA,32,10.7725743842323
"2184",2014,202,"Charter","G",NA,1,NA,80,203.942287513849
"2185",2014,86.5,"Charter","G",1,NA,NA,34,13.0647480057745
"2186",2014,68.5,"Charter","G",1,NA,NA,27,6.13488322998436
"2187",2014,71,"Charter","G",1,NA,NA,28,6.89042324147201
"2188",2014,74.5,"Charter","G",1,NA,NA,29,8.05295315850166
