"","Area_name","DATE","WK","WD","Site","snum","Area","SPECIES","ID","day_type","LITHCODE","LINE","LENGTH","CATAREA","CHAR_NON","CAS"
"2659","Juneau",2006-07-18,29,2,"E",81,"E 81",200,4,"A",12263,9,680,5,1,0
"2660","Juneau",2006-07-18,29,2,"E",81,"E 81",200,4,"A",12263,10,750,5,1,0
"2661","Juneau",2006-07-18,29,2,"E",81,"E 81",200,4,"A",12263,11,620,5,1,0
"2662","Juneau",2006-07-19,29,2,"E",81,"E 81",200,6,"C",8059,1,685,21,1,0
"2663","Juneau",2006-07-19,29,2,"E",81,"E 81",200,6,"C",8059,2,790,21,1,0
"2664","Juneau",2006-07-19,29,2,"E",81,"E 81",200,6,"C",8059,3,290,7,1,0
"2665","Juneau",2006-07-19,29,2,"E",81,"E 81",200,6,"C",8059,4,290,7,1,0
"2666","Juneau",2006-07-19,29,2,"E",81,"E 81",200,6,"C",8059,5,1580,4,1,0
"2667","Juneau",2006-07-19,29,2,"E",81,"E 81",200,6,"C",8059,6,740,12,1,0
"2668","Juneau",2006-07-20,29,2,"E",81,"E 81",200,6,"C",8058,1,785,4,2,0
"2669","Juneau",2006-07-20,29,2,"E",81,"E 81",200,6,"C",8058,2,1170,4,2,0
"2670","Juneau",2006-07-20,29,2,"E",81,"E 81",200,6,"C",8058,3,685,4,2,0
"2671","Juneau",2006-07-20,29,2,"E",81,"E 81",200,6,"C",8058,4,710,4,2,0
"2672","Juneau",2006-07-20,29,2,"E",81,"E 81",200,6,"C",8058,5,815,4,2,0
"2673","Juneau",2006-07-20,29,2,"E",81,"E 81",200,6,"C",8058,6,815,4,2,0
"2674","Juneau",2006-07-20,29,2,"E",81,"E 81",200,6,"C",8058,7,710,4,2,0
"2675","Juneau",2006-07-20,29,2,"E",81,"E 81",200,6,"C",8058,8,840,4,2,0
"2676","Juneau",2006-07-21,29,2,"E",81,"E 81",200,3,"A",8499,1,740,24,1,0
"2677","Juneau",2006-07-21,29,2,"E",81,"E 81",200,3,"A",8499,2,790,24,1,0
"2678","Juneau",2006-07-21,29,2,"E",81,"E 81",200,3,"A",8499,3,865,24,1,0
"2679","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,1,810,4,2,0
"2680","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,2,870,4,2,0
"2681","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,3,940,4,2,0
"2682","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,4,740,26,2,0
"2683","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,5,800,26,2,0
"2684","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,6,660,26,2,0
"2685","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,7,800,26,2,0
"2686","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,8,770,26,2,0
"2687","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,9,610,26,2,0
"2688","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,10,620,26,2,0
"2689","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,11,710,26,2,0
"2690","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,12,730,26,2,0
"2691","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,13,570,26,2,0
"2692","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,14,760,26,1,0
"2693","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,15,790,26,1,0
"2694","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,16,800,26,1,0
"2695","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,17,840,26,1,0
"2696","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,18,1030,4,2,0
"2697","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,19,1160,4,2,0
"2698","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12142,20,660,4,2,0
"2699","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,1,1090,24,2,0
"2700","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,2,1370,24,2,0
"2701","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,3,1250,24,2,0
"2702","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,4,1090,24,2,0
"2703","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,5,1090,24,2,0
"2704","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,6,1360,24,2,0
"2705","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,7,990,4,2,0
"2706","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,8,980,4,2,0
"2707","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,9,1230,4,2,0
"2708","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,10,820,4,2,0
"2709","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,11,810,4,2,0
"2710","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,12,720,4,2,0
"2711","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,13,700,4,2,0
"2712","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,14,810,4,2,0
"2713","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,15,1470,4,2,0
"2714","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,16,897,4,2,0
"2715","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,17,790,4,2,0
"2716","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,18,850,4,2,0
"2717","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,19,940,4,2,0
"2718","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",8390,20,970,4,2,0
"2719","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12140,1,750,4,2,0
"2720","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12140,2,650,4,2,0
"2721","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12140,3,680,4,2,0
"2722","Juneau",2006-07-21,29,2,"E",81,"E 81",200,2,"D",12140,4,540,4,2,0
"2723","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,1,760,4,1,0
"2724","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,2,940,4,1,0
"2725","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,3,1220,4,1,0
"2726","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,4,790,4,1,0
"2727","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,5,740,4,1,0
"2728","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,6,770,4,1,0
"2729","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,7,1350,2,1,0
"2730","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,8,1020,2,1,0
"2731","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,9,990,2,1,0
"2732","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,10,790,2,1,0
"2733","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,11,760,2,1,0
"2734","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,12,660,2,1,0
"2735","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,13,590,2,1,0
"2736","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,14,640,2,1,0
"2737","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,15,660,2,1,0
"2738","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,16,580,2,1,0
"2739","Juneau",2006-07-22,30,1,"E",81,"E 81",200,6,"C",8023,17,640,7,1,0
"2740","Juneau",2006-07-22,30,1,"E",81,"E 81",200,1,"C",8229,1,635,NA,1,0
"2741","Juneau",2006-07-22,30,1,"E",81,"E 81",200,1,"C",8229,2,725,NA,1,0
"2742","Juneau",2006-07-22,30,1,"E",81,"E 81",200,1,"C",8229,3,695,NA,1,0
"2743","Juneau",2006-07-22,30,1,"E",81,"E 81",200,1,"C",8229,4,690,NA,1,0
"2744","Juneau",2006-07-22,30,1,"E",81,"E 81",200,1,"C",8229,5,785,NA,1,0
"2745","Juneau",2006-07-22,30,1,"E",81,"E 81",200,1,"C",8229,6,690,NA,1,0
"2746","Juneau",2006-07-22,30,1,"E",81,"E 81",200,1,"C",8229,7,695,NA,1,0
"2747","Juneau",2006-07-22,30,1,"E",81,"E 81",200,1,"C",8229,8,810,NA,1,0
"2748","Juneau",2006-07-22,30,1,"E",81,"E 81",200,1,"C",8229,9,830,NA,1,0
"2749","Juneau",2006-07-22,30,1,"E",81,"E 81",200,1,"C",8229,10,900,NA,1,0
"2750","Juneau",2006-07-22,30,1,"E",81,"E 81",200,4,"C",12264,1,840,24,1,0
"2751","Juneau",2006-07-22,30,1,"E",81,"E 81",200,4,"C",12264,2,650,24,1,0
"2752","Juneau",2006-07-22,30,1,"E",81,"E 81",200,4,"C",12264,3,680,24,1,0
"2753","Juneau",2006-07-22,30,1,"E",81,"E 81",200,4,"C",12264,4,710,24,1,0
"2754","Juneau",2006-07-22,30,1,"E",81,"E 81",200,4,"C",12264,5,610,24,1,0
"2755","Juneau",2006-07-22,30,1,"E",81,"E 81",200,4,"C",12264,6,595,24,1,0
"2756","Juneau",2006-07-22,30,1,"E",81,"E 81",200,4,"C",12264,7,970,18,1,0
"2757","Juneau",2006-07-22,30,1,"E",81,"E 81",200,4,"C",12264,8,895,2,1,0
"2758","Juneau",2006-07-22,30,1,"E",81,"E 81",200,4,"C",12264,9,730,2,1,0
"2759","Juneau",2006-07-22,30,1,"E",81,"E 81",200,4,"C",12264,10,705,7,1,0
"2760","Juneau",2006-07-22,30,1,"E",81,"E 81",200,4,"C",12264,11,760,25,1,0
"2761","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,1,760,26,2,0
"2762","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,2,800,26,2,0
"2763","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,3,770,26,2,0
"2764","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,4,720,26,2,0
"2765","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,5,760,26,2,0
"2766","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,6,760,26,2,0
"2767","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,7,730,26,2,0
"2768","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,8,760,26,2,0
"2769","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,9,770,26,2,0
"2770","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,10,860,26,2,0
"2771","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,11,730,26,2,0
"2772","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,12,1130,23,2,0
"2773","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,13,1170,6,1,0
"2774","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,14,800,6,1,0
"2775","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,15,610,6,1,0
"2776","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,16,820,2,1,0
"2777","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,17,820,2,1,0
"2778","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,18,720,2,1,0
"2779","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,19,830,2,1,0
"2780","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12141,20,760,2,1,0
"2781","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,1,1130,2,1,0
"2782","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,2,750,24,1,0
"2783","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,3,700,24,1,0
"2784","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,4,970,24,1,0
"2785","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,5,730,24,1,0
"2786","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,6,720,24,1,0
"2787","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,7,720,24,1,0
"2788","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,8,690,24,1,0
"2789","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,9,770,24,1,0
"2790","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,10,650,4,1,0
"2791","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,11,670,4,1,0
"2792","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,12,740,4,1,0
"2793","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,13,780,4,1,0
"2794","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,14,910,12,1,0
"2795","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,15,880,26,2,0
"2796","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,16,790,26,2,0
"2797","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,17,890,26,2,0
"2798","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,18,810,26,2,0
"2799","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,19,740,26,2,0
"2800","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12139,20,830,26,2,0
"2801","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12138,1,920,26,2,0
"2802","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12138,2,830,26,2,0
"2803","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12138,3,760,26,2,0
"2804","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12138,4,800,25,1,0
"2805","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12138,5,660,25,1,0
"2806","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12138,6,620,25,1,0
"2807","Juneau",2006-07-22,30,1,"E",81,"E 81",200,2,"D",12138,7,640,25,1,0
"2808","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,1,620,26,1,0
"2809","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,2,730,26,1,0
"2810","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,3,650,26,1,0
"2811","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,4,690,26,1,0
"2812","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,5,830,26,1,0
"2813","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,6,610,26,1,0
"2814","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,7,710,26,1,0
"2815","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,8,840,26,1,0
"2816","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,9,750,26,1,0
"2817","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,10,780,26,1,0
"2818","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,11,850,26,1,0
"2819","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,12,810,24,1,0
"2820","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,13,560,24,1,0
"2821","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,14,650,24,1,0
"2822","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,15,710,24,1,0
"2823","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,16,730,24,1,0
"2824","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,17,940,4,1,0
"2825","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,18,840,7,1,0
"2826","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,19,850,7,1,0
"2827","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12131,20,830,7,1,0
"2828","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12128,1,600,24,1,0
"2829","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12128,2,710,24,1,0
"2830","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12128,3,650,24,1,0
"2831","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12128,4,830,16,1,0
"2832","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12128,5,640,7,1,0
"2833","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12128,6,650,7,1,0
"2834","Juneau",2006-07-23,30,1,"E",81,"E 81",200,2,"D",12128,7,740,7,1,0
"2835","Juneau",2006-07-24,30,2,"E",81,"E 81",200,1,"A",12091,1,820,3,2,0
"2836","Juneau",2006-07-24,30,2,"E",81,"E 81",200,1,"A",12091,2,775,3,2,0
"2837","Juneau",2006-07-24,30,2,"E",81,"E 81",200,1,"A",12091,3,735,3,2,0
"2838","Juneau",2006-07-24,30,2,"E",81,"E 81",200,1,"A",12091,4,850,3,2,0
"2839","Juneau",2006-07-24,30,2,"E",81,"E 81",200,1,"A",12091,5,810,3,2,0
"2840","Juneau",2006-07-24,30,2,"E",81,"E 81",200,1,"A",12091,6,855,3,2,0
"2841","Juneau",2006-07-24,30,2,"E",81,"E 81",200,1,"A",12091,7,780,3,2,1
"2842","Juneau",2006-07-24,30,2,"E",81,"E 81",200,1,"A",12091,8,740,3,2,1
"2843","Juneau",2006-07-24,30,2,"E",81,"E 81",200,1,"A",12091,9,825,5,1,0
"2844","Juneau",2006-07-24,30,2,"E",81,"E 81",200,1,"A",12091,10,730,4,1,0
"2845","Juneau",2006-07-25,30,2,"E",81,"E 81",200,2,"D",8392,1,660,7,2,0
"2846","Juneau",2006-07-27,30,2,"E",81,"E 81",200,5,"A",8084,1,645,8,1,0
"2847","Juneau",2006-07-27,30,2,"E",81,"E 81",200,5,"A",8084,2,615,8,1,0
"2848","Juneau",2006-07-27,30,2,"E",81,"E 81",200,5,"A",8084,3,620,8,1,0
"2849","Juneau",2006-07-27,30,2,"E",81,"E 81",200,5,"A",8084,4,490,8,1,0
"2850","Juneau",2006-07-27,30,2,"E",81,"E 81",200,5,"A",8084,5,560,8,1,0
"2851","Juneau",2006-07-27,30,2,"E",81,"E 81",200,5,"A",8084,6,625,8,1,0
"2852","Juneau",2006-07-27,30,2,"E",81,"E 81",200,5,"A",8084,7,650,8,1,0
"2853","Juneau",2006-07-28,30,2,"E",81,"E 81",200,4,"C",12265,1,1030,6,1,0
"2854","Juneau",2006-07-28,30,2,"E",81,"E 81",200,3,"C",8498,1,560,6,1,0
"2855","Juneau",2006-07-28,30,2,"E",81,"E 81",200,3,"C",8498,2,1450,4,1,0
"2856","Juneau",2006-07-28,30,2,"E",81,"E 81",200,6,"C",8029,1,535,6,1,0
"2857","Juneau",2006-07-28,30,2,"E",81,"E 81",200,2,"D",12126,1,970,7,1,0
"2858","Juneau",2006-07-28,30,2,"E",81,"E 81",200,2,"D",12126,2,980,7,1,0
"2859","Juneau",2006-07-28,30,2,"E",81,"E 81",200,2,"D",12126,3,720,7,1,0
"2860","Juneau",2006-07-28,30,2,"E",81,"E 81",200,2,"D",12126,4,700,4,1,0
"2861","Juneau",2006-07-28,30,2,"E",81,"E 81",200,2,"D",12126,5,720,4,1,0
"2862","Juneau",2006-07-28,30,2,"E",81,"E 81",200,2,"D",12126,6,820,4,1,0
"2863","Juneau",2006-07-28,30,2,"E",81,"E 81",200,2,"D",12126,7,760,21,1,0
"2864","Juneau",2006-07-28,30,2,"E",81,"E 81",200,2,"D",12126,8,640,21,1,0
"2865","Juneau",2006-07-28,30,2,"E",81,"E 81",200,2,"D",12126,9,710,21,1,0
"2866","Juneau",2006-07-28,30,2,"E",81,"E 81",200,2,"D",12126,10,620,21,1,0
"2867","Juneau",2006-07-28,30,2,"E",81,"E 81",200,2,"D",12126,11,970,4,1,0
"2868","Juneau",2006-07-28,30,2,"E",81,"E 81",200,2,"D",12126,12,770,4,1,0
"2869","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,1,860,4,1,0
"2870","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,2,870,4,1,0
"2871","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,3,1240,18,1,0
"2872","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,4,580,18,1,0
"2873","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,5,805,18,1,0
"2874","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,6,700,18,1,0
"2875","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,7,625,18,1,0
"2876","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,8,670,18,1,0
"2877","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,9,695,18,1,0
"2878","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,10,675,18,1,0
"2879","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,11,710,18,1,0
"2880","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,12,605,18,1,0
"2881","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,13,710,18,1,0
"2882","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,14,640,18,1,0
"2883","Juneau",2006-07-29,31,1,"E",81,"E 81",200,4,"C",12267,15,500,18,1,0
"2884","Juneau",2006-07-29,31,1,"E",81,"E 81",200,1,"C",12090,1,690,7,1,0
"2885","Juneau",2006-07-29,31,1,"E",81,"E 81",200,1,"C",12090,2,725,7,1,0
"2886","Juneau",2006-07-29,31,1,"E",81,"E 81",200,1,"C",12090,3,660,7,1,0
"2887","Juneau",2006-07-29,31,1,"E",81,"E 81",200,1,"C",12090,4,710,7,1,0
"2888","Juneau",2006-07-29,31,1,"E",81,"E 81",200,1,"C",12090,5,715,7,1,0
"2889","Juneau",2006-07-29,31,1,"E",81,"E 81",200,1,"C",12090,6,680,7,1,0
"2890","Juneau",2006-07-29,31,1,"E",81,"E 81",200,1,"C",12090,7,710,6,1,0
"2891","Juneau",2006-07-29,31,1,"E",81,"E 81",200,1,"C",12090,8,625,6,1,0
"2892","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8395,1,710,8,1,0
"2893","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8395,2,860,8,1,0
"2894","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8395,3,850,8,1,0
"2895","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8395,4,800,24,2,0
"2896","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8395,5,830,24,2,0
"2897","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8395,6,940,24,2,0
"2898","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8395,7,900,24,2,0
"2899","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,1,1280,4,2,0
"2900","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,2,780,4,2,0
"2901","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,3,890,4,2,0
"2902","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,4,460,4,2,0
"2903","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,5,970,4,2,0
"2904","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,6,920,4,2,0
"2905","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,7,970,4,2,0
"2906","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,8,710,4,2,0
"2907","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,9,1250,4,2,0
"2908","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,10,810,24,1,0
"2909","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,11,1090,24,1,0
"2910","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,12,960,24,1,0
"2911","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,13,760,24,1,0
"2912","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,14,700,24,1,0
"2913","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,15,690,24,1,0
"2914","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,16,850,24,1,0
"2915","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,17,690,24,1,0
"2916","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,18,740,24,1,0
"2917","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,19,810,8,1,0
"2918","Juneau",2006-07-29,31,1,"E",81,"E 81",200,2,"D",8397,20,860,8,1,0
"2919","Juneau",2006-07-30,31,1,"E",81,"E 81",200,2,"D",12088,1,830,4,1,0
"2920","Juneau",2006-07-30,31,1,"E",81,"E 81",200,2,"D",12088,2,590,4,1,0
"2921","Juneau",2006-07-30,31,1,"E",81,"E 81",200,2,"D",12088,3,630,4,1,0
"2922","Juneau",2006-07-30,31,1,"E",81,"E 81",200,2,"D",12088,4,560,9,1,0
"2923","Juneau",2006-07-30,31,1,"E",81,"E 81",200,2,"D",12088,5,710,12,1,0
"2924","Juneau",2006-07-30,31,1,"E",81,"E 81",200,2,"D",12088,6,940,12,1,0
"2925","Juneau",2006-07-30,31,1,"E",81,"E 81",200,2,"D",12088,7,700,12,1,0
"2926","Juneau",2006-07-30,31,1,"E",81,"E 81",200,2,"D",12088,8,830,12,1,0
"2927","Juneau",2006-07-30,31,1,"E",81,"E 81",200,2,"D",12088,9,1160,18,2,0
"2928","Juneau",2006-07-30,31,1,"E",81,"E 81",200,2,"D",12088,10,1190,18,2,0
"2929","Juneau",2006-07-30,31,1,"E",81,"E 81",200,5,"A",8076,1,1120,9,1,0
"2930","Juneau",2006-07-30,31,1,"E",81,"E 81",200,4,"A",8016,1,865,11,1,0
"2931","Juneau",2006-07-30,31,1,"E",81,"E 81",200,4,"A",8016,2,650,11,1,0
"2932","Juneau",2006-07-30,31,1,"E",81,"E 81",200,6,"A",8042,1,510,4,1,0
"2933","Juneau",2006-07-30,31,1,"E",81,"E 81",200,6,"A",8042,2,510,4,1,0
"2934","Juneau",2006-07-30,31,1,"E",81,"E 81",200,6,"A",8042,3,510,4,1,0
"2935","Juneau",2006-07-30,31,1,"E",81,"E 81",200,6,"A",8042,4,1020,4,1,0
