"","Index","Area_name","Year","DATE","WK","WD","Site","snum","AREA","SPECIES","ID","day_type","LITHCODE","LINE","LENGTH","CATAREA","CHAR_NON","CAS"
"1882",1882,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,13,"D",543,6,630,9,2,0
"1883",1883,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,13,"D",543,7,630,9,2,0
"1884",1884,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,13,"D",543,8,725,13,2,0
"1885",1885,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,12,"D",2606,1,870,14,2,0
"1886",1886,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,12,"D",2606,2,740,14,2,0
"1887",1887,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,12,"D",2606,3,745,14,2,0
"1888",1888,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,12,"D",2606,4,790,14,2,0
"1889",1889,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,12,"D",2606,5,705,14,2,0
"1890",1890,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,12,"D",2606,6,730,14,2,0
"1891",1891,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,12,"D",2606,7,650,14,2,0
"1892",1892,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,12,"D",2606,8,660,14,2,0
"1893",1893,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,12,"D",2606,9,665,14,2,0
"1894",1894,"Sitka",2007,2007-07-26,30,2,"D",81,"D 81",200,12,"D",2606,10,1215,14,2,0
"1895",1895,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,1,580,9,2,1
"1896",1896,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,2,740,9,2,1
"1897",1897,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,3,670,9,2,1
"1898",1898,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,4,735,9,2,1
"1899",1899,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,5,770,9,2,1
"1900",1900,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,6,740,9,2,1
"1901",1901,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,7,710,9,2,1
"1902",1902,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,8,695,9,2,1
"1903",1903,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,9,870,9,2,1
"1904",1904,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,10,675,9,2,1
"1905",1905,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,11,790,13,2,1
"1906",1906,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,12,800,13,2,1
"1907",1907,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,13,770,13,2,1
"1908",1908,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,14,860,13,2,1
"1909",1909,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,15,805,13,2,1
"1910",1910,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,16,695,13,2,1
"1911",1911,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,17,880,13,2,1
"1912",1912,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,18,800,13,2,1
"1913",1913,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,19,1075,13,2,1
"1914",1914,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3169,20,650,9,2,1
"1915",1915,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3170,1,635,9,2,1
"1916",1916,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3170,2,585,9,2,1
"1917",1917,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3170,3,710,9,2,1
"1918",1918,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3170,4,615,9,2,1
"1919",1919,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3170,5,1645,9,2,1
"1920",1920,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3170,6,765,9,2,1
"1921",1921,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3170,7,1630,9,2,1
"1922",1922,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3170,8,1645,9,2,1
"1923",1923,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3170,9,970,9,2,1
"1924",1924,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3170,10,670,9,2,1
"1925",1925,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,7,"C",3170,11,1345,9,2,1
"1926",1926,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,10,"C",1277,1,1050,5,1,0
"1927",1927,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,10,"C",1277,2,1280,1,1,0
"1928",1928,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,1,620,10,2,1
"1929",1929,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,2,790,10,2,1
"1930",1930,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,3,690,10,2,1
"1931",1931,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,4,725,10,2,1
"1932",1932,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,5,650,10,2,1
"1933",1933,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,6,1190,10,2,0
"1934",1934,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,7,830,10,2,1
"1935",1935,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,8,1010,10,2,1
"1936",1936,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,9,1280,9,2,1
"1937",1937,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,10,1475,9,2,1
"1938",1938,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,11,770,9,2,1
"1939",1939,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,12,780,9,2,1
"1940",1940,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,13,750,9,2,1
"1941",1941,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,14,830,9,2,1
"1942",1942,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,15,1330,9,2,1
"1943",1943,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,16,1155,9,2,1
"1944",1944,"Sitka",2007,2007-07-27,30,2,"D",81,"D 81",200,12,"D",2605,17,670,13,2,1
"1945",1945,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,1,850,4,1,0
"1946",1946,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,2,740,4,1,0
"1947",1947,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,3,650,4,1,0
"1948",1948,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,4,890,4,1,0
"1949",1949,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,5,810,9,2,0
"1950",1950,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,6,690,13,2,1
"1951",1951,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,7,1265,9,2,1
"1952",1952,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,8,920,9,2,1
"1953",1953,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,9,1050,9,2,1
"1954",1954,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,10,1045,9,2,0
"1955",1955,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,11,1140,9,2,0
"1956",1956,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,12,735,9,2,0
"1957",1957,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,13,925,9,2,0
"1958",1958,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,14,720,9,2,0
"1959",1959,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,15,830,9,2,0
"1960",1960,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,16,1050,9,2,0
"1961",1961,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,17,715,9,2,0
"1962",1962,"Sitka",2007,2007-07-28,31,1,"D",81,"D 81",200,12,"D",2603,18,1070,9,2,0
"1963",1963,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,1,860,9,2,1
"1964",1964,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,2,765,9,2,1
"1965",1965,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,3,950,9,2,1
"1966",1966,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,4,1110,9,2,1
"1967",1967,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,5,1000,9,2,1
"1968",1968,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,6,730,10,2,1
"1969",1969,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,7,750,10,2,1
"1970",1970,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,8,985,10,2,0
"1971",1971,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,9,1295,10,2,1
"1972",1972,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,10,790,10,2,1
"1973",1973,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,11,890,10,2,1
"1974",1974,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,12,1080,13,2,1
"1975",1975,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,13,810,13,2,1
"1976",1976,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,14,790,13,2,1
"1977",1977,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,15,1145,13,2,1
"1978",1978,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,16,765,13,2,1
"1979",1979,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,17,1280,13,2,1
"1980",1980,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,18,800,13,2,1
"1981",1981,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,19,950,13,2,1
"1982",1982,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2601,20,705,9,2,1
"1983",1983,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2600,1,800,9,2,1
"1984",1984,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2600,2,820,9,2,1
"1985",1985,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2600,3,805,9,2,1
"1986",1986,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2600,4,910,9,2,1
"1987",1987,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2600,5,1000,14,2,0
"1988",1988,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2600,6,770,14,2,0
"1989",1989,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,12,"D",2600,7,810,14,2,1
"1990",1990,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,1,880,13,2,1
"1991",1991,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,2,710,13,2,1
"1992",1992,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,3,790,13,2,1
"1993",1993,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,4,1000,13,2,1
"1994",1994,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,5,860,13,2,1
"1995",1995,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,6,690,13,2,1
"1996",1996,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,7,860,96,2,1
"1997",1997,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,8,670,96,2,1
"1998",1998,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,9,750,96,2,1
"1999",1999,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,10,620,14,2,1
"2000",2000,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,11,670,14,2,1
"2001",2001,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,12,790,14,2,1
"2002",2002,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,13,680,14,2,1
"2003",2003,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,14,690,14,2,1
"2004",2004,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,15,730,14,2,1
"2005",2005,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,16,640,14,2,1
"2006",2006,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,17,670,14,2,1
"2007",2007,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,18,950,14,2,1
"2008",2008,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,19,800,14,2,1
"2009",2009,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",542,20,820,14,2,1
"2010",2010,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",541,1,870,13,1,0
"2011",2011,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",541,2,670,13,1,0
"2012",2012,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",541,3,730,13,2,1
"2013",2013,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",541,4,780,13,2,1
"2014",2014,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",541,5,710,13,2,1
"2015",2015,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",541,6,740,13,2,1
"2016",2016,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",541,7,860,13,2,1
"2017",2017,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",541,8,740,13,2,1
"2018",2018,"Sitka",2007,2007-07-29,31,1,"D",81,"D 81",200,13,"D",541,9,880,13,2,1
"2019",2019,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3084,1,1275,9,2,1
"2020",2020,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3084,2,1030,9,2,1
"2021",2021,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3084,3,795,9,2,1
"2022",2022,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,1,680,9,2,1
"2023",2023,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,2,885,9,2,1
"2024",2024,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,3,625,9,2,1
"2025",2025,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,4,740,9,2,1
"2026",2026,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,5,830,9,2,1
"2027",2027,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,6,710,13,2,1
"2028",2028,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,7,700,13,2,1
"2029",2029,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,8,880,13,2,1
"2030",2030,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,9,760,13,2,1
"2031",2031,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,10,815,13,2,1
"2032",2032,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,11,750,13,2,1
"2033",2033,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,12,895,13,2,1
"2034",2034,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,13,770,13,2,1
"2035",2035,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,14,850,13,2,1
"2036",2036,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,15,615,13,2,1
"2037",2037,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,16,1060,10,2,1
"2038",2038,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,17,1275,10,2,1
"2039",2039,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,18,1690,9,2,1
"2040",2040,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,19,1530,9,2,1
"2041",2041,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,8,"C",3083,20,1270,9,2,1
"2042",2042,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,13,"D",540,1,830,9,2,1
"2043",2043,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,13,"D",540,2,940,9,2,1
"2044",2044,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,13,"D",540,3,820,9,2,1
"2045",2045,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,13,"D",540,4,840,9,2,1
"2046",2046,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,13,"D",540,5,740,9,2,1
"2047",2047,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,13,"D",540,6,1100,9,2,0
"2048",2048,"Sitka",2007,2007-07-30,31,2,"D",81,"D 81",200,13,"D",540,7,810,9,2,1
"2049",2049,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,8,"C",3086,1,690,9,2,1
"2050",2050,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,8,"C",3086,2,1455,9,2,1
"2051",2051,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,8,"C",3086,3,1025,98,1,1
"2052",2052,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,8,"C",3086,4,1050,98,1,1
"2053",2053,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,8,"C",3086,5,1135,98,1,1
"2054",2054,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,8,"C",3086,6,910,98,1,1
"2055",2055,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,8,"C",3086,7,715,98,1,1
"2056",2056,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,8,"C",3086,8,665,98,1,1
"2057",2057,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,8,"C",3086,9,795,98,1,1
"2058",2058,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,8,"C",3086,10,785,98,1,1
"2059",2059,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,8,"C",3086,11,740,98,1,1
"2060",2060,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,8,"C",3086,12,775,98,1,1
"2061",2061,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,1,1520,10,2,0
"2062",2062,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,2,830,10,2,0
"2063",2063,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,3,1270,10,2,0
"2064",2064,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,4,725,10,2,0
"2065",2065,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,5,760,10,2,0
"2066",2066,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,6,855,10,2,0
"2067",2067,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,7,1070,10,2,0
"2068",2068,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,8,640,10,2,0
"2069",2069,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,9,1680,10,2,0
"2070",2070,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,10,1570,10,2,0
"2071",2071,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,11,1760,10,2,0
"2072",2072,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,12,1270,10,2,0
"2073",2073,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,13,760,10,2,0
"2074",2074,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,14,745,14,2,0
"2075",2075,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,15,1000,14,2,0
"2076",2076,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,16,760,14,2,0
"2077",2077,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,17,900,14,2,0
"2078",2078,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,18,955,14,2,0
"2079",2079,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,19,810,14,2,0
"2080",2080,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11877,20,680,14,2,0
"2081",2081,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,9,"C",11922,1,1115,14,2,0
"2082",2082,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,1,660,9,2,1
"2083",2083,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,2,600,9,2,1
"2084",2084,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,3,710,9,2,1
"2085",2085,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,4,880,13,2,1
"2086",2086,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,5,620,9,2,0
"2087",2087,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,6,830,13,2,1
"2088",2088,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,7,800,13,2,1
"2089",2089,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,8,960,13,2,1
"2090",2090,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,9,1120,13,2,1
"2091",2091,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,10,900,13,2,1
"2092",2092,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,11,870,13,2,1
"2093",2093,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,12,740,13,2,1
"2094",2094,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,13,800,13,2,1
"2095",2095,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,14,650,13,2,1
"2096",2096,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,15,820,13,2,1
"2097",2097,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,16,870,13,2,1
"2098",2098,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,17,780,13,2,1
"2099",2099,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,18,705,13,2,1
"2100",2100,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,19,700,13,2,1
"2101",2101,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",539,20,1190,13,2,1
"2102",2102,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,1,810,9,2,1
"2103",2103,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,2,900,9,2,1
"2104",2104,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,3,850,9,2,1
"2105",2105,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,4,800,9,2,1
"2106",2106,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,5,800,9,2,1
"2107",2107,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,6,1000,9,2,1
"2108",2108,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,7,810,9,2,1
"2109",2109,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,8,780,9,2,1
"2110",2110,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,9,710,9,2,1
"2111",2111,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,10,790,89,2,1
"2112",2112,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,11,1020,14,2,0
"2113",2113,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,12,690,14,2,0
"2114",2114,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,13,800,14,2,0
"2115",2115,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,14,640,14,2,0
"2116",2116,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,15,850,14,2,0
"2117",2117,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,16,660,14,2,0
"2118",2118,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,17,825,14,2,0
"2119",2119,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,18,730,14,2,0
"2120",2120,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,19,800,14,2,0
"2121",2121,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",538,20,690,14,2,0
"2122",2122,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",537,1,775,14,2,0
"2123",2123,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",537,2,790,14,2,0
"2124",2124,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",537,3,750,9,2,1
"2125",2125,"Sitka",2007,2007-07-31,31,2,"D",81,"D 81",200,13,"D",537,4,870,9,2,1
