"","MB_MR","shiftId","InterviewId","TArgetId","TargetSpeciesID","BioSampleId","SITE","SURVAREA","SHSITE","YEAR","DATE","DAY_TYPE","HARVEST_CODE","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","SUBHARBOR_NAME","HEADVAR2","techid","SAMPTYPE","SPECCODE","SPECIESCODE","SPEC_GROUP","LENGTH","LENGTH_TYPE","AREA","CLASS","CLASSN","GAF","INTVNUMB","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","GF_area","LC_area","SAMP_TYPE","R_SLOT","MONTH","LENCM","GROSSWT","NETWT","ROUNDWT","Bio_Comment","Kept","N_AWL_SAMP","DELTINTV","MISS_NC","SAMPLER","ATARGET","BoatId","CFECNUM"
"1089","Marine Boat",1929,14480,18554,34138,21728,"ELFIN_COVE","G",82,2017,2017-06-01,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",970,"STF",55,2,"Charter","SF",3,"2C",113910,"11391","113","91","113-91","NSEO","NSEO","Creel Sampler","LEGAL",6,97,21.9569294148405,18.9369166767327,25.1860991800546,"",4,4,"","N",9,"HA","FISHING FEVER",172020
"1090","Marine Boat",1929,14480,18554,34138,21727,"ELFIN_COVE","G",82,2017,2017-06-01,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",825,"STF",55,2,"Charter","SF",3,"2C",113910,"11391","113","91","113-91","NSEO","NSEO","Creel Sampler","LEGAL",6,82.5,12.9939735987757,11.2067489351843,14.9049760837951,"",4,4,"","N",9,"HA","FISHING FEVER",172020
"1091","Marine Boat",1929,14480,18554,34138,21726,"ELFIN_COVE","G",82,2017,2017-06-01,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",870,"STF",55,2,"Charter","SF",3,"2C",113910,"11391","113","91","113-91","NSEO","NSEO","Creel Sampler","LEGAL",6,87,15.4338247731885,13.3110166823063,17.7036521874674,"",4,4,"","N",9,"HA","FISHING FEVER",172020
"1092","Marine Boat",1929,14480,18554,34138,21725,"ELFIN_COVE","G",82,2017,2017-06-01,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",820,"STF",55,2,"Charter","SF",3,"2C",113910,"11391","113","91","113-91","NSEO","NSEO","Creel Sampler","LEGAL",6,82,12.7405468281241,10.9881791366113,14.614278251693,"",4,4,"","N",9,"HA","FISHING FEVER",172020
"1093","Marine Boat",1929,14481,18557,34148,21731,"ELFIN_COVE","G",82,2017,2017-06-01,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",1650,"STF",73,2,"Charter","SF",4,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,165,122.766299703705,105.880706007487,140.821338989958,"",3,3,"","N",9,"HA","EAGLE CLAW",172014
"1094","Marine Boat",1929,14481,18557,34148,21730,"ELFIN_COVE","G",82,2017,2017-06-01,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",975,"STF",73,2,"Charter","SF",4,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,97.5,22.3257543343357,19.2550124649381,25.6091665783677,"",3,3,"","N",9,"HA","EAGLE CLAW",172014
"1095","Marine Boat",1929,14481,18557,34148,21729,"ELFIN_COVE","G",82,2017,2017-06-01,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",1500,"STF",73,2,"Charter","SF",4,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,150,90.1502356031856,77.7507395388124,103.40848358662,"",3,3,"","N",9,"HA","EAGLE CLAW",172014
"1096","Marine Boat",1929,14482,18558,34149,21732,"ELFIN_COVE","G",82,2017,2017-06-01,1,"MB",11,7,22,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1135,"STF",73,2,"Charter","SF",5,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,113.5,36.5273173736545,31.5032558724693,41.8993303103842,"",1,1,"","N",9,"BF","EAGLE DIFFERENCE",172026
"1097","Marine Boat",1929,14485,18561,34158,21733,"ELFIN_COVE","G",82,2017,2017-06-01,1,"MB",11,7,22,1,11,"11_Shoreline Lodge",9,"MJLW","C","200","HA","Halibut",1350,"STF",53,1,"Private","SF",8,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,135,64.0785383269988,55.2650107917659,73.5024643530487,"",1,1,"","N",9,"HA","SELF GUIDED",NA
"1098","Marine Boat",1931,14489,18565,34165,21734,"ELFIN_COVE","G",82,2017,2017-06-03,1,"MB",11,7,22,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1055,"STF",53,2,"Charter","SF",1,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,105.5,28.8249893786975,24.8603259480882,33.0642335109574,"",1,1,"","N",9,"HA","EL CAPITAN I",171401
"1099","Marine Boat",1931,14491,18566,34166,21735,"ELFIN_COVE","G",82,2017,2017-06-03,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",1265,"STF",53,1,"Private","SF",3,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,126.5,51.9044375630204,44.7653672657551,59.5379384634542,"",1,1,"","N",9,"HA","",NA
"1100","Marine Boat",1931,14492,18567,34167,21736,"ELFIN_COVE","G",82,2017,2017-06-03,1,"MB",11,7,22,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1580,"STF",47,2,"Charter","SF",4,"3A",116110,"11611","116","11","116-11","NSEO","NSEO","Creel Sampler","N_A",6,158,106.679297826551,92.0063518858124,122.36844800813,"",1,1,"","N",9,"BF","FISHING ADDICTION",172028
"1101","Marine Boat",1931,14493,18569,34172,21741,"ELFIN_COVE","G",82,2017,2017-06-03,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",920,"STF",55,2,"Charter","SF",5,"2C",113910,"11391","113","91","113-91","NSEO","NSEO","Creel Sampler","LEGAL",6,92,18.497104380677,15.9529649068762,21.2174433261454,"",1,1,"","N",9,"HA","EAGLE DIFFERENCE",172026
"1102","Marine Boat",1931,14494,18570,34174,21740,"ELFIN_COVE","G",82,2017,2017-06-03,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",1205,"STF",47,2,"Charter","SF",6,"3A",116110,"11611","116","11","116-11","NSEO","NSEO","Creel Sampler","N_A",6,120.5,44.3434234257419,38.2443145263649,50.8649383200653,"",4,4,"","N",9,"BF","ALASKAN",172032
"1103","Marine Boat",1931,14494,18570,34174,21739,"ELFIN_COVE","G",82,2017,2017-06-03,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",1240,"STF",47,2,"Charter","SF",6,"3A",116110,"11611","116","11","116-11","NSEO","NSEO","Creel Sampler","N_A",6,124,48.6538763022908,41.9618965898669,55.8093224645229,"",4,4,"","N",9,"BF","ALASKAN",172032
"1104","Marine Boat",1931,14494,18570,34174,21738,"ELFIN_COVE","G",82,2017,2017-06-03,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",1105,"STF",47,2,"Charter","SF",6,"3A",116110,"11611","116","11","116-11","NSEO","NSEO","Creel Sampler","N_A",6,110.5,33.4907572619574,28.884352075282,38.4161882601251,"",4,4,"","N",9,"BF","ALASKAN",172032
"1105","Marine Boat",1931,14494,18570,34174,21737,"ELFIN_COVE","G",82,2017,2017-06-03,1,"MB",11,7,22,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",1170,"STF",47,2,"Charter","SF",6,"3A",116110,"11611","116","11","116-11","NSEO","NSEO","Creel Sampler","N_A",6,117,40.3044852375254,34.7609023202377,46.2320000859161,"",4,4,"","N",9,"BF","ALASKAN",172032
"1106","Marine Boat",1931,14495,18571,34179,21744,"ELFIN_COVE","G",82,2017,2017-06-03,1,"MB",11,7,22,1,13,"13_Public Dock (inner)",9,"MJLW","C","200","HA","Halibut",730,"STF",53,1,"Private","SF",7,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,73,8.74172728105142,7.53936755018688,10.0273588417486,"",3,3,"","N",9,"BF","",NA
"1107","Marine Boat",1931,14495,18571,34179,21743,"ELFIN_COVE","G",82,2017,2017-06-03,1,"MB",11,7,22,1,13,"13_Public Dock (inner)",9,"MJLW","C","200","HA","Halibut",1350,"STF",53,1,"Private","SF",7,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,135,64.0785383269988,55.2650107917659,73.5024643530487,"",3,3,"","N",9,"BF","",NA
"1108","Marine Boat",1931,14495,18571,34179,21742,"ELFIN_COVE","G",82,2017,2017-06-03,1,"MB",11,7,22,1,13,"13_Public Dock (inner)",9,"MJLW","C","200","HA","Halibut",1395,"STF",53,1,"Private","SF",7,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,139.5,71.2609519074689,61.4595366720225,81.7411837737899,"",3,3,"","N",9,"BF","",NA
"1109","Marine Boat",1931,14496,18572,34182,21745,"ELFIN_COVE","G",82,2017,2017-06-03,1,"MB",11,7,22,1,13,"13_Public Dock (inner)",9,"MJLW","C","200","HA","Halibut",1170,"STF",53,1,"Private","SF",8,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,117,40.3044852375254,34.7609023202377,46.2320000859161,"",1,1,"","N",9,"BF","",NA
"1110","Marine Boat",1932,14499,18575,34185,21748,"ELFIN_COVE","G",82,2017,2017-06-04,1,"MB",11,7,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",1210,"STF",73,2,"Charter","SF",1,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,121,44.942350927164,38.7608639935308,51.5519491113959,"",3,3,"","N",9,"BF","OCEAN ROGUE",172125
"1111","Marine Boat",1932,14499,18575,34185,21747,"ELFIN_COVE","G",82,2017,2017-06-04,1,"MB",11,7,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",1260,"STF",73,2,"Charter","SF",1,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,126,51.2426702744011,44.1946211578999,58.7788461400068,"",3,3,"","N",9,"BF","OCEAN ROGUE",172125
"1112","Marine Boat",1932,14499,18575,34185,21746,"ELFIN_COVE","G",82,2017,2017-06-04,1,"MB",11,7,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",1525,"STF",73,2,"Charter","SF",1,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,152.5,95.1098463909068,82.0281926590388,109.097496236522,"",3,3,"","N",9,"BF","OCEAN ROGUE",172125
"1113","Marine Boat",1932,14500,18576,34187,21749,"ELFIN_COVE","G",82,2017,2017-06-04,1,"MB",11,7,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",1170,"STF",73,2,"Charter","SF",2,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,117,40.3044852375254,34.7609023202377,46.2320000859161,"",1,1,"","N",9,"HA","OCEAN LEGACY",172121
"1114","Marine Boat",1932,14502,18578,34191,21755,"ELFIN_COVE","G",82,2017,2017-06-04,1,"MB",11,7,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",1500,"STF",73,2,"Charter","SF",4,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,150,90.1502356031856,77.7507395388124,103.40848358662,"",2,2,"","N",9,"HA","WHALER",172094
"1115","Marine Boat",1932,14502,18578,34191,21754,"ELFIN_COVE","G",82,2017,2017-06-04,1,"MB",11,7,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",1190,"STF",73,2,"Charter","SF",4,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,119,42.5797729830987,36.7232411172277,48.8419106859128,"",2,2,"","N",9,"HA","WHALER",172094
"1116","Marine Boat",1932,14503,18580,34196,21753,"ELFIN_COVE","G",82,2017,2017-06-04,1,"MB",11,7,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",1775,"STF",73,2,"Charter","SF",5,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,177.5,155.537052521718,134.14408490823,178.411632927947,"",4,4,"","N",9,"BF","REEL SONG",172123
"1117","Marine Boat",1932,14503,18580,34196,21752,"ELFIN_COVE","G",82,2017,2017-06-04,1,"MB",11,7,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",1285,"STF",73,2,"Charter","SF",5,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,128.5,54.6106468108786,47.0993575094845,62.6421454876144,"",4,4,"","N",9,"BF","REEL SONG",172123
"1118","Marine Boat",1932,14503,18580,34196,21751,"ELFIN_COVE","G",82,2017,2017-06-04,1,"MB",11,7,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",1370,"STF",73,2,"Charter","SF",5,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,137,67.2056559503097,57.962016586709,77.0894820603229,"",4,4,"","N",9,"BF","REEL SONG",172123
"1119","Marine Boat",1932,14503,18580,34196,21750,"ELFIN_COVE","G",82,2017,2017-06-04,1,"MB",11,7,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",990,"STF",73,2,"Charter","SF",5,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,99,23.4579046802108,20.2314439303907,26.9078204274196,"",4,4,"","N",9,"BF","REEL SONG",172123
"1120","Marine Boat",2058,15597,20029,36897,22815,"ELFIN_COVE","G",82,2017,2017-06-05,1,"MB",12,8,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",1705,"STF",47,2,"Charter","SF",2,"3A",116110,"11611","116","11","116-11","NSEO","NSEO","Creel Sampler","N_A",6,170.5,136.526887276977,117.74862685264,156.605673714011,"",3,3,"","N",9,"HA","OCEAN ROGUE",172125
"1121","Marine Boat",2058,15597,20029,36897,22814,"ELFIN_COVE","G",82,2017,2017-06-05,1,"MB",12,8,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",1165,"STF",47,2,"Charter","SF",2,"3A",116110,"11611","116","11","116-11","NSEO","NSEO","Creel Sampler","N_A",6,116.5,39.7490894838013,34.2818971318448,45.5949231853536,"",3,3,"","N",9,"HA","OCEAN ROGUE",172125
"1122","Marine Boat",2058,15597,20029,36897,22813,"ELFIN_COVE","G",82,2017,2017-06-05,1,"MB",12,8,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",1160,"STF",47,2,"Charter","SF",2,"3A",116110,"11611","116","11","116-11","NSEO","NSEO","Creel Sampler","N_A",6,116,39.1990075712535,33.8074749051989,44.9639416239146,"",3,3,"","N",9,"HA","OCEAN ROGUE",172125
"1123","Marine Boat",2058,15598,20030,36901,22816,"ELFIN_COVE","G",82,2017,2017-06-05,1,"MB",12,8,23,0,19,"19_Tanaku Lodge",9,"MJLW","C","200","HA","Halibut",835,"STF",53,2,"Charter","SF",3,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,83.5,13.5112449427298,11.6528734435183,15.4983216798794,"",1,1,"","N",9,"HA","OCEAN LEGACY",172121
"1124","Marine Boat",2058,15601,20033,36905,22818,"ELFIN_COVE","G",82,2017,2017-06-05,1,"MB",12,8,23,0,14,"14_Entrance",9,"MJLW","C","200","HA","Halibut",670,"STF",55,2,"Charter","SF",6,"2C",113910,"11391","113","91","113-91","NSEO","NSEO","Creel Sampler","LEGAL",6,67,6.62084693163495,5.71019855759205,7.59456408159743,"",2,2,"","N",9,"HA","TOM CAT",171985
"1125","Marine Boat",2058,15601,20033,36905,22817,"ELFIN_COVE","G",82,2017,2017-06-05,1,"MB",12,8,23,0,14,"14_Entrance",9,"MJLW","C","200","HA","Halibut",615,"STF",55,2,"Charter","SF",6,"2C",113910,"11391","113","91","113-91","NSEO","NSEO","Creel Sampler","LEGAL",6,61.5,5.01633534732832,4.3263756375106,5.7540795978891,"",2,2,"","N",9,"HA","TOM CAT",171985
"1126","Marine Boat",2059,15602,20034,36907,22820,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",1255,"STF",73,2,"Charter","SF",1,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,125.5,50.586759293243,43.6289258658637,58.0264714015987,"",2,2,"","N",9,"BF","EAGLE VISION",172030
"1127","Marine Boat",2059,15602,20034,36907,22819,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",1320,"STF",73,2,"Charter","SF",1,"3A",365801,"36580","365","80","365-80","NSEO","NSEO","Creel Sampler","N_A",6,132,59.5786589959682,51.384056477203,68.34079511468,"",2,2,"","N",9,"BF","EAGLE VISION",172030
"1128","Marine Boat",2059,15603,20035,36912,22821,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,13,"13_Public Dock (inner)",9,"MJLW","C","200","HA","Halibut",630,"STF",53,1,"Private","SF",2,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,63,5.42368635597347,4.67769853713618,6.22133905439112,"",1,1,"","N",9,"HA","WE 15",NA
"1129","Marine Boat",2059,15604,20036,36913,22823,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,13,"13_Public Dock (inner)",9,"MJLW","C","200","HA","Halibut",850,"STF",53,1,"Private","SF",3,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,85,14.3135877905572,12.344859985371,16.4186637805435,"",2,2,"","N",9,"HA","WE 11",NA
"1130","Marine Boat",2059,15604,20036,36913,22822,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,13,"13_Public Dock (inner)",9,"MJLW","C","200","HA","Halibut",770,"STF",53,1,"Private","SF",3,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,77,10.39109071556,8.96187328123999,11.9192914640492,"",2,2,"","N",9,"HA","WE 11",NA
"1131","Marine Boat",2059,15605,20037,36914,22829,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1225,"STF",53,1,"Private","SF",4,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,122.5,46.7726648268008,40.3394317957418,53.6514442883366,"",6,6,"","N",9,"HA","",NA
"1132","Marine Boat",2059,15605,20037,36914,22828,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1220,"STF",53,1,"Private","SF",4,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,122,46.1569430614005,39.808397991008,52.9451693280406,"",6,6,"","N",9,"HA","",NA
"1133","Marine Boat",2059,15605,20037,36914,22827,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1180,"STF",53,1,"Private","SF",4,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,118,41.4313314743285,35.7327592174688,47.5245697592335,"",6,6,"","N",9,"HA","",NA
"1134","Marine Boat",2059,15605,20037,36914,22826,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1305,"STF",53,1,"Private","SF",4,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,130.5,57.4128683190672,49.5161542394703,65.8564851384956,"",6,6,"","N",9,"HA","",NA
"1135","Marine Boat",2059,15605,20037,36914,22825,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1565,"STF",53,1,"Private","SF",4,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,156.5,103.432650652945,89.2062569434031,118.644321734726,"",6,6,"","N",9,"HA","",NA
"1136","Marine Boat",2059,15605,20037,36914,22824,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1130,"STF",53,1,"Private","SF",4,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,113,36.0085259679733,31.0558203756211,41.3042410995761,"",6,6,"","N",9,"HA","",NA
"1137","Marine Boat",2059,15607,20038,36915,22833,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",995,"STF",53,2,"Charter","SF",6,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,99.5,23.8439371465098,20.5643804950032,27.3506260583543,"",4,4,"","N",9,"HA","EAGLE DIFFERENCE",172026
"1138","Marine Boat",2059,15607,20038,36915,22832,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",1050,"STF",53,2,"Charter","SF",6,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,105,28.3847135434072,24.4806067874466,32.559207027304,"",4,4,"","N",9,"HA","EAGLE DIFFERENCE",172026
"1139","Marine Boat",2059,15607,20038,36915,22831,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",1070,"STF",53,2,"Charter","SF",6,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,107,30.1741209216466,26.0238944567846,34.6117796275236,"",4,4,"","N",9,"HA","EAGLE DIFFERENCE",172026
"1140","Marine Boat",2059,15607,20038,36915,22830,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,12,"12_Cross Sound Lodge",9,"MJLW","C","200","HA","Halibut",1005,"STF",53,2,"Charter","SF",6,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,100.5,24.6291388319376,21.2415835141707,28.251306073847,"",4,4,"","N",9,"HA","EAGLE DIFFERENCE",172026
"1141","Marine Boat",2059,15608,20039,36916,22836,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1025,"STF",53,2,"Charter","SF",7,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,102.5,26.2528532304901,22.6419680438681,30.1138174983445,"",3,3,"","N",9,"HA","FISHIN ADDICTION",172028
"1142","Marine Boat",2059,15608,20039,36916,22835,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1090,"STF",53,2,"Charter","SF",7,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,109,32.0400392956013,27.633169602028,36.7521155706973,"",3,3,"","N",9,"HA","FISHIN ADDICTION",172028
"1143","Marine Boat",2059,15608,20039,36916,22834,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1060,"STF",53,2,"Charter","SF",7,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,106,29.2699641281956,25.2440977221506,33.5746499704603,"",3,3,"","N",9,"HA","FISHIN ADDICTION",172028
"1144","Marine Boat",2059,15609,20040,36919,22840,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1120,"STF",53,2,"Charter","SF",8,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,112,34.9862649065803,30.174163738861,40.1316377726851,"",4,4,"","N",9,"HA","EAGLE CLAW",172014
"1145","Marine Boat",2059,15609,20040,36919,22839,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1090,"STF",53,2,"Charter","SF",8,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,109,32.0400392956013,27.633169602028,36.7521155706973,"",4,4,"","N",9,"HA","EAGLE CLAW",172014
"1146","Marine Boat",2059,15609,20040,36919,22838,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1095,"STF",53,2,"Charter","SF",8,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,109.5,32.5186818331692,28.0459784096993,37.3011512849,"",4,4,"","N",9,"HA","EAGLE CLAW",172014
"1147","Marine Boat",2059,15609,20040,36919,22837,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,10,"10_Eagle Charters",9,"MJLW","C","200","HA","Halibut",1005,"STF",53,2,"Charter","SF",8,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","LEGAL",6,100.5,24.6291388319376,21.2415835141707,28.251306073847,"",4,4,"","N",9,"HA","EAGLE CLAW",172014
"1148","Marine Boat",2059,15610,20041,36920,22843,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,11,"11_Shoreline Lodge",9,"MJLW","C","200","HA","Halibut",1240,"STF",53,1,"Private","SF",9,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,124,48.6538763022908,41.9618965898669,55.8093224645229,"",3,3,"","N",9,"HA","",NA
"1149","Marine Boat",2059,15610,20041,36920,22842,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,11,"11_Shoreline Lodge",9,"MJLW","C","200","HA","Halibut",1205,"STF",53,1,"Private","SF",9,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,120.5,44.3434234257419,38.2443145263649,50.8649383200653,"",3,3,"","N",9,"HA","",NA
"1150","Marine Boat",2059,15610,20041,36920,22841,"ELFIN_COVE","G",82,2017,2017-06-06,1,"MB",12,8,23,1,11,"11_Shoreline Lodge",9,"MJLW","C","200","HA","Halibut",995,"STF",53,1,"Private","SF",9,"2C",114211,"11421","114","21","114-21","NSEI","NSEI","Creel Sampler","N_A",6,99.5,23.8439371465098,20.5643804950032,27.3506260583543,"",3,3,"","N",9,"HA","",NA
