"","MB_MR","SITE","SURVAREA","SHSITE","YEAR","DATE","DAY_TYPE","SHIFT","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","HEADVAR2","techid","SAMPTYPE","SPECCODE","SPECIESCODE","SPEC_GROUP","LITHCODE","LINENO","LENGTH","lEGAL_LENGTH","LENGTH_TYPE","AREA","SUBAREA","THA","CLASS","CLASSN","GAF","INTVNUMB","PHOTO_NUM","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","NOTES2","SAMP_TYPE","R_SLOT","MONTH","LENCM","GROSSWT","NETWT","ROUNDWT","ORIGIN","GF_area","LC_area","ATARGET","BIOSAMPLEID","N_AWL_SAMP"
"1786","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126410","10",995,NA,"STF",46,NA,"",1,"Private","SF",13,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",7,99.5,23.8439371465098,20.5643804950032,27.3506260583543,"dta","NSEI","NSEI","",NA,NA
"1787","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126410","11",930,NA,"STF",46,NA,"",1,"Private","SF",13,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",7,93,19.1564901234037,16.5216570328072,21.9738038536336,"dta","NSEI","NSEI","",NA,NA
"1788","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126410","12",1005,NA,"STF",46,NA,"",1,"Private","SF",13,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",7,100.5,24.6291388319375,21.2415835141706,28.251306073847,"dta","NSEI","NSEI","",NA,NA
"1789","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126410","13",935,NA,"STF",53,NA,"",1,"Private","SF",14,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,93.5,19.4921976273653,16.8111904602808,22.3588833121734,"dta","NSEI","NSEI","",NA,NA
"1790","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126410","14",600,NA,"STF",53,NA,"",1,"Private","SF",14,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,60,4.63064233543596,3.99373183786951,5.31166334436644,"dta","NSEI","NSEI","",NA,NA
"1791","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126410","15",635,NA,"STF",53,NA,"",1,"Private","SF",14,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,63.5,5.56439634496824,4.79905491110062,6.38274303176382,"dta","NSEI","NSEI","",NA,NA
"1792","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126410","16",830,NA,"STF",53,NA,"",1,"Private","SF",14,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,83,13.2508642867348,11.4283062149386,15.1996472658684,"dta","NSEI","NSEI","",NA,NA
"1793","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126410","17",1330,NA,"STF",53,NA,"",1,"Private","SF",15,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,133,61.0534912509851,52.6560364976213,70.0325285418364,"dta","NSEI","NSEI","",NA,NA
"1794","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126410","18",1210,NA,"STF",53,NA,"",1,"Private","SF",15,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,121,44.942350927164,38.7608639935307,51.5519491113959,"dta","NSEI","NSEI","",NA,NA
"1795","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126410","19",1195,NA,"STF",53,NA,"",1,"Private","SF",15,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,119.5,43.1621629349607,37.22552765208,49.5099517772664,"dta","NSEI","NSEI","",NA,NA
"1796","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126410","20",980,NA,"STF",53,NA,"",1,"Private","SF",15,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,98,22.6988404372717,19.5767833424166,26.037121845414,"dta","NSEI","NSEI","",NA,NA
"1797","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126412","01",740,NA,"STF",53,NA,"",1,"Private","SF",15,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,74,9.13570271299549,7.87915458445051,10.4792755973192,"dta","NSEI","NSEI","",NA,NA
"1798","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126412","02",830,NA,"STF",53,NA,"",1,"Private","SF",15,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,83,13.2508642867348,11.4283062149386,15.1996472658684,"dta","NSEI","NSEI","",NA,NA
"1799","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126412","03",860,NA,"STF",53,NA,"",1,"Private","SF",15,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,86,14.8664121475711,12.8216474535934,17.0527911132793,"dta","NSEI","NSEI","",NA,NA
"1800","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126412","04",845,NA,"STF",55,NA,"",1,"Private","SF",15,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,84.5,14.0425805500267,12.1111277801179,16.1077999475568,"dta","NSEO","NSEO","",NA,NA
"1801","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,11,15,"MJLW","C","200","HA","Halibut","00126412","05",795,NA,"STF",53,NA,"",1,"Private","SF",20,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,79.5,11.5244626193897,9.93935828841346,13.2193465235899,"dta","NSEI","NSEI","",NA,NA
"1802","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126412","06",1000,NA,"STF",53,NA,"",1,"Private","SF",18,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,100,24.2343394485858,20.9010858569024,27.7984441896802,"dta","NSEI","NSEI","",NA,NA
"1803","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126412","07",1055,NA,"STF",46,NA,"",1,"Private","SF",17,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",7,105.5,28.8249893786975,24.8603259480883,33.0642335109574,"dta","NSEI","NSEI","",NA,NA
"1804","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126412","08",1065,NA,"STF",46,NA,"",1,"Private","SF",17,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",7,106.5,29.7196654220351,25.6319459394474,34.090488099465,"dta","NSEI","NSEI","",NA,NA
"1805","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126412","09",995,NA,"STF",46,NA,"",1,"Private","SF",17,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",7,99.5,23.8439371465098,20.5643804950032,27.3506260583543,"dta","NSEI","NSEI","",NA,NA
"1806","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126412","10",1120,NA,"STF",53,NA,"",1,"Private","SF",17,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,112,34.9862649065803,30.174163738861,40.1316377726851,"dta","NSEI","NSEI","",NA,NA
"1807","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,13,15,"MJLW","C","200","HA","Halibut","00126412","11",1010,NA,"STF",55,NA,"",1,"Private","SF",17,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","N_A",7,101,25.0283625747782,21.5858969931053,28.7092430008301,"dta","NSEO","NSEO","",NA,NA
"1808","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,11,15,"MJLW","C","200","HA","Halibut","00126412","12",805,NA,"STF",53,NA,"",1,"Private","SF",20,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,80.5,12.0007900817551,10.3501704423003,13.7657266882595,"dta","NSEI","NSEI","",NA,NA
"1809","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-28,1,NA,15,16,31,1,11,15,"MJLW","C","200","HA","Halibut","00126412","13",825,NA,"STF",53,NA,"",1,"Private","SF",20,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",7,82.5,12.9939735987757,11.2067489351843,14.9049760837951,"dta","NSEI","NSEI","",NA,NA
"1810","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,12,15,"MJLW","C","200","HA","Halibut","00126414","01",1205,NA,"STF",73,NA,"",2,"Charter","SF",1,"","3A",365801,"36580","365","80","365-80","Check","Creel Sampler","N_A",7,120.5,44.3434234257419,38.2443145263649,50.8649383200653,"dta","NSEO","NSEO","",NA,NA
"1811","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,12,15,"MJLW","C","200","HA","Halibut","00126414","02",1225,NA,"STF",73,NA,"",2,"Charter","SF",1,"","3A",365801,"36580","365","80","365-80","Check","Creel Sampler","N_A",7,122.5,46.7726648268007,40.3394317957418,53.6514442883365,"dta","NSEO","NSEO","",NA,NA
"1812","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,12,15,"MJLW","C","200","HA","Halibut","00126414","03",1600,NA,"STF",73,NA,"",2,"Charter","SF",1,"","3A",365801,"36580","365","80","365-80","Check","Creel Sampler","N_A",7,160,111.116852364228,95.8335537199468,127.458626447529,"dta","NSEO","NSEO","",NA,NA
"1813","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,12,15,"MJLW","C","200","HA","Halibut","00126414","04",1205,NA,"STF",73,NA,"",2,"Charter","SF",1,"","3A",365801,"36580","365","80","365-80","Check","Creel Sampler","N_A",7,120.5,44.3434234257419,38.2443145263649,50.8649383200653,"dta","NSEO","NSEO","",NA,NA
"1814","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,12,15,"MJLW","C","200","HA","Halibut","00126414","05",705,NA,"STF",73,NA,"",2,"Charter","SF",1,"","3A",365801,"36580","365","80","365-80","Check","Creel Sampler","N_A",7,70.5,7.80843367563802,6.73444155590393,8.95680726935223,"dta","NSEO","NSEO","",NA,NA
"1815","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,12,15,"MJLW","C","200","HA","Halibut","00126414","06",940,NA,"STF",53,NA,"",2,"Charter","SF",4,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,94,19.8319506194401,17.1042129489918,22.7486032221592,"dta","NSEI","NSEI","",NA,NA
"1816","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,12,15,"MJLW","C","200","HA","Halibut","00126414","07",1005,NA,"STF",53,NA,"",2,"Charter","SF",4,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,100.5,24.6291388319375,21.2415835141706,28.251306073847,"dta","NSEI","NSEI","",NA,NA
"1817","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,12,15,"MJLW","C","200","HA","Halibut","00126414","08",975,NA,"STF",53,NA,"",2,"Charter","SF",4,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,97.5,22.3257543343357,19.2550124649381,25.6091665783677,"dta","NSEI","NSEI","",NA,NA
"1818","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,10,15,"MJLW","C","200","HA","Halibut","00126414","09",1390,NA,"STF",73,NA,"",2,"Charter","SF",5,"","3A",365801,"36580","365","80","365-80","","Creel Sampler","N_A",7,139,70.4367224993107,60.7486739038316,80.795736292096,"dta","NSEO","NSEO","",NA,NA
"1819","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,10,15,"MJLW","C","200","HA","Halibut","00126414","10",1620,NA,"STF",73,NA,"",2,"Charter","SF",5,"","3A",365801,"36580","365","80","365-80","","Creel Sampler","N_A",7,162,115.680413900764,99.7694312251192,132.693343529408,"dta","NSEO","NSEO","",NA,NA
"1820","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,10,15,"MJLW","C","200","HA","Halibut","00126414","11",1565,NA,"STF",73,NA,"",2,"Charter","SF",5,"","3A",365801,"36580","365","80","365-80","","Creel Sampler","N_A",7,156.5,103.432650652945,89.2062569434031,118.644321734726,"dta","NSEO","NSEO","",NA,NA
"1821","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,10,15,"MJLW","C","200","HA","Halibut","00126414","12",1090,NA,"STF",73,NA,"",2,"Charter","SF",7,"","3A",365801,"36580","365","80","365-80","","Creel Sampler","N_A",7,109,32.0400392956013,27.633169602028,36.7521155706973,"dta","NSEO","NSEO","",NA,NA
"1822","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,10,15,"MJLW","C","200","HA","Halibut","00126414","13",1410,NA,"STF",73,NA,"",2,"Charter","SF",7,"","3A",365801,"36580","365","80","365-80","","Creel Sampler","N_A",7,141,73.7736229455017,63.6266084507889,84.6233892395492,"dta","NSEO","NSEO","",NA,NA
"1823","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,10,15,"MJLW","C","200","HA","Halibut","00126414","14",1390,NA,"STF",73,NA,"",2,"Charter","SF",7,"","3A",365801,"36580","365","80","365-80","","Creel Sampler","N_A",7,139,70.4367224993107,60.7486739038316,80.795736292096,"dta","NSEO","NSEO","",NA,NA
"1824","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,10,15,"MJLW","C","200","HA","Halibut","00126414","15",1590,NA,"STF",73,NA,"",2,"Charter","SF",7,"","3A",365801,"36580","365","80","365-80","","Creel Sampler","N_A",7,159,108.882446243346,93.9064735834806,124.895609866029,"dta","NSEO","NSEO","",NA,NA
"1825","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,10,15,"MJLW","C","200","HA","Halibut","00126414","16",865,NA,"STF",53,NA,"",2,"Charter","SF",8,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,86.5,15.1482817758779,13.0647480057745,17.3761148476801,"dta","NSEI","NSEI","",NA,NA
"1826","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,10,15,"MJLW","C","200","HA","Halibut","00126414","17",840,NA,"STF",53,NA,"",2,"Charter","SF",8,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,84,13.7751416551806,11.8804731210747,15.8010292510293,"dta","NSEI","NSEI","",NA,NA
"1827","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,10,15,"MJLW","C","200","HA","Halibut","00126414","18",910,NA,"STF",53,NA,"",2,"Charter","SF",8,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,91,17.8535793395215,15.3979519606891,20.4792761077166,"dta","NSEI","NSEI","",NA,NA
"1828","Marine Boat","ELFIN_COVE","G",82,2016,2016-07-31,1,NA,15,16,32,1,10,15,"MJLW","C","200","HA","Halibut","00126414","19",1015,NA,"STF",53,NA,"",2,"Charter","SF",8,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",7,101.5,25.4320379879116,21.9340498481118,29.1722862979887,"dta","NSEI","NSEI","",NA,NA
"1829","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,13,15,"MJLW","C","200","HA","Halibut","00126418","01",1290,NA,"STF",46,NA,"",1,"Private","SF",1,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",8,129,55.3021286394419,47.6957311427726,63.4353224198875,"dta","NSEI","NSEI","",NA,NA
"1830","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,13,15,"MJLW","C","200","HA","Halibut","00126418","02",1015,NA,"STF",46,NA,"",1,"Private","SF",1,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",8,101.5,25.4320379879116,21.9340498481118,29.1722862979887,"dta","NSEI","NSEI","",NA,NA
"1831","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,13,15,"MJLW","C","200","HA","Halibut","00126418","03",1045,NA,"STF",46,NA,"",1,"Private","SF",1,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",8,104.5,27.9491090236014,24.1049164375019,32.0595388618776,"dta","NSEI","NSEI","",NA,NA
"1832","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,13,15,"MJLW","C","200","HA","Halibut","00126418","04",1035,NA,"STF",46,NA,"",1,"Private","SF",1,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",8,103.5,27.0918036932813,23.3655270948456,31.0761510361447,"dta","NSEI","NSEI","",NA,NA
"1833","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,13,15,"MJLW","C","200","HA","Halibut","00126418","05",890,NA,"STF",46,NA,"",1,"Private","SF",1,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",8,89,16.6132579480539,14.3282275744224,19.0565426739818,"dta","NSEI","NSEI","",NA,NA
"1834","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,13,15,"MJLW","C","200","HA","Halibut","00126418","06",795,NA,"STF",46,NA,"",1,"Private","SF",1,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",8,79.5,11.5244626193897,9.93935828841346,13.2193465235899,"dta","NSEI","NSEI","",NA,NA
"1835","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,13,15,"MJLW","C","200","HA","Halibut","00126418","07",885,NA,"STF",46,NA,"",1,"Private","SF",1,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",8,88.5,16.3127576363339,14.0690588511069,18.7118482719722,"dta","NSEI","NSEI","",NA,NA
"1836","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","08",1090,NA,"STF",53,NA,"",2,"Charter","SF",2,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,109,32.0400392956013,27.633169602028,36.7521155706973,"dta","NSEI","NSEI","",NA,NA
"1837","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","09",1070,NA,"STF",53,NA,"",2,"Charter","SF",2,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,107,30.1741209216465,26.0238944567846,34.6117796275235,"dta","NSEI","NSEI","",NA,NA
"1838","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","10",840,NA,"STF",53,NA,"",2,"Charter","SF",2,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,84,13.7751416551806,11.8804731210747,15.8010292510293,"dta","NSEI","NSEI","",NA,NA
"1839","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","11",880,NA,"STF",53,NA,"",2,"Charter","SF",2,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,88,16.0160363013939,13.8131493343522,18.3714886146885,"dta","NSEI","NSEI","",NA,NA
"1840","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","12",830,NA,"STF",53,NA,"",2,"Charter","SF",4,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,83,13.2508642867348,11.4283062149386,15.1996472658684,"dta","NSEI","NSEI","",NA,NA
"1841","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","13",1080,NA,"STF",53,NA,"",2,"Charter","SF",4,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,108,31.0974053397255,26.8201879531908,35.6708499777437,"dta","NSEI","NSEI","",NA,NA
"1842","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","14",1085,NA,"STF",53,NA,"",2,"Charter","SF",4,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,108.5,31.5662897365399,27.2245807799716,36.2086924373623,"dta","NSEI","NSEI","",NA,NA
"1843","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","15",975,NA,"STF",53,NA,"",2,"Charter","SF",4,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,97.5,22.3257543343357,19.2550124649381,25.6091665783677,"dta","NSEI","NSEI","",NA,NA
"1844","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","16",865,NA,"STF",53,NA,"",2,"Charter","SF",6,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,86.5,15.1482817758779,13.0647480057745,17.3761148476801,"dta","NSEI","NSEI","",NA,NA
"1845","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","17",800,NA,"STF",53,NA,"",2,"Charter","SF",6,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,80,11.7609592329861,10.1433265474259,13.4906243080765,"dta","NSEI","NSEI","",NA,NA
"1846","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","18",900,NA,"STF",53,NA,"",2,"Charter","SF",6,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,90,17.2257015058852,14.8564340647168,19.7590573060733,"dta","NSEI","NSEI","",NA,NA
"1847","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","19",1020,NA,"STF",53,NA,"",2,"Charter","SF",3,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,102,25.8401924146095,22.2860656615977,29.6404673299249,"dta","NSEI","NSEI","",NA,NA
"1848","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126418","20",695,NA,"STF",53,NA,"",2,"Charter","SF",3,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,69.5,7.45524557430893,6.42983185753865,8.5516763705264,"dta","NSEI","NSEI","",NA,NA
"1849","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,12,15,"MJLW","C","200","HA","Halibut","00126421","01",890,NA,"STF",53,NA,"",2,"Charter","SF",3,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","LEGAL",8,89,16.6132579480539,14.3282275744224,19.0565426739818,"dta","NSEI","NSEI","",NA,NA
"1850","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,10,15,"MJLW","C","200","HA","Halibut","00126421","02",830,NA,"STF",55,NA,"",2,"Charter","SF",9,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","LEGAL",8,83,13.2508642867348,11.4283062149386,15.1996472658684,"dta","NSEO","NSEO","",NA,NA
"1851","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,10,15,"MJLW","C","200","HA","Halibut","00126421","03",740,NA,"STF",55,NA,"",2,"Charter","SF",9,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","LEGAL",8,74,9.13570271299549,7.87915458445051,10.4792755973192,"dta","NSEO","NSEO","",NA,NA
"1852","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,10,15,"MJLW","C","200","HA","Halibut","00126421","04",785,NA,"STF",55,NA,"",2,"Charter","SF",9,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","LEGAL",8,78.5,11.0613688531761,9.53995963395614,12.6881463131617,"dta","NSEO","NSEO","",NA,NA
"1853","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,10,15,"MJLW","C","200","HA","Halibut","00126421","05",855,NA,"STF",55,NA,"",2,"Charter","SF",9,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","LEGAL",8,85.5,14.5881895772432,12.5816923336246,16.7336508037207,"dta","NSEO","NSEO","",NA,NA
"1854","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,10,15,"MJLW","C","200","HA","Halibut","00126421","06",705,NA,"STF",55,NA,"",2,"Charter","SF",9,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","LEGAL",8,70.5,7.80843367563802,6.73444155590393,8.95680726935223,"dta","NSEO","NSEO","",NA,NA
"1855","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,11,15,"MJLW","C","200","HA","Halibut","00126421","07",1580,NA,"STF",53,NA,"",1,"Private","SF",8,"","2C",114211,"11421","114","21","114-21","","Creel Sampler","N_A",8,158,106.679297826551,92.0063518858124,122.36844800813,"dta","NSEI","NSEI","",NA,NA
"1856","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,13,15,"MJLW","C","200","HA","Halibut","00126421","08",710,NA,"STF",46,NA,"",1,"Private","SF",10,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",8,71,7.98929093548086,6.89042324147201,9.16426291115777,"dta","NSEI","NSEI","",NA,NA
"1857","Marine Boat","ELFIN_COVE","G",82,2016,2016-08-03,1,NA,16,17,32,1,13,15,"MJLW","C","200","HA","Halibut","00126421","09",795,NA,"STF",46,NA,"",1,"Private","SF",10,"","2C",114212,"11421","114","21","114-21","","Creel Sampler","N_A",8,79.5,11.5244626193897,9.93935828841346,13.2193465235899,"dta","NSEI","NSEI","",NA,NA
