"","SUB","YEAR","MONTH","DAY","PAGE","LINE","AGECONF","AGE","AGEERR","SEX","LENGTH","OBSWT","STATAREA","USER","CAS","PORT","NETWT","RNDWT"
"1285",NA,2002,7,14,35,1,NA,NA,"","M",75,NA,525931,"Private",0,"Homer",8.2,10.9
"1286",NA,2002,7,14,35,2,NA,NA,"","M",113,NA,525931,"Private",0,"Homer",31.1,41.3
"1287",NA,2002,7,14,35,3,NA,7,"","F",83,NA,525931,"Private",0,"Homer",11.4,15.2
"1288",NA,2002,7,14,35,4,NA,8,"","F",77,NA,525931,"Private",0,"Homer",9,11.9
"1289",NA,2002,7,14,35,5,NA,NA,"","F",100,NA,525931,"Private",0,"Homer",20.9,27.8
"1290",NA,2002,7,14,35,6,NA,NA,"","F",101,NA,525931,"Private",0,"Homer",21.6,28.7
"1291",NA,2002,7,14,35,7,NA,NA,"","F",91,NA,525931,"Private",0,"Homer",15.4,20.5
"1292",NA,2002,7,14,35,8,NA,NA,"","M",73,NA,525931,"Private",0,"Homer",7.5,10
"1293",NA,2002,7,14,36,1,NA,14,"","F",95,NA,515903,"HomCSea",1,"Homer",17.7,23.5
"1294",NA,2002,7,14,36,2,NA,8,"","F",84,NA,515903,"HomCSea",1,"Homer",11.9,15.8
"1295",NA,2002,7,14,36,3,NA,14,"","F",101,NA,515903,"HomCSea",1,"Homer",21.6,28.7
"1296",NA,2002,7,14,36,4,NA,8,"","M",75,NA,515903,"HomCSea",1,"Homer",8.2,10.9
"1297",NA,2002,7,14,36,5,NA,8,"","F",85,NA,515903,"HomCSea",1,"Homer",12.3,16.4
"1298",NA,2002,7,14,36,6,NA,7,"","F",92,NA,515903,"HomCSea",1,"Homer",16,21.2
"1299",NA,2002,7,14,36,7,NA,13,"","M",81,NA,515903,"HomCSea",1,"Homer",10.6,14
"1300",NA,2002,7,14,36,8,NA,9,"","F",83,NA,515903,"HomCSea",1,"Homer",11.4,15.2
"1301",NA,2002,7,14,36,9,NA,13,"","F",90,NA,515903,"HomCSea",1,"Homer",14.9,19.8
"1302",NA,2002,7,14,36,10,NA,10,"","M",85,NA,515903,"HomCSea",1,"Homer",12.3,16.4
"1303",NA,2002,7,14,36,11,NA,10,"","F",91,NA,515903,"HomCSea",1,"Homer",15.4,20.5
"1304",NA,2002,7,14,36,12,NA,12,"","F",92,NA,515903,"HomCSea",1,"Homer",16,21.2
"1305",NA,2002,7,14,36,13,NA,12,"","F",83,NA,515903,"HomCSea",1,"Homer",11.4,15.2
"1306",NA,2002,7,14,36,14,NA,9,"","F",87,NA,515903,"HomCSea",1,"Homer",13.3,17.7
"1307",NA,2002,7,14,36,15,NA,8,"","F",87,NA,515903,"HomCSea",1,"Homer",13.3,17.7
"1308",NA,2002,7,14,36,16,NA,8,"","F",88,NA,515903,"HomCSea",1,"Homer",13.8,18.4
"1309",NA,2002,7,14,36,17,NA,6,"","F",82,NA,515903,"HomCSea",1,"Homer",11,14.6
"1310",NA,2002,7,14,36,18,NA,7,"","F",84,NA,515903,"HomCSea",1,"Homer",11.9,15.8
"1311",NA,2002,7,14,36,19,NA,6,"","M",78,NA,515903,"HomCSea",1,"Homer",9.3,12.4
"1312",NA,2002,7,14,36,20,NA,11,"","F",91,NA,515903,"HomCSea",1,"Homer",15.4,20.5
"1313",NA,2002,7,14,36,21,NA,11,"","M",82,NA,515903,"HomCSea",1,"Homer",11,14.6
"1314",NA,2002,7,14,36,22,NA,9,"","F",98,NA,515903,"HomCSea",1,"Homer",19.6,26
"1315",NA,2002,7,14,36,23,NA,11,"","F",86,NA,515903,"HomCSea",1,"Homer",12.8,17.1
"1316",NA,2002,7,14,36,24,NA,6,"","F",86,NA,515903,"HomCSea",1,"Homer",12.8,17.1
"1317",NA,2002,7,14,36,25,NA,8,"","F",89,NA,515903,"HomCSea",1,"Homer",14.3,19.1
"1318",NA,2002,7,14,36,26,NA,9,"","F",91,NA,515903,"HomCSea",1,"Homer",15.4,20.5
"1319",NA,2002,7,14,36,27,NA,7,"","F",91,NA,515903,"HomCSea",1,"Homer",15.4,20.5
"1320",NA,2002,7,14,36,28,NA,11,"","F",91,NA,515903,"HomCSea",1,"Homer",15.4,20.5
"1321",NA,2002,7,14,36,29,NA,11,"","F",92,NA,515903,"HomCSea",1,"Homer",16,21.2
"1322",NA,2002,7,14,36,30,NA,8,"","F",82,NA,515903,"HomCSea",1,"Homer",11,14.6
"1323",NA,2002,7,14,37,1,NA,5,"","F",77,NA,515903,"HomCSea",1,"Homer",9,11.9
"1324",NA,2002,7,14,37,2,NA,8,"","F",84,NA,515903,"HomCSea",1,"Homer",11.9,15.8
"1325",NA,2002,7,15,38,1,NA,NA,"","M",85,NA,525931,"Private",0,"Homer",12.3,16.4
"1326",NA,2002,7,15,38,2,NA,15,"","M",82,NA,525931,"Private",0,"Homer",11,14.6
"1327",NA,2002,7,15,38,3,NA,NA,"","M",84,NA,525931,"Private",0,"Homer",11.9,15.8
"1328",NA,2002,7,15,38,4,NA,10,"","F",86,NA,525931,"Private",0,"Homer",12.8,17.1
"1329",NA,2002,7,15,38,5,NA,NA,"","F",92,NA,525931,"Private",0,"Homer",16,21.2
"1330",NA,2002,7,15,38,6,NA,NA,"","M",88,NA,525931,"Private",0,"Homer",13.8,18.4
"1331",NA,2002,7,15,38,7,NA,NA,"","M",85,NA,525931,"Private",0,"Homer",12.3,16.4
"1332",NA,2002,7,15,38,8,NA,15,"","M",82,NA,525931,"Private",0,"Homer",11,14.6
"1333",NA,2002,7,15,38,9,NA,NA,"","F",110,NA,525931,"Private",0,"Homer",28.5,37.9
"1334",NA,2002,7,15,38,10,NA,NA,"","F",73,NA,525902,"HomCPort",0,"Homer",7.5,10
"1335",NA,2002,7,15,38,11,NA,7,"","F",82,NA,525902,"HomCPort",0,"Homer",11,14.6
"1336",NA,2002,7,15,38,12,NA,NA,"","M",74,NA,525902,"HomCPort",0,"Homer",7.9,10.5
"1337",NA,2002,7,15,38,13,NA,NA,"","F",75,NA,525902,"HomCPort",0,"Homer",8.2,10.9
"1338",NA,2002,7,15,38,14,NA,6,"","F",71,NA,525902,"HomCPort",0,"Homer",6.9,9.2
"1339",NA,2002,7,15,38,15,NA,NA,"","F",74,NA,525902,"HomCPort",0,"Homer",7.9,10.5
"1340",NA,2002,7,15,38,16,NA,NA,"","M",91,NA,525902,"HomCPort",0,"Homer",15.4,20.5
"1341",NA,2002,7,15,38,17,NA,8,"","F",83,NA,525902,"HomCPort",0,"Homer",11.4,15.2
"1342",NA,2002,7,15,38,18,NA,16,"","M",94,NA,525902,"HomCPort",0,"Homer",17.1,22.7
"1343",NA,2002,7,15,38,19,NA,9,"","F",91,NA,525902,"HomCPort",0,"Homer",15.4,20.5
"1344",NA,2002,7,15,38,20,NA,NA,"","F",76,NA,525902,"HomCPort",0,"Homer",8.6,11.4
"1345",NA,2002,7,15,38,21,NA,NA,"","F",100,NA,525902,"HomCPort",0,"Homer",20.9,27.8
"1346",NA,2002,7,15,38,22,NA,13,"","F",125,NA,525902,"HomCPort",0,"Homer",43.1,57.3
"1347",NA,2002,7,15,38,23,NA,10,"","F",96,NA,525902,"HomCPort",0,"Homer",18.3,24.4
"1348",NA,2002,7,15,38,24,NA,14,"","M",80,NA,525902,"HomCPort",0,"Homer",10.1,13.5
"1349",NA,2002,7,15,38,25,NA,NA,"","F",110,NA,525902,"HomCPort",0,"Homer",28.5,37.9
"1350",NA,2002,7,15,38,26,NA,NA,"","F",74,NA,525902,"HomCPort",0,"Homer",7.9,10.5
"1351",NA,2002,7,15,38,27,NA,8,"","F",85,NA,525902,"HomCPort",0,"Homer",12.3,16.4
"1352",NA,2002,7,15,38,28,NA,NA,"","M",74,NA,525902,"HomCPort",0,"Homer",7.9,10.5
"1353",NA,2002,7,15,38,29,NA,NA,"","F",89,NA,525902,"HomCPort",0,"Homer",14.3,19.1
"1354",NA,2002,7,15,38,30,NA,NA,"","F",69,NA,525902,"HomCPort",0,"Homer",6.3,8.4
"1355",NA,2002,7,15,39,1,NA,10,"","F",89,NA,525902,"HomCPort",0,"Homer",14.3,19.1
"1356",NA,2002,7,15,39,2,NA,7,"","F",74,NA,525902,"HomCPort",0,"Homer",7.9,10.5
"1357",NA,2002,7,15,39,3,NA,NA,"","M",86,NA,525902,"HomCPort",0,"Homer",12.8,17.1
"1358",NA,2002,7,15,39,4,NA,NA,"","F",82,NA,525902,"HomCPort",0,"Homer",11,14.6
"1359",NA,2002,7,15,39,5,NA,NA,"","F",87,NA,525902,"HomCPort",0,"Homer",13.3,17.7
"1360",NA,2002,7,15,39,6,NA,NA,"","M",75,NA,525902,"HomCPort",0,"Homer",8.2,10.9
"1361",NA,2002,7,15,39,7,NA,NA,"","F",88,NA,525902,"HomCPort",0,"Homer",13.8,18.4
"1362",NA,2002,7,15,39,8,NA,NA,"","F",99,NA,525902,"HomCPort",0,"Homer",20.2,26.9
"1363",NA,2002,7,15,39,9,NA,NA,"","F",112,NA,525902,"HomCPort",0,"Homer",30.2,40.1
"1364",NA,2002,7,15,39,10,NA,NA,"","F",88,NA,525902,"HomCPort",0,"Homer",13.8,18.4
"1365",NA,2002,7,15,39,11,NA,NA,"","F",83,NA,525902,"HomCPort",0,"Homer",11.4,15.2
"1366",NA,2002,7,15,39,12,NA,NA,"","F",76,NA,525902,"HomCPort",0,"Homer",8.6,11.4
"1367",NA,2002,7,15,39,13,NA,NA,"","F",101,NA,525902,"HomCPort",0,"Homer",21.6,28.7
"1368",NA,2002,7,15,39,14,NA,12,"","M",110,NA,525902,"HomCPort",0,"Homer",28.5,37.9
"1369",NA,2002,7,15,39,15,NA,NA,"","F",91,NA,525902,"HomCPort",0,"Homer",15.4,20.5
"1370",NA,2002,7,15,39,16,NA,15,"","M",92,NA,525902,"HomCPort",0,"Homer",16,21.2
"1371",NA,2002,7,15,39,17,NA,NA,"","M",87,NA,525902,"HomCPort",0,"Homer",13.3,17.7
"1372",NA,2002,7,15,39,18,NA,NA,"I","F",100,NA,525902,"HomCPort",0,"Homer",20.9,27.8
"1373",NA,2002,7,15,39,19,NA,NA,"","F",89,NA,525902,"HomCPort",0,"Homer",14.3,19.1
"1374",NA,2002,7,15,39,20,NA,NA,"","F",90,NA,525902,"HomCPort",0,"Homer",14.9,19.8
"1375",NA,2002,7,18,40,1,NA,NA,"","F",91,NA,525902,"HomCPort",0,"Homer",15.4,20.5
"1376",NA,2002,7,18,40,2,NA,10,"","F",98,NA,525902,"HomCPort",0,"Homer",19.6,26
"1377",NA,2002,7,18,40,3,NA,NA,"","F",90,NA,525902,"HomCPort",0,"Homer",14.9,19.8
"1378",NA,2002,7,18,40,4,NA,NA,"","M",84,NA,525902,"HomCPort",0,"Homer",11.9,15.8
"1379",NA,2002,7,18,40,5,NA,NA,"","M",91,NA,525902,"HomCPort",0,"Homer",15.4,20.5
"1380",NA,2002,7,18,40,6,NA,NA,"","F",108,NA,525902,"HomCPort",0,"Homer",26.8,35.7
"1381",NA,2002,7,18,40,7,NA,13,"","F",102,NA,525902,"HomCPort",0,"Homer",22.3,29.6
"1382",NA,2002,7,18,40,8,NA,NA,"","F",101,NA,525902,"HomCPort",0,"Homer",21.6,28.7
"1383",NA,2002,7,18,40,9,NA,NA,"","F",97,NA,525902,"HomCPort",0,"Homer",18.9,25.2
"1384",NA,2002,7,18,40,10,NA,NA,"","F",100,NA,525902,"HomCPort",0,"Homer",20.9,27.8
"1385",NA,2002,7,18,40,11,NA,NA,"","F",94,NA,525902,"HomCPort",0,"Homer",17.1,22.7
"1386",NA,2002,7,18,40,12,NA,NA,"","F",89,NA,525902,"HomCPort",0,"Homer",14.3,19.1
"1387",NA,2002,7,18,40,13,NA,NA,"","F",87,NA,525902,"HomCPort",0,"Homer",13.3,17.7
"1388",NA,2002,7,18,40,14,NA,12,"","F",149,NA,525902,"HomCPort",0,"Homer",76.1,101.2
"1389",NA,2002,7,21,41,1,NA,NA,"","",89,NA,515937,"Private",0,"Homer",14.3,19.1
"1390",NA,2002,7,21,41,2,NA,NA,"","",78,NA,515937,"Private",0,"Homer",9.3,12.4
"1391",NA,2002,7,21,41,3,NA,7,"","F",79,NA,515937,"Private",0,"Homer",9.7,13
"1392",NA,2002,7,21,41,4,NA,8,"","F",97,NA,515937,"Private",0,"Homer",18.9,25.2
"1393",NA,2002,7,21,41,5,NA,NA,"","F",83,NA,515937,"Private",0,"Homer",11.4,15.2
"1394",NA,2002,7,21,41,6,NA,6,"","F",74,NA,515937,"Private",0,"Homer",7.9,10.5
"1395",NA,2002,7,21,41,7,NA,NA,"","F",78,NA,515937,"Private",0,"Homer",9.3,12.4
"1396",NA,2002,7,21,41,8,NA,NA,"","M",66,NA,515937,"Private",0,"Homer",5.4,7.2
"1397",NA,2002,7,21,41,9,NA,NA,"","F",68,NA,515937,"Private",0,"Homer",6,8
"1398",NA,2002,7,21,41,10,NA,NA,"","F",106,NA,515937,"Private",0,"Homer",25.2,33.6
"1399",NA,2002,7,21,41,11,NA,NA,"","F",108,NA,515907,"Private",0,"Homer",26.8,35.7
"1400",NA,2002,7,21,41,12,NA,NA,"","F",75,NA,515907,"Private",0,"Homer",8.2,10.9
"1401",NA,2002,7,21,41,13,NA,NA,"","F",86,NA,515907,"Private",0,"Homer",12.8,17.1
"1402",NA,2002,7,21,41,14,NA,7,"","F",86,NA,515907,"Private",0,"Homer",12.8,17.1
"1403",NA,2002,7,21,41,15,NA,NA,"","F",106,NA,515907,"Private",0,"Homer",25.2,33.6
"1404",NA,2002,7,21,41,16,NA,7,"","F",81,NA,515902,"Private",0,"Homer",10.6,14
"1405",NA,2002,7,21,41,17,NA,NA,"","M",100,NA,525902,"Private",0,"Homer",20.9,27.8
"1406",NA,2002,7,21,41,18,NA,13,"","M",93,NA,525902,"Private",0,"Homer",16.5,22
"1407",NA,2002,7,21,41,19,NA,NA,"","F",86,NA,525902,"Private",0,"Homer",12.8,17.1
"1408",NA,2002,7,21,41,20,NA,NA,"","F",114,NA,525902,"Private",0,"Homer",32,42.5
"1409",NA,2002,7,21,41,21,NA,NA,"","F",78,NA,525902,"Private",0,"Homer",9.3,12.4
"1410",NA,2002,7,21,41,22,NA,NA,"","F",95,NA,525902,"Private",0,"Homer",17.7,23.5
"1411",NA,2002,7,22,42,1,NA,NA,"I","F",88,NA,515936,"Private",0,"Homer",13.8,18.4
"1412",NA,2002,7,22,42,2,NA,NA,"","F",96,NA,515936,"Private",0,"Homer",18.3,24.4
"1413",NA,2002,7,22,42,3,NA,NA,"","F",85,NA,515936,"Private",0,"Homer",12.3,16.4
"1414",NA,2002,7,22,42,4,NA,NA,"I","F",80,NA,515936,"Private",0,"Homer",10.1,13.5
"1415",NA,2002,7,22,42,5,NA,NA,"I","F",104,NA,515936,"Private",0,"Homer",23.7,31.6
"1416",NA,2002,7,22,42,6,NA,NA,"I","F",93,NA,515936,"Private",0,"Homer",16.5,22
"1417",NA,2002,7,22,42,7,NA,NA,"","F",99,NA,515936,"Private",0,"Homer",20.2,26.9
"1418",NA,2002,7,22,42,8,NA,NA,"I","F",92,NA,515936,"Private",0,"Homer",16,21.2
"1419",NA,2002,7,22,42,9,NA,NA,"","F",81,NA,515936,"Private",0,"Homer",10.6,14
"1420",NA,2002,7,22,42,10,NA,NA,"","F",85,NA,515936,"Private",0,"Homer",12.3,16.4
"1421",NA,2002,7,22,42,11,NA,NA,"","F",78,NA,515936,"Private",0,"Homer",9.3,12.4
"1422",NA,2002,7,22,42,12,NA,9,"","F",133,NA,515936,"Private",0,"Homer",52.7,70
"1423",NA,2002,7,22,42,13,NA,9,"","F",85,NA,525902,"HomCPort",0,"Homer",12.3,16.4
"1424",NA,2002,7,22,42,14,NA,NA,"","M",85,NA,525902,"HomCPort",0,"Homer",12.3,16.4
"1425",NA,2002,7,22,42,15,NA,14,"","M",86,NA,525902,"HomCPort",0,"Homer",12.8,17.1
"1426",NA,2002,7,22,42,16,NA,NA,"","F",99,NA,525902,"HomCPort",0,"Homer",20.2,26.9
"1427",NA,2002,7,22,42,17,NA,12,"","M",86,NA,525902,"HomCPort",0,"Homer",12.8,17.1
"1428",NA,2002,7,22,42,18,NA,15,"","M",89,NA,525902,"HomCPort",0,"Homer",14.3,19.1
"1429",NA,2002,7,22,42,19,NA,NA,"","M",89,NA,525902,"HomCPort",0,"Homer",14.3,19.1
"1430",NA,2002,7,22,42,20,NA,NA,"","F",88,NA,525902,"HomCPort",0,"Homer",13.8,18.4
"1431",NA,2002,7,22,42,21,NA,NA,"","M",86,NA,525902,"HomCPort",0,"Homer",12.8,17.1
"1432",NA,2002,7,22,42,22,NA,11,"","F",90,NA,525902,"HomCPort",0,"Homer",14.9,19.8
"1433",NA,2002,7,22,42,23,NA,10,"","M",79,NA,525902,"HomCPort",0,"Homer",9.7,13
"1434",NA,2002,7,22,42,24,NA,NA,"","",81,NA,525902,"HomCPort",0,"Homer",10.6,14
"1435",NA,2002,7,22,42,25,NA,NA,"","M",93,NA,525902,"HomCPort",0,"Homer",16.5,22
"1436",NA,2002,7,22,42,26,NA,NA,"","M",83,NA,515906,"HomCPort",0,"Homer",11.4,15.2
"1437",NA,2002,7,22,42,27,NA,NA,"","M",82,NA,515906,"HomCPort",0,"Homer",11,14.6
"1438",NA,2002,7,22,42,28,NA,13,"","F",93,NA,515906,"HomCPort",0,"Homer",16.5,22
"1439",NA,2002,7,22,42,29,NA,NA,"","M",90,NA,515906,"HomCPort",0,"Homer",14.9,19.8
"1440",NA,2002,7,22,42,30,NA,NA,"","F",103,NA,515906,"HomCPort",0,"Homer",23,30.6
"1441",NA,2002,7,22,43,1,NA,NA,"","F",95,NA,515906,"HomCPort",0,"Homer",17.7,23.5
"1442",NA,2002,7,22,43,2,NA,NA,"","M",86,NA,515906,"HomCPort",0,"Homer",12.8,17.1
"1443",NA,2002,7,22,43,3,NA,NA,"","F",158,NA,515906,"HomCPort",0,"Homer",92,122.4
"1444",NA,2002,7,22,43,4,NA,9,"","F",94,NA,515906,"HomCPort",0,"Homer",17.1,22.7
"1445",NA,2002,7,22,43,5,NA,NA,"","F",86,NA,515906,"HomCPort",0,"Homer",12.8,17.1
"1446",NA,2002,7,22,43,6,NA,NA,"","F",87,NA,515906,"HomCPort",0,"Homer",13.3,17.7
"1447",NA,2002,7,23,44,1,NA,7,"","F",102,NA,515936,"HomCSea",1,"Homer",22.3,29.6
"1448",NA,2002,7,23,44,2,NA,11,"","F",127,NA,515936,"HomCSea",1,"Homer",45.3,60.3
"1449",NA,2002,7,23,44,3,NA,7,"","F",83,NA,515936,"HomCSea",1,"Homer",11.4,15.2
"1450",NA,2002,7,23,45,1,NA,10,"","F",90,NA,525902,"Private",0,"Homer",14.9,19.8
"1451",NA,2002,7,23,45,2,NA,7,"","F",83,NA,525902,"Private",0,"Homer",11.4,15.2
"1452",NA,2002,7,23,45,3,NA,15,"","M",87,NA,525902,"Private",0,"Homer",13.3,17.7
"1453",NA,2002,7,23,45,4,NA,16,"","M",86,NA,525902,"Private",0,"Homer",12.8,17.1
"1454",NA,2002,7,23,45,5,NA,NA,"","F",88,NA,525902,"Private",0,"Homer",13.8,18.4
"1455",NA,2002,7,23,45,6,NA,NA,"","M",89,NA,525902,"Private",0,"Homer",14.3,19.1
"1456",NA,2002,7,23,45,7,NA,13,"","M",85,NA,525902,"Private",0,"Homer",12.3,16.4
"1457",NA,2002,7,23,45,8,NA,NA,"","M",98,NA,525902,"Private",0,"Homer",19.6,26
"1458",NA,2002,7,23,45,9,NA,NA,"","F",87,NA,525902,"Private",0,"Homer",13.3,17.7
"1459",NA,2002,7,23,45,10,NA,NA,"","F",85,NA,525902,"Private",0,"Homer",12.3,16.4
"1460",NA,2002,7,23,45,11,NA,NA,"","F",108,NA,525902,"Private",0,"Homer",26.8,35.7
"1461",NA,2002,7,23,45,12,NA,NA,"","F",79,NA,525902,"Private",0,"Homer",9.7,13
"1462",NA,2002,7,23,45,13,NA,9,"","F",92,NA,525902,"Private",0,"Homer",16,21.2
"1463",NA,2002,7,23,45,14,NA,NA,"","F",95,NA,525902,"Private",0,"Homer",17.7,23.5
"1464",NA,2002,7,23,45,15,NA,17,"","M",91,NA,525902,"Private",0,"Homer",15.4,20.5
"1465",NA,2002,7,23,45,16,NA,8,"","M",78,NA,525902,"Private",0,"Homer",9.3,12.4
"1466",NA,2002,7,23,45,17,NA,NA,"","F",79,NA,525902,"Private",0,"Homer",9.7,13
"1467",NA,2002,7,23,45,18,NA,NA,"","M",83,NA,525902,"Private",0,"Homer",11.4,15.2
"1468",NA,2002,7,23,45,19,NA,10,"","M",80,NA,525902,"HomCPort",0,"Homer",10.1,13.5
"1469",NA,2002,7,23,45,20,NA,11,"","F",93,NA,525902,"HomCPort",0,"Homer",16.5,22
"1470",NA,2002,7,23,45,21,NA,NA,"","M",78,NA,525902,"HomCPort",0,"Homer",9.3,12.4
"1471",NA,2002,7,23,45,22,NA,NA,"","M",88,NA,525902,"HomCPort",0,"Homer",13.8,18.4
"1472",NA,2002,7,23,45,23,NA,15,"","M",83,NA,525902,"HomCPort",0,"Homer",11.4,15.2
"1473",NA,2002,7,23,45,24,NA,NA,"","M",95,NA,525902,"HomCPort",0,"Homer",17.7,23.5
"1474",NA,2002,7,23,45,25,NA,11,"","F",95,NA,525902,"HomCPort",0,"Homer",17.7,23.5
"1475",NA,2002,7,23,45,26,NA,NA,"","M",78,NA,525902,"HomCPort",0,"Homer",9.3,12.4
"1476",NA,2002,7,23,45,27,NA,9,"","F",82,NA,525902,"HomCPort",0,"Homer",11,14.6
"1477",NA,2002,7,28,46,1,NA,17,"","M",92,NA,525902,"HomCPort",0,"Homer",16,21.2
"1478",NA,2002,7,28,46,2,NA,NA,"","F",100,NA,525902,"HomCPort",0,"Homer",20.9,27.8
"1479",NA,2002,7,28,46,3,NA,NA,"","M",84,NA,525902,"HomCPort",0,"Homer",11.9,15.8
"1480",NA,2002,7,28,46,4,NA,NA,"","F",90,NA,525902,"HomCPort",0,"Homer",14.9,19.8
"1481",NA,2002,7,28,46,5,NA,NA,"","F",92,NA,525902,"HomCPort",0,"Homer",16,21.2
"1482",NA,2002,7,28,46,6,NA,NA,"","F",97,NA,525902,"HomCPort",0,"Homer",18.9,25.2
"1483",NA,2002,7,28,46,7,NA,NA,"","F",147,NA,525902,"HomCPort",0,"Homer",72.8,96.9
"1484",NA,2002,7,28,46,8,NA,NA,"","F",115,NA,525902,"HomCPort",0,"Homer",32.9,43.7
"1485",NA,2002,7,28,46,9,NA,16,"","M",92,NA,525902,"HomCPort",0,"Homer",16,21.2
"1486",NA,2002,7,28,46,10,NA,15,"","F",100,NA,525902,"HomCPort",0,"Homer",20.9,27.8
"1487",NA,2002,7,28,46,11,NA,NA,"","F",91,NA,525902,"HomCPort",0,"Homer",15.4,20.5
"1488",NA,2002,7,28,46,12,NA,NA,"","F",88,NA,525902,"HomCPort",0,"Homer",13.8,18.4
"1489",NA,2002,7,28,46,13,NA,7,"","F",76,NA,525902,"HomCPort",0,"Homer",8.6,11.4
"1490",NA,2002,7,28,46,14,NA,NA,"","F",82,NA,525902,"HomCPort",0,"Homer",11,14.6
"1491",NA,2002,7,28,46,15,NA,7,"","F",70,NA,525931,"Private",0,"Homer",6.6,8.8
"1492",NA,2002,7,28,46,16,NA,NA,"","",65,NA,525931,"Private",0,"Homer",5.2,6.9
"1493",NA,2002,7,28,46,17,NA,NA,"","F",73,NA,525931,"Private",0,"Homer",7.5,10
"1494",NA,2002,7,28,46,18,NA,NA,"","F",94,NA,525931,"Private",0,"Homer",17.1,22.7
"1495",NA,2002,7,28,46,19,NA,7,"","F",90,NA,525931,"Private",0,"Homer",14.9,19.8
"1496",NA,2002,7,28,46,20,NA,NA,"","F",100,NA,525931,"Private",0,"Homer",20.9,27.8
"1497",NA,2002,7,28,46,21,NA,NA,"","F",83,NA,525931,"Private",0,"Homer",11.4,15.2
"1498",NA,2002,7,28,46,22,NA,NA,"","F",86,NA,525931,"Private",0,"Homer",12.8,17.1
"1499",NA,2002,7,28,46,23,NA,NA,"","M",77,NA,525931,"Private",0,"Homer",9,11.9
"1500",NA,2002,7,28,46,24,NA,NA,"","F",81,NA,525931,"Private",0,"Homer",10.6,14
"1501",NA,2002,7,28,46,25,NA,NA,"","M",75,NA,525931,"Private",0,"Homer",8.2,10.9
"1502",NA,2002,7,28,46,26,NA,NA,"","F",85,NA,525931,"Private",0,"Homer",12.3,16.4
"1503",NA,2002,7,28,46,27,NA,NA,"","M",74,NA,525931,"Private",0,"Homer",7.9,10.5
"1504",NA,2002,7,28,46,28,NA,NA,"","F",79,NA,525931,"Private",0,"Homer",9.7,13
"1505",NA,2002,7,28,46,29,NA,NA,"I","F",137,NA,515936,"Private",0,"Homer",58,77.1
"1506",NA,2002,7,29,47,1,NA,8,"","M",89,NA,525931,"HomCSea",1,"Homer",14.3,19.1
"1507",NA,2002,7,29,47,2,NA,7,"","F",83,NA,525931,"HomCSea",1,"Homer",11.4,15.2
"1508",NA,2002,7,29,47,3,NA,12,"","F",106,NA,525931,"HomCSea",1,"Homer",25.2,33.6
"1509",NA,2002,7,29,47,4,NA,6,"","F",81,NA,525931,"HomCSea",1,"Homer",10.6,14
"1510",NA,2002,7,29,47,5,NA,8,"","F",103,NA,525931,"HomCSea",1,"Homer",23,30.6
"1511",NA,2002,7,29,47,6,NA,13,"","F",102,NA,525931,"HomCSea",1,"Homer",22.3,29.6
"1512",NA,2002,7,29,47,7,NA,10,"","M",75,NA,525931,"HomCSea",1,"Homer",8.2,10.9
"1513",NA,2002,7,29,47,8,NA,8,"","F",98,NA,525931,"HomCSea",1,"Homer",19.6,26
"1514",NA,2002,7,29,47,9,NA,14,"","F",108,NA,525931,"HomCSea",1,"Homer",26.8,35.7
"1515",NA,2002,7,29,47,10,NA,NA,"I","F",147,NA,525931,"HomCSea",1,"Homer",72.8,96.9
"1516",NA,2002,7,29,47,11,NA,NA,"I","F",131,NA,525931,"HomCSea",1,"Homer",50.1,66.7
"1517",NA,2002,7,29,48,1,NA,15,"","F",113,NA,515936,"Private",0,"Homer",31.1,41.3
"1518",NA,2002,7,29,48,2,NA,9,"","F",84,NA,525902,"Private",0,"Homer",11.9,15.8
"1519",NA,2002,7,29,48,3,NA,NA,"","F",85,NA,525902,"Private",0,"Homer",12.3,16.4
"1520",NA,2002,7,29,48,4,NA,NA,"","F",76,NA,525902,"Private",0,"Homer",8.6,11.4
"1521",NA,2002,7,29,48,5,NA,NA,"","M",82,NA,525902,"Private",0,"Homer",11,14.6
"1522",NA,2002,7,29,48,6,NA,12,"","F",91,NA,525902,"Private",0,"Homer",15.4,20.5
"1523",NA,2002,7,29,48,7,NA,NA,"","M",86,NA,525902,"Private",0,"Homer",12.8,17.1
"1524",NA,2002,7,29,48,8,NA,10,"","F",87,NA,525902,"Private",0,"Homer",13.3,17.7
"1525",NA,2002,7,29,48,9,NA,14,"","M",87,NA,525902,"Private",0,"Homer",13.3,17.7
"1526",NA,2002,7,29,48,10,NA,NA,"","F",69,NA,525902,"Private",0,"Homer",6.3,8.4
"1527",NA,2002,7,29,48,11,NA,NA,"","F",95,NA,525902,"Private",0,"Homer",17.7,23.5
"1528",NA,2002,7,29,48,12,NA,NA,"","M",92,NA,525902,"Private",0,"Homer",16,21.2
"1529",NA,2002,7,29,48,13,NA,NA,"","F",82,NA,525902,"Private",0,"Homer",11,14.6
"1530",NA,2002,7,29,48,14,NA,NA,"","F",91,NA,525902,"Private",0,"Homer",15.4,20.5
"1531",NA,2002,7,29,48,15,NA,18,"","M",87,NA,525902,"Private",0,"Homer",13.3,17.7
"1532",NA,2002,7,29,48,16,NA,NA,"","F",95,NA,525902,"Private",0,"Homer",17.7,23.5
