"","Index","Area_name","Year","DATE","WK","WD","Site","snum","SPECIES","Dock","ID","day_type","LITHCODE","LINE","LENGTH","CATAREA","CHAR_NON"
"1760",1760,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",662,9,1170,9,2
"1761",1761,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",662,10,735,9,2
"1762",1762,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",662,11,750,9,2
"1763",1763,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",662,12,815,9,2
"1764",1764,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",662,13,990,9,2
"1765",1765,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",662,14,880,14,2
"1766",1766,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",662,15,710,14,2
"1767",1767,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",662,16,800,14,2
"1768",1768,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",662,17,810,14,2
"1769",1769,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",662,18,730,14,2
"1770",1770,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",662,19,730,14,2
"1771",1771,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",662,20,700,14,2
"1772",1772,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,1,840,9,2
"1773",1773,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,2,850,9,2
"1774",1774,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,3,990,9,2
"1775",1775,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,4,1450,9,2
"1776",1776,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,5,940,9,2
"1777",1777,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,6,910,9,2
"1778",1778,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,7,1120,9,2
"1779",1779,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,8,790,9,2
"1780",1780,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,9,770,9,2
"1781",1781,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,10,740,9,2
"1782",1782,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,11,760,9,2
"1783",1783,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,12,1020,14,2
"1784",1784,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,13,760,14,2
"1785",1785,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,14,900,14,2
"1786",1786,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,15,810,14,2
"1787",1787,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,16,950,14,2
"1788",1788,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,17,790,14,2
"1789",1789,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,18,780,14,2
"1790",1790,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,19,1120,14,2
"1791",1791,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",663,20,830,9,2
"1792",1792,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",660,1,880,14,2
"1793",1793,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",660,2,720,14,2
"1794",1794,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",660,3,750,14,2
"1795",1795,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",660,4,660,14,2
"1796",1796,"Sitka",2008,2008-08-10,33,1,"D",81,200,2,14,"D",660,5,1340,9,2
"1797",1797,"Sitka",2008,2008-08-11,33,2,"D",81,200,8,11,"A",13695,1,550,3,1
"1798",1798,"Sitka",2008,2008-08-11,33,2,"D",81,200,8,11,"A",13695,2,995,3,1
"1799",1799,"Sitka",2008,2008-08-11,33,2,"D",81,200,8,11,"A",13695,3,870,3,1
"1800",1800,"Sitka",2008,2008-08-11,33,2,"D",81,200,8,11,"A",13695,4,635,3,1
"1801",1801,"Sitka",2008,2008-08-11,33,2,"D",81,200,7,14,"D",659,1,1390,9,2
"1802",1802,"Sitka",2008,2008-08-11,33,2,"D",81,200,7,14,"D",659,2,1630,9,2
"1803",1803,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,1,845,13,2
"1804",1804,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,2,855,13,2
"1805",1805,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,3,790,9,2
"1806",1806,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,4,940,9,2
"1807",1807,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,5,635,9,2
"1808",1808,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,6,1240,9,2
"1809",1809,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,7,1115,9,2
"1810",1810,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,8,1210,9,2
"1811",1811,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,9,670,9,2
"1812",1812,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,10,760,9,2
"1813",1813,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,11,620,9,2
"1814",1814,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,12,790,9,2
"1815",1815,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,13,690,9,2
"1816",1816,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,14,770,9,2
"1817",1817,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,15,770,9,2
"1818",1818,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,16,685,9,2
"1819",1819,"Sitka",2008,2008-08-11,33,2,"D",81,200,3,8,"A",677,17,690,9,2
"1820",1820,"Sitka",2008,2008-08-12,33,2,"D",81,200,8,8,"C",680,1,960,14,2
"1821",1821,"Sitka",2008,2008-08-12,33,2,"D",81,200,8,8,"C",680,2,785,14,2
"1822",1822,"Sitka",2008,2008-08-12,33,2,"D",81,200,8,8,"C",680,3,635,14,2
"1823",1823,"Sitka",2008,2008-08-12,33,2,"D",81,200,8,8,"C",680,4,805,14,2
"1824",1824,"Sitka",2008,2008-08-12,33,2,"D",81,200,8,8,"C",680,5,690,14,2
"1825",1825,"Sitka",2008,2008-08-12,33,2,"D",81,200,8,8,"C",680,6,670,10,2
"1826",1826,"Sitka",2008,2008-08-12,33,2,"D",81,200,8,8,"C",680,7,760,10,2
"1827",1827,"Sitka",2008,2008-08-12,33,2,"D",81,200,8,8,"C",680,8,850,10,2
"1828",1828,"Sitka",2008,2008-08-12,33,2,"D",81,200,8,8,"C",680,9,630,10,2
"1829",1829,"Sitka",2008,2008-08-12,33,2,"D",81,200,8,8,"C",680,10,770,10,2
"1830",1830,"Sitka",2008,2008-08-12,33,2,"D",81,200,8,8,"C",680,11,610,8,1
"1831",1831,"Sitka",2008,2008-08-13,33,2,"D",81,200,7,12,"D",3237,1,710,13,2
"1832",1832,"Sitka",2008,2008-08-13,33,2,"D",81,200,7,12,"D",3237,2,895,14,2
"1833",1833,"Sitka",2008,2008-08-13,33,2,"D",81,200,7,12,"D",3237,3,940,15,2
"1834",1834,"Sitka",2008,2008-08-13,33,2,"D",81,200,7,12,"D",3237,4,750,15,2
"1835",1835,"Sitka",2008,2008-08-13,33,2,"D",81,200,7,12,"D",3237,5,660,15,2
"1836",1836,"Sitka",2008,2008-08-13,33,2,"D",81,200,7,12,"D",3237,6,640,15,2
"1837",1837,"Sitka",2008,2008-08-14,33,2,"D",81,200,8,8,"A",684,1,690,15,2
"1838",1838,"Sitka",2008,2008-08-14,33,2,"D",81,200,8,8,"A",684,2,785,15,2
"1839",1839,"Sitka",2008,2008-08-14,33,2,"D",81,200,8,8,"A",684,3,805,15,2
"1840",1840,"Sitka",2008,2008-08-14,33,2,"D",81,200,8,8,"A",684,4,670,15,2
"1841",1841,"Sitka",2008,2008-08-14,33,2,"D",81,200,8,8,"A",684,5,740,15,2
"1842",1842,"Sitka",2008,2008-08-14,33,2,"D",81,200,8,8,"A",684,6,810,97,2
"1843",1843,"Sitka",2008,2008-08-14,33,2,"D",81,200,8,8,"A",684,7,790,97,2
"1844",1844,"Sitka",2008,2008-08-14,33,2,"D",81,200,8,8,"A",684,8,840,97,2
"1845",1845,"Sitka",2008,2008-08-14,33,2,"D",81,200,8,8,"A",684,9,670,97,2
"1846",1846,"Sitka",2008,2008-08-14,33,2,"D",81,200,8,8,"A",684,10,1080,97,2
"1847",1847,"Sitka",2008,2008-08-14,33,2,"D",81,200,8,8,"A",684,11,790,97,2
"1848",1848,"Sitka",2008,2008-08-14,33,2,"D",81,200,8,8,"A",684,12,690,97,2
"1849",1849,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"A",3173,1,1335,14,2
"1850",1850,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"A",3173,2,870,14,2
"1851",1851,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"A",3173,3,850,14,2
"1852",1852,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"A",3173,4,940,14,2
"1853",1853,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"A",3173,5,870,14,2
"1854",1854,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"A",3173,6,800,14,2
"1855",1855,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"A",3173,7,810,14,2
"1856",1856,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"A",3173,8,840,9,2
"1857",1857,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"A",3173,9,1010,9,2
"1858",1858,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"A",3173,10,670,9,2
"1859",1859,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,1,910,9,2
"1860",1860,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,2,1170,9,2
"1861",1861,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,3,700,10,2
"1862",1862,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,4,660,10,2
"1863",1863,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,5,710,10,2
"1864",1864,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,6,640,10,2
"1865",1865,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,7,650,10,2
"1866",1866,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,8,770,10,2
"1867",1867,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,9,820,10,2
"1868",1868,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,10,670,10,2
"1869",1869,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,11,680,9,2
"1870",1870,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,12,690,9,2
"1871",1871,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,13,660,9,2
"1872",1872,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,14,610,9,2
"1873",1873,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,15,830,9,2
"1874",1874,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,16,860,9,2
"1875",1875,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,17,810,9,2
"1876",1876,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,18,690,9,2
"1877",1877,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,19,740,9,2
"1878",1878,"Sitka",2008,2008-08-15,33,2,"D",81,200,3,12,"D",2827,20,690,9,2
"1879",1879,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,1,720,3,1
"1880",1880,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,2,750,3,1
"1881",1881,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,3,800,10,2
"1882",1882,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,4,840,10,2
"1883",1883,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,5,760,10,2
"1884",1884,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,6,710,10,2
"1885",1885,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,7,850,10,2
"1886",1886,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,8,810,10,2
"1887",1887,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,9,990,10,2
"1888",1888,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,10,720,10,2
"1889",1889,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,11,810,10,2
"1890",1890,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,12,1250,10,2
"1891",1891,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,13,1145,10,2
"1892",1892,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,14,1600,9,2
"1893",1893,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,15,1370,9,2
"1894",1894,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,16,1170,9,2
"1895",1895,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,17,1070,9,2
"1896",1896,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,18,1060,9,2
"1897",1897,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,19,740,9,2
"1898",1898,"Sitka",2008,2008-08-05,32,2,"D",81,200,3,12,"D",2828,20,850,9,2
"1899",1899,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",717,1,1410,14,2
"1900",1900,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",717,2,1340,14,2
"1901",1901,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",717,3,1040,14,2
"1902",1902,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",717,4,760,14,2
"1903",1903,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",717,5,760,14,2
"1904",1904,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",717,6,630,14,2
"1905",1905,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",717,7,1250,22,2
"1906",1906,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",717,8,1150,22,2
"1907",1907,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,1,780,14,2
"1908",1908,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,2,800,14,2
"1909",1909,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,3,960,14,2
"1910",1910,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,4,850,14,2
"1911",1911,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,5,780,14,2
"1912",1912,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,6,800,14,2
"1913",1913,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,7,1530,14,2
"1914",1914,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,8,710,14,2
"1915",1915,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,9,760,9,2
"1916",1916,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,10,1310,9,2
"1917",1917,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,11,800,17,2
"1918",1918,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,12,870,10,2
"1919",1919,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,13,750,14,2
"1920",1920,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,14,790,14,2
"1921",1921,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,15,800,14,2
"1922",1922,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,16,770,14,2
"1923",1923,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,17,780,14,2
"1924",1924,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,18,880,18,2
"1925",1925,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,19,790,18,2
"1926",1926,"Sitka",2008,2008-08-15,33,2,"D",81,200,8,14,"D",718,20,800,18,2
"1927",1927,"Sitka",2008,2008-08-15,33,2,"D",81,200,6,10,"C",1187,1,780,9,2
"1928",1928,"Sitka",2008,2008-08-15,33,2,"D",81,200,6,10,"C",1187,2,1040,9,2
"1929",1929,"Sitka",2008,2008-08-15,33,2,"D",81,200,6,10,"C",1187,3,1240,9,2
"1930",1930,"Sitka",2008,2008-08-15,33,2,"D",81,200,6,10,"C",1187,4,1420,9,2
"1931",1931,"Sitka",2008,2008-08-15,33,2,"D",81,200,6,10,"C",1187,5,1550,9,2
"1932",1932,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3210,1,870,9,2
"1933",1933,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3210,2,790,9,2
"1934",1934,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3210,3,810,9,2
"1935",1935,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3210,4,790,9,2
"1936",1936,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3210,5,740,9,2
"1937",1937,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3210,6,620,9,2
"1938",1938,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3210,7,730,9,2
"1939",1939,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,1,910,9,2
"1940",1940,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,2,710,10,2
"1941",1941,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,3,740,10,2
"1942",1942,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,4,840,10,2
"1943",1943,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,5,690,10,2
"1944",1944,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,6,760,10,2
"1945",1945,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,7,680,10,2
"1946",1946,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,8,750,9,2
"1947",1947,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,9,810,9,2
"1948",1948,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,10,790,9,2
"1949",1949,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,11,730,9,2
"1950",1950,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,12,720,9,2
"1951",1951,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,13,1470,9,2
"1952",1952,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,14,790,9,2
"1953",1953,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,15,680,9,2
"1954",1954,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,16,630,19,2
"1955",1955,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,17,660,9,2
"1956",1956,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,18,770,9,2
"1957",1957,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,19,720,9,2
"1958",1958,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3211,20,850,9,2
"1959",1959,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",722,1,1290,10,2
"1960",1960,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",722,2,990,10,1
"1961",1961,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",722,3,800,10,1
"1962",1962,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,1,720,13,2
"1963",1963,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,2,1280,13,2
"1964",1964,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,3,1620,13,2
"1965",1965,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,4,1040,13,2
"1966",1966,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,5,920,13,2
"1967",1967,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,6,870,13,2
"1968",1968,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,7,940,13,2
"1969",1969,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,8,860,13,2
"1970",1970,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,9,830,9,2
"1971",1971,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,10,890,9,2
"1972",1972,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,11,740,10,2
"1973",1973,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,12,730,10,2
"1974",1974,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,13,780,10,2
"1975",1975,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,14,790,10,2
"1976",1976,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,15,800,10,2
"1977",1977,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,16,1100,10,2
"1978",1978,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,17,1020,14,2
"1979",1979,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,18,760,14,2
"1980",1980,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,19,670,14,2
"1981",1981,"Sitka",2008,2008-08-16,34,1,"D",81,200,2,14,"D",723,20,1400,10,2
"1982",1982,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,1,690,9,2
"1983",1983,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,2,910,9,2
"1984",1984,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,3,840,9,2
"1985",1985,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,4,640,9,2
"1986",1986,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,5,780,9,2
"1987",1987,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,6,680,9,2
"1988",1988,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,7,800,9,2
"1989",1989,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,8,740,9,2
"1990",1990,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,9,800,9,2
"1991",1991,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,10,900,9,2
"1992",1992,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,11,770,9,2
"1993",1993,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,12,790,9,2
"1994",1994,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,13,660,9,2
"1995",1995,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,14,700,9,2
"1996",1996,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,15,710,9,2
"1997",1997,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,16,900,9,2
"1998",1998,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,17,800,9,2
"1999",1999,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,18,850,9,2
"2000",2000,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,19,800,9,2
"2001",2001,"Sitka",2008,2008-08-16,34,1,"D",81,200,3,12,"D",3175,20,880,9,2
"2002",2002,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,1,850,98,2
"2003",2003,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,2,1210,98,2
"2004",2004,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,3,1360,98,2
"2005",2005,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,4,780,9,2
"2006",2006,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,5,830,9,2
"2007",2007,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,6,960,9,2
"2008",2008,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,7,740,9,2
"2009",2009,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,8,790,9,2
"2010",2010,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,9,800,9,2
"2011",2011,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,10,1180,9,2
"2012",2012,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,11,960,14,2
"2013",2013,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,12,870,14,2
"2014",2014,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,13,1050,14,2
"2015",2015,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,14,760,14,2
"2016",2016,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,15,790,14,2
"2017",2017,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,16,850,9,2
"2018",2018,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,17,930,9,2
"2019",2019,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,18,670,9,2
"2020",2020,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1198,19,740,9,2
"2021",2021,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1199,1,780,14,2
"2022",2022,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1199,2,680,14,2
"2023",2023,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1199,3,780,14,2
"2024",2024,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1199,4,930,14,2
"2025",2025,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1199,5,960,14,2
"2026",2026,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1199,6,1400,14,2
"2027",2027,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1199,7,1160,14,2
"2028",2028,"Sitka",2008,2008-08-17,34,1,"D",81,200,6,12,"D",1199,8,1050,9,2
