"PORT","SUB","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","ADU OTO AGE","USER","BOATNAME","STATAREA","COMMENTS","DELETE","YEAR","MONTH","DAY"
"Seward",,130,2018-07-12,7,3,"F",100,10.5,13,,"2",,13,"P","P7",485935,,,2018,7,12
"Seward",,130,2018-07-15,8,1,"M",91,8,13,,"2",,13,"C","HUNTRESS",495934,,,2018,7,15
"Seward",,130,2018-07-15,8,2,"F",120,15,18,,"2",,,"C","HUNTRESS",495934,,,2018,7,15
"Seward",,130,2018-07-16,9,1,"F",127,17,16,16,"2",,20,"C","ARCTIC WARRIOR",485931,,,2018,7,16
"Seward",,130,2018-07-16,9,2,"F",127,17,20,20,"2",,,"C","TOP COVER",475932,,,2018,7,16
"Seward",,130,2018-07-17,10,1,"M",93,8,14,13,"2",,13,"P","P3",485935,,,2018,7,17
"Seward",,130,2018-07-17,10,2,"F",127,,22,,"2",,23,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-17,10,3,"F",120,,14,,"2",,,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-17,10,4,"F",115,,18,,"1",,,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-17,10,5,"F",118,,17,,"1",,18,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-17,10,6,"F",118,,14,,"2",,19,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-17,10,7,"F",127,,18,,"2",,,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-17,10,8,"F",112,,14,,"2",,,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-17,10,9,"F",117,,15,,"2",,14,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-17,10,10,"F",122,,19,18,"1",,,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-17,10,11,"F",123,,18,,"2",,,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-17,10,12,"F",129,,19,,"2",,,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-17,10,13,"F",113,,16,,"2",,16,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-17,10,14,"F",119,,19,,"2",,,"C","EL PATRON",475934,,,2018,7,17
"Seward",,130,2018-07-20,11,1,"F",98,10.5,18,,"2",,19,"P","P1",495932,,,2018,7,20
"Seward",,130,2018-07-20,11,2,"M",93,8.5,16,16,"2",,,"P","P2",485933,,,2018,7,20
"Seward",,130,2018-07-20,11,3,"F",91,6.5,8,,"2",,9,"P","P2",485933,,,2018,7,20
"Seward",,130,2018-07-22,12,1,"M",99,8.5,17,,"2",,17,"P","P6",495932,,,2018,7,22
"Seward",,130,2018-07-26,13,1,"M",91,9.5,18,,"2",,,"P","P2",495932,,,2018,7,26
"Seward",,130,2018-07-26,13,2,"F",108,9.5,14,,"1",,21,"P","P3",495932,,,2018,7,26
"Seward",,130,2018-07-26,13,3,"M",96,10,18,,"1",,18,"C","AUTUMN SEA",495932,,,2018,7,26
"Seward",,130,2018-07-26,13,4,"M",103,12,15,15,"2",,,"C","AUTUMN SEA",495932,,,2018,7,26
"Seward",,130,2018-07-26,13,5,"M",93,,13,,"2",,,"C","SNOWBIRD",475933,,,2018,7,26
"Seward",,130,2018-07-26,13,6,"F",125,20.5,21,,"2",,,"C","SNOWBIRD",475933,,,2018,7,26
"Seward",,130,2018-07-27,14,1,"F",122,,20,,"2",,,"C","TAILWATCHER",475931,,,2018,7,27
"Seward",,130,2018-07-27,14,2,"F",113,,16,,"2",,19,"C","TAILWATCHER",475931,,,2018,7,27
"Seward",,130,2018-07-27,14,3,"F",108,,12,,"2",,17,"C","TAILWATCHER",475931,"1 OTOLITH",,2018,7,27
"Seward",,130,2018-07-27,14,4,"F",111,,14,,"2",,,"C","TAILWATCHER",475931,,,2018,7,27
"Seward",,130,2018-07-27,14,5,"F",129,16.5,18,,"2",,21,"C","TAILWATCHER",475931,,,2018,7,27
"Seward",,130,2018-07-27,14,6,"F",116,16.5,22,21,"2",,,"C","TAILWATCHER",475931,,,2018,7,27
"Seward",,130,2018-07-27,14,7,"F",109,,17,16,"2",,,"C","TAILWATCHER",475931,,,2018,7,27
"Seward",,130,2018-07-27,14,8,"F",116,,20,,"1",,,"C","TAILWATCHER",475931,,,2018,7,27
"Seward",,130,2018-07-27,14,9,"F",111,,,,,,,"C","TAILWATCHER",475931,"1 OTOLITH-NO FIN",,2018,7,27
"Seward",,130,2018-07-27,14,10,"",,,,,,,,"C","TAILWATCHER",475931,"DISCARD",,2018,7,27
"Seward",,130,2018-07-28,15,1,"M",104,11,21,,"2",,,"C","PROFISH",485932,,,2018,7,28
"Seward",,130,2018-07-28,15,2,"F",111,,16,,"2",,20,"C","HARVESTER",485935,,,2018,7,28
"Seward",,130,2018-07-28,15,3,"F",128,19,20,,"2",,19,"C","RENEGADE",485932,,,2018,7,28
"Seward",,130,2018-07-30,16,1,"M",99,9.5,15,,"2",,17,"P","P1",495932,,,2018,7,30
"Seward",,130,2018-07-30,16,2,"F",125,16.5,19,,"2",,,"C","RELENTLESS",475931,,,2018,7,30
"Seward",,130,2018-07-30,16,3,"F",129,21.5,21,,"2",,25,"C","RELENTLESS",475931,,,2018,7,30
"Seward",,130,2018-08-04,17,1,"F",123,,21,,"2",,21,"C","INTERCEPTOR",475933,,,2018,8,4
"Seward",,130,2018-08-04,17,2,"F",119,13,17,17,"2",,,"C","INTERCEPTOR",475933,,,2018,8,4
"Seward",,130,2018-08-05,18,1,"M",89,7,15,,"2",,14,"C","AUTUMN SEA",495938,,,2018,8,5
"Seward",,130,2018-08-05,18,2,"F",97,,12,,"2",,12,"C","ARCTIC ENDEAVOR",475931,,,2018,8,5
"Seward",,130,2018-08-05,18,3,"F",92,,12,,"2",,,"C","ARCTIC ENDEAVOR",475931,,,2018,8,5
"Seward",,130,2018-08-06,19,1,"M",95,8.5,17,,"2",,22,"C","ALASKAN SUMMER",495939,"1 OTOLITH",,2018,8,6
"Seward",,130,2018-08-06,19,2,"F",100,,14,,"2",,12,"C","PURSUIT",485931,"1 OTOLITH",,2018,8,6
"Seward",,130,2018-08-06,19,3,"F",104,11,15,,"2",,17,"C","PURSUIT",485931,,,2018,8,6
"Seward",,130,2018-08-06,19,4,"F",109,13,11,,"2",,19,"C","PURSUIT",485931,,,2018,8,6
"Seward",,130,2018-08-06,19,5,"F",96,9,10,10,"2",,,"C","PURSUIT",485931,,,2018,8,6
"Seward",,130,2018-08-06,19,6,"F",113,14.5,14,,"2",,,"C","PURSUIT",485931,,,2018,8,6
"Seward",,130,2018-08-06,19,7,"F",103,10.5,10,,"2",,,"C","PURSUIT",485931,,,2018,8,6
"Seward",,130,2018-08-06,19,8,"F",118,17.5,18,,"1",,19,"C","PURSUIT",485931,,,2018,8,6
"Seward",,130,2018-08-06,19,9,"F",105,10,13,,"2",,,"C","PURSUIT",485931,,,2018,8,6
"Seward",,130,2018-08-08,20,1,"M",103,11,17,15,"2",,,"C","PREDATOR",485931,,,2018,8,8
"Seward",,130,2018-08-08,20,2,"F",116,15,17,,"2",,,"C","PREDATOR",485931,,,2018,8,8
"Seward",,130,2018-08-08,20,3,"F",101,10.5,13,,"2",,,"C","PREDATOR",485931,,,2018,8,8
"Seward",,130,2018-08-08,20,4,"F",108,13,13,,"2",,16,"C","PREDATOR",485931,,,2018,8,8
"Seward",,130,2018-08-08,20,5,"F",113,13,13,,"2",,14,"C","PREDATOR",485931,,,2018,8,8
"Seward",,130,2018-08-08,20,6,"F",113,14,19,17,"2",,,"C","PREDATOR",485931,,,2018,8,8
"Seward",,130,2018-08-08,20,7,"F",125,19.5,18,,"2",,21,"C","PREDATOR",485931,"1 OTOLITH",,2018,8,8
"Seward",,130,2018-08-08,20,8,"F",114,15.5,13,13,"2",,22,"C","PREDATOR",485931,"1 OTOLITH",,2018,8,8
"Seward",,130,2018-08-08,20,9,"F",107,,13,13,"2",,15,"C","PREDATOR",485931,,,2018,8,8
"Seward",,130,2018-08-08,20,10,"F",106,,12,,"2",,,"C","PREDATOR",485931,,,2018,8,8
"Seward",,130,2018-08-08,20,11,"F",108,,11,11,"1",,,"C","PREDATOR",485931,,,2018,8,8
"Seward",,130,2018-08-08,20,12,"",,,,,,,,"C","PREDATOR",485931,"DISCARD",,2018,8,8
"Seward",,130,2018-08-08,20,13,"F",112,10.5,15,,"2",,17,"C","ADVENTURESS",485933,,,2018,8,8
"Seward",,130,2018-08-13,21,1,"F",105,13,11,11,"2",,14,"P","P2",495932,,,2018,8,13
"Seward",,130,2018-08-15,22,1,"M",100,10.5,19,,"2",,,"C","PURSUIT",485931,,,2018,8,15
"Seward",,130,2018-08-15,22,2,"M",96,9.5,14,,"2",,21,"C","PURSUIT",485931,,,2018,8,15
"Seward",,130,2018-08-15,22,3,"M",88,7,17,16,"2",,,"C","PURSUIT",485931,,,2018,8,15
"Seward",,130,2018-08-15,22,4,"M",96,11,17,,"2",,,"C","PURSUIT",485931,,,2018,8,15
"Seward",,130,2018-08-15,22,5,"M",90,,11,,"2",,12,"C","PURSUIT",485931,"1 OTOLITH",,2018,8,15
"Seward",,130,2018-08-15,22,6,"F",115,12,14,,"2",,14,"C","PURSUIT",485931,,,2018,8,15
"Seward",,130,2018-08-15,22,7,"F",88,6.5,8,7,"2",,7,"C","PURSUIT",485931,,,2018,8,15
"Seward",,130,2018-08-17,23,1,"F",117,17,14,,"2",,14,"C","TOP COVER",495933,,,2018,8,17
"Seward",,130,2018-08-22,24,1,"F",114,,21,21,"2",,24,"C","ROGUE",505932,,,2018,8,22
"Seward",,130,2018-08-28,25,1,"M",97,9,17,17,"2",,,"C","PREDATOR",475934,,,2018,8,28
"Seward",,130,2018-08-28,25,2,"M",92,7.5,13,,"2",,,"C","PREDATOR",475934,,,2018,8,28
"Seward",,130,2018-08-28,25,3,"F",95,9,8,,"2",,8,"C","PREDATOR",475934,,,2018,8,28
"Seward",,130,2018-08-28,25,4,"F",118,,16,,"2",,15,"C","PREDATOR",475934,,,2018,8,28
"Seward",,130,2018-08-28,25,5,"",90,7,11,,"2",,18,"C","TAILWATCHER",475934,,,2018,8,28
"Seward",,130,2018-09-01,26,1,"F",109,12,13,,"2",,,"C","STRIKER",475934,,,2018,9,1
"Seward",,130,2018-09-01,26,2,"F",119,15,14,,"2",,,"C","STRIKER",475934,,,2018,9,1
"Seward",,130,2018-09-01,26,3,"F",111,13,15,,"2",,,"C","STRIKER",475934,,,2018,9,1
"Seward",,130,2018-09-01,26,4,"F",100,9,11,,"2",,10,"C","STRIKER",475934,,,2018,9,1
"Seward",,130,2018-09-01,26,5,"F",122,18.5,20,,"2",,22,"C","STRIKER",475934,"1 OTOLITH",,2018,9,1
"Seward",,130,2018-09-01,26,6,"F",110,12.5,14,,"2",,14,"C","STRIKER",475934,"1 OTOLITH",,2018,9,1
"Seward",,130,2018-09-03,27,1,"M",92,8.5,13,13,"2",,,"C","ARCTIC CAT",475934,,,2018,9,3
"Seward",,130,2018-09-03,27,2,"M",94,10,13,,"2",,14,"C","ARCTIC CAT",475934,,,2018,9,3
"Seward",,130,2018-09-03,27,3,"F",117,12,17,,"2",,,"C","ARCTIC CAT",475934,,,2018,9,3
"Seward",,130,2018-09-03,27,4,"F",90,7,6,,"2",,7,"C","ARCTIC CAT",475934,,,2018,9,3
"Seward",,130,2018-09-03,27,5,"F",114,13,14,,"2",,,"C","ARCTIC CAT",475934,,,2018,9,3
"Seward",,130,2018-09-03,27,6,"F",116,14,16,16,"2",,22,"C","ARCTIC CAT",475934,,,2018,9,3
"Seward",,130,2018-09-03,27,7,"F",,15,14,,"1",,,"C","ARCTIC CAT",475934,"NO LENGTH",,2018,9,3
"Seward",,130,2018-09-03,27,8,"F",113,13.5,14,,"2",,15,"C","PREDATOR",475934,,,2018,9,3
"Seward",,130,2018-09-06,28,1,"F",117,15.5,14,,"2",,,"C","CRACKERJACK",485931,,,2018,9,6
"Seward",,130,2018-09-06,28,2,"F",126,20,18,,"2",,,"C","LEGACY",485932,,,2018,9,6
"Seward",,130,2018-09-06,28,3,"F",136,,20,20,"2",,23,"C","LEGACY",485932,,,2018,9,6
"Seward",,130,2018-09-06,28,4,"F",131,,17,,"2",,19,"C","LEGACY",485932,,,2018,9,6
"Seward",,130,2018-09-06,28,6,"F",123,18,15,,"2",,20,"C","PROFISH",485931,,,2018,9,6
"Seward",,130,2018-09-06,28,7,"F",108,12,11,,"2",,17,"C","PROFISH",485931,,,2018,9,6
"Seward",,130,2018-09-06,28,8,"F",121,14.5,17,,"2",,,"C","PROFISH",485931,,,2018,9,6
"Seward",,130,2018-09-06,28,9,"F",115,16,17,,"2",,,"C","PROFISH",485931,,,2018,9,6
"Seward",,130,2018-09-06,28,10,"F",121,18,17,,"1",,20,"C","PROFISH",485931,,,2018,9,6
"Seward",,130,2018-09-06,28,11,"F",111,12.5,10,,"2",,,"C","PROFISH",485931,,,2018,9,6
"Seward",,130,2018-09-06,28,12,"F",129,18.5,17,,"2",,,"C","RELENTLESS",485931,,,2018,9,6
"Valdez",,130,2018-07-01,1,1,"M",115,,16,,"2",,,"C","NUNATAK",466002,,,2018,7,1
"Valdez",,130,2018-07-01,1,2,"M",93,,16,,"1",,,"C","NUNATAK",466002,,,2018,7,1
"Valdez",,130,2018-07-01,1,3,"F",116,,18,,"1",,,"C","NUNATAK",466002,,,2018,7,1
"Valdez",,130,2018-07-01,1,4,"M",96,,18,,"1",,,"C","LENA CLAIRE",465932,,,2018,7,1
"Valdez",,130,2018-07-01,1,5,"F",94,,12,,"1",,,"C","LENA CLAIRE",465932,,,2018,7,1
"Valdez",,130,2018-07-01,1,6,"F",107,,14,13,"2",,,"C","LENA CLAIRE",465932,,,2018,7,1
"Valdez",,130,2018-07-01,1,7,"F",112,,15,,"2",,,"C","LENA CLAIRE",465932,,,2018,7,1
"Valdez",,130,2018-07-01,1,8,"F",116,,18,17,"2",,,"C","LENA CLAIRE",465932,,,2018,7,1
"Valdez",,130,2018-07-01,1,9,"M",124,,17,17,"1",,,"C","LENA CLAIRE",465932,,,2018,7,1
"Valdez",,130,2018-07-01,1,10,"M",122,,17,,"2",,,"C","LENA CLAIRE",465932,,,2018,7,1
"Valdez",,130,2018-07-01,1,11,"F",122,,17,,"2",,,"C","LENA CLAIRE",465932,,,2018,7,1
"Valdez",,130,2018-07-02,2,1,"M",90,,6,,"2",,,"P","P1",466002,,,2018,7,2
"Valdez",,130,2018-07-02,2,2,"F",92,,8,,"2",,,"P","P1",466002,,,2018,7,2
"Valdez",,130,2018-07-02,2,3,"F",102,,13,,"2",,,"C","HALIBUT GROVE",465932,,,2018,7,2
"Valdez",,130,2018-07-02,2,4,"F",113,,16,,"2",,,"C","HALIBUT GROVE",465932,,,2018,7,2
"Valdez",,130,2018-07-02,2,5,"F",113,,16,,"2",,,"C","HALIBUT GROVE",465932,,,2018,7,2
"Valdez",,130,2018-07-04,3,1,"F",89,,9,,"2",,,"P","P4",466004,,,2018,7,4
"Valdez",,130,2018-07-04,3,2,"M",88,,9,,"2",,,"P","P4",466004,,,2018,7,4
"Valdez",,130,2018-07-07,4,1,"M",89,,12,,"2",,,"P","P1",466033,,,2018,7,7
"Valdez",,130,2018-07-07,4,2,"M",93,,14,,"1",,,"C","HALIBUT GROVE",466004,,,2018,7,7
"Valdez",,130,2018-07-07,4,3,"F",118,,17,17,"2",,,"C","JAIME LYNN",465932,,,2018,7,7
"Valdez",,130,2018-07-07,4,4,"M",93,,15,15,"1",,,"C","JAIME LYNN",465932,,,2018,7,7
"Valdez",,130,2018-07-07,4,5,"F",116,,17,,"2",,,"C","JAIME LYNN",465932,,,2018,7,7
"Valdez",,130,2018-07-07,4,6,"F",116,,17,17,"2",,,"C","JAIME LYNN",465932,,,2018,7,7
"Valdez",,130,2018-07-07,4,7,"F",108,,10,,"2",,,"C","JAIME LYNN",465932,,,2018,7,7
"Valdez",,130,2018-07-07,4,8,"M",108,,11,,"2",,,"C","JAIME LYNN",465932,,,2018,7,7
"Valdez",,130,2018-07-07,4,9,"F",133,,,,"illegible",,,"C","JAIME LYNN",465932,,,2018,7,7
"Valdez",,130,2018-07-12,5,1,"M",100,,17,,"2",,,"C","HALIBUT GROVE",475932,,,2018,7,12
"Valdez",,130,2018-07-16,6,1,"F",106,,13,,"2",,,"C","JAIME LYNN",465932,,,2018,7,16
"Valdez",,130,2018-07-16,6,2,"F",110,,14,,"2",,,"C","JAIME LYNN",465932,,,2018,7,16
"Valdez",,130,2018-07-16,6,3,"F",122,,17,,"1",,,"C","JAIME LYNN",465932,,,2018,7,16
"Valdez",,130,2018-07-16,6,4,"F",120,,14,,"2",,,"C","JAIME LYNN",465932,,,2018,7,16
"Valdez",,130,2018-07-16,6,5,"F",109,,13,,"2",,,"C","JAIME LYNN",465932,,,2018,7,16
"Valdez",,130,2018-07-16,6,6,"F",103,,11,12,"2",,,"C","JAIME LYNN",465932,,,2018,7,16
"Valdez",,130,2018-07-16,6,7,"M",95,,,,"illegible",,,"C","JAIME LYNN",465932,,,2018,7,16
"Valdez",,130,2018-07-20,7,1,"M",97,,17,,"2",,,"P","P1",476002,,,2018,7,20
"Valdez",,130,2018-07-20,7,2,"M",92,,12,,"2",,,"C","HALIBUT GROVE",466003,,,2018,7,20
"Valdez",,130,2018-07-20,7,3,"M",92,,12,,"2",,,"C","HALIBUT GROVE",466003,,,2018,7,20
"Valdez",,130,2018-07-20,7,4,"F",93,,7,,"2",,,"C","HALIBUT GROVE",466003,,,2018,7,20
"Valdez",,130,2018-07-20,7,5,"M",97,,20,,"2",,,"C","HALIBUT GROVE",466003,,,2018,7,20
"Valdez",,130,2018-07-20,7,6,"M",92,,13,,"2",,,"C","HALIBUT GROVE",466003,,,2018,7,20
"Valdez",,130,2018-07-21,8,1,"F",117,,16,,"2",,,"P","P1",476002,,,2018,7,21
"Valdez",,130,2018-07-21,8,2,"F",103,,12,12,"2",,,"P","P1",476002,,,2018,7,21
"Valdez",,130,2018-07-21,8,3,"M",97,,18,18,"1",,,"P","P1",476002,,,2018,7,21
"Valdez",,130,2018-07-21,8,4,"F",122,,20,20,"2",,,"P","P1",476002,,,2018,7,21
"Valdez",,130,2018-07-21,8,5,"F",92,,12,,"2",,,"C","HALIBUT GROVE",466003,,,2018,7,21
"Valdez",,130,2018-07-21,8,6,"F",101,,12,,"2",,,"C","JAIME LYNN",465932,,,2018,7,21
"Valdez",,130,2018-07-21,8,7,"F",101,,12,,"2",,,"C","JAIME LYNN",465932,,,2018,7,21
"Valdez",,130,2018-07-21,8,8,"F",114,,20,,"2",,,"C","JAIME LYNN",465932,,,2018,7,21
"Valdez",,130,2018-07-21,8,9,"F",114,,14,,"2",,,"C","JAIME LYNN",465932,,,2018,7,21
"Valdez",,130,2018-07-21,8,10,"F",106,,13,,"2",,,"C","JAIME LYNN",465932,,,2018,7,21
"Valdez",,130,2018-07-21,8,11,"F",114,,17,,"2",,,"C","JAIME LYNN",465932,,,2018,7,21
"Valdez",,130,2018-07-21,8,12,"F",124,,18,,"2",,,"C","JAIME LYNN",465932,,,2018,7,21
"Valdez",,130,2018-07-22,9,1,"F",112,,15,14,"2",,,"P","P2",466003,,,2018,7,22
"Valdez",,130,2018-07-22,9,2,"F",124,,22,,"1",,,"C","BOLD EAGLE",476002,,,2018,7,22
"Valdez",,130,2018-07-26,10,1,"M",90,,13,,"2",,,"C","HALIBUT GROVE",466002,,,2018,7,26
"Valdez",,130,2018-07-26,10,2,"M",97,,17,,"1",,,"C","DAN ORION",475932,,,2018,7,26
"Valdez",,130,2018-07-26,10,3,"F",117,,17,,"2",,,"C","DAN ORION",475932,,,2018,7,26
"Valdez",,130,2018-07-26,10,4,"F",108,,14,,"2",,,"C","DAN ORION",475932,,,2018,7,26
"Valdez",,130,2018-07-27,11,1,"F",100,,14,14,"2",,,"C","BOLD EAGLE",465932,,,2018,7,27
"Valdez",,130,2018-07-27,11,2,"F",101,,12,,"2",,,"C","BOLD EAGLE",465932,,,2018,7,27
"Valdez",,130,2018-07-27,11,3,"F",111,,14,,"2",,,"C","BOLD EAGLE",465932,,,2018,7,27
"Valdez",,130,2018-07-27,11,4,"M",93,,13,,"2",,,"C","BOLD EAGLE",465932,,,2018,7,27
"Valdez",,130,2018-07-27,11,5,"F",107,,14,,"2",,,"C","BOLD EAGLE",465932,,,2018,7,27
"Valdez",,130,2018-07-27,11,6,"F",98,,11,,"2",,,"C","BOLD EAGLE",465932,,,2018,7,27
"Valdez",,130,2018-07-27,11,7,"F",106,,13,13,"2",,,"C","BOLD EAGLE",465932,,,2018,7,27
"Valdez",,130,2018-07-27,11,8,"F",108,,13,,"2",,,"C","BOLD EAGLE",465932,,,2018,7,27
"Valdez",,130,2018-07-27,11,9,"M",90,,12,,"2",,,"C","BOLD EAGLE",465932,,,2018,7,27
"Valdez",,130,2018-07-27,11,10,"F",111,,13,,"2",,,"C","BOLD EAGLE",465932,,,2018,7,27
"Valdez",,130,2018-07-27,11,11,"F",103,,12,,"2",,,"C","BOLD EAGLE",465932,,,2018,7,27
"Valdez",,130,2018-07-27,11,12,"F",112,,17,,"2",,,"C","BOLD EAGLE",465932,,,2018,7,27
"Valdez",,130,2018-07-30,12,1,"M",95,,9,,"2",,,"C","HALIBUT GROVE",466004,,,2018,7,30
"Valdez",,130,2018-07-30,12,2,"M",95,,15,,"2",,,"C","HALIBUT GROVE",466004,,,2018,7,30
"Valdez",,130,2018-07-30,12,3,"M",93,,13,12,"2",,,"C","HALIBUT GROVE",466004,,,2018,7,30
"Valdez",,130,2018-07-30,12,4,"M",97,,15,13,"1",,,"C","HALIBUT GROVE",466004,,,2018,7,30
"Valdez",,130,2018-07-30,12,5,"M",91,,12,,"2",,,"C","HALIBUT GROVE",466004,,,2018,7,30
"Valdez",,130,2018-07-30,12,6,"M",98,,15,,"1",,,"C","HALIBUT GROVE",466004,,,2018,7,30
"Valdez",,130,2018-07-30,12,7,"M",89,,13,,"2",,,"C","BOLD EAGLE",466004,,,2018,7,30
"Valdez",,130,2018-07-30,12,8,"F",127,,21,,"2",,,"C","BOLD EAGLE",466004,,,2018,7,30
"Valdez",,130,2018-07-30,12,9,"M",86,,12,,"2",,,"C","BOLD EAGLE",466004,,,2018,7,30
"Valdez",,130,2018-07-30,12,10,"F",105,,12,,"2",,,"C","BOLD EAGLE",466004,,,2018,7,30
"Valdez",,130,2018-07-30,12,11,"M",86,,11,,"2",,,"C","BOLD EAGLE",466004,,,2018,7,30
"Valdez",,130,2018-07-30,12,12,"F",117,,17,,"2",,,"C","DAN ORION",475932,,,2018,7,30
"Valdez",,130,2018-07-30,12,13,"F",110,,12,,"2",,,"C","DAN ORION",475932,,,2018,7,30
"Valdez",,130,2018-07-30,12,14,"F",112,,13,,"2",,,"C","DAN ORION",475932,,,2018,7,30
"Valdez",,130,2018-07-30,12,15,"F",120,,17,17,"2",,,"C","DAN ORION",475932,,,2018,7,30
"Valdez",,130,2018-07-30,12,16,"F",120,,18,,"2",,,"C","DAN ORION",475932,,,2018,7,30
"Valdez",,130,2018-07-30,12,17,"F",113,,17,,"2",,,"C","DAN ORION",475932,,,2018,7,30
"Valdez",,130,2018-08-05,13,1,"F",117,,15,,"2",,,"P","P1",466002,,,2018,8,5
"Valdez",,130,2018-08-05,13,2,"F",103,,14,,"2",,,"P","P1",466002,,,2018,8,5
"Valdez",,130,2018-08-05,13,3,"M",96,,15,,"2",,,"C","LENA CLAIRE",465932,,,2018,8,5
"Valdez",,130,2018-08-05,13,4,"F",109,,17,,"1",,,"C","LENA CLAIRE",465932,,,2018,8,5
"Valdez",,130,2018-08-05,13,5,"M",97,,15,,"2",,,"C","LENA CLAIRE",465932,,,2018,8,5
"Valdez",,130,2018-08-05,13,6,"F",109,,12,12,"2",,,"C","SEA QUESTER",466002,,,2018,8,5
"Valdez",,130,2018-08-05,13,7,"F",126,,18,,"2",,,"C","SEA QUESTER",466002,,,2018,8,5
"Valdez",,130,2018-08-05,13,8,"F",113,,17,,"2",,,"C","SEA QUESTER",466002,,,2018,8,5
"Valdez",,130,2018-08-05,13,9,"F",109,,12,,"1",,,"C","SEA QUESTER",466002,,,2018,8,5
"Valdez",,130,2018-08-05,13,10,"F",121,,17,,"1",,,"C","SEA QUESTER",466002,,,2018,8,5
"Valdez",,130,2018-08-05,13,11,"F",116,,17,17,"2",,,"C","SEA QUESTER",466002,,,2018,8,5
"Valdez",,130,2018-08-05,13,12,"M",94,,16,,"2",,,"C","SEA QUESTER",466002,,,2018,8,5
"Valdez",,130,2018-08-05,13,13,"F",115,,13,,"2",,,"C","SEA QUESTER",466002,,,2018,8,5
"Valdez",,130,2018-08-10,14,1,"M",95,,13,,"1",,,"C","ARCTIC WARRIOR",475932,,,2018,8,10
"Valdez",,130,2018-08-10,14,2,"F",103,,14,,"2",,,"C","ARCTIC WARRIOR",475932,,,2018,8,10
"Valdez",,130,2018-08-10,14,3,"F",93,,9,8,"2",,,"C","ARCTIC WARRIOR",475932,,,2018,8,10
"Valdez",,130,2018-08-16,15,1,"F",124,,20,,"1",,,"P","P1",466002,,,2018,8,16
"Valdez",,130,2018-08-16,15,2,"M",97,,15,15,"2",,,"P","P2",466002,,,2018,8,16
"Valdez",,130,2018-08-16,15,3,"F",117,,17,17,"2",,,"P","P2",466002,,,2018,8,16
"Valdez",,130,2018-08-16,15,4,"F",108,,12,,"2",,,"C","HALIBUT GROVE",475932,,,2018,8,16
"Valdez",,130,2018-08-16,15,5,"F",132,,21,21,"2",,,"C","HALIBUT GROVE",475932,,,2018,8,16
"Valdez",,130,2018-08-16,15,6,"M",95,,14,,"2",,,"C","NUNATAK",466004,,,2018,8,16
"Valdez",,130,2018-08-16,15,7,"F",113,,13,,"2",,,"C","NUNATAK",466004,,,2018,8,16
"Valdez",,130,2018-08-16,15,8,"F",119,,17,,"2",,,"C","NUNATAK",466004,,,2018,8,16
"Valdez",,130,2018-08-17,16,1,"F",110,,12,,"2",,,"C","SEA HUNTER",465932,,,2018,8,17
"Valdez",,130,2018-08-17,16,2,"M",87,,12,,"2",,,"C","SEA HUNTER",465932,,,2018,8,17
"Valdez",,130,2018-08-17,16,3,"M",89,,12,13,"2",,,"C","SEA HUNTER",465932,,,2018,8,17
"Valdez",,130,2018-08-17,16,4,"M",89,,12,,"2",,,"C","SEA HUNTER",465932,,,2018,8,17
"Valdez",,130,2018-08-17,16,5,"M",94,,14,,"2",,,"C","SEA HUNTER",465932,,,2018,8,17
"Valdez",,130,2018-08-17,16,6,"M",85,,12,,"2",,,"C","SEA HUNTER",465932,,,2018,8,17
"Valdez",,130,2018-08-17,16,7,"F",127,,17,17,"2",,,"C","LENA CLAIRE",475932,,,2018,8,17
"Valdez",,130,2018-08-17,16,8,"F",116,,17,,"2",,,"C","LENA CLAIRE",475932,,,2018,8,17
"Valdez",,130,2018-08-17,16,9,"M",96,,12,13,"2",,,"C","LENA CLAIRE",475932,,,2018,8,17
"Valdez",,130,2018-08-17,16,10,"F",118,,16,16,"2",,,"C","LENA CLAIRE",475932,,,2018,8,17
"Valdez",,130,2018-08-17,16,11,"F",123,,18,,"2",,,"C","LENA CLAIRE",475932,,,2018,8,17
"Valdez",,130,2018-08-17,16,12,"M",102,,16,,"2",,,"C","LENA CLAIRE",475932,,,2018,8,17
"Valdez",,130,2018-08-17,16,13,"M",96,,12,,"2",,,"C","LENA CLAIRE",475932,,,2018,8,17
"Valdez",,130,2018-08-27,17,1,"F",109,,17,,"2",,,"C","DAN ORION",466004,,,2018,8,27
"Valdez",,130,2018-08-27,17,2,"M",97,,14,,"2",,,"C","DAN ORION",466004,,,2018,8,27
