"PORT","SUB","SPECIES","DATE","PAGE","LINE","SEX","AGE","AGE2","AGECONF","AGEERR","CAS","YEAR","MONTH","DAY","USER","STATAREA","SP","LENGTH","WEIGHT","BOATNAME","COMMENTS"
"Seward",,130,2019-07-14,5,11,"F",15,,,,0,2019,7,14,"Charter",475932,130,106,,"PREDATOR",
"Seward",,130,2019-07-19,6,1,"F",15,,,,0,2019,7,19,"Private",485934,130,123,20,"P2",
"Seward",,130,2019-07-19,6,2,"F",15,,,,0,2019,7,19,"Charter",485931,130,107,13.5,"PURSUIT",
"Seward",,130,2019-07-19,6,3,"F",19,,,,0,2019,7,19,"Charter",475934,130,125,,"PROFISH",
"Seward",,130,2019-07-20,7,1,"F",8,,,,0,2019,7,20,"Private",495901,130,87,7.5,"P2",
"Seward",,130,2019-07-20,7,2,"F",7,7,,,0,2019,7,20,"Private",505932,130,94,,"P6",
"Seward",,130,2019-07-20,7,3,"F",16,15,,,0,2019,7,20,"Private",495932,130,120,17,"P7",
"Seward",,130,2019-07-20,7,4,"F",9,8,,,0,2019,7,20,"Private",485931,130,94,8.5,"P9",
"Seward",,130,2019-07-20,7,5,"F",12,,,,0,2019,7,20,"Private",485931,130,104,10.5,"P9",
"Seward",,130,2019-07-20,7,6,"F",16,,,,0,2019,7,20,"Private",485931,130,114,,"P9",
"Seward",,130,2019-07-20,7,7,"M",,,,,0,2019,7,20,"Private",485931,130,89,7.5,"P9",
"Seward",,130,2019-07-20,7,8,"M",12,,,,0,2019,7,20,"Private",485931,130,93,8.5,"P9",
"Seward",,130,2019-07-20,7,9,"F",,,,,0,2019,7,20,"Private",475933,130,115,20.5,"P10","NO FIN CLIP (SEAGULL STOLE IT)"
"Seward",,130,2019-07-20,7,10,"F",7,,,,0,2019,7,20,"Private",475933,130,94,,"P10",
"Seward",,130,2019-07-24,8,1,"",16,,,,0,2019,7,24,"Private",495932,130,98,,"P1",
"Seward",,130,2019-07-24,8,2,"F",12,,,,0,2019,7,24,"Private",495932,130,112,,"P2",
"Seward",,130,2019-07-25,9,1,"F",14,14,,,0,2019,7,25,"Charter",495934,130,111,13.5,"STRIKER",
"Seward",,130,2019-07-25,9,2,"F",17,,,,0,2019,7,25,"Charter",495934,130,122,17,"STRIKER",
"Seward",,130,2019-07-25,9,3,"",15,,,,0,2019,7,25,"Charter",495934,130,92,8.5,"STRIKER",
"Seward",,130,2019-07-25,9,4,"F",15,,,,0,2019,7,25,"Charter",496001,130,102,,"GRAY LIGHT",
"Seward",,130,2019-07-25,9,5,"F",13,,,,0,2019,7,25,"Charter",495938,130,104,,"GRAY LIGHT",
"Seward",,130,2019-07-26,10,1,"M",13,,,,0,2019,7,26,"Private",495932,130,91,8.5,"P2",
"Seward",,130,2019-07-28,11,1,"F",18,18,,,0,2019,7,28,"Charter",485932,130,119,18,"MISS CONDUCT",
"Seward",,130,2019-07-28,11,2,"F",22,,,,0,2019,7,28,"Charter",485932,130,130,22,"MISS CONDUCT",
"Seward",,130,2019-07-28,11,3,"F",18,,,,0,2019,7,28,"Charter",485932,130,111,13.5,"MISS CONDUCT",
"Seward",,130,2019-07-28,11,4,"",,,,,0,2019,7,28,"Charter",485932,130,,15.5,"OFFSHORE HUNTER","NO LENGTH OR FIN CLIP"
"Seward",,130,2019-07-31,12,1,"F",,,,,0,2019,7,31,"Private",495932,130,119,18,"P1","Found in the bottom of the sampling bucket 3 days later- super gross"
"Seward",,130,2019-08-01,13,1,"F",20,,,,0,2019,8,1,"Charter",485932,130,124,,"POLARIS",
"Seward",,130,2019-08-02,14,1,"M",6,7,,,0,2019,8,2,"Private",495902,130,75,4,"P1","CONFISCATED BY TROOPER - UNDERSIZE"
"Seward",,130,2019-08-04,15,1,"M",14,,,,0,2019,8,4,"Private",495932,130,92,8.5,"P1",
"Seward",,130,2019-08-04,15,2,"F",14,,,,0,2019,8,4,"Charter",475931,130,106,14,"GLACIER BEAR",
"Seward",,130,2019-08-04,15,3,"F",14,,,,0,2019,8,4,"Charter",475931,130,103,12,"GLACIER BEAR",
"Seward",,130,2019-08-04,15,4,"F",13,,,,0,2019,8,4,"Charter",475931,130,102,11,"GLACIER BEAR",
"Seward",,130,2019-08-04,15,5,"F",12,,,,0,2019,8,4,"Charter",475931,130,109,14,"GLACIER BEAR",
"Seward",,130,2019-08-04,15,6,"F",14,,,,0,2019,8,4,"Charter",475931,130,110,13.5,"GLACIER BEAR",
"Seward",,130,2019-08-04,15,7,"F",16,,,,0,2019,8,4,"Charter",475931,130,123,,"GLACIER BEAR",
"Seward",,130,2019-08-04,15,8,"F",16,16,,,0,2019,8,4,"Charter",475931,130,112,,"GLACIER BEAR",
"Seward",,130,2019-08-09,16,1,,19,20,,,0,2019,8,9,"Charter",475931,130,122,21,"GLACIER BEAR","KATJA SAMPLED"
"Seward",,130,2019-08-09,16,2,,23,,,,0,2019,8,9,"Charter",475931,130,120,19,"GLACIER BEAR","KATJA SAMPLED"
"Seward",,130,2019-08-09,16,3,,14,,,,0,2019,8,9,"Charter",475931,130,99,10,"GLACIER BEAR","KATJA SAMPLED"
"Seward",,130,2019-08-09,16,4,,14,,,,0,2019,8,9,"Charter",475931,130,114,15,"GLACIER BEAR","KATJA SAMPLED"
"Seward",,130,2019-08-09,16,5,,12,,,,0,2019,8,9,"Charter",475931,130,110,12.5,"GLACIER BEAR","KATJA SAMPLED"
"Seward",,130,2019-08-09,16,6,,14,,,,0,2019,8,9,"Charter",475931,130,109,,"GLACIER BEAR","KATJA SAMPLED"
"Seward",,130,2019-08-09,16,7,,13,,,,0,2019,8,9,"Charter",475931,130,98,9,"GLACIER BEAR","KATJA SAMPLED"
"Seward",,130,2019-08-10,17,1,"F",13,,,,0,2019,8,10,"Charter",475932,130,115,12.5,"PURSUIT",
"Seward",,130,2019-08-10,17,2,"F",13,,,,0,2019,8,10,"Charter",475932,130,108,12,"PURSUIT",
"Seward",,130,2019-08-10,17,3,"F",13,,,,0,2019,8,10,"Charter",475932,130,111,12,"PURSUIT",
"Seward",,130,2019-08-10,17,4,"F",,,,,0,2019,8,10,"Charter",475932,130,116,12.5,"PURSUIT",
"Seward",,130,2019-08-11,18,1,"F",11,11,,,0,2019,8,11,"Private",475932,130,105,12.5,"P1",
"Seward",,130,2019-08-11,18,2,"F",13,,,,0,2019,8,11,"Private",495938,130,101,,"P7",
"Seward",,130,2019-08-11,18,3,"F",12,,,,0,2019,8,11,"Private",495938,130,105,12,"P7",
"Seward",,130,2019-08-13,19,1,"F",8,,,,0,2019,8,13,"Private",495932,130,97,,"P2",
"Seward",,130,2019-08-13,19,2,"M",15,,,,0,2019,8,13,"Private",495932,130,94,,"P2",
"Seward",,130,2019-08-13,19,3,"F",11,,,,0,2019,8,13,"Charter",495938,130,125,,"GROWLER",
"Seward",,130,2019-08-13,19,4,"F",11,,,,0,2019,8,13,"Charter",485931,130,108,,"PROFISH",
"Seward",,130,2019-08-13,19,5,"F",11,,,,0,2019,8,13,"Charter",485931,130,112,,"PROFISH",
"Seward",,130,2019-08-13,19,6,"F",15,15,,,0,2019,8,13,"Charter",485931,130,109,,"PROFISH",
"Seward",,130,2019-08-13,19,7,"F",14,,,,0,2019,8,13,"Charter",485931,130,109,,"PROFISH",
"Seward",,130,2019-08-13,19,8,"F",10,,,,0,2019,8,13,"Charter",485931,130,114,,"PROFISH",
"Seward",,130,2019-08-13,19,9,"F",12,,,,0,2019,8,13,"Charter",485931,130,107,,"PROFISH",
"Seward",,130,2019-08-14,20,1,"F",14,,,,0,2019,8,14,"Charter",505909,130,113,,"ARCTIC CAT","KATJA SAMPLED"
"Seward",,130,2019-08-14,20,2,"F",14,14,,,0,2019,8,14,"Charter",505909,130,115,15.5,"ARCTIC CAT","KATJA SAMPLED"
"Seward",,130,2019-08-20,21,1,"F",18,,,,0,2019,8,20,"Charter",475933,130,125,,"MISS CONDUCT",
"Seward",,130,2019-08-20,21,2,"F",17,,,,0,2019,8,20,"Charter",475933,130,120,,"MISS CONDUCT",
"Seward",,130,2019-08-20,21,3,"F",,,,,0,2019,8,20,"Charter",475933,130,127,,"MISS CONDUCT",
"Seward",,130,2019-08-20,21,4,"F",24,,,,0,2019,8,20,"Charter",475933,130,125,,"MISS CONDUCT",
"Seward",,130,2019-08-20,21,5,"F",,,,,0,2019,8,20,"Charter",475933,130,119,21.5,"MISS CONDUCT",
"Seward",,130,2019-08-20,21,6,"F",16,,,,0,2019,8,20,"Charter",475933,130,116,15,"MISS CONDUCT",
"Seward",,130,2019-08-20,21,7,"F",19,19,,,0,2019,8,20,"Charter",475933,130,125,19,"MISS CONDUCT",
"Seward",,130,2019-08-20,21,8,"F",17,15,,,0,2019,8,20,"Charter",475931,130,115,16.5,"ARCTIC CAT",
"Seward",,130,2019-08-20,21,9,"F",24,,,,0,2019,8,20,"Charter",475931,130,125,24,"ARCTIC CAT",
"Seward",,130,2019-08-20,21,10,"F",16,16,,,0,2019,8,20,"Charter",475931,130,119,,"ARCTIC CAT",
"Seward",,130,2019-08-20,21,11,"F",14,,,,0,2019,8,20,"Charter",475931,130,101,,"ARCTIC CAT",
"Seward",,130,2019-08-20,21,12,"F",20,,,,0,2019,8,20,"Charter",475931,130,137,,"ARCTIC CAT",
"Seward",,130,2019-08-20,21,13,"F",14,,,,0,2019,8,20,"Charter",475931,130,116,,"ARCTIC CAT",
"Seward",,130,2019-08-21,22,1,"F",20,,,,0,2019,8,21,"Private",495931,130,134,25,"P1",
"Seward",,130,2019-08-21,22,2,"F",16,,,,0,2019,8,21,"Private",495931,130,121,16.5,"P1",
"Seward",,130,2019-08-21,22,3,"F",14,13,,,0,2019,8,21,"Charter",485931,130,115,15,"PURSUIT",
"Seward",,130,2019-08-21,22,4,"F",16,,,,0,2019,8,21,"Charter",485931,130,116,14,"PURSUIT",
"Seward",,130,2019-08-21,22,5,"F",20,,,,0,2019,8,21,"Charter",485931,130,126,20,"PURSUIT",
"Seward",,130,2019-08-21,22,6,"F",14,,,,0,2019,8,21,"Charter",485931,130,115,14,"PURSUIT",
"Seward",,130,2019-08-21,22,7,"F",7,7,,,0,2019,8,21,"Charter",485931,130,106,11.5,"PURSUIT",
"Seward",,130,2019-08-21,22,8,"F",15,,,,0,2019,8,21,"Charter",485934,130,114,15.5,"PROFISH",
"Seward",,130,2019-08-21,22,9,"F",10,10,,,0,2019,8,21,"Charter",485934,130,109,13.5,"PROFISH",
"Seward",,130,2019-08-21,22,10,"F",14,14,,,0,2019,8,21,"Charter",485934,130,113,13.5,"PROFISH",
"Seward",,130,2019-08-21,22,11,"F",20,,,,0,2019,8,21,"Charter",485934,130,120,,"PROFISH",
"Seward",,130,2019-08-21,22,12,"F",16,,,,0,2019,8,21,"Charter",485934,130,113,14,"PROFISH",
"Seward",,130,2019-08-27,23,1,"F",7,,,,0,2019,8,27,"Private",495932,130,86,,"P1",
"Seward",,130,2019-08-27,23,2,"F",9,,,,0,2019,8,27,"Charter",485931,130,101,10.5,"PURSUIT",
"Seward",,130,2019-08-27,23,3,"F",11,,,,0,2019,8,27,"Charter",485931,130,105,11.5,"PURSUIT",
"Seward",,130,2019-08-27,23,4,"F",15,,,,0,2019,8,27,"Charter",485931,130,122,16.5,"PURSUIT",
"Seward",,130,2019-08-27,23,5,"F",15,,,,0,2019,8,27,"Charter",485931,130,106,11.5,"PURSUIT",
"Seward",,130,2019-08-27,23,6,"F",9,,,,0,2019,8,27,"Charter",485931,130,108,,"PURSUIT",
"Seward",,130,2019-08-27,23,7,"F",15,,,,0,2019,8,27,"Charter",485931,130,106,,"PURSUIT",
"Seward",,130,2019-08-27,23,8,"F",15,,,,0,2019,8,27,"Charter",485931,130,109,,"PURSUIT",
"Seward",,130,2019-08-27,23,9,"F",6,6,,,0,2019,8,27,"Charter",485931,130,94,,"PURSUIT",
"Seward",,130,2019-08-29,24,1,"F",17,,,,0,2019,8,29,"Charter",485931,130,114,15,"CRACKERJACK",
"Seward",,130,2019-08-29,24,2,"F",18,,,,0,2019,8,29,"Charter",495901,130,122,19.5,"MISTRESS",
"Seward",,130,2019-09-03,25,1,"F",19,,,,0,2019,9,3,"Charter",485932,130,117,16.5,"INTERCEPTOR",
"Seward",,130,2019-09-04,26,1,"F",17,,,,0,2019,9,4,"Charter",475931,130,110,14,"ARCTIC CAT",
"Seward",,130,2019-09-04,26,2,"F",14,14,,,0,2019,9,4,"Charter",475931,130,107,13.5,"ARCTIC CAT",
"Seward",,130,2019-09-04,26,3,"F",12,,,,0,2019,9,4,"Charter",475931,130,105,,"ARCTIC CAT",
"Seward",,130,2019-09-04,26,4,"F",17,,,,0,2019,9,4,"Charter",475931,130,94,,"ARCTIC CAT",
"Seward",,130,2019-09-04,26,5,"M",17,,,,0,2019,9,4,"Charter",475931,130,92,8.5,"ARCTIC CAT",
"Seward",,130,2019-09-04,26,6,"M",17,,,,0,2019,9,4,"Charter",475931,130,94,11,"ARCTIC CAT",
"Valdez",,130,2019-07-01,1,1,"F",12,,2,,,2019,7,1,"Charter",465932,130,111,,"JAIME LYNN",
"Valdez",,130,2019-07-01,1,2,"F",14,,1,,,2019,7,1,"Charter",465932,130,117,,"JAIME LYNN",
"Valdez",,130,2019-07-01,1,3,"F",22,,1,,,2019,7,1,"Charter",465932,130,126,,"JAIME LYNN",
"Valdez",,130,2019-07-01,1,4,"F",22,,2,,,2019,7,1,"Charter",465932,130,119,,"JAIME LYNN",
"Valdez",,130,2019-07-01,1,5,"F",14,,2,,,2019,7,1,"Charter",465932,130,88,,"JAIME LYNN",
"Valdez",,130,2019-07-01,1,6,"F",15,15,2,,,2019,7,1,"Charter",466002,130,98,,"HOOKED UP",
"Valdez",,130,2019-07-02,2,1,"F",11,,2,,,2019,7,2,"Charter",466002,130,106,,"HOOKED UP",
"Valdez",,130,2019-07-02,2,2,"F",11,11,2,,,2019,7,2,"Charter",466002,130,105,,"HOOKED UP","OVARY SAMPLED"
"Valdez",,130,2019-07-02,2,3,"F",19,21,1,,,2019,7,2,"Charter",465932,130,121,,"ARCTIC WARRIOR",
"Valdez",,130,2019-07-04,3,1,"F",18,,1,,,2019,7,4,"Charter",466002,130,121,,"ARCTIC WARRIOR",
"Valdez",,130,2019-07-04,3,2,"F",8,,2,,,2019,7,4,"Charter",466004,130,96,,"BOLD EAGLE",
"Valdez",,130,2019-07-04,3,3,"F",12,,2,,,2019,7,4,"Charter",466004,130,106,,"BOLD EAGLE",
"Valdez",,130,2019-07-04,3,4,"F",10,,2,,,2019,7,4,"Charter",466004,130,101,,"BOLD EAGLE",
"Valdez",,130,2019-07-04,3,5,"M",17,,1,,,2019,7,4,"Charter",466004,130,99,,"BOLD EAGLE",
"Valdez",,130,2019-07-04,3,6,"M",15,,2,,,2019,7,4,"Charter",466004,130,120,,"BOLD EAGLE",
"Valdez",,130,2019-07-04,3,7,"M",7,,2,,,2019,7,4,"Charter",466004,130,92,,"BOLD EAGLE",
"Valdez",,130,2019-07-04,3,8,"F",13,,2,,,2019,7,4,"Charter",465932,130,104,,"REFLECTION",
"Valdez",,130,2019-07-04,3,9,"F",12,,2,,,2019,7,4,"Charter",465932,130,101,,"REFLECTION",
"Valdez",,130,2019-07-04,3,10,"F",11,,2,,,2019,7,4,"Charter",465932,130,109,,"REFLECTION",
"Valdez",,130,2019-07-04,3,11,"F",15,,2,,,2019,7,4,"Charter",465932,130,103,,"REFLECTION",
"Valdez",,130,2019-07-04,3,12,"F",15,16,1,,,2019,7,4,"Charter",465932,130,127,,"REFLECTION",
"Valdez",,130,2019-07-04,3,13,"F",17,17,1,,,2019,7,4,"Charter",465932,130,126,,"REFLECTION",
"Valdez",,130,2019-07-04,3,14,"F",17,,1,,,2019,7,4,"Charter",465932,130,124,,"REFLECTION",
"Valdez",,130,2019-07-04,3,15,"M",19,18,1,,,2019,7,4,"Charter",465932,130,97,,"REFLECTION",
"Valdez",,130,2019-07-05,4,1,"F",18,,2,,,2019,7,5,"Charter",466004,130,108,,"BOLD EAGLE",
"Valdez",,130,2019-07-05,4,2,"F",14,,2,,,2019,7,5,"Charter",466002,130,116,,"ARCTIC WARRIOR",
"Valdez",,130,2019-07-06,5,1,"F",19,,1,,,2019,7,6,"Private",466004,130,111,,"P1",
"Valdez",,130,2019-07-06,5,2,"M",16,,1,,,2019,7,6,"Private",466004,130,99,,"P1",
"Valdez",,130,2019-07-06,5,3,"F",12,,2,,,2019,7,6,"Charter",466004,130,145,,"HOOKED UP",
"Valdez",,130,2019-07-06,5,4,"F",12,,2,,,2019,7,6,"Charter",466004,130,107,,"HOOKED UP",
"Valdez",,130,2019-07-06,5,5,"F",8,,2,,,2019,7,6,"Charter",466004,130,93,,"HOOKED UP",
"Valdez",,130,2019-07-06,5,6,"F",18,,2,,,2019,7,6,"Charter",466002,130,127,,"ARCTIC WARRIOR",
"Valdez",,130,2019-07-06,5,7,"F",17,,2,,,2019,7,6,"Charter",475931,130,127,,"DAN ORION",
"Valdez",,130,2019-07-07,6,1,"F",11,12,2,,,2019,7,7,"Charter",466002,130,103,,"HOOKED UP",
"Valdez",,130,2019-07-07,6,2,"F",8,,2,,,2019,7,7,"Charter",466002,130,92,,"HOOKED UP",
"Valdez",,130,2019-07-07,6,3,"F",11,,2,,,2019,7,7,"Charter",466002,130,91,,"HOOKED UP",
"Valdez",,130,2019-07-07,6,4,"F",15,,2,,,2019,7,7,"Charter",466002,130,107,,"HOOKED UP","OVARY SAMPLED"
"Valdez",,130,2019-07-07,6,5,"M",16,,2,,,2019,7,7,"Charter",466002,130,93,,"HOOKED UP",
"Valdez",,130,2019-07-07,6,6,"M",17,,2,,,2019,7,7,"Charter",466002,130,122,,"HOOKED UP",
"Valdez",,130,2019-07-07,6,7,"",,,,,,2019,7,7,"Charter",466002,130,,,"HOOKED UP","ILLEGIBLE"
"Valdez",,130,2019-07-07,6,8,"F",16,,2,,,2019,7,7,"Charter",466002,130,115,,"HALIBUT GROVE",
"Valdez",,130,2019-07-07,6,9,"F",8,,2,,,2019,7,7,"Charter",466002,130,92,,"HALIBUT GROVE",
"Valdez",,130,2019-07-07,6,10,"F",14,14,2,,,2019,7,7,"Charter",466002,130,101,,"HALIBUT GROVE",
"Valdez",,130,2019-07-07,6,11,"F",17,19,2,,,2019,7,7,"Charter",466004,130,116,,"BOLD EAGLE",
"Valdez",,130,2019-07-07,6,12,"M",14,17,2,,,2019,7,7,"Charter",466004,130,95,,"BOLD EAGLE",
"Valdez",,130,2019-07-07,6,13,"M",17,,1,,,2019,7,7,"Charter",466004,130,95,,"BOLD EAGLE",
"Valdez",,130,2019-07-08,7,1,"F",21,,2,,,2019,7,8,"Charter",466002,130,119,,"CHINOOK",
"Valdez",,130,2019-07-08,7,2,"M",11,,2,,,2019,7,8,"Charter",466002,130,91,,"HOOKED UP",
"Valdez",,130,2019-07-08,7,3,"F",18,,2,,,2019,7,8,"Charter",466002,130,127,,"NUNATAK",
"Valdez",,130,2019-07-08,7,4,"F",14,,2,,,2019,7,8,"Charter",465931,130,107,,"JAIME LYNN",
"Valdez",,130,2019-07-08,7,5,"F",10,,2,,,2019,7,8,"Charter",465931,130,96,,"JAIME LYNN",
"Valdez",,130,2019-07-08,7,6,"F",15,,2,,,2019,7,8,"Charter",465931,130,113,,"JAIME LYNN",
"Valdez",,130,2019-07-08,7,7,"F",16,,2,,,2019,7,8,"Charter",465931,130,114,,"JAIME LYNN",
"Valdez",,130,2019-07-08,7,8,"M",16,16,2,,,2019,7,8,"Charter",465931,130,92,,"JAIME LYNN",
"Valdez",,130,2019-07-08,7,9,"F",16,,2,,,2019,7,8,"Charter",465931,130,117,,"REFLECTION",
"Valdez",,130,2019-07-08,7,10,"F",19,,2,,,2019,7,8,"Charter",465931,130,117,,"REFLECTION",
"Valdez",,130,2019-07-08,7,11,"F",19,,2,,,2019,7,8,"Charter",465931,130,125,,"REFLECTION",
"Valdez",,130,2019-07-08,7,12,"F",19,,2,,,2019,7,8,"Charter",465931,130,115,,"REFLECTION",
"Valdez",,130,2019-07-08,7,13,"M",16,,2,,,2019,7,8,"Charter",465931,130,96,,"REFLECTION",
"Valdez",,130,2019-07-08,7,14,"M",14,15,1,,,2019,7,8,"Charter",465931,130,126,,"REFLECTION",
"Valdez",,130,2019-07-09,8,1,"F",13,,2,,,2019,7,9,"Charter",466004,130,106,,"ARCTIC WARRIOR",
"Valdez",,130,2019-07-09,8,2,"F",18,,2,,,2019,7,9,"Charter",465932,130,129,,"JAIME LYNN",
"Valdez",,130,2019-07-09,8,3,"F",12,,2,,,2019,7,9,"Charter",465932,130,106,,"JAIME LYNN",
"Valdez",,130,2019-07-10,9,1,"F",16,,2,,,2019,7,10,"Private",465932,130,113,,"P1",
"Valdez",,130,2019-07-10,9,2,"F",20,,2,,,2019,7,10,"Private",465932,130,134,,"P1",
"Valdez",,130,2019-07-10,9,3,"F",15,15,2,,,2019,7,10,"Private",465932,130,114,,"P1",
"Valdez",,130,2019-07-10,9,4,"F",21,,2,,,2019,7,10,"Private",465932,130,133,,"P1",
"Valdez",,130,2019-07-10,9,5,"M",19,,2,,,2019,7,10,"Private",465932,130,117,,"P1",
"Valdez",,130,2019-07-10,9,6,"M",15,,1,,,2019,7,10,"Private",476035,130,89,,"P7",
"Valdez",,130,2019-07-11,10,1,"F",9,,2,,,2019,7,11,"Charter",466002,130,96,,"HOOKED UP",
"Valdez",,130,2019-07-11,10,2,"F",,,,,,2019,7,11,"Charter",466002,130,92,,"HOOKED UP","ILLEGIBLE"
"Valdez",,130,2019-07-11,10,3,"M",20,,2,,,2019,7,11,"Charter",466002,130,103,,"HOOKED UP",
"Valdez",,130,2019-07-11,10,4,"M",17,,1,,,2019,7,11,"Charter",466002,130,92,,"HOOKED UP",
"Valdez",,130,2019-07-11,10,5,"M",20,19,1,,,2019,7,11,"Charter",466002,130,92,,"HOOKED UP",
"Valdez",,130,2019-07-11,10,6,"F",16,16,2,,,2019,7,11,"Charter",465932,130,122,,"JAIME LYNN",
"Valdez",,130,2019-07-11,10,7,"F",21,,1,,,2019,7,11,"Charter",465932,130,128,,"JAIME LYNN",
"Valdez",,130,2019-07-11,10,8,"F",16,,1,,,2019,7,11,"Charter",465932,130,115,,"JAIME LYNN",
"Valdez",,130,2019-07-13,11,1,"M",16,,1,,,2019,7,13,"Private",466004,130,97,,"P1",
"Valdez",,130,2019-07-13,11,2,"M",18,,2,,,2019,7,13,"Charter",475932,130,101,,"ARCTIC WARRIOR",
"Valdez",,130,2019-07-13,11,3,"F",12,,2,,,2019,7,13,"Charter",465932,130,109,,"REFLECTION",
"Valdez",,130,2019-07-13,11,4,"F",15,,2,,,2019,7,13,"Charter",465932,130,121,,"REFLECTION",
"Valdez",,130,2019-07-13,11,5,"F",9,,2,,,2019,7,13,"Charter",465932,130,93,,"REFLECTION",
"Valdez",,130,2019-07-13,11,6,"F",19,,2,,,2019,7,13,"Charter",465932,130,115,,"REFLECTION",
"Valdez",,130,2019-07-13,11,7,"M",12,,2,,,2019,7,13,"Charter",465932,130,94,,"REFLECTION",
"Valdez",,130,2019-07-14,12,1,"F",21,,2,,,2019,7,14,"Charter",465932,130,122,,"SEAQUESTER",
"Valdez",,130,2019-07-14,12,2,"F",,,,,,2019,7,14,"Charter",465932,130,131,,"SEAQUESTER","ILLEGIBLE"
"Valdez",,130,2019-07-14,12,3,"M",,,,,,2019,7,14,"Charter",466003,130,100,,"REFLECTION","ILLEGIBLE"
"Valdez",,130,2019-07-14,12,4,"F",17,,2,,,2019,7,14,"Charter",466005,130,125,,"JAIME LYNN",
"Valdez",,130,2019-07-17,13,1,"F",18,,1,,,2019,7,17,"Private",466004,130,117,,"P2",
"Valdez",,130,2019-07-17,13,2,"M",18,,1,,,2019,7,17,"Private",466004,130,97,,"P2",
"Valdez",,130,2019-07-20,14,1,"M",11,,2,,,2019,7,20,"Charter",466002,130,91,,"HOOKED UP",
"Valdez",,130,2019-07-21,15,1,"F",13,,2,,,2019,7,21,"Charter",466002,130,91,,"HOOKED UP",
"Valdez",,130,2019-07-21,15,2,"F",15,,1,,,2019,7,21,"Charter",465932,130,91,,"JAIME LYNN",
"Valdez",,130,2019-07-21,15,3,"M",18,18,2,,,2019,7,21,"Charter",465932,130,100,,"JAIME LYNN",
"Valdez",,130,2019-07-22,16,1,"F",18,,1,,,2019,7,22,"Private",466033,130,123,,"P2",
"Valdez",,130,2019-07-22,16,2,"M",18,,2,,,2019,7,22,"Charter",466003,130,115,,"CHINOOK",
"Valdez",,130,2019-07-25,17,1,"F",19,,2,,,2019,7,25,"Private",466002,130,115,,"P1",
"Valdez",,130,2019-07-25,17,2,"M",13,,2,,,2019,7,25,"Private",466002,130,90,,"P1",
"Valdez",,130,2019-07-25,17,3,"M",14,15,2,,,2019,7,25,"Charter",466004,130,98,,"DAN ORION",
"Valdez",,130,2019-07-25,17,4,"F",13,,2,,,2019,7,25,"Private",466002,130,102,,"P2",
"Valdez",,130,2019-07-25,17,5,"F",7,7,2,,,2019,7,25,"Charter",465932,130,90,,"REFLECTION",
"Valdez",,130,2019-07-25,17,6,"F",12,,2,,,2019,7,25,"Charter",465932,130,89,,"REFLECTION",
"Valdez",,130,2019-07-25,17,7,"F",14,,2,,,2019,7,25,"Charter",465932,130,92,,"REFLECTION",
"Valdez",,130,2019-07-26,18,1,"F",8,8,2,,,2019,7,26,"Charter",466002,130,90,,"HOOKED UP",
"Valdez",,130,2019-07-26,18,2,"M",7,,2,,,2019,7,26,"Charter",466002,130,83,,"HOOKED UP",
"Valdez",,130,2019-07-27,19,1,"F",17,18,2,,,2019,7,27,"Charter",466033,130,115,,"LENA CLAIRE",
"Valdez",,130,2019-07-28,20,1,"F",16,15,2,,,2019,7,28,"Charter",475932,130,111,,"NUNATAK",
"Valdez",,130,2019-07-28,20,2,"M",21,,2,,,2019,7,28,"Charter",475932,130,99,,"NUNATAK",
"Valdez",,130,2019-07-29,21,1,"M",17,17,2,,,2019,7,29,"Charter",466002,130,109,,"HOOKED UP",
"Valdez",,130,2019-07-29,21,2,"F",12,,1,,,2019,7,29,"Charter",465932,130,107,,"JAIME LYNN",
"Valdez",,130,2019-07-29,21,3,"M",13,,2,,,2019,7,29,"Charter",465932,130,90,,"JAIME LYNN",
"Valdez",,130,2019-07-29,21,4,"M",16,17,2,,,2019,7,29,"Charter",465932,130,92,,"JAIME LYNN",
"Valdez",,130,2019-08-01,22,1,"F",10,,2,,,2019,8,1,"Charter",465932,130,94,,"REFLECTION",
"Valdez",,130,2019-08-01,22,2,"F",18,,2,,,2019,8,1,"Charter",465932,130,114,,"REFLECTION",
"Valdez",,130,2019-08-01,22,3,"F",13,13,2,,,2019,8,1,"Charter",465932,130,103,,"REFLECTION",
"Valdez",,130,2019-08-01,22,4,"F",13,,2,,,2019,8,1,"Charter",465932,130,102,,"REFLECTION",
"Valdez",,130,2019-08-01,22,5,"M",13,,2,,,2019,8,1,"Charter",465932,130,89,,"REFLECTION",
"Valdez",,130,2019-08-01,22,6,"M",18,,1,,,2019,8,1,"Charter",465932,130,93,,"REFLECTION",
"Valdez",,130,2019-08-02,23,1,"M",14,14,2,,,2019,8,2,"Private",466002,130,95,,"P1",
"Valdez",,130,2019-08-02,23,2,"F",14,,2,,,2019,8,2,"Charter",466002,130,94,,"HOOKED UP",
"Valdez",,130,2019-08-02,23,3,"F",14,14,2,,,2019,8,2,"Charter",475932,130,101,,"ARCTIC WARRIOR",
"Valdez",,130,2019-08-05,24,1,"F",12,13,2,,,2019,8,5,"Charter",465932,130,103,,"DAN ORION",
"Valdez",,130,2019-08-05,24,2,"F",18,,2,,,2019,8,5,"Charter",465932,130,109,,"DAN ORION",
"Valdez",,130,2019-08-05,24,3,"F",19,,2,,,2019,8,5,"Charter",465932,130,111,,"DAN ORION",
