"YEAR","PORT","MONTH","DAY","SUB","SP","SPECIES","DATE","PAGE","LINE","SAMPLEID","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","CAS","USER","BOATNAME","STATAREA","COMMENTS"
2024,"Seward",7,3,,130,130,2024-07-03,2,16,"4 070324 5 3","F",103,10.5,11,,2,,0,"Private","P4","505909",
2024,"Seward",7,3,,130,130,2024-07-03,2,17,"4 070324 5 4","F",117,16.5,19,,2,,0,"Private","P4","505909","1 OTO"
2024,"Seward",7,3,,130,130,2024-07-03,2,18,"4 070324 5 5","F",107,11.5,10,10,2,,0,"Private","P4","505909",
2024,"Seward",7,3,,130,130,2024-07-03,2,19,"4 070324 5 6","F",95,,11,,2,,0,"Private","P4","505909","1 OTO"
2024,"Seward",7,3,,130,130,2024-07-03,2,20,"4 070324 5 7","F",110,,13,,2,,0,"Private","P4","505909",
2024,"Seward",7,3,,130,130,2024-07-03,2,21,"4 070324 5 8","F",121,20,21,,2,,0,"Private","P4","505909","NO OTOS"
2024,"Seward",7,4,,130,130,2024-07-04,3,1,"4 070424 5 1","F",117,15.5,19,19,1,,0,"Charter","CURRENT AFFAIR","495932",
2024,"Seward",7,4,,130,130,2024-07-04,3,2,"4 070424 5 2","F",118,13.5,,,,,0,"Charter","CURRENT AFFAIR","495932","NO DORSAL CLIP (DEFORMED)"
2024,"Seward",7,4,,130,130,2024-07-04,3,3,"4 070424 5 3","F",92,8.5,7,7,2,,0,"Charter","CURRENT AFFAIR","495932",
2024,"Seward",7,4,,130,130,2024-07-04,3,4,"4 070424 5 4","F",109,11.5,17,,1,,0,"Charter","CURRENT AFFAIR","495932",
2024,"Seward",7,4,,130,130,2024-07-04,3,5,"4 070424 5 5","F",105,11.5,12,,1,,0,"Charter","CURRENT AFFAIR","495932",
2024,"Seward",7,4,,130,130,2024-07-04,3,6,"4 070424 5 6","M",91,6.5,18,,2,,0,"Charter","CURRENT AFFAIR","495932",
2024,"Seward",7,4,,130,130,2024-07-04,3,7,"4 070424 6 1","F",97,10.5,8,8,2,,0,"Charter","CRACKERJACK","485932","1 OTO"
2024,"Seward",7,9,,130,130,2024-07-09,4,1,"4 070924 4 6","F",95,,8,8,2,,0,"Charter","PURSUIT","475932",
2024,"Seward",7,9,,130,130,2024-07-09,4,2,"4 070924 4 7","F",95,9,7,7,2,,0,"Charter","PURSUIT","475932","1 OTO"
2024,"Seward",7,9,,130,130,2024-07-09,4,3,"4 070924 4 8","F",89,8,9,,2,,0,"Charter","PURSUIT","475932",
2024,"Seward",7,9,,130,130,2024-07-09,4,4,"4 070924 4 9","F",94,9,9,,2,,0,"Charter","PURSUIT","475932","1 OTO"
2024,"Seward",7,9,,130,130,2024-07-09,4,5,"4 070924 4 10","",94,,8,,2,,0,"Charter","PURSUIT","475932",
2024,"Seward",7,9,,130,130,2024-07-09,4,6,"4 070924 4 11","M",90,,9,,2,,0,"Charter","PURSUIT","475932",
2024,"Seward",7,9,,130,130,2024-07-09,4,7,"4 070924 4 12","F",89,8.5,9,,2,,0,"Charter","PURSUIT","475932",
2024,"Seward",7,19,,130,130,2024-07-19,5,1,"4 071924 1 3","F",101,,9,,2,,0,"Private","P1","495934","no otos"
2024,"Seward",7,19,,130,130,2024-07-19,5,2,"4 071924 1 4","M",105,,16,,1,,0,"Private","P1","495934","no otos"
2024,"Seward",7,19,,130,130,2024-07-19,5,3,"4 071924 1 5","M",98,,18,,1,,0,"Private","P1","495934","1 oto"
2024,"Seward",7,19,,130,130,2024-07-19,5,4,"4 071924 2 5","F",91,,8,,2,,0,"Private","P2","495934",
2024,"Seward",7,20,,130,130,2024-07-20,6,1,"4 072024 1 1","F",110,,,,,,0,"Private","P1","485934","NO RAYS"
2024,"Seward",7,20,,130,130,2024-07-20,6,2,"4 072024 2 1","F",97,,10,,2,,0,"Charter","HARVESTER","485934",
2024,"Seward",7,20,,130,130,2024-07-20,6,3,"4 072024 3 1","F",133,22,15,15,2,,0,"Charter","YANICHKA","505932",
2024,"Seward",7,20,,130,130,2024-07-20,6,4,"4 072024 3 2","F",111,,10,,2,,0,"Charter","YANICHKA","505932","1 oto"
2024,"Seward",7,20,,130,130,2024-07-20,6,5,"4 072024 3 3","M",101,9.2,15,,1,,0,"Charter","YANICHKA","505932","1 oto"
2024,"Seward",7,20,,130,130,2024-07-20,6,6,"4 072024 3 4","F",124,,16,15,2,,0,"Charter","YANICHKA","505932",
2024,"Seward",7,20,,130,130,2024-07-20,6,7,"4 072024 3 5","F",130,20.4,18,,2,,0,"Charter","YANICHKA","505932",
2024,"Seward",7,20,,130,130,2024-07-20,6,8,"4 072024 3 6","M",107,,19,19,2,,0,"Charter","YANICHKA","505932",
2024,"Seward",7,20,,130,130,2024-07-20,6,9,"4 072024 3 7","M",99,9.6,19,,1,,0,"Charter","YANICHKA","505932",
2024,"Seward",7,21,,130,130,2024-07-21,7,1,"4 072124 2 8","M",81,5.5,9,,2,,0,"Private","P2","475932",
2024,"Seward",7,21,,130,130,2024-07-21,7,2,"4 072124 3 1","F",125,16,20,,2,,0,"Private","P3","466001","1 oto"
2024,"Seward",7,21,,130,130,2024-07-21,7,3,"4 072124 3 2","F",123,,21,,2,,0,"Private","P3","466001","1 oto"
2024,"Seward",7,21,,130,130,2024-07-21,7,4,"4 072124 3 3","F",123,,21,,1,,0,"Private","P3","466001","1 oto"
2024,"Seward",7,21,,130,130,2024-07-21,7,5,"4 072124 3 4","F",117,14,19,,1,,0,"Private","P3","466001",
2024,"Seward",7,21,,130,130,2024-07-21,7,6,"4 072124 3 5","F",119,12,17,,2,,0,"Private","P3","466001",
2024,"Seward",7,21,,130,130,2024-07-21,7,7,"4 072124 3 6","F",97,,9,9,2,,0,"Private","P3","466001","1 oto"
2024,"Seward",7,23,,130,130,2024-07-23,8,1,"4 072324 1 1","F",106,,9,,2,,0,"Charter","ORION","495934","NO OTOS"
2024,"Seward",7,23,,130,130,2024-07-23,8,2,"4 072324 3 21","F",99,,10,,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",7,23,,130,130,2024-07-23,8,3,"4 072324 3 22","F",103,,12,,2,,0,"Charter","PURSUIT","485931","1 OTO"
2024,"Seward",7,23,,130,130,2024-07-23,8,4,"4 072324 3 23","",90,7,7,,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",7,23,,130,130,2024-07-23,8,5,"4 072324 3 24","F",118,,18,,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",7,23,,130,130,2024-07-23,8,6,"4 072324 3 25","F",102,9.5,10,,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",7,23,,130,130,2024-07-23,8,7,"4 072324 3 26","F",115,15.5,16,,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",7,23,,130,130,2024-07-23,8,8,"4 072324 3 27","",105,10.5,9,,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",7,23,,130,130,2024-07-23,8,9,"4 072324 3 28","F",90,6.5,8,,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",7,23,,130,130,2024-07-23,8,10,"4 072324 4 1","F",114,,17,22,1,,0,"Charter","GRAY LIGHT","485935",
2024,"Seward",7,24,,130,130,2024-07-24,9,1,"4 072424 4 1","M",89,,12,,2,,0,"Private","P4","495932",
2024,"Seward",7,24,,130,130,2024-07-24,9,2,"4 072424 4 2","M",93,9.5,16,,2,,0,"Private","P4","495932","1 OTO"
2024,"Seward",7,27,,130,130,2024-07-27,10,1,"4 072724 1 1","F",103,,18,,2,,0,"Charter","GRAY LIGHT","495938",
2024,"Seward",7,27,,130,130,2024-07-27,10,2,"4 072724 3 1","F",93,,7,9,2,,0,"Private","P1","495932",
2024,"Seward",7,27,,130,130,2024-07-27,10,3,"4 072724 5 1","F",115,,23,23,2,,0,"Charter","HARVESTER","485935",
2024,"Seward",7,27,,130,130,2024-07-27,10,4,"4 072724 7 1","F",108,14,11,,2,,0,"Charter","RELENTLESS","485935",
2024,"Seward",7,27,,130,130,2024-07-27,10,5,"4 072724 7 2","F",96,10.5,11,,2,,0,"Charter","RELENTLESS","485935",
2024,"Seward",7,27,,130,130,2024-07-27,10,6,"4 072724 7 3","F",112,14.5,17,,1,,0,"Charter","RELENTLESS","485935",
2024,"Seward",7,27,,130,130,2024-07-27,10,7,"4 072724 7 4","F",121,,21,,1,,0,"Charter","RELENTLESS","485935","1 OTO"
2024,"Seward",7,27,,130,130,2024-07-27,10,8,"4 072724 7 5","F",118,18,21,,1,,0,"Charter","RELENTLESS","485935",
2024,"Seward",7,27,,130,130,2024-07-27,10,9,"4 072724 10 1","F",113,,17,17,2,,0,"Charter","PURSUIT","485931","NO OTOS"
2024,"Seward",7,27,,130,130,2024-07-27,10,10,"4 072724 10 2","F",102,,9,,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",7,27,,130,130,2024-07-27,10,11,"4 072724 10 3","F",99,,11,,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",7,27,,130,130,2024-07-27,10,12,"4 072724 10 4","F",100,,7,7,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",7,27,,130,130,2024-07-27,10,13,"4 072724 10 5","F",95,,9,,2,,0,"Charter","PURSUIT","485931","NO OTOS"
2024,"Seward",7,27,,130,130,2024-07-27,10,14,"4 072724 10 6","F",102,,10,10,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",7,27,,130,130,2024-07-27,10,15,"4 072724 10 7","F",96,,8,,2,,0,"Charter","PURSUIT","485931","NO OTOS"
2024,"Seward",7,27,,130,130,2024-07-27,10,16,"4 072724 10 8","F",117,,18,18,2,,0,"Charter","PURSUIT","485931","1 OTO"
2024,"Seward",7,27,,130,130,2024-07-27,10,17,"4 072724 10 9","F",102,,9,,2,,0,"Charter","PURSUIT","485931","1 OTO"
2024,"Seward",7,27,,130,130,2024-07-27,10,18,"4 072724 10 10","",94,,10,,2,,0,"Charter","PURSUIT","485931","NO OTOS"
2024,"Seward",7,29,,130,130,2024-07-29,11,1,"4 072924 3 1","F",106,,10,,2,,0,"Charter","RELENTLESS","495934",
2024,"Seward",7,29,,130,130,2024-07-29,11,2,"4 072924 5 1","F",117,,14,,2,,0,"Charter","CURRENT AFFAIR","495932",
2024,"Seward",7,29,,130,130,2024-07-29,11,3,"4 072924 6 1","F",92,7.5,8,,2,,0,"Charter","INTERCEPTOR","495934",
2024,"Seward",7,29,,130,130,2024-07-29,11,4,"4 072924 7 1","F",113,15.5,19,,2,,0,"Charter","PURSUIT","475933",
2024,"Seward",7,29,,130,130,2024-07-29,11,5,"4 072924 7 2","F",121,21,18,,2,,0,"Charter","PURSUIT","475933",
2024,"Seward",8,1,,130,130,2024-08-01,12,1,"4 080124 4 1","F",112,14,20,,2,,0,"Charter","CRACKERJACK","495931",
2024,"Seward",8,1,,130,130,2024-08-01,12,2,"4 080124 5 1","F",103,,10,,2,,0,"Charter","RELENTLESS","485934",
2024,"Seward",8,1,,130,130,2024-08-01,12,3,"4 080124 7 1","F",106,15.5,12,,2,,0,"Charter","PACIFIC","505932",
2024,"Seward",8,1,,130,130,2024-08-01,12,4,"4 080124 7 2","F",109,14.5,14,14,2,,0,"Charter","PACIFIC","505932",
2024,"Seward",8,1,,130,130,2024-08-01,12,5,"4 080124 8 1","M",92,8,10,13,1,,0,"Private","P4","495932",
2024,"Seward",8,1,,130,130,2024-08-01,12,6,"4 080124 8 2","F",91,8.5,8,,2,,0,"Private","P4","495932",
2024,"Seward",8,4,,130,130,2024-08-04,13,1,"4 080424 1 1","F",126,,18,,2,,0,"Private","P1","495934",
2024,"Seward",8,4,,130,130,2024-08-04,13,2,"4 080424 1 2","F",110,,16,,2,,0,"Private","P1","495934","1 OTO"
2024,"Seward",8,4,,130,130,2024-08-04,13,3,"4 080424 2 1","F",89,,10,,1,,0,"Charter","GOOD ETHICS","495902",
2024,"Seward",8,4,,130,130,2024-08-04,13,4,"4 080424 2 2","F",91,7,7,,2,,0,"Charter","GOOD ETHICS","495902",
2024,"Seward",8,4,,130,130,2024-08-04,13,5,"4 080424 2 3","F",90,7,9,,2,,0,"Charter","GOOD ETHICS","495902",
2024,"Seward",8,4,,130,130,2024-08-04,13,6,"4 080424 2 4","F",94,7.5,10,,2,,0,"Charter","GOOD ETHICS","495902",
2024,"Seward",8,8,,130,130,2024-08-08,14,1,"4 080824 4 1","F",89,,7,,2,,1,"Charter","BIG IRON","495902",
2024,"Seward",8,8,,130,130,2024-08-08,14,2,"4 080824 4 2","F",87,,7,,2,,1,"Charter","BIG IRON","495902","NO OTOS"
2024,"Seward",8,8,,130,130,2024-08-08,14,3,"4 080824 4 3","F",91,,7,,2,,1,"Charter","BIG IRON","495902","NO OTOS"
2024,"Seward",8,8,,130,130,2024-08-08,14,4,"4 080824 4 4","F",87,,9,,1,,1,"Charter","BIG IRON","495902",
2024,"Seward",8,8,,130,130,2024-08-08,14,5,"4 080824 4 5","F",96,,,,,,1,"Charter","BIG IRON","495902","NO FIN CLIP 1 OTO"
2024,"Seward",8,8,,130,130,2024-08-08,14,6,"4 080824 4 6","F",94,,8,,2,,1,"Charter","BIG IRON","495902","NO OTOS"
2024,"Seward",8,9,,130,130,2024-08-09,15,1,"4 080924 3 1","F",90,,7,7,2,,0,"Charter","CRACKERJACK","495931",
2024,"Seward",8,9,,130,130,2024-08-09,15,2,"4 080924 3 2","F",116,,18,17,2,,0,"Charter","CRACKERJACK","495931",
2024,"Seward",8,9,,130,130,2024-08-09,15,3,"4 080924 4 1","F",116,,15,15,2,,0,"Charter","RELENTLESS","485934",
2024,"Seward",8,9,,130,130,2024-08-09,15,4,"4 080924 6 1","F",110,12.5,14,14,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",8,14,,130,130,2024-08-14,16,1,"4 081424 6 16","F",114,,17,,2,,0,"Private","P4","485932","1 OTO"
2024,"Seward",8,14,,130,130,2024-08-14,16,2,"4 081424 6 17","M",96,11,19,,2,,0,"Private","P4","485932","NO OTOS"
2024,"Seward",8,14,,130,130,2024-08-14,16,3,"4 081424 6 18","F",118,15.5,20,,2,,0,"Private","P4","485932","NO OTOS"
2024,"Seward",8,14,,130,130,2024-08-14,16,4,"4 081424 6 19","F",121,19.5,20,,1,,0,"Private","P4","485932",
2024,"Seward",8,14,,130,130,2024-08-14,16,5,"4 081424 6 20","F",119,20,19,,2,,0,"Private","P4","485932",
2024,"Seward",8,14,,130,130,2024-08-14,16,6,"4 081424 6 21","F",102,10,9,,2,,0,"Private","P4","485932",
2024,"Seward",8,14,,130,130,2024-08-14,16,7,"4 081424 8 1","F",108,15,16,,2,,0,"Private","P6","485935",
2024,"Seward",8,17,,130,130,2024-08-17,17,1,"4 081724 1 5","F",110,,16,,1,,0,"Charter","INTERCEPTOR","485901","1 OTO"
2024,"Seward",8,17,,130,130,2024-08-17,17,2,"4 081724 1 6","F",111,,18,18,2,,0,"Charter","INTERCEPTOR","485901",
2024,"Seward",8,17,,130,130,2024-08-17,17,3,"4 081724 4 1","M",91,8.5,14,,2,,0,"Private","P1","495932",
2024,"Seward",8,17,,130,130,2024-08-17,17,4,"4 081724 4 2","F",98,10.5,10,,2,,0,"Private","P1","495932",
2024,"Seward",8,17,,130,130,2024-08-17,17,5,"4 081724 9 1","F",114,16.5,19,,1,,0,"Charter","REVELATION","485931",
2024,"Seward",8,17,,130,130,2024-08-17,17,6,"4 081724 10 1","F",95,,8,8,2,,0,"Private","P6","485935",
2024,"Seward",8,17,,130,130,2024-08-17,17,7,"4 081724 10 2","F",86,,8,,2,,0,"Private","P6","485935",
2024,"Seward",8,18,,130,130,2024-08-18,18,1,"4 081824 1 5","F",93,9.5,8,,2,,0,"Charter","STRIKER","485931",
2024,"Seward",8,18,,130,130,2024-08-18,18,2,"4 081824 1 6","F",93,9,8,,2,,0,"Charter","STRIKER","485931","1 OTO"
2024,"Seward",8,18,,130,130,2024-08-18,18,3,"4 081824 1 7","F",114,16,18,,2,,0,"Charter","STRIKER","485931",
2024,"Seward",8,18,,130,130,2024-08-18,18,4,"4 081824 1 8","F",96,10,10,,2,,0,"Charter","STRIKER","485931","NO OTOS"
2024,"Seward",8,18,,130,130,2024-08-18,18,5,"4 081824 1 9","F",89,7.5,8,,2,,0,"Charter","STRIKER","485931",
2024,"Seward",8,18,,130,130,2024-08-18,18,6,"4 081824 4 15","M",94,8.5,11,,2,,0,"Charter","CRACKERJACK","475934",
2024,"Seward",8,18,,130,130,2024-08-18,18,7,"4 081824 5 1","F",119,,18,,1,,1,"Charter","PERSEVERANCE","485933","NO OTOS"
2024,"Seward",8,18,,130,130,2024-08-18,18,8,"4 081824 6 1","F",89,7,8,,2,,0,"Charter","ORION","475934","1 OTO"
2024,"Seward",8,18,,130,130,2024-08-18,18,9,"4 081824 6 2","F",108,11,17,,1,,0,"Charter","ORION","475934",
2024,"Seward",8,18,,130,130,2024-08-18,18,10,"4 081824 6 3","F",119,,21,,1,,0,"Charter","ORION","475934",
2024,"Seward",8,20,,130,130,2024-08-20,19,1,"4 082024 2 1","F",104,14,10,,2,,0,"Charter","TAILWATCHER","485935","1 OTO"
2024,"Seward",8,20,,130,130,2024-08-20,19,2,"4 082024 2 2","F",88,8,8,,2,,0,"Charter","TAILWATCHER","485935",
2024,"Seward",8,20,,130,130,2024-08-20,19,3,"4 082024 2 3","F",103,13.5,10,,2,,0,"Charter","TAILWATCHER","485935",
2024,"Seward",8,20,,130,130,2024-08-20,19,4,"4 082024 4 1","F",113,15,19,18,2,,0,"Charter","PROFISH","495901",
2024,"Seward",8,20,,130,130,2024-08-20,19,5,"4 082024 5 1","F",130,23,24,,1,,0,"Charter","PURSUIT","485931","NO OTOS"
2024,"Seward",8,20,,130,130,2024-08-20,19,6,"4 082024 5 2","F",113,16.5,16,17,2,,0,"Charter","PURSUIT","485931",
2024,"Seward",8,21,,130,130,2024-08-21,20,1,"4 082124 1 1","M",90,8.5,11,11,2,,0,"Private","P1","495932",
2024,"Seward",8,29,,130,130,2024-08-29,21,1,"4 082924 1 11","F",111,,17,,1,,0,"Charter","RELENTLESS","485931",
2024,"Seward",8,29,,130,130,2024-08-29,21,2,"4 082924 1 12","F",89,,9,,2,,0,"Charter","RELENTLESS","485931",
2024,"Seward",8,29,,130,130,2024-08-29,21,3,"4 082924 1 13","F",93,,10,,1,,0,"Charter","RELENTLESS","485931",
2024,"Seward",8,29,,130,130,2024-08-29,21,4,"4 082924 1 14","M",89,8,14,15,1,,0,"Charter","RELENTLESS","485931",
2024,"Seward",8,29,,130,130,2024-08-29,21,5,"4 082924 1 15","F",89,7,10,,2,,0,"Charter","RELENTLESS","485931",
2024,"Seward",8,29,,130,130,2024-08-29,21,6,"4 082924 2 14","F",101,12,9,,1,,0,"Charter","CRACKERJACK","485931",
2024,"Seward",8,29,,130,130,2024-08-29,21,7,"4 082924 2 15","F",106,14.5,13,,1,,0,"Charter","CRACKERJACK","485931",
2024,"Seward",8,29,,130,130,2024-08-29,21,8,"4 082924 2 16","F",104,10.5,18,,2,,0,"Charter","CRACKERJACK","485931",
2024,"Seward",8,29,,130,130,2024-08-29,21,9,"4 082924 2 17","F",113,16,21,,1,,0,"Charter","CRACKERJACK","485931",
2024,"Seward",8,29,,130,130,2024-08-29,21,10,"4 082924 3 1","F",111,12.5,16,,2,,0,"Private","P1","485934",
2024,"Seward",8,29,,130,130,2024-08-29,21,11,"4 082924 4 8","F",114,,13,,2,,0,"Private","P2","485932",
2024,"Seward",8,29,,130,130,2024-08-29,21,12,"4 082924 4 9","F",117,,16,,2,,0,"Private","P2","485932",
2024,"Seward",8,29,,130,130,2024-08-29,21,13,"4 082924 4 10","F",109,,,,,,0,"Private","P2","485932","illegible"
2024,"Seward",8,29,,130,130,2024-08-29,21,14,"4 082924 4 11","F",121,,16,,1,,0,"Private","P2","485932",
2024,"Seward",8,29,,130,130,2024-08-29,21,15,"4 082924 4 12","F",120,,18,,2,,0,"Private","P2","485932","1 OTO"
2024,"Seward",9,3,,130,130,2024-09-03,22,1,"4 090324 1 1","F",103,,10,,2,,1,"Charter","TAILWATCHER","485932",
2024,"Seward",9,3,,130,130,2024-09-03,22,2,"4 090324 2 1","F",111,16,10,10,2,,0,"Charter","SALTY LOOT","505903",
2024,"Seward",9,3,,130,130,2024-09-03,22,3,"4 090324 2 2","F",127,,25,,2,,0,"Charter","SALTY LOOT","505903",
2024,"Seward",9,3,,130,130,2024-09-03,22,4,"4 090324 4 1","",114,,18,,2,,1,"Charter","OUTER LIMITS","485935","COLLECTED FIN RAYS 4,5,6 ONLY. DEFORMED AND MISSING DORSAL FINS AFTER THAT"
2024,"Valdez",7,1,,130,130,2024-07-01,1,1,"5 070124 1 1","M",100,11,9,9,2,,0,"Charter","PATRIOT","466002",
2024,"Valdez",7,1,,130,130,2024-07-01,,,"5 070124 1 2","F",89,7,,,,,0,"Charter","PATRIOT","466002","ENVELOPE MISSING"
2024,"Valdez",7,1,,130,130,2024-07-01,1,2,"5 070124 2 1","F",95,8,8,,2,,0,"Charter","CHRISTIE LYNNIE","465932",
2024,"Valdez",7,1,,130,130,2024-07-01,1,3,"5 070124 2 2","F",86,7,8,,2,,0,"Charter","CHRISTIE LYNNIE","465932",
2024,"Valdez",7,1,,130,130,2024-07-01,1,4,"5 070124 2 3","F",88,9,7,,2,,0,"Charter","CHRISTIE LYNNIE","465932",
2024,"Valdez",7,1,,130,130,2024-07-01,1,5,"5 070124 2 4","F",88,7,8,8,2,,0,"Charter","CHRISTIE LYNNIE","465932",
2024,"Valdez",7,1,,130,130,2024-07-01,1,6,"5 070124 2 5","F",91,7,8,,2,,0,"Charter","CHRISTIE LYNNIE","465932",
2024,"Valdez",7,1,,130,130,2024-07-01,1,7,"5 070124 3 1","F",89,6.5,8,,2,,0,"Charter","LENA CLAIRE","466002",
2024,"Valdez",7,1,,130,130,2024-07-01,1,8,"5 070124 3 2","F",87,7,8,,2,,0,"Charter","LENA CLAIRE","466002",
2024,"Valdez",7,1,,130,130,2024-07-01,1,9,"5 070124 3 3","F",87,7,10,,2,,0,"Charter","LENA CLAIRE","466002","one oto"
2024,"Valdez",7,1,,130,130,2024-07-01,1,10,"5 070124 3 4","F",98,10,9,,2,,0,"Charter","LENA CLAIRE","466002",
2024,"Valdez",7,2,,130,130,2024-07-02,2,1,"5 070224 6 1","M",90,7.5,9,,2,,0,"Charter","LENA CLAIRE","466002",
2024,"Valdez",7,2,,130,130,2024-07-02,2,2,"5 070224 6 2","F",131,22,,,,,0,"Charter","LENA CLAIRE","466002","illegible"
2024,"Valdez",7,2,,130,130,2024-07-02,2,3,"5 070224 6 3","F",89,7,7,6,1,,0,"Charter","LENA CLAIRE","466002",
2024,"Valdez",7,2,,130,130,2024-07-02,2,4,"5 070224 6 4","M",91,,12,,2,,0,"Charter","LENA CLAIRE","466002","one oto"
2024,"Valdez",7,2,,130,130,2024-07-02,2,5,"5 070224 6 5","M",99,10.5,21,,1,,0,"Charter","LENA CLAIRE","466002",
2024,"Valdez",7,2,,130,130,2024-07-02,2,6,"5 070224 6 11","F",90,,8,,2,,0,"Charter","LENA CLAIRE","466002",
2024,"Valdez",7,2,,130,130,2024-07-02,2,7,"5 070224 7 1","F",86,,8,,2,,0,"Charter","ARCTIC WARRIOR","466002",
2024,"Valdez",7,2,,130,130,2024-07-02,2,8,"5 070224 7 2","F",121,,17,,1,,0,"Charter","ARCTIC WARRIOR","466002",
2024,"Valdez",7,3,,130,130,2024-07-03,3,1,"5 070324 6 1","F",101,11,8,,2,,0,"Private","P6","466002","one oto"
2024,"Valdez",7,3,,130,130,2024-07-03,3,2,"5 070324 6 2","F",100,11.5,9,,2,,0,"Private","P6","466002",
2024,"Valdez",7,3,,130,130,2024-07-03,3,3,"5 070324 6 3","M",86,11,8,,2,,0,"Private","P6","466002",
2024,"Valdez",7,3,,130,130,2024-07-03,3,4,"5 070324 6 4","F",91,6,8,,2,,0,"Private","P6","466002","one oto"
2024,"Valdez",7,3,,130,130,2024-07-03,3,5,"5 070324 6 5","M",78,5.5,8,,2,,0,"Private","P6","466002",
2024,"Valdez",7,4,,130,130,2024-07-04,4,1,"5 070424 3 1","F",96,9,8,,2,,0,"Charter","HOOKED UP","476002",
2024,"Valdez",7,4,,130,130,2024-07-04,4,2,"5 070424 3 2","F",90,8,8,8,2,,0,"Charter","HOOKED UP","476002","no oto"
2024,"Valdez",7,4,,130,130,2024-07-04,4,3,"5 070424 3 3","M",90,9.5,20,20,2,,0,"Charter","HOOKED UP","476002",
2024,"Valdez",7,4,,130,130,2024-07-04,4,4,"5 070424 3 4","F",91,7.5,8,8,2,,0,"Charter","HOOKED UP","476002",
2024,"Valdez",7,4,,130,130,2024-07-04,4,5,"5 070424 4 1","M",91,8.5,12,,2,,0,"Charter","CHUGACH GIRL","466002",
2024,"Valdez",7,4,,130,130,2024-07-04,4,6,"5 070424 4 2","F",89,8.5,8,,2,,0,"Charter","CHUGACH GIRL","466002",
2024,"Valdez",7,7,,130,130,2024-07-07,5,1,"5 070724 1 1","M",86,7.5,10,,2,,0,"Charter","CHUGACH GIRL","466002",
2024,"Valdez",7,7,,130,130,2024-07-07,5,2,"5 070724 1 2","F",96,11.5,9,,2,,0,"Charter","CHUGACH GIRL","466002",
2024,"Valdez",7,7,,130,130,2024-07-07,5,3,"5 070724 1 3","F",93,8.5,8,,2,,0,"Charter","CHUGACH GIRL","466002",
2024,"Valdez",7,7,,130,130,2024-07-07,5,4,"5 070724 1 4","F",90,8,9,,2,,0,"Charter","CHUGACH GIRL","466002","one oto"
2024,"Valdez",7,7,,130,130,2024-07-07,5,5,"5 070724 1 5","M",88,8,10,,2,,0,"Charter","CHUGACH GIRL","466002",
2024,"Valdez",7,7,,130,130,2024-07-07,5,6,"5 070724 1 6","M",88,8,12,12,2,,0,"Charter","CHUGACH GIRL","466002",
2024,"Valdez",7,8,,130,130,2024-07-08,6,1,"5 070824 1 1","M",93,8.5,,,,,0,"Charter","NIKAITCHUQ","466002","illegible"
2024,"Valdez",7,8,,130,130,2024-07-08,6,2,"5 070824 2 1","F",93,8.5,9,,2,,0,"Charter","LENA CLAIRE","466002",
2024,"Valdez",7,8,,130,130,2024-07-08,6,3,"5 070824 2 2","F",125,20,,,,,0,"Charter","LENA CLAIRE","466002","illegible"
2024,"Valdez",7,8,,130,130,2024-07-08,6,4,"5 070824 2 3","M",89,8.5,9,,2,,0,"Charter","LENA CLAIRE","466002",
2024,"Valdez",7,8,,130,130,2024-07-08,6,5,"5 070824 2 4","F",90,8.5,9,,2,,0,"Charter","LENA CLAIRE","466002",
2024,"Valdez",7,8,,130,130,2024-07-08,6,6,"5 070824 2 5","M",99,11.5,17,,1,,0,"Charter","LENA CLAIRE","466002",
2024,"Valdez",7,8,,130,130,2024-07-08,6,7,"5 070824 3 1","F",124,24,25,,1,,0,"Charter","CHRISTIE LYNNIE","475932",
2024,"Valdez",7,8,,130,130,2024-07-08,6,8,"5 070824 3 2","F",102,12,10,,2,,0,"Charter","CHRISTIE LYNNIE","475932",
2024,"Valdez",7,8,,130,130,2024-07-08,6,9,"5 070824 3 3","F",92,8.5,9,,2,,0,"Charter","CHRISTIE LYNNIE","475932",
2024,"Valdez",7,8,,130,130,2024-07-08,6,10,"5 070824 3 4","F",95,7.5,11,11,2,,0,"Charter","CHRISTIE LYNNIE","475932",
2024,"Valdez",7,8,,130,130,2024-07-08,6,11,"5 070824 3 5","M",94,10.5,15,,2,,0,"Charter","CHRISTIE LYNNIE","475932",
2024,"Valdez",7,8,,130,130,2024-07-08,6,12,"5 070824 3 6","F",114,15.5,18,,1,,0,"Charter","CHRISTIE LYNNIE","475932",
2024,"Valdez",7,8,,130,130,2024-07-08,6,13,"5 070824 3 7","F",121,17,17,18,1,,0,"Charter","CHRISTIE LYNNIE","475932",
