"","AREA","SITE","YEAR","MONTH","DAY","PAGE","LINE","SP","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","STATAREA","PORT","USER"
"280",161,2,2005,7,31,8,7,130,"M",101,10.5,17,NA,NA,495932,"Seward","Charter"
"281",161,2,2005,7,31,8,8,130,"F",122,14,16,NA,NA,495932,"Seward","Private"
"282",161,2,2005,7,31,8,9,130,"M",NA,10,17,16,NA,495935,"Seward","Private"
"283",161,2,2005,8,1,9,1,130,"F",115,17,16,NA,NA,495935,"Seward","Charter"
"284",161,2,2005,8,1,9,2,130,"M",100,11.5,19,NA,NA,495935,"Seward","Charter"
"285",161,2,2005,8,1,9,3,130,"M",96,10,19,NA,NA,495935,"Seward","Charter"
"286",161,2,2005,8,1,9,4,130,"F",95,8,7,NA,NA,495935,"Seward","Charter"
"287",161,2,2005,8,1,9,5,130,"M",99,9.5,20,NA,NA,495935,"Seward","Charter"
"288",161,2,2005,8,1,9,6,130,"M",92,NA,9,NA,NA,495935,"Seward","Charter"
"289",161,2,2005,8,4,10,1,130,"M",102,NA,16,NA,NA,505932,"Seward","Charter"
"290",161,2,2005,8,4,10,2,130,"F",118,15,16,NA,NA,495935,"Seward","Charter"
"291",161,2,2005,8,4,10,3,130,"F",90,6.5,7,8,NA,495935,"Seward","Charter"
"292",161,2,2005,8,4,10,4,130,"F",116,16,17,NA,NA,505931,"Seward","Charter"
"293",161,2,2005,8,5,11,1,130,"F",117,NA,11,NA,NA,495932,"Seward","Charter"
"294",161,2,2005,8,5,11,2,130,"F",100,NA,9,NA,NA,495932,"Seward","Charter"
"295",161,2,2005,8,5,11,3,130,"F",114,14,18,NA,NA,495932,"Seward","Charter"
"296",161,2,2005,8,5,11,4,130,"F",124,22,15,NA,NA,495932,"Seward","Charter"
"297",161,2,2005,8,5,11,5,130,"M",101,10.5,16,NA,NA,485932,"Seward","Charter"
"298",161,2,2005,8,5,11,6,130,"F",120,17,17,NA,NA,485932,"Seward","Charter"
"299",161,2,2005,8,5,11,7,130,"F",115,17,15,NA,NA,485932,"Seward","Charter"
"300",161,2,2005,8,5,11,8,130,"M",93,7,15,13,NA,485932,"Seward","Charter"
"301",161,2,2005,8,6,12,1,130,"F",104,NA,10,NA,NA,505932,"Seward","Charter"
"302",161,2,2005,8,6,12,2,130,"F",116,NA,15,NA,NA,505932,"Seward","Charter"
"303",161,2,2005,8,6,12,3,130,"F",119,NA,13,NA,NA,485935,"Seward","Private"
"304",161,2,2005,8,6,12,4,130,"F",113,15.5,16,NA,NA,495932,"Seward","Private"
"305",161,2,2005,8,6,12,5,130,"F",115,16,18,NA,NA,495932,"Seward","Private"
"306",161,2,2005,8,6,12,6,130,"M",98,10,15,NA,NA,495932,"Seward","Private"
"307",161,2,2005,8,6,12,7,130,"M",89,7.5,8,NA,NA,495939,"Seward","Private"
"308",161,2,2005,8,7,13,1,130,"M",93,7,10,NA,NA,485932,"Seward","Charter"
"309",161,2,2005,8,7,13,2,130,"F",97,9,9,8,NA,495932,"Seward","Charter"
"310",161,2,2005,8,7,13,3,130,"F",93,7,9,NA,NA,495932,"Seward","Charter"
"311",161,2,2005,8,7,13,4,130,"F",96,9,8,NA,NA,495932,"Seward","Charter"
"312",161,2,2005,8,7,13,5,130,"M",98,8,17,NA,NA,495932,"Seward","Charter"
"313",161,2,2005,8,7,13,6,130,"F",113,14,15,NA,NA,495932,"Seward","Charter"
"314",161,2,2005,8,7,13,7,130,"F",123,18,18,NA,NA,495932,"Seward","Charter"
"315",161,2,2005,8,7,13,8,130,"F",117,NA,17,NA,NA,495932,"Seward","Charter"
"316",161,2,2005,8,7,13,9,130,"M",96,10,19,NA,NA,495932,"Seward","Charter"
"317",161,2,2005,8,7,13,10,130,"F",95,8,9,NA,NA,495932,"Seward","Charter"
"318",161,2,2005,8,7,13,11,130,"F",93,8,8,8,NA,495932,"Seward","Charter"
"319",161,2,2005,8,7,13,12,130,"F",109,NA,14,NA,NA,495932,"Seward","Charter"
"320",161,2,2005,8,8,14,1,130,"M",100,13.5,20,NA,NA,505932,"Seward","Charter"
"321",161,2,2005,8,10,15,1,130,"F",111,13.5,15,NA,NA,495932,"Seward","Charter"
"322",161,2,2005,8,10,15,2,130,"F",108,13,15,NA,NA,495932,"Seward","Charter"
"323",161,2,2005,8,10,15,3,130,"F",111,NA,16,NA,NA,495932,"Seward","Charter"
"324",161,2,2005,8,13,16,1,130,"F",102,10,10,NA,NA,495938,"Seward","Private"
"325",161,2,2005,8,13,16,2,130,"F",112,14,13,NA,NA,485932,"Seward","Charter"
"326",161,2,2005,8,13,16,3,130,"F",122,17,15,NA,NA,505909,"Seward","Charter"
"327",161,2,2005,8,13,16,4,130,"F",110,13.5,13,13,NA,505909,"Seward","Charter"
"328",161,2,2005,8,13,16,5,130,"F",121,15.5,18,NA,NA,505909,"Seward","Charter"
"329",161,2,2005,8,13,16,6,130,"F",108,12,11,NA,NA,485931,"Seward","Charter"
"330",161,2,2005,8,14,17,1,130,"F",122,18.5,21,NA,NA,505932,"Seward","Charter"
"331",161,2,2005,8,16,18,1,130,"M",97,11.5,13,NA,NA,495932,"Seward","Charter"
"332",161,2,2005,8,16,18,2,130,"F",91,7.5,7,NA,NA,495932,"Seward","Charter"
"333",161,2,2005,8,16,18,3,130,"F",115,16.5,16,NA,NA,495932,"Seward","Charter"
"334",161,2,2005,8,16,18,4,130,"M",97,10,19,NA,NA,495932,"Seward","Charter"
"335",161,2,2005,8,16,18,5,130,"F",129,24.5,17,NA,NA,495932,"Seward","Charter"
"336",161,2,2005,8,16,18,6,130,"F",100,11,9,9,NA,485933,"Seward","Charter"
"337",161,2,2005,8,16,18,7,130,"F",92,8,8,NA,NA,485933,"Seward","Charter"
"338",161,2,2005,8,16,18,8,130,"F",113,11.5,15,NA,NA,495938,"Seward","Private"
"339",161,2,2005,8,17,19,1,130,"F",111,NA,17,NA,NA,485932,"Seward","Charter"
"340",161,2,2005,8,17,19,2,130,"F",106,11.5,13,NA,NA,485932,"Seward","Charter"
"341",161,2,2005,8,17,19,3,130,"F",121,18,20,NA,NA,485935,"Seward","Charter"
"342",161,2,2005,8,19,20,1,130,"F",97,10,10,NA,NA,495932,"Seward","Charter"
"343",161,2,2005,8,19,20,2,130,"F",128,19.5,20,NA,NA,495932,"Seward","Charter"
"344",161,2,2005,8,19,20,3,130,"F",109,NA,16,NA,NA,475933,"Seward","Charter"
"345",161,2,2005,8,19,20,4,130,"F",96,8.5,10,10,NA,475933,"Seward","Charter"
"346",161,2,2005,8,19,20,5,130,"F",119,15,17,NA,NA,475933,"Seward","Charter"
"347",161,2,2005,8,19,20,6,130,"F",122,19.5,16,NA,NA,475933,"Seward","Charter"
"348",161,2,2005,8,22,21,1,130,"F",92,7.5,7,NA,NA,NA,"Seward","Charter"
"349",161,2,2005,8,22,21,2,130,"M",99,NA,NA,NA,NA,495935,"Seward","Charter"
"350",161,2,2005,8,22,21,3,130,"F",99,10,7,NA,NA,495935,"Seward","Charter"
"351",161,2,2005,8,22,21,4,130,"F",94,7.5,8,NA,NA,495935,"Seward","Charter"
"352",161,2,2005,8,24,22,1,130,"F",95,7.5,11,NA,NA,485935,"Seward","Charter"
"353",161,2,2005,8,28,23,1,130,"F",97,NA,12,NA,NA,495932,"Seward","Private"
"354",161,2,2005,8,28,23,2,130,"",113,NA,25,20,NA,495932,"Seward","Private"
"355",161,2,2005,8,28,23,3,130,"F",102,NA,NA,NA,NA,495932,"Seward","Private"
"356",161,2,2005,8,28,23,4,130,"M",102,NA,19,NA,NA,495932,"Seward","Private"
"357",161,2,2005,8,28,23,5,130,"F",121,16,16,NA,NA,495932,"Seward","Private"
"358",161,2,2005,8,28,23,6,130,"F",117,14,15,NA,NA,495932,"Seward","Private"
"359",161,2,2005,8,28,23,7,130,"F",119,16.5,16,NA,NA,495932,"Seward","Private"
"360",161,2,2005,8,29,24,1,130,"F",121,19.5,17,NA,NA,495932,"Seward","Charter"
"361",161,2,2005,8,29,24,2,130,"F",112,12.5,16,NA,NA,485934,"Seward","Charter"
"362",161,2,2005,8,29,24,3,130,"F",124,19.5,20,NA,NA,485934,"Seward","Charter"
"363",161,2,2005,8,30,25,1,130,"F",91,8,8,8,NA,485935,"Seward","Charter"
"364",161,2,2005,8,31,26,1,130,"F",94,8,7,NA,NA,505932,"Seward","Charter"
"365",161,2,2005,8,31,26,2,130,"F",94,8,9,NA,NA,505932,"Seward","Charter"
"366",161,2,2005,8,31,26,3,130,"F",92,8,8,NA,NA,505932,"Seward","Charter"
"367",161,2,2005,8,31,26,4,130,"F",94,8,9,NA,NA,505932,"Seward","Charter"
"368",161,2,2005,8,31,26,5,130,"F",132,23,13,NA,NA,505932,"Seward","Charter"
"369",161,2,2005,9,3,27,1,130,"F",127,20,19,NA,NA,485932,"Seward","Unknown"
"370",161,2,2005,9,5,28,1,130,"F",106,9,23,NA,NA,485931,"Seward","Charter"
"371",10,1,2005,7,3,1,1,130,"F",116,12,18,16,NA,466004,"Valdez","Charter"
"372",10,1,2005,7,3,1,2,130,"F",97,7.5,9,NA,NA,466004,"Valdez","Charter"
"373",10,1,2005,7,3,1,3,130,"F",107,11,15,NA,NA,466004,"Valdez","Charter"
"374",10,1,2005,7,3,1,4,130,"F",98,10,9,NA,NA,465932,"Valdez","Charter"
"375",10,1,2005,7,3,1,5,130,"F",120,17,21,NA,NA,465932,"Valdez","Charter"
"376",10,1,2005,7,3,1,6,130,"F",118,15,19,NA,NA,465932,"Valdez","Charter"
"377",10,1,2005,7,3,1,7,130,"F",109,12,13,NA,NA,465932,"Valdez","Charter"
"378",10,1,2005,7,3,1,8,130,"F",114,15,15,NA,NA,465932,"Valdez","Charter"
"379",10,1,2005,7,3,1,9,130,"F",121,18,18,NA,NA,465932,"Valdez","Charter"
"380",10,1,2005,7,3,1,10,130,"F",126,21,20,19,NA,465932,"Valdez","Charter"
"381",10,1,2005,7,3,1,11,130,"F",130,24,20,NA,NA,465932,"Valdez","Charter"
"382",10,1,2005,7,4,2,1,130,"F",113,13,13,NA,NA,466003,"Valdez","Charter"
"383",10,1,2005,7,4,2,2,130,"M",92,7,15,NA,NA,466003,"Valdez","Charter"
"384",10,1,2005,7,4,2,3,130,"M",95,9,12,NA,NA,466003,"Valdez","Charter"
"385",10,1,2005,7,4,2,4,130,"M",95,8,12,NA,NA,466003,"Valdez","Charter"
"386",10,1,2005,7,4,2,5,130,"F",112,12,15,NA,NA,466003,"Valdez","Charter"
"387",10,1,2005,7,4,2,6,130,"F",103,9,12,NA,NA,466003,"Valdez","Charter"
"388",10,1,2005,7,4,2,7,130,"F",104,8,12,NA,NA,466003,"Valdez","Charter"
"389",10,1,2005,7,4,2,8,130,"M",100,8,16,15,NA,466003,"Valdez","Charter"
"390",10,1,2005,7,4,2,9,130,"F",118,17.5,18,NA,NA,475932,"Valdez","Charter"
"391",10,1,2005,7,4,2,10,130,"F",122,18,17,NA,NA,475932,"Valdez","Charter"
"392",10,1,2005,7,4,2,11,130,"F",122,20,17,NA,NA,475932,"Valdez","Charter"
"393",10,1,2005,7,4,2,12,130,"F",104,11,14,NA,NA,475932,"Valdez","Charter"
"394",10,1,2005,7,4,2,13,130,"F",113,15,17,NA,NA,475932,"Valdez","Charter"
"395",10,1,2005,7,4,2,14,130,"F",123,21.5,18,NA,NA,475932,"Valdez","Charter"
"396",10,1,2005,7,5,3,1,130,"F",113,12,11,NA,NA,466005,"Valdez","Charter"
"397",10,1,2005,7,5,3,2,130,"F",105,11,12,NA,NA,476002,"Valdez","Charter"
"398",10,1,2005,7,5,3,3,130,"F",119,15,17,16,NA,476002,"Valdez","Charter"
"399",10,1,2005,7,5,3,4,130,"F",119,13.5,19,NA,NA,476002,"Valdez","Charter"
"400",10,1,2005,7,5,3,5,130,"F",113,12.5,19,NA,NA,476002,"Valdez","Charter"
"401",10,1,2005,7,5,3,6,130,"F",119,14,21,NA,NA,476002,"Valdez","Charter"
"402",10,1,2005,7,5,3,7,130,"F",104,10.5,10,NA,NA,476002,"Valdez","Charter"
"403",10,1,2005,7,5,3,8,130,"F",124,19,21,NA,NA,476002,"Valdez","Charter"
"404",10,1,2005,7,5,3,9,130,"F",115,12,12,NA,NA,476002,"Valdez","Charter"
"405",10,1,2005,7,5,3,10,130,"F",122,15,20,NA,NA,476002,"Valdez","Charter"
"406",10,1,2005,7,5,3,11,130,"F",120,16,15,NA,NA,476002,"Valdez","Charter"
"407",10,1,2005,7,5,3,12,130,"F",126,20,19,21,NA,476002,"Valdez","Charter"
"408",10,1,2005,7,8,4,1,130,"F",121,18,19,NA,NA,465932,"Valdez","Charter"
"409",10,1,2005,7,8,4,2,130,"F",116,13.5,16,NA,NA,466003,"Valdez","Private"
"410",10,1,2005,7,8,4,3,130,"F",110,9,13,NA,NA,466003,"Valdez","Private"
"411",10,1,2005,7,8,4,4,130,"F",110,12,14,NA,NA,466003,"Valdez","Private"
"412",10,1,2005,7,8,4,5,130,"F",112,14,15,NA,NA,466003,"Valdez","Private"
"413",10,1,2005,7,9,5,1,130,"F",114,14,16,NA,NA,465932,"Valdez","Charter"
"414",10,1,2005,7,9,5,2,130,"F",127,24,19,NA,NA,465932,"Valdez","Charter"
"415",10,1,2005,7,9,5,3,130,"F",120,22,17,NA,NA,465932,"Valdez","Charter"
"416",10,1,2005,7,9,5,4,130,"F",115,14,15,14,NA,465932,"Valdez","Charter"
"417",10,1,2005,7,9,5,5,130,"F",113,12,9,NA,NA,476008,"Valdez","Charter"
"418",10,1,2005,7,9,5,6,130,"F",115,11.5,12,NA,NA,476002,"Valdez","Charter"
"419",10,1,2005,7,9,5,7,130,"F",93,7.5,8,NA,NA,475932,"Valdez","Charter"
"420",10,1,2005,7,9,5,8,130,"F",121,14,20,NA,NA,465932,"Valdez","Charter"
"421",10,1,2005,7,9,5,9,130,"F",95,8,8,NA,NA,465932,"Valdez","Charter"
"422",10,1,2005,7,9,5,10,130,"F",111,11.5,13,NA,NA,466003,"Valdez","Charter"
"423",10,1,2005,7,10,6,1,130,"F",95,8,10,NA,NA,466004,"Valdez","Charter"
"424",10,1,2005,7,10,6,2,130,"F",114,12.5,16,NA,NA,466004,"Valdez","Charter"
"425",10,1,2005,7,10,6,3,130,"F",100,10,9,8,NA,466004,"Valdez","Charter"
"426",10,1,2005,7,10,6,4,130,"F",111,15,15,NA,NA,466004,"Valdez","Charter"
"427",10,1,2005,7,10,6,5,130,"F",122,16.5,20,NA,NA,466003,"Valdez","Charter"
"428",10,1,2005,7,10,6,6,130,"F",92,7,9,NA,NA,466003,"Valdez","Charter"
"429",10,1,2005,7,14,7,1,130,"F",111,13,13,NA,NA,476002,"Valdez","Charter"
"430",10,1,2005,7,14,7,2,130,"F",119,15,17,NA,NA,466002,"Valdez","Charter"
"431",10,1,2005,7,14,7,3,130,"F",122,19,18,NA,NA,466002,"Valdez","Charter"
"432",10,1,2005,7,14,7,4,130,"F",102,11.5,9,NA,NA,466002,"Valdez","Charter"
"433",10,1,2005,7,14,7,5,130,"F",130,21,16,NA,NA,466002,"Valdez","Charter"
"434",10,1,2005,7,15,8,1,130,"F",108,11,10,10,NA,466004,"Valdez","Charter"
"435",10,1,2005,7,15,8,2,130,"F",102,9,9,NA,NA,466004,"Valdez","Charter"
"436",10,1,2005,7,15,8,3,130,"F",92,7,7,NA,NA,466004,"Valdez","Charter"
"437",10,1,2005,7,15,8,4,130,"F",122,16,22,NA,NA,466002,"Valdez","Charter"
"438",10,1,2005,7,15,8,5,130,"F",120,17,13,NA,NA,466002,"Valdez","Charter"
"439",10,1,2005,7,15,8,6,130,"F",101,10,11,NA,NA,476036,"Valdez","Private"
"440",10,1,2005,7,15,8,7,130,"F",110,10,17,NA,NA,466005,"Valdez","Charter"
"441",10,1,2005,7,15,8,8,130,"M",101,11,13,NA,NA,466005,"Valdez","Charter"
"442",10,1,2005,7,15,8,9,130,"F",105,10.5,16,NA,NA,466005,"Valdez","Charter"
"443",10,1,2005,7,15,8,10,130,"F",105,11,10,12,NA,466005,"Valdez","Charter"
"444",10,1,2005,7,15,8,11,130,"F",122,18,14,NA,NA,465932,"Valdez","Charter"
"445",10,1,2005,7,16,9,1,130,"M",95,9,13,NA,NA,466033,"Valdez","Charter"
"446",10,1,2005,7,16,9,2,130,"F",119,13.5,14,NA,NA,466033,"Valdez","Charter"
"447",10,1,2005,7,16,9,3,130,"F",111,11.5,15,NA,NA,466033,"Valdez","Charter"
"448",10,1,2005,7,16,9,4,130,"M",96,9.5,16,NA,NA,466002,"Valdez","Charter"
"449",10,1,2005,7,16,9,5,130,"F",121,14,20,NA,NA,466002,"Valdez","Charter"
"450",10,1,2005,7,16,9,6,130,"F",128,21.5,16,NA,NA,466002,"Valdez","Charter"
"451",10,1,2005,7,16,9,7,130,"F",127,23.5,20,NA,NA,466002,"Valdez","Charter"
"452",10,1,2005,7,16,9,8,130,"M",102,11.5,18,18,NA,466002,"Valdez","Charter"
"453",10,1,2005,7,16,9,9,130,"M",96,10,16,NA,NA,466002,"Valdez","Charter"
"454",10,1,2005,7,16,9,10,130,"F",119,14,18,NA,NA,466002,"Valdez","Charter"
"455",10,1,2005,7,16,9,11,130,"F",118,16,18,NA,NA,466002,"Valdez","Charter"
"456",10,1,2005,7,16,9,12,130,"F",103,10.5,10,NA,NA,466002,"Valdez","Charter"
"457",10,1,2005,7,16,9,13,130,"F",118,16,16,NA,NA,466002,"Valdez","Charter"
"458",10,1,2005,7,16,9,14,130,"M",97,9,16,NA,NA,466002,"Valdez","Charter"
"459",10,1,2005,7,16,9,15,130,"F",94,8,8,NA,NA,466002,"Valdez","Charter"
"460",10,1,2005,7,18,10,1,130,"F",110,13,16,NA,NA,466003,"Valdez","Private"
"461",10,1,2005,7,18,10,2,130,"F",94,10,8,8,NA,466003,"Valdez","Private"
"462",10,1,2005,7,18,10,3,130,"M",91,9,15,NA,NA,466003,"Valdez","Private"
"463",10,1,2005,7,18,10,4,130,"M",89,7,14,NA,NA,466003,"Valdez","Private"
"464",10,1,2005,7,18,10,5,130,"F",99,11.5,10,NA,NA,466003,"Valdez","Private"
"465",10,1,2005,7,18,10,6,130,"F",116,14,13,NA,NA,466005,"Valdez","Private"
"466",10,1,2005,7,18,10,7,130,"F",94,6,8,NA,NA,466005,"Valdez","Private"
"467",10,1,2005,7,18,10,8,130,"F",114,13.5,15,NA,NA,466005,"Valdez","Private"
"468",10,1,2005,7,18,10,9,130,"M",100,12,11,NA,NA,466005,"Valdez","Private"
"469",10,1,2005,7,19,11,1,130,"F",104,10,12,NA,NA,476002,"Valdez","Charter"
"470",10,1,2005,7,19,11,2,130,"F",105,9.5,14,14,NA,476002,"Valdez","Charter"
"471",10,1,2005,7,22,12,1,130,"F",120,15,19,NA,NA,475932,"Valdez","Charter"
"472",10,1,2005,7,22,12,2,130,"F",97,7,10,NA,NA,475932,"Valdez","Charter"
"473",10,1,2005,7,22,12,3,130,"F",118,12,11,NA,NA,465932,"Valdez","Charter"
"474",10,1,2005,7,22,12,4,130,"F",120,16,17,NA,NA,465932,"Valdez","Charter"
"475",10,1,2005,7,22,12,5,130,"F",126,18.5,16,NA,NA,465932,"Valdez","Charter"
"476",10,1,2005,7,22,12,6,130,"F",130,23,21,NA,NA,465932,"Valdez","Charter"
"477",10,1,2005,7,22,12,7,130,"F",128,19,18,NA,NA,465932,"Valdez","Charter"
"478",10,1,2005,7,22,12,8,130,"F",122,18,18,NA,NA,465932,"Valdez","Charter"
"479",10,1,2005,7,23,13,1,130,"F",99,10,9,10,NA,466004,"Valdez","Charter"
"480",10,1,2005,7,23,13,2,130,"F",117,16,18,NA,NA,466004,"Valdez","Charter"
"481",10,1,2005,7,23,13,3,130,"F",112,12.5,17,NA,NA,466003,"Valdez","Charter"
"482",10,1,2005,7,23,13,4,130,"F",101,10,12,NA,NA,466003,"Valdez","Charter"
"483",10,1,2005,7,23,13,5,130,"M",100,11,17,NA,NA,466003,"Valdez","Charter"
"484",10,1,2005,7,23,13,6,130,"F",111,11,15,NA,NA,466003,"Valdez","Charter"
"485",10,1,2005,7,23,13,7,130,"F",113,12.5,15,NA,NA,466003,"Valdez","Charter"
"486",10,1,2005,7,23,13,8,130,"F",115,12.5,13,NA,NA,466003,"Valdez","Charter"
"487",10,1,2005,7,23,13,9,130,"M",100,8.5,NA,NA,NA,466003,"Valdez","Charter"
"488",10,1,2005,7,23,13,10,130,"F",112,11,11,11,NA,466003,"Valdez","Charter"
"489",10,1,2005,7,24,14,1,130,"F",117,16.5,16,NA,NA,466005,"Valdez","Charter"
"490",10,1,2005,7,24,14,2,130,"F",105,11.5,10,NA,NA,466005,"Valdez","Charter"
"491",10,1,2005,7,24,14,3,130,"F",112,12,14,NA,NA,466005,"Valdez","Charter"
"492",10,1,2005,7,24,14,4,130,"F",99,10,13,NA,NA,466005,"Valdez","Charter"
"493",10,1,2005,7,28,15,1,130,"F",125,18.5,16,NA,NA,466002,"Valdez","Charter"
"494",10,1,2005,7,28,15,2,130,"F",110,15,15,NA,NA,466002,"Valdez","Charter"
"495",10,1,2005,7,28,15,3,130,"F",126,20.5,16,NA,NA,466002,"Valdez","Charter"
"496",10,1,2005,7,29,16,1,130,"M",101,10.5,15,NA,NA,466002,"Valdez","Charter"
"497",10,1,2005,7,29,16,2,130,"F",120,17.5,20,21,NA,466002,"Valdez","Charter"
"498",10,1,2005,7,29,16,3,130,"M",93,9.5,18,NA,NA,476002,"Valdez","Charter"
"499",10,1,2005,7,29,16,4,130,"F",123,18,18,NA,NA,476002,"Valdez","Charter"
"500",10,1,2005,7,29,16,5,130,"F",113,13.5,15,NA,NA,476002,"Valdez","Charter"
"501",10,1,2005,7,29,16,6,130,"F",121,16,15,NA,NA,476002,"Valdez","Charter"
"502",10,1,2005,7,29,16,7,130,"M",101,10,14,NA,NA,476002,"Valdez","Charter"
"503",10,1,2005,7,29,16,8,130,"F",107,11,11,NA,NA,476002,"Valdez","Charter"
"504",10,1,2005,7,31,17,1,130,"F",107,12,12,NA,NA,466003,"Valdez","Charter"
"505",10,1,2005,7,31,17,2,130,"F",116,13,15,NA,NA,466004,"Valdez","Charter"
"506",10,1,2005,7,31,17,3,130,"F",124,19.5,19,19,NA,466004,"Valdez","Charter"
"507",10,1,2005,7,31,17,4,130,"F",112,13.5,14,NA,NA,466004,"Valdez","Charter"
"508",10,1,2005,7,31,17,5,130,"F",120,15,16,NA,NA,466004,"Valdez","Charter"
"509",10,1,2005,8,1,18,1,130,"F",114,14,12,NA,NA,466003,"Valdez","Charter"
"510",10,1,2005,8,1,18,2,130,"F",105,12,13,NA,NA,466003,"Valdez","Charter"
"511",10,1,2005,8,1,18,3,130,"M",93,8.5,13,NA,NA,466003,"Valdez","Charter"
"512",10,1,2005,8,1,18,4,130,"M",95,8.5,12,NA,NA,466004,"Valdez","Charter"
"513",10,1,2005,8,1,18,5,130,"F",124,14,19,NA,NA,466004,"Valdez","Charter"
"514",10,1,2005,8,1,18,6,130,"F",132,23.5,20,NA,NA,476009,"Valdez","Charter"
"515",10,1,2005,8,5,19,1,130,"F",115,14,15,16,NA,466003,"Valdez","Charter"
"516",10,1,2005,8,5,19,2,130,"F",103,8.5,10,NA,NA,466003,"Valdez","Charter"
"517",10,1,2005,8,5,19,3,130,"M",97,9,17,NA,NA,466003,"Valdez","Charter"
"518",10,1,2005,8,5,19,4,130,"M",99,10,16,NA,NA,466003,"Valdez","Charter"
"519",10,1,2005,8,5,19,5,130,"M",96,8.5,NA,NA,NA,466003,"Valdez","Charter"
"520",10,1,2005,8,5,19,6,130,"M",100,10,14,NA,NA,466003,"Valdez","Charter"
"521",10,1,2005,8,5,19,7,130,"F",106,14,9,NA,NA,466003,"Valdez","Charter"
"522",10,1,2005,8,5,20,1,130,"F",111,13,16,NA,NA,466003,"Valdez","Private"
"523",10,1,2005,8,5,20,2,130,"F",109,11.5,14,NA,NA,466003,"Valdez","Private"
"524",10,1,2005,8,5,20,3,130,"M",88,7,10,9,NA,466003,"Valdez","Private"
"525",10,1,2005,8,5,20,4,130,"F",102,10,10,NA,NA,466003,"Valdez","Private"
"526",10,1,2005,8,5,20,5,130,"F",111,12,12,NA,NA,466004,"Valdez","Charter"
"527",10,1,2005,8,5,20,6,130,"M",90,8,13,NA,NA,466004,"Valdez","Charter"
"528",10,1,2005,8,5,20,7,130,"F",92,7,7,NA,NA,466004,"Valdez","Charter"
"529",10,1,2005,8,5,20,8,130,"M",94,9.5,15,NA,NA,466004,"Valdez","Charter"
"530",10,1,2005,8,17,21,1,130,"F",104,10.5,9,NA,NA,466004,"Valdez","Charter"
"531",10,1,2005,8,17,21,2,130,"M",97,10,14,NA,NA,466004,"Valdez","Charter"
"532",10,1,2005,8,17,21,3,130,"F",99,7.5,10,NA,NA,466004,"Valdez","Charter"
"533",10,1,2005,8,17,21,4,130,"F",114,10,12,15,NA,466004,"Valdez","Charter"
"534",10,1,2005,8,17,21,5,130,"M",96,9,14,NA,NA,466004,"Valdez","Charter"
"535",10,1,2005,8,17,21,6,130,"F",102,9,10,NA,NA,466004,"Valdez","Charter"
"536",10,1,2005,8,19,22,1,130,"F",109,11,16,NA,NA,466003,"Valdez","Charter"
"537",10,1,2005,8,19,22,2,130,"F",95,9,11,NA,NA,466003,"Valdez","Charter"
"538",10,1,2005,8,19,22,3,130,"F",115,11,16,NA,NA,466004,"Valdez","Charter"
"539",10,1,2005,8,19,22,4,130,"F",124,21.5,13,NA,NA,466003,"Valdez","Charter"
"540",10,1,2005,8,19,22,5,130,"F",112,15.5,11,NA,NA,466003,"Valdez","Charter"
"541",10,1,2005,8,19,22,6,130,"F",123,15,14,NA,NA,466003,"Valdez","Charter"
"542",10,1,2005,8,19,22,7,130,"F",118,16,14,15,NA,466003,"Valdez","Charter"
"543",10,1,2005,8,19,22,8,130,"F",124,21,16,NA,NA,466004,"Valdez","Charter"
"544",10,1,2005,8,19,22,9,130,"F",117,14,17,NA,NA,466004,"Valdez","Charter"
"545",10,1,2005,8,22,23,1,130,"M",92,7.5,12,NA,NA,466003,"Valdez","Charter"
"546",10,1,2005,8,22,23,2,130,"F",107,13.5,12,NA,NA,466003,"Valdez","Charter"
"547",10,1,2005,8,22,23,3,130,"F",111,15,14,NA,NA,466003,"Valdez","Charter"
"548",10,1,2005,8,22,23,4,130,"F",110,13.5,12,NA,NA,466003,"Valdez","Charter"
"549",10,1,2005,8,22,23,5,130,"F",115,15,16,NA,NA,466003,"Valdez","Charter"
"550",10,1,2005,8,22,23,6,130,"F",110,11.5,14,NA,NA,466003,"Valdez","Charter"
"551",10,1,2005,8,22,23,7,130,"M",92,8.5,9,10,NA,466003,"Valdez","Charter"
"552",10,1,2005,8,24,24,1,130,"F",93,7,14,NA,NA,466003,"Valdez","Charter"
"553",10,1,2005,8,24,24,2,130,"F",93,7,8,NA,NA,466003,"Valdez","Charter"
"554",10,1,2005,8,24,24,3,130,"F",110,10,12,NA,NA,466003,"Valdez","Charter"
"555",10,1,2005,8,29,25,1,130,"F",116,16,14,NA,NA,466003,"Valdez","Charter"
"556",10,1,2005,8,29,25,2,130,"M",95,9,16,NA,NA,466003,"Valdez","Charter"
"557",10,1,2005,8,29,25,3,130,"F",91,6.5,8,NA,NA,466003,"Valdez","Charter"
"558",10,1,2005,8,30,26,1,130,"F",117,17,16,NA,NA,466004,"Valdez","Charter"
"559",10,1,2005,8,30,26,2,130,"F",121,17,21,NA,NA,476002,"Valdez","Charter"
"560",10,1,2005,8,30,26,3,130,"F",124,18,22,22,NA,476002,"Valdez","Charter"
"561",10,1,2005,9,3,27,1,130,"F",110,10,11,NA,NA,466002,"Valdez","Charter"
"562",10,1,2005,9,3,27,2,130,"M",102,11,21,NA,NA,466002,"Valdez","Charter"
